ROILimits_1,ROILimits_2,Value
260,283,P
291,316,QRS
348,403,T
602,626,P
635,659,QRS
692,747,T
940,962,P
971,999,QRS
1029,1084,T
1279,1301,P
1310,1335,QRS
1366,1422,T
1615,1644,P
1652,1677,QRS
1710,1767,T
1964,1979,P
1995,2020,QRS
2054,2110,T
2306,2330,P
2339,2368,QRS
2398,2454,T
2655,2669,P
2687,2712,QRS
2745,2802,T
2999,3019,P
3032,3056,QRS
3091,3148,T
3344,3367,P
3376,3401,QRS
3431,3491,T
3685,3706,P
3717,3741,QRS
3773,3831,T
4029,4053,P
4060,4085,QRS
4117,4174,T
4368,4393,P
4398,4424,QRS
4458,4513,T
4702,4725,P
4737,4764,QRS
4796,4850,T
5043,5067,P
5076,5101,QRS
5132,5189,T
5387,5406,P
5420,5445,QRS
5475,5534,T
5729,5751,P
5761,5789,QRS
5817,5876,T
6067,6093,P
6101,6126,QRS
6158,6216,T
6413,6435,P
6446,6470,QRS
6503,6559,T
6753,6773,P
6785,6813,QRS
6844,6900,T
7092,7109,P
7125,7149,QRS
7181,7238,T
7430,7452,P
7461,7485,QRS
7519,7575,T
7770,7792,P
7803,7831,QRS
7860,7915,T
8107,8132,P
8141,8165,QRS
8197,8252,T
8450,8472,P
8481,8506,QRS
8539,8595,T
8783,8807,P
8814,8839,QRS
8871,8927,T
9128,9151,P
9160,9185,QRS
9218,9275,T
9474,9498,P
9506,9531,QRS
9564,9621,T
9814,9831,P
9846,9873,QRS
9903,9961,T
10158,10182,P
10191,10216,QRS
10248,10304,T
10506,10525,P
10537,10562,QRS
10597,10652,T
10845,10859,P
10877,10905,QRS
10935,10993,T
11187,11211,P
11219,11244,QRS
11276,11334,T
11561,11586,QRS
11617,11675,T
11869,11891,P
11902,11929,QRS
11960,12015,T
12208,12232,P
12240,12267,QRS
12297,12353,T
12548,12573,P
12582,12606,QRS
12638,12694,T
12890,12908,P
12922,12949,QRS
12979,13036,T
13230,13252,P
13261,13285,QRS
13318,13376,T
13578,13600,P
13611,13635,QRS
13667,13726,T
13923,13945,P
13955,13980,QRS
14014,14071,T
14268,14287,P
14298,14326,QRS
14356,14414,T
14616,14637,P
14647,14671,QRS
14702,14761,T
14950,14975,P
14984,15011,QRS
15041,15097,T
15300,15323,P
15335,15359,QRS
15391,15449,T
15642,15666,P
15675,15700,QRS
15730,15789,T
15969,15982,P
16002,16030,QRS
16062,16115,T
16306,16327,P
16336,16360,QRS
16391,16448,T
16654,16674,P
16684,16709,QRS
16741,16800,T
16994,17016,P
17024,17049,QRS
17082,17138,T
17336,17355,P
17368,17395,QRS
17425,17483,T
17682,17705,P
17714,17739,QRS
17771,17831,T
18028,18048,P
18060,18085,QRS
18117,18175,T
18369,18390,P
18400,18425,QRS
18458,18516,T
18711,18738,P
18745,18770,QRS
18802,18860,T
19053,19077,P
19087,19112,QRS
19145,19203,T
19393,19417,P
19426,19453,QRS
19483,19541,T
19729,19754,P
19766,19791,QRS
19825,19882,T
20076,20097,P
20108,20132,QRS
20166,20222,T
20410,20437,P
20444,20471,QRS
20499,20557,T
20750,20775,P
20784,20808,QRS
20841,20897,T
21092,21117,P
21124,21149,QRS
21181,21240,T
21405,21428,P
21437,21465,QRS
21497,21551,T
21766,21787,P
21797,21822,QRS
21855,21912,T
22106,22128,P
22137,22162,QRS
22195,22253,T
22454,22471,P
22484,22512,QRS
22542,22600,T
22790,22813,P
22822,22849,QRS
22877,22935,T
23135,23154,P
23166,23190,QRS
23223,23280,T
23463,23487,P
23495,23524,QRS
23551,23609,T
23799,23831,P
23839,23864,QRS
23899,23952,T
24138,24161,P
24169,24194,QRS
24225,24283,T
24474,24488,P
24508,24536,QRS
24565,24623,T
24806,24830,P
24839,24864,QRS
24896,24952,T
25154,25173,P
25184,25208,QRS
25241,25298,T
25482,25507,P
25516,25545,QRS
25573,25630,T
25831,25853,P
25863,25887,QRS
25918,25978,T
26172,26198,P
26204,26229,QRS
26263,26319,T
26523,26540,P
26554,26582,QRS
26615,26669,T
26861,26885,P
