ROILimits_1,ROILimits_2,Value
230,253,P
273,306,QRS
326,407,T
441,462,P
482,515,QRS
534,573,T
656,678,P
699,730,QRS
747,790,T
894,916,P
937,967,QRS
989,1027,T
1135,1157,P
1177,1209,QRS
1232,1269,T
1370,1393,P
1413,1446,QRS
1466,1541,T
1613,1635,P
1656,1687,QRS
1707,1747,T
1861,1881,P
1904,1936,QRS
1954,2006,T
2108,2128,P
2151,2183,QRS
2192,2283,T
2353,2375,P
2395,2428,QRS
2445,2487,T
2599,2620,P
2642,2675,QRS
2693,2733,T
2849,2868,P
2891,2922,QRS
2940,2982,T
3092,3113,P
3134,3169,QRS
3181,3225,T
3336,3356,P
3378,3409,QRS
3427,3469,T
3581,3601,P
3623,3655,QRS
3676,3716,T
3831,3851,P
3874,3905,QRS
3922,3965,T
4078,4098,P
4120,4152,QRS
4173,4213,T
4325,4346,P
4368,4400,QRS
4416,4459,T
4574,4594,P
4617,4648,QRS
4668,4708,T
4826,4847,P
4870,4902,QRS
4921,4961,T
5079,5101,P
5122,5155,QRS
5172,5257,T
5329,5350,P
5373,5404,QRS
5422,5463,T
5581,5601,P
5624,5656,QRS
5673,5715,T
5834,5854,P
5876,5908,QRS
5925,5966,T
6079,6100,P
6122,6154,QRS
6173,6223,T
6324,6345,P
6367,6398,QRS
6416,6456,T
6570,6591,P
6613,6645,QRS
6663,6705,T
6818,6838,P
6861,6892,QRS
6911,6951,T
7066,7086,P
7110,7142,QRS
7158,7202,T
7318,7338,P
7362,7395,QRS
7413,7454,T
7573,7594,P
7617,7650,QRS
7669,7710,T
7831,7850,P
7875,7906,QRS
7927,7966,T
8088,8110,P
8132,8165,QRS
8184,8224,T
8342,8363,P
8386,8417,QRS
8438,8477,T
8595,8616,P
8638,8670,QRS
8691,8730,T
8842,8866,P
8886,8919,QRS
8936,8976,T
9090,9111,P
9133,9165,QRS
9183,9223,T
9338,9358,P
9381,9412,QRS
9431,9471,T
9585,9605,P
9628,9660,QRS
9681,9718,T
9829,9850,P
9871,9903,QRS
9924,9962,T
10073,10095,P
