ROILimits_1,ROILimits_2,Value
174,195,QRS
207,251,T
278,295,P
313,334,QRS
351,391,T
453,474,QRS
481,530,T
555,575,P
592,614,QRS
694,713,P
732,754,QRS
768,809,T
871,898,QRS
974,993,P
1011,1032,QRS
1151,1172,QRS
1188,1227,T
1254,1272,P
1290,1311,QRS
1320,1367,T
1430,1450,QRS
1467,1507,T
1568,1590,QRS
1597,1646,T
1671,1690,P
1708,1729,QRS
1736,1786,T
1811,1829,P
1847,1869,QRS
1878,1924,T
1987,2008,QRS
2029,2065,T
2127,2148,QRS
2165,2203,T
2266,2287,QRS
2302,2343,T
2405,2426,QRS
2443,2482,T
2545,2566,QRS
2579,2622,T
2648,2666,P
2685,2706,QRS
2725,2765,T
2814,2847,QRS
2862,2902,T
2928,2952,P
2966,2992,QRS
3001,3061,T
3100,3127,QRS
3142,3180,T
3209,3239,P
3248,3277,QRS
3283,3323,T
3348,3367,P
3385,3406,QRS
3413,3462,T
3489,3507,P
3526,3553,QRS
3567,3604,T
3628,3648,P
3667,3688,QRS
3703,3744,T
3809,3830,QRS
3843,3885,T
3912,3932,P
3950,3971,QRS
3980,4026,T
4053,4073,P
4090,4111,QRS
4116,4168,T
4233,4255,QRS
4276,4310,T
4338,4358,P
4376,4396,QRS
4414,4452,T
4481,4507,P
4517,4539,QRS
4575,4606,T
4622,4649,P
4659,4680,QRS
4695,4736,T
4765,4794,P
4802,4823,QRS
4838,4879,T
4907,4927,P
4945,4966,QRS
4973,5022,T
5051,5069,P
5087,5108,QRS
5121,5165,T
5194,5219,P
5229,5250,QRS
5256,5306,T
5335,5363,P
5371,5392,QRS
5402,5446,T
5475,5497,P
5513,5534,QRS
5550,5590,T
5618,5639,P
5655,5676,QRS
5692,5733,T
5763,5781,P
5798,5819,QRS
5830,5874,T
5904,5924,P
5940,5961,QRS
5977,6017,T
6082,6104,QRS
6116,6159,T
6188,6218,P
6226,6247,QRS
6256,6303,T
6331,6350,P
6369,6390,QRS
6397,6445,T
6474,6494,P
6511,6533,QRS
6540,6587,T
6617,6639,P
6653,6674,QRS
6685,6730,T
6759,6779,P
6797,6818,QRS
6831,6874,T
6902,6920,P
6939,6959,QRS
6976,7015,T
7044,7063,P
7082,7103,QRS
7119,7159,T
7187,7207,P
7225,7247,QRS
7256,7302,T
7330,7349,P
7367,7388,QRS
7401,7445,T
