ROILimits_1,ROILimits_2,Value
144,173,QRS
182,214,T
361,385,P
435,464,QRS
495,583,T
675,702,P
716,746,QRS
788,814,T
907,938,QRS
953,1097,T
1106,1134,P
1150,1186,QRS
1225,1284,T
1341,1370,QRS
1547,1570,P
1595,1625,QRS
1659,1721,T
1732,1777,P
1784,1813,QRS
1831,1975,T
1982,2020,P
2029,2063,QRS
2087,2156,T
2222,2251,QRS
2265,2341,T
2496,2524,QRS
2551,2633,T
2744,2780,P
2784,2814,QRS
2853,2916,T
2977,3006,QRS
3036,3167,T
3178,3222,P
3227,3256,QRS
3277,3359,T
3414,3443,QRS
3579,3605,T
3667,3694,QRS
3718,3874,T
3938,3966,QRS
3979,4002,T
4158,4198,P
4210,4247,QRS
4275,4354,T
4435,4457,P
4507,4536,QRS
4569,4595,T
4738,4757,P
4797,4827,QRS
4864,4921,T
4995,5023,QRS
5030,5173,T
5183,5220,P
5238,5265,QRS
5289,5384,T
5517,5547,QRS
5586,5610,T
5710,5738,QRS
5877,5900,T
5957,5987,QRS
6017,6082,T
6145,6176,QRS
6296,6323,T
6387,6416,QRS
6424,6596,T
6606,6643,P
6654,6683,QRS
6724,6792,T
6800,6839,P
6845,6873,QRS
6917,6962,T
7025,7056,QRS
7062,7150,T
7248,7270,P
7308,7336,QRS
7384,7408,T
7419,7460,P
7460,7509,QRS
7523,7609,T
7702,7745,P
7758,7800,QRS
7835,7858,T
7959,7990,QRS
8014,8130,T
8132,8178,P
8204,8234,QRS
8264,8351,T
8420,8438,P
8485,8517,QRS
8552,8576,T
8676,8706,QRS
8919,8947,QRS
9022,9128,T
9189,9217,QRS
9235,9257,T
9283,9327,P
9334,9382,QRS
9392,9479,T
9578,9615,P
9625,9662,QRS
9710,9733,T
9815,9845,QRS
9874,9897,T
9995,10023,QRS
10267,10295,QRS
10329,10408,T
10462,10489,QRS
10521,10599,T
10660,10706,P
10725,10754,QRS
10809,10862,T
10865,10907,P
10914,10943,QRS
10971,10996,T
11097,11125,QRS
11151,11265,T
11343,11371,QRS
11383,11487,T
11597,11626,QRS
11632,11742,T
11832,11872,P
11878,11907,QRS
11956,12008,T
12071,12100,QRS
12343,12371,QRS
12386,12547,T
12610,12638,QRS
12665,12688,T
12836,12855,P
12904,12938,QRS
12996,13041,T
13105,13133,QRS
13140,13314,T
13370,13400,QRS
13441,13467,T
13568,13598,QRS
13630,13735,T
13809,13837,QRS
13840,14027,T
14088,14116,QRS
14139,14226,T
14305,14345,P
14372,14402,QRS
14442,14520,T
14572,14601,QRS
14615,14770,T
14830,14860,QRS
14896,14921,T
15134,15162,QRS
15197,15221,T
15274,15321,QRS
15336,15495,T
15573,15603,QRS
15858,15886,QRS
15918,16075,T
16138,16169,QRS
16228,16277,T
16334,16363,QRS
16411,16446,T
16523,16552,QRS
16765,16798,P
16809,16838,QRS
16886,16911,T
17012,17041,QRS
17261,17291,QRS
17318,17485,T
17548,17577,QRS
17605,17764,T
17773,17795,P
17826,17858,QRS
17883,17907,T
18134,18164,QRS
18206,18230,T
18459,18487,QRS
18532,18586,T
18715,18733,P
18775,18804,QRS
18832,18991,T
18994,19012,P
19061,19089,QRS
19132,19187,T
19269,19296,QRS
19317,19446,T
19514,19541,QRS
19557,19730,T
19788,19819,QRS
19842,19931,T
20025,20054,P
20074,20105,QRS
20133,20156,T
20298,20339,P
20362,20392,QRS
20399,20467,T
20511,20560,QRS
20561,20655,T
20830,20858,P
20865,20893,QRS
21009,21057,QRS
21058,21180,T
21273,21291,P
21341,21371,QRS
21420,21446,T
21535,21563,QRS
21704,21728,T
21743,21762,P
21793,21819,QRS
21842,21878,T
22031,22049,P
22095,22125,QRS
22174,22199,T
22294,22324,QRS
22339,22495,T
22563,22591,QRS
22600,22764,T
22826,22857,QRS
22896,22966,T
23019,23049,QRS
23271,23298,QRS
23312,23471,T
23534,23564,QRS
23840,23868,QRS
23902,24000,T
24125,24153,QRS
24179,24342,T
24354,24389,P
24398,24427,QRS
24470,24525,T
24593,24624,QRS
24633,24768,T
24835,24866,QRS
24918,24962,T
25024,25053,QRS
25093,25215,T
25224,25249,P
25277,25307,QRS
25358,25409,T
25468,25497,QRS
25503,25666,T
25726,25756,QRS
25767,25937,T
25948,25983,P
25996,26024,QRS
26071,26126,T
26181,26210,QRS
26241,26264,T
26360,26389,QRS
26628,26657,QRS
26691,26762,T
26875,26921,P
26932,26961,QRS
26997,27019,T
27180,27224,P
27233,27264,QRS
27310,27368,T
27381,27421,P
27428,27457,QRS
27487,27511,T
27610,27639,QRS
27655,27790,T
27854,27883,QRS
27910,27989,T
28043,28072,QRS
28085,28109,T
28312,28341,QRS
28348,28521,T
28531,28556,P
28581,28610,QRS
28641,28665,T
28849,28894,P
28903,28931,QRS
28948,29037,T
29105,29133,QRS
29404,29432,QRS
29466,29622,T
29686,29714,QRS
29731,29897,T
29907,29934,P
29953,29981,QRS
30013,30173,T
30230,30261,QRS
30292,30317,T
30451,30486,P
30512,30542,QRS
30575,30600,T
30707,30734,QRS
30944,30972,QRS
30988,31157,T
31213,31241,QRS
31452,31472,P
31507,31536,QRS
31582,31635,T
31700,31729,QRS
31750,31774,T
31880,31909,QRS
31944,32059,T
32123,32152,QRS
32181,32262,T
32315,32343,QRS
32365,32452,T
32503,32540,P
32571,32600,QRS
32621,32722,T
32820,32861,P
32872,32906,QRS
32943,32966,T
33074,33101,QRS
33128,33276,T
33330,33359,QRS
33378,33468,T
33553,33572,P
33615,33645,QRS
33813,33844,QRS
33859,34015,T
34078,34108,QRS
34134,34158,T
34363,34393,QRS
34436,34461,T
34561,34589,QRS
34725,34748,T
34808,34840,QRS
34866,35031,T
35096,35126,QRS
35182,35230,T
35290,35319,QRS
35323,35493,T
35554,35583,QRS
35615,35775,T
