ROILimits_1,ROILimits_2,Value
146,159,P
171,211,QRS
231,281,T
325,338,P
351,389,QRS
408,463,T
499,515,P
534,573,QRS
593,642,T
677,694,P
716,754,QRS
774,825,T
855,873,P
895,934,QRS
952,1002,T
1028,1047,P
1067,1106,QRS
1125,1174,T
1203,1220,P
1234,1282,QRS
1300,1350,T
1381,1398,P
1420,1459,QRS
1479,1532,T
1560,1578,P
1600,1640,QRS
1661,1712,T
1751,1768,P
1789,1828,QRS
1847,1904,T
1939,1954,P
1977,2016,QRS
2037,2084,T
2132,2147,P
2169,2208,QRS
2227,2278,T
2326,2343,P
2359,2399,QRS
2418,2470,T
2520,2533,P
2546,2585,QRS
2605,2657,T
2707,2720,P
2732,2771,QRS
2790,2839,T
2890,2904,P
2916,2955,QRS
2975,3023,T
3067,3080,P
3092,3133,QRS
3153,3203,T
3248,3261,P
3274,3313,QRS
3333,3385,T
3426,3440,P
3454,3493,QRS
3514,3570,T
3607,3622,P
3642,3681,QRS
3702,3749,T
3795,3811,P
3831,3870,QRS
3891,3935,T
3990,4006,P
4028,4066,QRS
4088,4131,T
4206,4229,P
4233,4271,QRS
4292,4334,T
4419,4435,P
4440,4478,QRS
4499,4542,T
4621,4636,P
4641,4680,QRS
4702,4745,T
4818,4833,P
4837,4876,QRS
4896,4940,T
5008,5020,P
5033,5072,QRS
5092,5137,T
5212,5226,P
5230,5269,QRS
5290,5336,T
5398,5411,P
5423,5462,QRS
5483,5528,T
5592,5605,P
5617,5655,QRS
5676,5722,T
5783,5796,P
5808,5848,QRS
5870,5917,T
5972,5985,P
5997,6038,QRS
6059,6103,T
6159,6172,P
6184,6222,QRS
6243,6293,T
6347,6360,P
6366,6411,QRS
6430,6531,T
6583,6622,P
6638,6688,QRS
6694,6708,T
6725,6770,QRS
6792,6834,T
6859,6875,P
6910,6937,QRS
6960,7003,T
7007,7076,QRS
7090,7170,T
7196,7221,P
7225,7263,QRS
7286,7350,T
7352,7376,P
7380,7418,QRS
7439,7481,T
7521,7541,P
7542,7571,QRS
7601,7654,T
7673,7692,P
7694,7723,QRS
7741,7804,T
7806,7830,P
7834,7872,QRS
7897,7941,T
7946,7963,P
7982,8021,QRS
8036,8100,T
8102,8125,P
8129,8168,QRS
8185,8231,T
8239,8283,P
8287,8313,QRS
8331,8390,T
8392,8413,P
8418,8456,QRS
8473,8530,T
8532,8553,P
8558,8597,QRS
8616,8663,T
8666,8682,P
8700,8739,QRS
8753,8799,T
8803,8820,P
8838,8878,QRS
8892,8938,T
8942,8956,P
8974,9016,QRS
9028,9075,T
9078,9093,P
9111,9150,QRS
9163,9211,T
9214,9229,P
9248,9286,QRS
9306,9350,T
9361,9384,P
9388,9431,QRS
9443,9490,T
9493,9508,P
9525,9566,QRS
9581,9626,T
9638,9659,P
9663,9702,QRS
9716,9774,T
9776,9798,P
9801,9840,QRS
9855,9904,T
9909,9951,P
9953,9983,QRS
10000,10047,T
10052,10068,P
10087,10129,QRS
10142,10196,T
10200,10218,P
10227,10274,QRS
10293,10337,T
10352,10368,P
10379,10428,QRS
10448,10488,T
10508,10530,P
10531,10583,QRS
10597,10653,T
10669,10686,P
10696,10743,QRS
10760,10806,T
10835,10850,P
10862,10908,QRS
10928,10976,T
11005,11022,P
11042,11080,QRS
11097,11147,T
11177,11194,P
11198,11256,QRS
11264,11317,T
11356,11372,P
11388,11427,QRS
11444,11493,T
11536,11550,P
11560,11599,QRS
11617,11664,T
11711,11724,P
11733,11773,QRS
11790,11837,T
11879,11893,P
11902,11940,QRS
11957,12007,T
12047,12060,P
12070,12109,QRS
12125,12170,T
12215,12247,P
12249,12277,QRS
12296,12342,T
12399,12446,QRS
12464,12511,T
12516,12558,P
12568,12615,QRS
12632,12680,T
12722,12736,P
12746,12783,QRS
12803,12852,T
12887,12901,P
12911,12950,QRS
12967,13014,T
13054,13067,P
13077,13117,QRS
13138,13179,T
13219,13233,P
13243,13286,QRS
13299,13345,T
13381,13394,P
13405,13443,QRS
13463,13507,T
13545,13557,P
13568,13606,QRS
13626,13670,T
13707,13720,P
13731,13769,QRS
13789,13832,T
13881,13929,QRS
13950,13996,T
13996,14035,P
14043,14092,QRS
14113,14159,T
14202,14215,P
14227,14265,QRS
14283,14336,T
14372,14385,P
14398,14436,QRS
14452,14509,T
14558,14571,P
14582,14621,QRS
14637,14689,T
14742,14755,P
14766,14805,QRS
14824,14875,T
14923,14936,P
14947,14986,QRS
15006,15060,T
15110,15123,P
15134,15173,QRS
15192,15240,T
15296,15309,P
15320,15358,QRS
15376,15422,T
15489,15502,P
15512,15551,QRS
15570,15614,T
15684,15696,P
15708,15747,QRS
15765,15810,T
15878,15890,P
15901,15940,QRS
15959,16015,T
16065,16077,P
16088,16127,QRS
16146,16198,T
16257,16270,P
16280,16319,QRS
16338,16388,T
16439,16452,P
16463,16502,QRS
16520,16578,T
16628,16641,P
16652,16691,QRS
16710,16761,T
16816,16829,P
16839,16878,QRS
16897,16947,T
16997,17009,P
17020,17059,QRS
17077,17143,T
17185,17198,P
17208,17247,QRS
17267,17311,T
17383,17396,P
17407,17446,QRS
17465,17509,T
17588,17601,P
17606,17643,QRS
17664,17705,T
17781,17796,P
17800,17838,QRS
17857,17904,T
17972,17993,P
17997,18036,QRS
18055,18102,T
18152,18167,P
18186,18224,QRS
18245,18295,T
18339,18355,P
18375,18414,QRS
18432,18488,T
18525,18541,P
18561,18600,QRS
18619,18673,T
18714,18731,P
18751,18789,QRS
18809,18859,T
18898,18915,P
18935,18973,QRS
18993,19045,T
19086,19102,P
19122,19161,QRS
19179,19228,T
19269,19286,P
19305,19344,QRS
19363,19411,T
19448,19465,P
19485,19524,QRS
19542,19591,T
19628,19646,P
19666,19705,QRS
19724,19772,T
19806,19824,P
19844,19883,QRS
19901,19947,T
19978,19996,P
20014,20054,QRS
20071,20154,T
20155,20177,P
20182,20220,QRS
20240,20322,T
20323,20346,P
20351,20390,QRS
20409,20454,T
20478,20494,P
20516,20554,QRS
20573,20619,T
20644,20659,P
20680,20719,QRS
20737,20783,T
20808,20823,P
20845,20883,QRS
20901,20948,T
20976,20991,P
21013,21052,QRS
21069,21118,T
21146,21163,P
21184,21223,QRS
21241,21287,T
21323,21342,P
21362,21400,QRS
21420,21469,T
21502,21520,P
21540,21579,QRS
21596,21654,T
21684,21701,P
21722,21761,QRS
21780,21834,T
21872,21889,P
21910,21949,QRS
21968,22018,T
22057,22074,P
22094,22133,QRS
22154,22201,T
22240,22257,P
22277,22316,QRS
22334,22383,T
22418,22436,P
22455,22494,QRS
22513,22559,T
22596,22615,P
22634,22673,QRS
22692,22738,T
22772,22791,P
22811,22849,QRS
22867,22917,T
22948,22967,P
22987,23025,QRS
23044,23091,T
23126,23145,P
23165,23204,QRS
23222,23269,T
23303,23321,P
23342,23381,QRS
23400,23446,T
23483,23502,P
23521,23561,QRS
23578,23628,T
23658,23677,P
23696,23735,QRS
23753,23800,T
23833,23852,P
23871,23909,QRS
23927,23973,T
24005,24023,P
24043,24082,QRS
24100,24148,T
24183,24201,P
24221,24261,QRS
24280,24328,T
24362,24380,P
24400,24440,QRS
24458,24509,T
24546,24563,P
24583,24622,QRS
24641,24694,T
24729,24745,P
24766,24805,QRS
24823,24881,T
24916,24932,P
24953,24992,QRS
25011,25063,T
25108,25125,P
25145,25184,QRS
25203,25250,T
25297,25314,P
25334,25373,QRS
25393,25445,T
25488,25505,P
25525,25564,QRS
25583,25632,T
25676,25693,P
25713,25752,QRS
25772,25821,T
25864,25881,P
25901,25940,QRS
25960,26006,T
26045,26061,P
26082,26120,QRS
26140,26189,T
26223,26241,P
26261,26300,QRS
26319,26369,T
26403,26421,P
26441,26480,QRS
26500,26549,T
26586,26603,P
26624,26664,QRS
26684,26732,T
26769,26785,P
26806,26846,QRS
26865,26917,T
26952,26968,P
26989,27028,QRS
27046,27099,T
27136,27153,P
27173,27212,QRS
27231,27281,T
27317,27334,P
27355,27394,QRS
27415,27461,T
27500,27517,P
27538,27577,QRS
27596,27643,T
27678,27696,P
27716,27755,QRS
27773,27820,T
27852,27871,P
27890,27928,QRS
27948,28033,T
28034,28057,P
28062,28100,QRS
28119,28166,T
28198,28216,P
28235,28275,QRS
28293,28341,T
28374,28392,P
28411,28451,QRS
28469,28515,T
28549,28567,P
28587,28626,QRS
28645,28699,T
28730,28747,P
28768,28808,QRS
28826,28889,T
28917,28934,P
28956,28995,QRS
29015,29064,T
29115,29132,P
29153,29192,QRS
29211,29258,T
29303,29319,P
29341,29380,QRS
29400,29457,T
29493,29509,P
29530,29569,QRS
29588,29636,T
29684,29700,P
29721,29760,QRS
29780,29825,T
29875,29892,P
29913,29952,QRS
29973,30017,T
30071,30088,P
30109,30147,QRS
30168,30211,T
30266,30283,P
30303,30342,QRS
30362,30405,T
30462,30479,P
30499,30538,QRS
30560,30602,T
30656,30672,P
30693,30732,QRS
30752,30797,T
30850,30866,P
30887,30925,QRS
30945,30991,T
31040,31056,P
31076,31116,QRS
31135,31185,T
31227,31244,P
31265,31304,QRS
31325,31373,T
31417,31434,P
31454,31493,QRS
31513,31559,T
31600,31617,P
31636,31675,QRS
31694,31740,T
31775,31794,P
31813,31851,QRS
31871,31958,T
31959,31982,P
31987,32026,QRS
32043,32093,T
32124,32143,P
32162,32202,QRS
32220,32269,T
32300,32319,P
32339,32379,QRS
32396,32444,T
32476,32494,P
32514,32553,QRS
32572,32622,T
32655,32673,P
32694,32733,QRS
32751,32808,T
32837,32854,P
32875,32915,QRS
32934,32988,T
33025,33042,P
33063,33101,QRS
33120,33174,T
33210,33227,P
33247,33287,QRS
33305,33362,T
33398,33414,P
33436,33475,QRS
33494,33546,T
33587,33604,P
33625,33664,QRS
33685,33733,T
33774,33790,P
33811,33850,QRS
33870,33919,T
33957,33974,P
33994,34033,QRS
34053,34103,T
34139,34156,P
34176,34215,QRS
34234,34284,T
34319,34336,P
34357,34396,QRS
34417,34467,T
34501,34518,P
34539,34578,QRS
34597,34652,T
34687,34704,P
34724,34764,QRS
34783,34835,T
34873,34890,P
34910,34950,QRS
34969,35022,T
35058,35074,P
35095,35134,QRS
35154,35210,T
35246,35263,P
35284,35323,QRS
35342,35397,T
35434,35451,P
35471,35510,QRS
35529,35580,T
35623,35640,P
35660,35698,QRS
35718,35769,T
35807,35824,P
35845,35883,QRS
35904,35956,T
35994,36011,P
36031,36071,QRS
36090,36141,T
36180,36197,P
36217,36256,QRS
36275,36327,T
36366,36383,P
36403,36442,QRS
36461,36513,T
36551,36568,P
36588,36627,QRS
36647,36702,T
36739,36755,P
36776,36815,QRS
36835,36887,T
36927,36943,P
36964,37004,QRS
37024,37072,T
37112,37129,P
37149,37188,QRS
37209,37257,T
37293,37310,P
37330,37369,QRS
37388,37439,T
37476,37493,P
37514,37554,QRS
37572,37620,T
37659,37677,P
37696,37735,QRS
37754,37801,T
37836,37854,P
37874,37912,QRS
37931,37979,T
38012,38031,P
38050,38090,QRS
38108,38157,T
38189,38208,P
38228,38267,QRS
38286,38333,T
38368,38387,P
38407,38446,QRS
38465,38512,T
38544,38563,P
38583,38622,QRS
38639,38688,T
38720,38739,P
38759,38798,QRS
38815,38863,T
38894,38913,P
38932,38971,QRS
38989,39037,T
39068,39086,P
39107,39146,QRS
39164,39212,T
39243,39262,P
39282,39322,QRS
39340,39389,T
39420,39438,P
39459,39498,QRS
39516,39563,T
39595,39613,P
39633,39671,QRS
39689,39757,T
39778,39801,P
39806,39845,QRS
39863,39912,T
39945,39963,P
39983,40023,QRS
40040,40089,T
40121,40140,P
40161,40200,QRS
40218,40266,T
40299,40317,P
40337,40376,QRS
40395,40442,T
40475,40493,P
40514,40553,QRS
40572,40622,T
40656,40675,P
40696,40735,QRS
40754,40803,T
40840,40857,P
40877,40916,QRS
40935,40981,T
41019,41036,P
41057,41096,QRS
41116,41164,T
41198,41216,P
41237,41275,QRS
41294,41345,T
41379,41396,P
41417,41457,QRS
41477,41524,T
41560,41578,P
41599,41638,QRS
41657,41705,T
41736,41754,P
41775,41814,QRS
41833,41880,T
41913,41932,P
41952,41990,QRS
42009,42057,T
42089,42107,P
42127,42167,QRS
42185,42233,T
42267,42286,P
42307,42346,QRS
42364,42413,T
42444,42463,P
42483,42522,QRS
42541,42590,T
42623,42642,P
42662,42701,QRS
42719,42770,T
42804,42822,P
42843,42882,QRS
42901,42951,T
42986,43004,P
43025,43064,QRS
43084,43135,T
43170,43187,P
43208,43247,QRS
43267,43315,T
43352,43369,P
43389,43429,QRS
43447,43494,T
43531,43548,P
43569,43608,QRS
43627,43677,T
43711,43728,P
43750,43789,QRS
43808,43860,T
43893,43911,P
43932,43971,QRS
43990,44038,T
44076,44093,P
44114,44153,QRS
44171,44218,T
44249,44268,P
44288,44326,QRS
44344,44392,T
44426,44444,P
44464,44503,QRS
44518,44567,T
44597,44615,P
44635,44674,QRS
44692,44777,T
44778,44801,P
44806,44844,QRS
44862,44943,T
44944,44968,P
44973,45012,QRS
45028,45078,T
45105,45120,P
45143,45182,QRS
45200,45246,T
45281,45300,P
45320,45359,QRS
45376,45426,T
45455,45474,P
45494,45533,QRS
45551,45598,T
45628,45646,P
45667,45706,QRS
45723,45772,T
45803,45820,P
45841,45879,QRS
45897,45947,T
45979,45997,P
46018,46056,QRS
46076,46126,T
46158,46176,P
46198,46237,QRS
46256,46309,T
46344,46360,P
46382,46422,QRS
46440,46491,T
46528,46544,P
46565,46604,QRS
46622,46675,T
46711,46728,P
46748,46787,QRS
46806,46857,T
46892,46909,P
46930,46969,QRS
46989,47037,T
47074,47091,P
47112,47152,QRS
47169,47219,T
47253,47271,P
47292,47332,QRS
47350,47400,T
47432,47451,P
47471,47510,QRS
47528,47577,T
47608,47627,P
47647,47686,QRS
47704,47753,T
47786,47805,P
47826,47865,QRS
47882,47932,T
47965,47983,P
48003,48042,QRS
48060,48107,T
48142,48160,P
48180,48219,QRS
48237,48283,T
48317,48335,P
48356,48395,QRS
48413,48464,T
48496,48515,P
48536,48575,QRS
48593,48643,T
48677,48695,P
48716,48756,QRS
48773,48821,T
48851,48870,P
48891,48929,QRS
48946,48993,T
49027,49045,P
49065,49104,QRS
49121,49169,T
49199,49218,P
49237,49277,QRS
49294,49342,T
49370,49388,P
49408,49447,QRS
49465,49549,T
49550,49573,P
49578,49617,QRS
49634,49682,T
49708,49724,P
49746,49784,QRS
49802,49850,T
49876,49892,P
49914,49953,QRS
49970,50017,T
50045,50060,P
50084,50122,QRS
50139,50189,T
50217,50233,P
50255,50294,QRS
50310,50360,T
50391,50409,P
50430,50468,QRS
50485,50534,T
50567,50587,P
50607,50645,QRS
