ROILimits_1,ROILimits_2,Value
200,232,P
239,269,QRS
313,356,T
405,434,P
443,472,QRS
488,561,T
608,636,P
645,675,QRS
694,759,T
812,843,P
851,880,QRS
924,964,T
1017,1046,P
1055,1084,QRS
1115,1164,T
1223,1251,P
1260,1289,QRS
1316,1369,T
1428,1457,P
1466,1495,QRS
1540,1581,T
1633,1663,P
1672,1701,QRS
1727,1787,T
1839,1868,P
1877,1906,QRS
1951,1989,T
2045,2075,P
2084,2113,QRS
2158,2195,T
2253,2283,P
2286,2319,QRS
2336,2397,T
2457,2489,P
2496,2525,QRS
2570,2611,T
2663,2693,P
2701,2730,QRS
2751,2810,T
2868,2886,P
2904,2934,QRS
2947,3023,T
3072,3101,P
3110,3139,QRS
3183,3222,T
3276,3305,P
3313,3342,QRS
3367,3418,T
3486,3498,P
3515,3545,QRS
3559,3623,T
3682,3711,P
3720,3749,QRS
3794,3833,T
3887,3915,P
3924,3953,QRS
3974,4033,T
4088,4120,P
4128,4157,QRS
4201,4234,T
4293,4324,P
4333,4362,QRS
4387,4422,T
4498,4529,P
4537,4566,QRS
4584,4648,T
4704,4734,P
4743,4772,QRS
4788,4855,T
4910,4939,P
4947,4977,QRS
4999,5064,T
5115,5142,P
5152,5181,QRS
5205,5262,T
5320,5349,P
5358,5387,QRS
5406,5466,T
5525,5554,P
5561,5591,QRS
5608,5671,T
5728,5759,P
5767,5796,QRS
5820,5886,T
5932,5963,P
5971,6001,QRS
6046,6083,T
6140,6168,P
6175,6205,QRS
6221,6287,T
6341,6373,P
6380,6410,QRS
6429,6489,T
6546,6576,P
6584,6613,QRS
6626,6693,T
6748,6778,P
6788,6816,QRS
6837,6899,T
6953,6983,P
6991,7020,QRS
7065,7090,T
7159,7188,P
7195,7224,QRS
7246,7307,T
7361,7387,P
7400,7428,QRS
7452,7507,T
7566,7597,P
7604,7633,QRS
7651,7711,T
7769,7799,P
7807,7837,QRS
7859,7918,T
7974,8002,P
8012,8041,QRS
8053,8127,T
8178,8208,P
8216,8246,QRS
8291,8331,T
8384,8412,P
8420,8449,QRS
8463,8532,T
8587,8617,P
8627,8656,QRS
8679,8741,T
8796,8825,P
8831,8862,QRS
8891,8923,T
9002,9033,P
9041,9070,QRS
9090,9148,T
9210,9240,P
9249,9278,QRS
9296,9360,T
9418,9447,P
9456,9485,QRS
9495,9575,T
9627,9657,P
9665,9694,QRS
9718,9773,T
9833,9865,P
9873,9902,QRS
9921,9991,T
10042,10071,P
10080,10110,QRS
10155,10194,T
10250,10279,P
10288,10317,QRS
10340,10394,T
10457,10489,P
10496,10525,QRS
10538,10608,T
10662,10692,P
10702,10731,QRS
10748,10807,T
10872,10898,P
10908,10938,QRS
10961,11017,T
11071,11102,P
11111,11140,QRS
11162,11218,T
11276,11304,P
11313,11342,QRS
11360,11425,T
11476,11506,P
11515,11543,QRS
11566,11625,T
11677,11706,P
11714,11744,QRS
11762,11827,T
11877,11906,P
11915,11944,QRS
11963,12020,T
12077,12106,P
12114,12143,QRS
12169,12224,T
12275,12306,P
12314,12344,QRS
12373,12423,T
12475,12504,P
12514,12543,QRS
12565,12627,T
12675,12705,P
12713,12743,QRS
12765,12822,T
12876,12907,P
12914,12943,QRS
12962,13024,T
13076,13097,P
13114,13142,QRS
13157,13227,T
13274,13303,P
13312,13341,QRS
13363,13418,T
13472,13502,P
13509,13539,QRS
13561,13619,T
13671,13701,P
13709,13738,QRS
13759,13822,T
13870,13901,P
13908,13938,QRS
13964,14022,T
14068,14100,P
14107,14137,QRS
14161,14215,T
14270,14300,P
14309,14338,QRS
14347,14413,T
14474,14504,P
14510,14539,QRS
14572,14615,T
14673,14699,P
14703,14738,QRS
14780,14812,T
14911,14939,QRS
14947,15016,T
15076,15106,P
15110,15143,QRS
15162,15223,T
15279,15311,P
15315,15344,QRS
15389,15420,T
15479,15511,P
15518,15546,QRS
15590,15625,T
15683,15712,P
15721,15749,QRS
15769,15829,T
15885,15917,P
15924,15952,QRS
15981,16031,T
16090,16121,P
16128,16157,QRS
16201,16235,T
16294,16323,P
16331,16360,QRS
16403,16440,T
16497,16526,P
16535,16563,QRS
16607,16643,T
16700,16731,P
16739,16768,QRS
16812,16845,T
16904,16934,P
16943,16972,QRS
17016,17056,T
17109,17137,P
17146,17175,QRS
17218,17253,T
17310,17341,P
17349,17378,QRS
17422,17462,T
17516,17545,P
17555,17584,QRS
17627,17669,T
17722,17749,P
17759,17787,QRS
17808,17867,T
17925,17954,P
17964,17992,QRS
18035,18070,T
18129,18161,P
18168,18197,QRS
18241,18282,T
18334,18364,P
18373,18402,QRS
18446,18479,T
18542,18571,P
18579,18608,QRS
18652,18688,T
18749,18777,P
18785,18814,QRS
18857,18893,T
18952,18981,P
18989,19018,QRS
19062,19101,T
19157,19186,P
19196,19224,QRS
19268,19301,T
19361,19391,P
19399,19428,QRS
19472,19511,T
19566,19595,P
19604,19632,QRS
19659,19715,T
19769,19798,P
19808,19836,QRS
19880,19913,T
19974,20002,P
20012,20041,QRS
20065,20122,T
20178,20208,P
