ROILimits_1,ROILimits_2,Value
183,223,QRS
237,304,T
319,360,QRS
374,409,T
421,441,P
460,499,QRS
513,550,T
559,578,P
596,638,QRS
651,686,T
698,718,P
736,778,QRS
790,825,T
830,856,P
873,915,QRS
930,965,T
975,994,P
1011,1053,QRS
1063,1100,T
1111,1132,P
1150,1191,QRS
1204,1241,T
1252,1273,P
1290,1331,QRS
1343,1383,T
1391,1411,P
1428,1470,QRS
1483,1519,T
1528,1550,P
1566,1608,QRS
1622,1658,T
1668,1688,P
1706,1747,QRS
1760,1796,T
1807,1827,P
1843,1886,QRS
1898,1935,T
1946,1964,P
1982,2024,QRS
2038,2071,T
2082,2104,P
2122,2161,QRS
2174,2211,T
2221,2240,P
2258,2299,QRS
2313,2351,T
2359,2379,P
2397,2438,QRS
2450,2485,T
2511,2530,P
2536,2576,QRS
2587,2628,T
2636,2656,P
2671,2714,QRS
2728,2763,T
2774,2794,P
2812,2852,QRS
2866,2901,T
2914,2932,P
2950,2990,QRS
3003,3041,T
3051,3069,P
3088,3130,QRS
3143,3179,T
3188,3209,P
3226,3267,QRS
3281,3315,T
3326,3346,P
3364,3405,QRS
3418,3452,T
3461,3483,P
3501,3542,QRS
3555,3593,T
3601,3621,P
3639,3679,QRS
3693,3760,T
3777,3816,QRS
3832,3865,T
3875,3896,P
3912,3953,QRS
3967,4032,T
4049,4090,QRS
4103,4140,T
4148,4168,P
4186,4234,QRS
4234,4307,T
4323,4364,QRS
4376,4443,T
4460,4499,QRS
4512,4547,T
4556,4577,P
4595,4636,QRS
4650,4683,T
4690,4712,P
4730,4772,QRS
4784,4822,T
4831,4850,P
4868,4908,QRS
4922,4988,T
5002,5044,QRS
5057,5093,T
5102,5121,P
5140,5180,QRS
5192,5229,T
5237,5258,P
5274,5315,QRS
5328,5364,T
5373,5393,P
5410,5451,QRS
5462,5529,T
5546,5586,QRS
5599,5666,T
5680,5722,QRS
5735,5800,T
5815,5856,QRS
5870,5904,T
5911,5934,P
5949,5991,QRS
6004,6039,T
6048,6070,P
6086,6127,QRS
6139,6206,T
6221,6272,QRS
6272,6340,T
6355,6395,QRS
6408,6443,T
6451,6473,P
6489,6531,QRS
6543,6607,T
6624,6664,QRS
6677,6710,T
6721,6742,P
6759,6801,QRS
6815,6875,T
6892,6932,QRS
6945,6979,T
6989,7008,P
7026,7067,QRS
7080,7116,T
7126,7146,P
7163,7204,QRS
7215,7253,T
7298,7339,QRS
7350,7417,T
7431,7473,QRS
7485,7522,T
7531,7550,P
7567,7608,QRS
7620,7657,T
7665,7686,P
7704,7745,QRS
7756,7824,T
7840,7881,QRS
7893,7957,T
7974,8014,QRS
8027,8091,T
8108,8149,QRS
8160,8198,T
8205,8227,P
8243,8285,QRS
8297,8334,T
8344,8363,P
8379,8421,QRS
8433,8498,T
8514,8556,QRS
8564,8633,T
8650,8690,QRS
8702,8768,T
8784,8825,QRS
8838,8872,T
8883,8903,P
8921,8962,QRS
8973,9038,T
9055,9095,QRS
9108,9142,T
9152,9172,P
9190,9230,QRS
9243,9281,T
9288,9308,P
9325,9366,QRS
9379,9444,T
9460,9501,QRS
9514,9549,T
9558,9576,P
9596,9635,QRS
9649,9685,T
9694,9714,P
9731,9772,QRS
9785,9819,T
9827,9850,P
9867,9908,QRS
9921,9954,T
9966,9985,P
10005,10044,QRS
10057,10122,T
10139,10179,QRS
10192,10227,T
10237,10256,P
10274,10314,QRS
10327,10362,T
10371,10391,P
10409,10451,QRS
10462,10527,T
10543,10586,QRS
10598,10631,T
10641,10662,P
10677,10719,QRS
10733,10768,T
10776,10797,P
10815,10856,QRS
10868,10902,T
10911,10931,P
10949,10991,QRS
11002,11038,T
11047,11069,P
11085,11126,QRS
11138,11203,T
11219,11260,QRS
11273,11338,T
11352,11395,QRS
11408,11443,T
11452,11471,P
11487,11530,QRS
11543,11608,T
11624,11664,QRS
11677,11741,T
11759,11799,QRS
11812,11875,T
11892,11970,QRS
11988,12011,T
12026,12066,QRS
12079,12114,T
12123,12143,P
12161,12202,QRS
12213,12279,T
12295,12335,QRS
12349,12383,T
12390,12412,P
12427,12468,QRS
12481,12546,T
12562,12603,QRS
12615,12650,T
12658,12679,P
12694,12737,QRS
12749,12814,T
12829,12870,QRS
12885,12918,T
12925,12946,P
12964,13004,QRS
13017,13079,T
13097,13136,QRS
13150,13184,T
13191,13212,P
13230,13270,QRS
13282,13346,T
13362,13402,QRS
13414,13477,T
13493,13571,QRS
13586,13608,T
13625,13665,QRS
13678,13714,T
13719,13740,P
13757,13798,QRS
13810,13874,T
13889,13940,QRS
13941,14005,T
14020,14060,QRS
14073,14133,T
14150,14191,QRS
14204,14265,T
14282,14322,QRS
14336,14370,T
14372,14396,P
14414,14455,QRS
14465,14529,T
14543,14585,QRS
14597,14659,T
14674,14715,QRS
14730,14761,T
14764,14788,P
14806,14847,QRS
14860,14921,T
14936,14977,QRS
14988,15025,T
15031,15052,P
15068,15109,QRS
15122,15182,T
15204,15248,QRS
15248,15312,T
15328,15369,QRS
15383,15442,T
15456,15499,QRS
15511,15574,T
15588,15630,QRS
15643,15679,T
15685,15704,P
15719,15799,QRS
15809,15833,T
15849,15890,QRS
15904,15962,T
15980,16020,QRS
16033,16069,T
16073,16092,P
16109,16150,QRS
16162,16224,T
16242,16281,QRS
16294,16353,T
16369,16409,QRS
16423,16482,T
16499,16539,QRS
16552,16588,T
16593,16610,P
16628,16670,QRS
16681,16728,T
16759,16801,QRS
16814,16874,T
16890,16931,QRS
16944,17003,T
17022,17062,QRS
17075,17110,T
17113,17133,P
17152,17191,QRS
17204,17264,T
17282,17322,QRS
17333,17397,T
17411,17454,QRS
17465,17527,T
17542,17584,QRS
17595,17658,T
17675,17715,QRS
17727,17788,T
17804,17846,QRS
17856,17920,T
17936,17975,QRS
17990,18051,T
18067,18107,QRS
18120,18180,T
18197,18237,QRS
18249,18311,T
18328,18368,QRS
18380,18441,T
18459,18499,QRS
18510,18572,T
18588,18629,QRS
18642,18700,T
18718,18758,QRS
18770,18805,T
18809,18829,P
18847,18888,QRS
18900,18936,T
18941,18960,P
18978,19019,QRS
19030,19094,T
19109,19150,QRS
19162,19223,T
19240,19280,QRS
19294,19329,T
19331,19352,P
19370,19411,QRS
19423,19482,T
19500,19540,QRS
19553,19599,T
19631,19671,QRS
19683,19719,T
19761,19801,QRS
19813,19875,T
19891,19931,QRS
19944,20003,T
20016,20060,QRS
20073,20133,T
20151,20191,QRS
20202,20249,T
20280,20320,QRS
20332,20395,T
20410,20459,QRS
20464,20526,T
20543,20582,QRS
20596,20631,T
20633,20654,P
20672,20713,QRS
20725,20784,T
20802,20843,QRS
20854,20915,T
20932,20972,QRS
20985,21047,T
21063,21104,QRS
21116,21177,T
21193,21233,QRS
21246,21306,T
21308,21319,P
21324,21363,QRS
21376,21437,T
21453,21494,QRS
21505,21545,T
21584,21625,QRS
21637,21698,T
21715,21755,QRS
21767,21826,T
21845,21884,QRS
21897,21956,T
21972,22015,QRS
22027,22086,T
22103,22145,QRS
22156,22218,T
22234,22298,QRS
22304,22347,T
22365,22404,QRS
22417,22476,T
22494,22534,QRS
22546,22593,T
22624,22676,QRS
22676,22716,T
22728,22747,P
22753,22828,QRS
22844,22867,T
22883,22923,QRS
22937,22996,T
23013,23052,QRS
23065,23125,T
23142,23210,QRS
23210,23255,T
23272,23312,QRS
23323,23386,T
23401,23443,QRS
23453,23516,T
23529,23571,QRS
23586,23617,T
23622,23643,P
23661,23702,QRS
23713,23758,T
23791,23857,QRS
23859,23903,T
23920,23962,QRS
23972,24011,T
24048,24089,QRS
24101,24160,T
24178,24218,QRS
24232,24266,T
24270,24288,P
24306,24348,QRS
24359,24394,T
24411,24438,P
24442,24477,QRS
24490,24549,T
24566,24606,QRS
24618,24678,T
24695,24735,QRS
24747,24806,T
24824,24863,QRS
24877,24911,T
24916,24935,P
24950,25011,QRS
25022,25066,T
25084,25122,QRS
25136,25193,T
25212,25264,QRS
25267,25324,T
25340,25381,QRS
25393,25439,T
25469,25530,QRS
25537,25581,T
25597,25638,QRS
25651,25711,T
25728,25767,QRS
