ROILimits_1,ROILimits_2,Value
212,236,P
259,300,QRS
325,363,T
419,439,P
471,507,QRS
528,569,T
624,652,P
675,715,QRS
732,779,T
836,857,P
889,924,QRS
945,1007,T
1044,1072,P
1097,1134,QRS
1151,1197,T
1256,1278,P
1309,1345,QRS
1366,1427,T
1520,1555,QRS
1571,1617,T
1676,1697,P
1726,1764,QRS
1784,1846,T
1940,1974,QRS
1994,2037,T
2095,2128,P
2144,2184,QRS
2202,2246,T
2305,2326,P
2359,2393,QRS
2416,2477,T
2514,2541,P
2566,2603,QRS
2621,2667,T
2725,2746,P
2777,2813,QRS
2833,2875,T
2931,2958,P
2988,3022,QRS
3045,3085,T
3143,3162,P
3193,3232,QRS
3250,3312,T
3347,3375,P
3404,3439,QRS
3463,3502,T
3558,3579,P
3611,3647,QRS
3668,3729,T
3767,3793,P
3823,3857,QRS
3873,3920,T
3976,3997,P
4029,4066,QRS
4085,4149,T
4184,4211,P
4238,4275,QRS
4292,4362,T
4394,4416,P
4448,4483,QRS
4504,4566,T
4600,4626,P
4652,4689,QRS
4705,4780,T
4809,4831,P
4863,4896,QRS
4919,4959,T
5015,5046,P
5066,5104,QRS
5122,5186,T
5267,5309,QRS
5327,5372,T
5428,5450,P
5482,5517,QRS
5538,5579,T
5634,5665,P
5684,5723,QRS
5743,5786,T
5840,5866,P
5895,5930,QRS
5953,5992,T
6048,6069,P
6102,6137,QRS
6160,6199,T
6255,6284,P
6308,6344,QRS
6363,6408,T
6464,6486,P
6519,6552,QRS
6577,6638,T
6671,6700,P
6726,6762,QRS
6782,6826,T
6881,6905,P
6936,6970,QRS
6995,7057,T
7089,7114,P
7143,7180,QRS
7196,7243,T
7303,7325,P
7356,7391,QRS
7412,7453,T
7565,7599,QRS
7615,7662,T
7720,7743,P
7773,7809,QRS
7828,7890,T
7932,7954,P
7985,8020,QRS
8039,8105,T
8139,8168,P
8195,8230,QRS
8256,8293,T
8403,8442,QRS
8459,8505,T
8617,8651,QRS
8675,8738,T
8770,8796,P
8819,8860,QRS
8880,8924,T
8986,9007,P
9038,9074,QRS
9094,9137,T
9194,9221,P
9251,9285,QRS
9301,9348,T
9405,9428,P
9457,9495,QRS
9515,9577,T
9623,9640,P
9671,9705,QRS
9730,9769,T
9881,9916,QRS
9935,9980,T
10039,10059,P
10090,10128,QRS
10147,10190,T
10248,10273,P
10300,10336,QRS
10356,10401,T
10456,10477,P
10508,10545,QRS
10566,10625,T
10663,10689,P
10712,10754,QRS
10778,10817,T
10874,10898,P
10926,10963,QRS
10982,11045,T
11078,11106,P
11137,11171,QRS
11194,11234,T
11291,11311,P
11344,11379,QRS
11399,11462,T
11496,11524,P
11553,11588,QRS
11612,11676,T
11709,11729,P
11759,11797,QRS
11816,11882,T
11916,11941,P
11972,12006,QRS
12031,12070,T
12127,12152,P
12177,12217,QRS
12235,12279,T
12336,12359,P
12390,12425,QRS
12448,12488,T
12544,12563,P
12599,12634,QRS
12654,12698,T
12754,12777,P
12808,12842,QRS
12867,12905,T
12962,12991,P
13015,13051,QRS
13069,13115,T
13173,13192,P
13225,13260,QRS
13282,13343,T
13434,13469,QRS
13495,13532,T
13588,13609,P
13640,13677,QRS
13697,13759,T
13847,13885,QRS
13903,13948,T
14006,14028,P
14059,14095,QRS
14114,14176,T
14212,14237,P
14263,14301,QRS
14326,14365,T
14422,14442,P
14475,14511,QRS
14532,14594,T
14630,14656,P
14685,14719,QRS
14744,14782,T
14840,14863,P
14892,14930,QRS
14949,15012,T
15052,15076,P
15107,15141,QRS
15167,15204,T
15263,15292,P
15314,15353,QRS
15372,15417,T
15476,15496,P
15529,15565,QRS
15587,15646,T
15686,15711,P
15743,15777,QRS
15802,15862,T
15899,15928,P
15952,15989,QRS
16008,16052,T
16112,16134,P
16166,16202,QRS
16220,16282,T
16326,16348,P
16379,16414,QRS
16437,16477,T
16537,16561,P
16592,16627,QRS
16653,16689,T
16750,16776,P
16802,16840,QRS
16856,16904,T
16963,16986,P
17017,17053,QRS
17070,17132,T
17175,17197,P
17229,17264,QRS
17285,17348,T
17441,17475,QRS
17500,17538,T
17597,17629,P
17648,17686,QRS
17705,17750,T
17809,17830,P
17862,17896,QRS
17920,17959,T
18073,18108,QRS
18127,18172,T
18231,18253,P
18282,18320,QRS
18339,18401,T
18439,18465,P
18496,18529,QRS
18555,18592,T
18650,18672,P
18699,18740,QRS
18760,18802,T
18862,18883,P
18915,18949,QRS
18972,19011,T
19070,19099,P
19121,19159,QRS
19177,19223,T
19282,19302,P
19326,19370,QRS
19393,19452,T
19490,19517,P
19544,19579,QRS
19603,19642,T
19701,19721,P
19754,19790,QRS
19811,19872,T
19912,19933,P
19961,20002,QRS
20024,20087,T
20173,20212,QRS
20231,20276,T
20388,20424,QRS
20444,20487,T
20597,20635,QRS
20653,20698,T
20758,20779,P
20809,20846,QRS
20865,20911,T
20971,20990,P
21024,21059,QRS
21083,21122,T
21234,21270,QRS
21289,21333,T
21390,21411,P
21443,21479,QRS
21499,21542,T
21600,21625,P
21654,21689,QRS
21712,21753,T
21810,21832,P
21862,21899,QRS
21917,21962,T
22072,22107,QRS
22134,22170,T
22228,22248,P
22281,22317,QRS
22336,22380,T
22434,22460,P
22489,22523,QRS
22547,22587,T
22644,22676,P
22694,22732,QRS
22752,22795,T
22849,22877,P
22907,22941,QRS
22958,23005,T
23060,23080,P
23112,23149,QRS
23170,23230,T
23265,23294,P
23322,23357,QRS
23373,23420,T
23477,23499,P
23530,23566,QRS
23587,23649,T
23684,23714,P
23731,23774,QRS
23801,23837,T
23895,23915,P
23947,23983,QRS
24003,24045,T
24101,24129,P
24155,24191,QRS
24207,24254,T
24310,24330,P
24363,24398,QRS
24419,24459,T
24515,24546,P
24570,24605,QRS
24623,24668,T
24725,24747,P
24778,24812,QRS
24836,24874,T
24931,24961,P
24981,25020,QRS
25038,25082,T
25136,25162,P
25192,25226,QRS
25247,25289,T
25346,25367,P
25400,25435,QRS
25454,25497,T
25552,25579,P
25609,25643,QRS
25668,25705,T
25765,25786,P
25816,25854,QRS
25873,25917,T
26030,26063,QRS
26088,26149,T
26177,26192,P
26236,26275,QRS
26292,26338,T
26397,26418,P
26450,26486,QRS
26508,26568,T
26607,26632,P
26662,26696,QRS
26718,26758,T
26817,26844,P
26872,26906,QRS
26926,26970,T
27029,27050,P
27082,27118,QRS
27138,27179,T
27237,27265,P
27293,27327,QRS
27352,27389,T
27449,27481,P
27501,27538,QRS
27556,27619,T
27660,27682,P
27714,27749,QRS
27773,27833,T
27870,27898,P
27918,27959,QRS
27975,28047,T
28081,28101,P
28134,28169,QRS
28190,28252,T
28346,28381,QRS
28406,28443,T
28502,28522,P
28554,28592,QRS
28609,28671,T
28715,28737,P
28769,28803,QRS
28828,28866,T
28926,28955,P
28973,29016,QRS
29043,29092,T
29139,29161,P
29191,29227,QRS
29247,29313,T
29348,29377,P
29404,29438,QRS
29456,29526,T
29562,29593,P
29616,29651,QRS
29669,29714,T
29827,29862,QRS
29884,29924,T
30034,30073,QRS
30089,30136,T
30195,30216,P
30247,30282,QRS
30303,30363,T
30456,30490,QRS
30515,30579,T
30612,30633,P
30665,30701,QRS
30720,30784,T
30836,30872,P
30876,30910,QRS
30934,30972,T
31029,31050,P
31082,31118,QRS
31137,31181,T
31238,31262,P
31292,31326,QRS
31351,31390,T
31445,31466,P
31498,31535,QRS
31555,31597,T
31653,31677,P
31707,31742,QRS
31760,31806,T
31863,31883,P
31915,31951,QRS
31971,32034,T
32066,32095,P
32118,32156,QRS
32175,32218,T
32274,32299,P
32328,32363,QRS
32389,32426,T
32534,32569,QRS
32588,32632,T
32684,32711,P
32734,32775,QRS
32793,32837,T
32890,32915,P
32944,32978,QRS
33005,33042,T
33097,33117,P
33150,33185,QRS
33208,33247,T
33303,33329,P
33356,33392,QRS
33414,33456,T
33509,33532,P
33565,33599,QRS
33621,33661,T
33717,33748,P
33771,33806,QRS
33824,33886,T
33925,33948,P
33979,34014,QRS
34036,34077,T
34185,34223,QRS
34243,34286,T
34341,34367,P
34392,34431,QRS
34459,34494,T
34603,34639,QRS
34661,34723,T
34757,34787,P
34810,34847,QRS
34864,34910,T
34972,34988,P
35021,35055,QRS
35081,35117,T
35174,35196,P
