ROILimits_1,ROILimits_2,Value
238,264,QRS
280,342,T
476,494,P
503,530,QRS
543,650,T
767,794,QRS
807,911,T
1034,1062,QRS
1075,1171,T
1272,1289,P
1293,1329,QRS
1343,1405,T
1543,1561,P
1575,1602,QRS
1612,1713,T
1815,1833,P
1846,1872,QRS
1883,1990,T
2087,2104,P
2120,2154,QRS
2173,2222,T
2358,2378,P
2389,2416,QRS
2447,2532,T
2634,2656,P
2656,2683,QRS
2713,2765,T
2910,2929,P
2936,2967,QRS
2989,3085,T
3187,3205,P
3212,3244,QRS
3256,3367,T
3464,3482,P
3489,3520,QRS
3533,3636,T
3739,3758,P
3766,3797,QRS
3810,3918,T
4018,4037,P
4044,4077,QRS
4113,4196,T
4296,4315,P
4323,4354,QRS
4390,4475,T
4575,4593,P
4599,4632,QRS
4643,4751,T
4852,4872,P
4880,4910,QRS
4944,5034,T
5133,5152,P
5161,5192,QRS
5221,5310,T
5411,5430,P
5436,5468,QRS
5480,5589,T
5689,5708,P
5716,5747,QRS
5779,5855,T
5964,5983,P
5990,6022,QRS
6035,6147,T
6242,6260,P
6271,6299,QRS
6311,6421,T
6516,6533,P
6536,6573,QRS
6582,6694,T
6788,6806,P
6812,6846,QRS
6855,6964,T
7062,7080,P
7085,7120,QRS
7128,7237,T
7338,7355,P
7360,7395,QRS
7404,7471,T
7613,7630,P
7638,7670,QRS
7679,7794,T
7915,7944,QRS
7954,8020,T
8161,8179,P
8183,8219,QRS
8227,8334,T
8435,8453,P
8457,8492,QRS
8502,8619,T
8713,8730,P
8735,8769,QRS
8782,8887,T
8989,9006,P
9013,9045,QRS
9054,9170,T
9263,9282,P
9288,9320,QRS
9329,9439,T
9540,9558,P
9566,9596,QRS
9604,9727,T
9821,9838,P
9847,9877,QRS
9910,10007,T
10096,10114,P
10122,10152,QRS
10160,10274,T
10374,10393,P
10399,10431,QRS
10458,10549,T
10652,10672,P
10681,10710,QRS
10743,10834,T
10935,10954,P
10961,10993,QRS
11028,11116,T
11215,11234,P
11243,11272,QRS
11305,11401,T
11494,11513,P
11526,11553,QRS
11588,11625,T
11664,11704,QRS
11716,11787,T
12028,12054,QRS
12093,12177,T
12283,12301,P
12309,12340,QRS
12363,12463,T
12562,12582,P
12590,12620,QRS
12652,12737,T
12844,12863,P
12870,12902,QRS
12934,12978,T
13123,13143,P
13152,13182,QRS
13210,13302,T
13406,13425,P
13434,13464,QRS
13489,13584,T
13688,13707,P
13717,13746,QRS
13776,13865,T
13970,13990,P
14001,14029,QRS
14062,14153,T
14264,14279,P
14288,14315,QRS
14343,14502,T
14562,14577,P
14586,14613,QRS
14644,14688,T
14761,14799,QRS
14819,14878,T
15066,15111,P
15121,15147,QRS
15172,15220,T
15220,15265,P
15269,15308,QRS
15334,15390,T
15592,15616,P
15626,15652,QRS
15685,15777,T
15880,15895,P
15907,15939,QRS
15960,16056,T
16156,16174,P
16184,16215,QRS
16227,16329,T
16434,16453,P
16461,16493,QRS
16527,16616,T
16713,16731,P
16738,16770,QRS
16794,16889,T
16990,17008,P
17011,17047,QRS
17060,17164,T
17263,17281,P
17292,17321,QRS
17329,17441,T
17539,17558,P
17560,17597,QRS
17610,17721,T
17816,17833,P
17843,17872,QRS
17881,17993,T
18091,18110,P
18115,18148,QRS
18161,18266,T
18367,18385,P
18389,18424,QRS
18430,18538,T
18643,18662,P
18666,18701,QRS
18710,18828,T
18919,18938,P
18945,18977,QRS
18984,19096,T
19197,19215,P
19219,19255,QRS
19286,19376,T
19473,19492,P
19501,19532,QRS
19544,19650,T
19754,19773,P
19780,19812,QRS
19839,19937,T
20033,20050,P
20054,20090,QRS
20127,20221,T
20310,20328,P
20338,20367,QRS
20380,20488,T
20587,20605,P
20611,20644,QRS
20656,20770,T
20862,20880,P
20885,20919,QRS
20932,21047,T
21136,21155,P
21159,21195,QRS
21202,21314,T
21412,21429,P
21432,21469,QRS
21478,21593,T
21687,21705,P
21709,21744,QRS
21757,21868,T
21983,22018,QRS
22028,22099,T
22236,22255,P
22261,22294,QRS
22302,22372,T
22513,22530,P
22535,22569,QRS
22577,22690,T
22789,22807,P
22812,22846,QRS
22854,22963,T
23064,23082,P
23086,23121,QRS
23130,23237,T
23340,23357,P
23362,23396,QRS
23406,23518,T
23613,23631,P
23634,23669,QRS
23679,23797,T
23889,23907,P
23911,23946,QRS
23958,24060,T
24163,24181,P
24184,24220,QRS
24230,24296,T
24439,24456,P
24463,24495,QRS
24505,24615,T
24714,24731,P
24738,24770,QRS
24779,24898,T
24992,25010,P
25017,25049,QRS
25084,25170,T
25270,25289,P
25298,25327,QRS
25361,25445,T
25549,25569,P
25576,25607,QRS
25635,25727,T
25831,25850,P
25858,25888,QRS
25924,26007,T
26113,26132,P
26142,26170,QRS
26204,26293,T
26396,26415,P
26424,26454,QRS
26485,26574,T
26677,26696,P
26704,26735,QRS
26761,26860,T
26960,26979,P
26988,27018,QRS
27053,27157,T
27242,27261,P
27272,27300,QRS
27335,27350,T
27413,27452,QRS
27476,27534,T
27764,27779,P
27786,27811,QRS
27838,27936,T
28049,28064,P
28074,28108,QRS
28127,28220,T
28324,28343,P
28352,28382,QRS
28393,28497,T
28604,28622,P
28630,28661,QRS
28694,28784,T
28881,28900,P
28904,28939,QRS
28967,29058,T
29159,29177,P
29183,29216,QRS
29228,29336,T
29434,29454,P
29462,29493,QRS
29505,29616,T
29713,29732,P
29741,29771,QRS
29796,29890,T
29992,30011,P
30021,30050,QRS
30061,30168,T
30273,30291,P
30298,30331,QRS
30387,30482,T
30550,30569,P
30581,30608,QRS
30619,30679,T
30732,30769,QRS
30771,30814,T
30879,30905,QRS
30931,30982,T
31226,31254,P
31264,31290,QRS
31344,31494,T
31570,31585,P
31615,31642,QRS
31657,31690,T
31751,31788,QRS
31797,31866,T
32059,32102,P
32110,32138,QRS
32161,32262,T
32360,32378,P
32383,32418,QRS
32444,32534,T
32637,32655,P
32658,32694,QRS
32706,32813,T
32913,32931,P
32940,32972,QRS
32984,33094,T
33190,33209,P
33219,33249,QRS
33280,33371,T
33468,33486,P
33494,33526,QRS
33538,33644,T
33745,33764,P
33773,33805,QRS
33815,33922,T
34022,34041,P
34049,34080,QRS
34090,34158,T
34300,34319,P
34327,34358,QRS
34393,34490,T
34577,34596,P
34598,34636,QRS
34647,34759,T
34853,34872,P
34881,34911,QRS
34920,35034,T
35132,35151,P
35160,35190,QRS
35216,35317,T
35409,35427,P
35434,35466,QRS
35479,35575,T
35687,35704,P
35709,35744,QRS
35756,35865,T
35964,35981,P
35987,36020,QRS
36029,36143,T
36239,36257,P
36265,36296,QRS
36308,36417,T
36516,36534,P
36542,36573,QRS
36580,36704,T
36793,36811,P
36815,36850,QRS
36861,36972,T
37068,37086,P
37094,37124,QRS
37133,37244,T
37343,37361,P
37366,37401,QRS
37439,37523,T
37617,37634,P
37638,37674,QRS
37684,37793,T
37892,37910,P
37914,37949,QRS
37956,38074,T
38166,38182,P
38188,38222,QRS
38231,38329,T
38438,38456,P
38467,38496,QRS
38507,38617,T
38710,38726,P
38731,38765,QRS
39002,39037,QRS
39047,39151,T
39273,39307,QRS
39318,39427,T
39543,39578,QRS
39589,39698,T
39796,39815,P
39816,39851,QRS
39861,39961,T
40070,40087,P
40090,40124,QRS
40135,40247,T
40342,40359,P
40362,40396,QRS
40407,40520,T
40633,40669,QRS
40678,40787,T
40848,40894,P
40904,40939,QRS
40950,41121,T
41155,41171,P
41175,41209,QRS
41221,41284,T
41452,41480,QRS
41490,41594,T
41696,41714,P
41718,41750,QRS
41762,41874,T
41962,41982,P
41985,42020,QRS
42032,42099,T
42233,42251,P
42254,42289,QRS
42300,42366,T
42504,42522,P
42524,42560,QRS
42571,42638,T
42774,42792,P
42794,42830,QRS
42840,42949,T
43044,43062,P
43065,43101,QRS
43111,43180,T
43316,43333,P
43344,43372,QRS
43383,43495,T
43587,43605,P
43608,43644,QRS
43653,43758,T
43827,43868,P
43878,43916,QRS
43925,44032,T
44129,44147,P
44151,44186,QRS
44197,44264,T
44401,44419,P
44422,44458,QRS
44467,44572,T
44691,44729,QRS
44740,44838,T
44944,44962,P
44964,45000,QRS
45011,45117,T
45216,45234,P
45236,45272,QRS
45283,45389,T
45490,45506,P
45510,45546,QRS
45555,45659,T
45758,45777,P
45787,45815,QRS
45826,45937,T
46031,46050,P
46051,46088,QRS
46096,46210,T
46324,46361,QRS
46372,46475,T
46575,46592,P
46595,46631,QRS
46641,46713,T
46847,46863,P
46866,46902,QRS
46910,47021,T
47116,47133,P
47144,47172,QRS
47183,47248,T
47386,47403,P
47414,47442,QRS
47454,47520,T
47655,47673,P
47676,47711,QRS
47722,47828,T
47925,47942,P
47954,47981,QRS
47992,48101,T
48194,48212,P
48214,48250,QRS
48262,48326,T
48465,48483,P
48495,48522,QRS
48532,48634,T
48738,48754,P
48760,48794,QRS
48804,48873,T
49008,49025,P
49037,49064,QRS
49075,49182,T
49297,49334,QRS
49345,49457,T
49548,49566,P
49573,49605,QRS
49615,49730,T
49819,49835,P
49847,49874,QRS
49885,49990,T
50089,50107,P
50109,50144,QRS
50155,50265,T
50358,50376,P
50379,50413,QRS
50425,50534,T
50627,50646,P
50648,50684,QRS
50695,50808,T
50881,50907,P
50918,50955,QRS
50966,51067,T
51145,51177,P
51188,51224,QRS
51237,51340,T
51410,51446,P
51458,51493,QRS
51505,51616,T
51709,51727,P
51729,51765,QRS
51776,51848,T
51980,51998,P
52009,52036,QRS
52047,52161,T
52249,52267,P
52270,52305,QRS
52316,52423,T
52539,52575,QRS
52586,52693,T
52789,52807,P
52809,52845,QRS
52856,52961,T
53058,53077,P
53084,53116,QRS
53127,53240,T
53332,53349,P
53352,53388,QRS
53399,53507,T
53603,53621,P
53624,53660,QRS
53671,53787,T
53877,53894,P
53905,53933,QRS
53943,54094,T
54148,54168,P
54179,54204,QRS
54218,54277,T
54314,54340,P
54348,54378,QRS
54396,54463,T
54656,54676,P
54678,54711,QRS
54720,54825,T
54901,54938,P
54950,54985,QRS
54992,55099,T
55198,55217,P
55219,55254,QRS
55266,55374,T
55469,55488,P
55491,55525,QRS
55536,55640,T
55739,55757,P
55768,55795,QRS
55806,55915,T
56010,56028,P
56039,56066,QRS
56076,56182,T
56280,56298,P
56306,56337,QRS
56349,56412,T
56553,56572,P
56584,56613,QRS
56620,56729,T
56828,56846,P
56849,56885,QRS
56895,57001,T
57102,57120,P
57122,57159,QRS
57168,57234,T
57376,57395,P
57406,57432,QRS
57445,57460,T
57463,57504,P
57530,57560,QRS
57567,57725,T
57854,57873,P
57877,57910,QRS
57933,58029,T
58132,58150,P
58154,58190,QRS
58216,58303,T
58407,58425,P
58431,58464,QRS
58471,58580,T
58683,58701,P
58708,58740,QRS
58752,58861,T
58960,58978,P
58988,59016,QRS
59072,59158,T
59233,59269,QRS
59279,59343,T
59437,59456,P
59464,59497,QRS
59545,59617,T
59714,59732,P
59735,59771,QRS
59779,59886,T
59989,60007,P
60013,60047,QRS
60059,60162,T
60266,60284,P
60286,60324,QRS
60353,60433,T
60570,60597,QRS
60607,60704,T
60812,60831,P
60835,60870,QRS
