ROILimits_1,ROILimits_2,Value
62,98,P
105,134,QRS
154,192,T
200,235,P
243,271,QRS
276,330,T
338,372,P
380,408,QRS
414,469,T
477,510,P
518,547,QRS
568,605,T
613,648,P
655,684,QRS
688,741,T
750,782,P
790,819,QRS
824,876,T
885,918,P
925,953,QRS
957,1013,T
1020,1052,P
1061,1089,QRS
1112,1147,T
1154,1187,P
1195,1223,QRS
1228,1280,T
1288,1320,P
1328,1355,QRS
1360,1413,T
1418,1451,P
1459,1489,QRS
1492,1544,T
1551,1584,P
1592,1620,QRS
1625,1677,T
1685,1719,P
1727,1757,QRS
1761,1812,T
1821,1855,P
1862,1893,QRS
1911,1948,T
1955,1988,P
1997,2025,QRS
2029,2082,T
2090,2122,P
2131,2160,QRS
2163,2217,T
2226,2256,P
2265,2294,QRS
2299,2351,T
2360,2392,P
2400,2428,QRS
2434,2488,T
2495,2528,P
2535,2563,QRS
2569,2621,T
2630,2662,P
2670,2698,QRS
2702,2756,T
2765,2797,P
2801,2833,QRS
2836,2890,T
2898,2931,P
2939,2968,QRS
2987,3023,T
3034,3065,P
3072,3100,QRS
3104,3159,T
3165,3199,P
3207,3235,QRS
3239,3292,T
3302,3334,P
3342,3370,QRS
3375,3429,T
3436,3471,P
3479,3507,QRS
3512,3565,T
3575,3607,P
3615,3644,QRS
3648,3701,T
3710,3742,P
3751,3779,QRS
3785,3838,T
3846,3880,P
3888,3916,QRS
3921,3975,T
3984,4018,P
4027,4057,QRS
4061,4116,T
4123,4158,P
4168,4196,QRS
4202,4254,T
4263,4298,P
4308,4336,QRS
4339,4395,T
4405,4441,P
4449,4477,QRS
4482,4538,T
4547,4582,P
4591,4621,QRS
4623,4679,T
4688,4725,P
4734,4764,QRS
4766,4822,T
4830,4865,P
4874,4904,QRS
4908,4962,T
4971,5006,P
5015,5044,QRS
5048,5103,T
5113,5145,P
5153,5183,QRS
5186,5242,T
5252,5286,P
5295,5324,QRS
5331,5384,T
5393,5429,P
5438,5467,QRS
5471,5525,T
5535,5571,P
5580,5608,QRS
5615,5667,T
5676,5711,P
5720,5748,QRS
5752,5808,T
5817,5851,P
5860,5890,QRS
5893,5946,T
5957,5988,P
5995,6025,QRS
6044,6081,T
6088,6121,P
6129,6159,QRS
6177,6213,T
6224,6255,P
6263,6292,QRS
6297,6348,T
6356,6389,P
6398,6426,QRS
6432,6486,T
6493,6529,P
6537,6567,QRS
6585,6625,T
6634,6668,P
6677,6707,QRS
6725,6763,T
6771,6810,P
6820,6849,QRS
6852,6907,T
6917,6955,P
6963,6992,QRS
6997,7052,T
7059,7097,P
7106,7135,QRS
7139,7194,T
7207,7243,P
7252,7280,QRS
7286,7339,T
7347,7392,P
7400,7430,QRS
7433,7488,T
