ROILimits_1,ROILimits_2,Value
112,129,P
152,177,QRS
216,259,T
398,418,P
440,464,QRS
504,548,T
677,695,P
716,742,QRS
788,841,T
918,941,P
959,984,QRS
1019,1078,T
1166,1183,P
1209,1233,QRS
1271,1345,T
1512,1528,P
1552,1577,QRS
1618,1690,T
1806,1822,P
1844,1870,QRS
1910,1954,T
2060,2076,P
2099,2124,QRS
2160,2297,T
2328,2345,P
2369,2393,QRS
2432,2476,T
2597,2612,P
2641,2666,QRS
2706,2750,T
2862,2879,P
2903,2932,QRS
2972,3033,T
3112,3128,P
3147,3179,QRS
3215,3274,T
3370,3385,P
3409,3433,QRS
3472,3515,T
3630,3645,P
3674,3697,QRS
3735,3783,T
3895,3909,P
3941,3966,QRS
4001,4071,T
4145,4160,P
4186,4212,QRS
4246,4309,T
4401,4417,P
4441,4466,QRS
4505,4549,T
4663,4678,P
4704,4728,QRS
4770,4811,T
4926,4941,P
4957,4990,QRS
5028,5094,T
5178,5194,P
5217,5242,QRS
5284,5324,T
5437,5452,P
5475,5499,QRS
5537,5584,T
5698,5714,P
5738,5763,QRS
5802,5846,T
5953,5970,P
5992,6018,QRS
6066,6101,T
6197,6212,P
6236,6261,QRS
6317,6358,T
6435,6447,P
6469,6494,QRS
6537,6577,T
6681,6699,P
6727,6751,QRS
6789,6855,T
6932,6949,P
6974,7006,QRS
7048,7108,T
7175,7190,P
7215,7246,QRS
7305,7342,T
7415,7432,P
7462,7486,QRS
7521,7593,T
7677,7694,P
7725,7750,QRS
7790,7833,T
7926,7941,P
7971,7997,QRS
8037,8094,T
8173,8189,P
8213,8237,QRS
8267,8322,T
8440,8456,P
8483,8507,QRS
8546,8591,T
8700,8716,P
8746,8769,QRS
8804,8868,T
8953,8970,P
8996,9020,QRS
9062,9102,T
9198,9213,P
9237,9261,QRS
9296,9345,T
9452,9467,P
9490,9515,QRS
9549,9598,T
9706,9721,P
9745,9769,QRS
9809,9852,T
9961,9976,P
9997,10026,QRS
10060,10180,T
10206,10222,P
10246,10271,QRS
10325,10375,T
10444,10457,P
10480,10505,QRS
10546,10609,T
10697,10711,P
10736,10760,QRS
10799,10847,T
10951,10966,P
10997,11022,QRS
11061,11105,T
11198,11213,P
11242,11267,QRS
11318,11369,T
11439,11455,P
11481,11505,QRS
11536,11589,T
11697,11712,P
11739,11764,QRS
11800,11848,T
11945,11961,P
11987,12012,QRS
12053,12107,T
12188,12204,P
12227,12252,QRS
12285,12419,T
12439,12455,P
12477,12503,QRS
12540,12585,T
12694,12708,P
12732,12758,QRS
12797,12842,T
12946,12962,P
12987,13012,QRS
13047,13118,T
13193,13208,P
13230,13256,QRS
13307,13339,T
13439,13454,P
13477,13502,QRS
13537,13586,T
13683,13699,P
13722,13747,QRS
13785,13831,T
13924,13940,P
13963,13988,QRS
14032,14072,T
14155,14171,P
14194,14219,QRS
14250,14301,T
14396,14410,P
14432,14458,QRS
14487,14541,T
14639,14654,P
14676,14700,QRS
14750,14803,T
14871,14884,P
14904,14932,QRS
14989,15030,T
15098,15111,P
15133,15158,QRS
15211,15258,T
15340,15356,P
15382,15406,QRS
15441,15511,T
15585,15600,P
15630,15656,QRS
15696,15740,T
15823,15838,P
15867,15894,QRS
15942,15983,T
16052,16068,P
16092,16117,QRS
16153,16218,T
16297,16311,P
16335,16360,QRS
16407,16468,T
16541,16557,P
16583,16607,QRS
16645,16690,T
16781,16797,P
16817,16846,QRS
16886,16929,T
17011,17024,P
17046,17071,QRS
17129,17170,T
17241,17257,P
17281,17305,QRS
17346,17387,T
17483,17498,P
17527,17552,QRS
17589,17637,T
17728,17745,P
17775,17800,QRS
17834,17882,T
17971,17985,P
18013,18040,QRS
18098,18131,T
18207,18223,P
18252,18276,QRS
18313,18359,T
18457,18472,P
18502,18527,QRS
18569,18613,T
18711,18726,P
18755,18780,QRS
18821,18861,T
18949,18964,P
18989,19014,QRS
19072,19110,T
19184,19199,P
19223,19247,QRS
19287,19332,T
19431,19448,P
19474,19499,QRS
19535,19606,T
19682,19699,P
19724,19753,QRS
19786,19837,T
19930,19946,P
19975,20002,QRS
20042,20099,T
20171,20188,P
20215,20241,QRS
20270,20323,T
20433,20448,P
20479,20505,QRS
20540,20609,T
20698,20712,P
20747,20772,QRS
20806,20855,T
20948,20963,P
20995,21019,QRS
21055,21101,T
21203,21218,P
21245,21269,QRS
21305,21350,T
21464,21479,P
21507,21533,QRS
21571,21627,T
21712,21727,P
21753,21780,QRS
21829,21878,T
21963,21977,P
22000,22025,QRS
22057,22131,T
22223,22238,P
22263,22289,QRS
22324,22372,T
22481,22497,P
22524,22549,QRS
22588,22631,T
22728,22743,P
22761,22792,QRS
22832,22875,T
22979,22991,P
23013,23038,QRS
23074,23122,T
