ROILimits_1,ROILimits_2,Value
105,145,QRS
145,185,T
216,245,P
249,287,QRS
287,328,T
333,371,P
390,437,QRS
446,515,T
530,579,QRS
588,654,T
667,721,QRS
738,797,T
815,863,QRS
867,941,T
957,1005,QRS
1012,1083,T
1097,1148,QRS
1155,1226,T
1244,1293,QRS
1296,1343,T
1383,1432,QRS
1437,1510,T
1525,1575,QRS
1581,1651,T
1665,1716,QRS
1721,1771,T
1808,1861,QRS
1866,1935,T
1952,2002,QRS
2009,2076,T
2093,2145,QRS
2149,2198,T
2237,2285,QRS
2291,2363,T
2377,2431,QRS
2432,2506,T
2519,2574,QRS
2575,2647,T
2662,2713,QRS
2731,2786,T
2803,2855,QRS
2864,2905,T
2913,2942,P
2948,2996,QRS
3000,3048,T
3088,3148,QRS
3149,3214,T
3226,3282,QRS
3286,3358,T
3374,3422,QRS
3428,3500,T
3516,3566,QRS
3569,3639,T
3656,3708,QRS
3711,3781,T
3797,3839,QRS
3839,3878,T
3887,3918,P
3938,3972,QRS
3972,4019,T
4047,4074,P
4078,4129,QRS
4134,4203,T
4220,4272,QRS
4276,4346,T
4362,4412,QRS
4419,4489,T
4503,4555,QRS
4561,4609,T
4645,4697,QRS
4703,4771,T
4786,4841,QRS
4847,4892,T
4929,4983,QRS
4988,5035,T
5070,5121,QRS
5129,5197,T
5211,5248,QRS
5248,5293,T
5352,5408,QRS
5409,5481,T
5494,5546,QRS
5552,5623,T
5639,5691,QRS
5698,5768,T
5784,5834,QRS
5840,5910,T
5926,5976,QRS
5979,6050,T
6065,6118,QRS
6123,6191,T
6206,6258,QRS
6261,6330,T
6345,6400,QRS
6404,6449,T
6489,6539,QRS
6545,6615,T
6633,6671,QRS
6671,6710,T
6720,6755,P
6773,6809,QRS
6809,6852,T
6881,6909,P
6914,6965,QRS
6969,7038,T
7052,7106,QRS
7116,7181,T
7193,7245,QRS
7254,7322,T
7336,7389,QRS
7395,7461,T
7477,7530,QRS
7533,7600,T
7618,7669,QRS
7673,7746,T
7758,7811,QRS
7818,7888,T
7903,7954,QRS
7963,8029,T
8046,8098,QRS
8106,8174,T
8188,8242,QRS
8248,8315,T
8331,8393,QRS
8402,8455,T
8471,8526,QRS
8530,8600,T
8617,8667,QRS
8673,8741,T
8761,8809,QRS
8815,8885,T
8903,8952,QRS
8961,9028,T
9043,9097,QRS
9101,9172,T
9187,9239,QRS
9246,9313,T
9328,9382,QRS
9385,9455,T
9471,9522,QRS
9530,9575,T
9613,9662,QRS
9667,9737,T
9751,9791,QRS
9791,9832,T
9893,9946,QRS
9948,10018,T
10034,10088,QRS
10091,10163,T
10178,10226,QRS
10232,10304,T
10324,10372,QRS
10376,10446,T
10463,10520,QRS
10521,10588,T
10605,10658,QRS
10663,10728,T
10746,10801,QRS
10801,10871,T
10887,10935,QRS
10941,11015,T
11029,11079,QRS
11084,11157,T
11172,11221,QRS
11226,11296,T
11314,11366,QRS
11370,11442,T
11456,11507,QRS
11513,11582,T
11596,11649,QRS
11656,11724,T
11739,11789,QRS
11800,11867,T
11883,11932,QRS
11935,12008,T
12025,12075,QRS
12078,12148,T
12166,12216,QRS
12219,12291,T
12307,12359,QRS
12363,12408,T
12445,12497,QRS
12507,12574,T
12591,12642,QRS
12656,12717,T
12734,12781,QRS
12787,12855,T
12873,12926,QRS
12929,12998,T
13013,13067,QRS
13069,13139,T
13154,13205,QRS
13211,13278,T
13296,13347,QRS
13354,13424,T
13441,13489,QRS
13495,13566,T
13582,13633,QRS
13645,13709,T
13726,13783,QRS
13784,13852,T
13870,13917,QRS
13924,13993,T
14013,14045,QRS
14045,14091,T
14154,14212,QRS
14213,14281,T
14297,14347,QRS
14352,14422,T
14437,14488,QRS
14494,14564,T
14580,14630,QRS
14638,14705,T
14723,14773,QRS
14781,14828,T
14866,14923,QRS
14923,14993,T
15007,15059,QRS
15064,15136,T
15151,15201,QRS
15205,15273,T
15293,15343,QRS
15349,15390,T
15398,15426,P
15431,15482,QRS
15487,15553,T
15570,15622,QRS
15629,15698,T
15712,15764,QRS
15767,15838,T
15854,15903,QRS
15909,15982,T
15999,16046,QRS
16050,16121,T
16139,16194,QRS
16195,16263,T
16278,16329,QRS
16336,16406,T
16421,16472,QRS
16479,16546,T
16563,16613,QRS
16616,16688,T
16703,16754,QRS
16760,16829,T
16845,16894,QRS
16900,16973,T
16987,17038,QRS
17048,17117,T
17133,17180,QRS
17186,17262,T
17279,17327,QRS
17331,17402,T
17414,17467,QRS
17473,17542,T
17559,17610,QRS
17615,17681,T
17700,17751,QRS
17756,17824,T
17842,17890,QRS
17898,17968,T
17982,18034,QRS
18040,18111,T
18126,18177,QRS
18180,18250,T
18269,18323,QRS
18327,18393,T
18410,18470,QRS
18478,18536,T
18550,18602,QRS
18612,18677,T
18694,18744,QRS
18753,18818,T
18837,18885,QRS
18892,18962,T
18977,19027,QRS
19035,19102,T
19120,19169,QRS
19178,19243,T
19263,19311,QRS
19319,19365,T
19405,19454,QRS
19460,19510,T
19549,19600,QRS
19607,19676,T
19692,19741,QRS
19746,19815,T
19833,19885,QRS
19889,19959,T
19976,20024,QRS
20033,20101,T
20118,20167,QRS
20171,20243,T
