ROILimits_1,ROILimits_2,Value
205,231,P
253,282,QRS
302,350,T
411,430,P
459,488,QRS
507,556,T
614,640,P
662,692,QRS
710,759,T
821,848,P
871,899,QRS
920,967,T
1028,1056,P
1078,1107,QRS
1128,1174,T
1247,1272,P
1294,1323,QRS
1343,1391,T
1451,1477,P
1500,1530,QRS
1550,1597,T
1662,1689,P
1710,1739,QRS
1760,1807,T
1871,1898,P
1919,1948,QRS
1969,2015,T
2081,2108,P
2130,2158,QRS
2177,2225,T
2289,2317,P
2338,2367,QRS
2387,2434,T
2499,2525,P
2546,2576,QRS
2596,2643,T
2706,2732,P
2754,2783,QRS
2802,2851,T
2913,2940,P
2960,2990,QRS
3011,3058,T
3124,3153,P
3173,3202,QRS
3221,3269,T
3334,3361,P
3382,3413,QRS
3432,3478,T
3543,3562,P
3591,3621,QRS
3640,3688,T
3756,3782,P
3804,3833,QRS
3853,3900,T
3968,3994,P
4016,4045,QRS
4064,4113,T
4182,4208,P
4229,4259,QRS
4279,4327,T
4390,4416,P
4438,4467,QRS
4487,4535,T
4597,4623,P
4645,4675,QRS
4695,4742,T
4802,4828,P
4850,4880,QRS
4898,4947,T
5006,5032,P
5055,5084,QRS
5104,5151,T
5212,5237,P
5260,5289,QRS
5309,5355,T
5418,5444,P
5466,5495,QRS
5515,5563,T
5623,5651,P
5672,5701,QRS
5723,5770,T
5836,5862,P
5885,5913,QRS
5934,5982,T
6057,6082,P
6104,6133,QRS
6153,6201,T
6267,6294,P
6315,6345,QRS
6365,6411,T
6483,6512,P
6532,6561,QRS
6581,6629,T
6700,6725,P
6749,6777,QRS
6797,6845,T
6920,6947,P
6967,6996,QRS
7019,7065,T
7132,7159,P
7180,7210,QRS
7230,7277,T
7342,7369,P
7391,7420,QRS
7440,7488,T
7552,7578,P
7601,7631,QRS
7651,7698,T
7760,7786,P
7808,7837,QRS
7857,7905,T
7964,7990,P
8012,8041,QRS
8061,8108,T
8166,8191,P
8215,8244,QRS
8264,8311,T
8368,8387,P
8416,8444,QRS
8467,8512,T
8570,8596,P
8617,8646,QRS
8667,8714,T
8775,8802,P
8824,8853,QRS
8872,8920,T
8982,9009,P
9030,9059,QRS
9078,9127,T
9190,9215,P
9238,9268,QRS
9288,9334,T
9409,9428,P
9456,9485,QRS
9506,9552,T
9623,9650,P
9672,9701,QRS
9723,9769,T
9843,9871,P
9893,9921,QRS
9940,9988,T
10051,10077,P
10101,10131,QRS
10151,10198,T
10266,10293,P
10315,10344,QRS
10366,10413,T
10481,10506,P
10529,10557,QRS
10579,10627,T
10694,10721,P
10742,10772,QRS
10792,10839,T
10910,10935,P
10958,10987,QRS
11008,11056,T
11122,11147,P
11170,11199,QRS
11220,11267,T
11329,11356,P
11376,11406,QRS
11428,11474,T
11536,11562,P
11583,11612,QRS
11632,11680,T
11739,11766,P
11787,11816,QRS
11837,11884,T
11946,11974,P
11995,12023,QRS
12044,12091,T
12152,12177,P
12199,12229,QRS
12251,12297,T
12357,12382,P
12405,12434,QRS
12455,12501,T
12564,12591,P
12613,12642,QRS
12662,12710,T
12774,12801,P
12823,12852,QRS
12872,12920,T
12982,13007,P
13030,13059,QRS
13080,13126,T
13189,13216,P
13238,13267,QRS
13286,13334,T
13397,13424,P
13446,13474,QRS
13495,13542,T
13619,13645,P
13665,13694,QRS
13714,13761,T
13828,13855,P
13877,13907,QRS
13927,13972,T
14046,14074,P
14097,14128,QRS
14147,14194,T
14276,14302,P
14323,14353,QRS
14373,14420,T
14503,14528,P
14551,14580,QRS
14601,14647,T
14730,14750,P
14779,14809,QRS
14829,14877,T
14946,14972,P
14997,15026,QRS
15044,15093,T
15165,15192,P
15214,15243,QRS
15264,15310,T
15379,15405,P
15427,15456,QRS
15475,15525,T
15588,15614,P
15637,15666,QRS
15686,15735,T
15797,15822,P
15845,15874,QRS
15895,15943,T
16000,16026,P
16047,16077,QRS
16098,16146,T
16201,16227,P
16248,16278,QRS
16297,16346,T
16398,16424,P
16446,16475,QRS
16496,16543,T
16597,16622,P
16644,16672,QRS
16692,16740,T
16796,16823,P
16844,16873,QRS
16893,16940,T
16997,17022,P
17046,17075,QRS
17094,17142,T
17201,17227,P
17249,17278,QRS
17298,17347,T
17408,17435,P
17457,17486,QRS
17507,17554,T
17623,17649,P
17671,17700,QRS
17720,17768,T
17835,17863,P
17882,17913,QRS
17933,17980,T
18051,18077,P
18099,18128,QRS
18150,18196,T
18265,18293,P
18313,18342,QRS
18362,18409,T
18480,18506,P
18529,18558,QRS
18578,18626,T
18691,18718,P
18740,18769,QRS
18786,18836,T
18900,18927,P
18949,18978,QRS
18997,19046,T
19110,19138,P
19159,19188,QRS
19207,19256,T
19320,19347,P
19367,19398,QRS
19419,19467,T
19532,19559,P
19581,19611,QRS
19631,19679,T
19744,19769,P
19792,19822,QRS
19843,19890,T
19950,19973,P
19999,20029,QRS
20051,20096,T
20156,20182,P
20204,20234,QRS
20254,20301,T
20360,20386,P
20409,20438,QRS
20458,20506,T
20563,20589,P
20611,20640,QRS
20659,20706,T
20764,20791,P
20813,20842,QRS
20862,20909,T
20966,20993,P
21014,21043,QRS
21062,21109,T
21168,21194,P
21217,21246,QRS
21267,21313,T
21376,21404,P
21425,21454,QRS
21472,21521,T
21595,21620,P
21643,21672,QRS
21692,21739,T
21805,21831,P
21854,21883,QRS
21902,21950,T
22028,22054,P
22075,22104,QRS
22124,22173,T
22247,22272,P
22295,22323,QRS
22345,22391,T
22470,22496,P
22518,22547,QRS
22568,22616,T
22680,22707,P
22729,22758,QRS
22779,22827,T
22894,22920,P
22943,22972,QRS
22993,23039,T
23108,23135,P
23157,23186,QRS
23205,23253,T
23318,23345,P
23368,23396,QRS
23417,23463,T
23528,23554,P
23577,23606,QRS
23624,23672,T
23734,23761,P
23784,23812,QRS
23831,23879,T
23942,23967,P
23989,24018,QRS
24038,24086,T
24147,24173,P
24195,24224,QRS
24246,24293,T
24356,24382,P
24405,24434,QRS
24452,24502,T
24566,24592,P
24614,24643,QRS
24664,24711,T
24776,24802,P
24823,24853,QRS
24873,24920,T
24986,25013,P
25035,25063,QRS
25082,25132,T
25208,25235,P
25255,25284,QRS
25304,25353,T
25420,25448,P
25468,25498,QRS
25519,25566,T
25632,25659,P
25681,25711,QRS
25731,25778,T
25845,25872,P
25895,25925,QRS
25944,25992,T
26057,26085,P
26106,26135,QRS
26155,26202,T
26270,26297,P
26319,26348,QRS
26369,26416,T
26483,26511,P
26532,26561,QRS
26581,26629,T
26693,26720,P
26742,26771,QRS
26791,26839,T
26904,26930,P
26952,26981,QRS
27002,27048,T
27112,27138,P
27160,27189,QRS
27209,27257,T
27319,27346,P
27368,27397,QRS
27417,27465,T
27528,27554,P
27577,27606,QRS
27623,27673,T
27735,27761,P
27784,27814,QRS
27833,27881,T
27943,27970,P
27992,28021,QRS
28041,28088,T
28153,28180,P
28201,28230,QRS
28250,28297,T
28365,28390,P
28413,28443,QRS
28463,28510,T
28581,28608,P
28630,28660,QRS
28679,28726,T
28794,28820,P
28843,28873,QRS
28894,28941,T
29010,29037,P
29060,29089,QRS
29111,29157,T
29227,29254,P
29277,29306,QRS
29326,29374,T
29453,29478,P
29500,29529,QRS
29549,29597,T
29660,29687,P
29710,29739,QRS
29758,29807,T
29872,29898,P
29920,29950,QRS
29970,30018,T
30084,30109,P
30132,30161,QRS
30181,30229,T
30292,30319,P
30341,30370,QRS
30391,30438,T
30502,30530,P
30551,30580,QRS
30601,30647,T
30710,30736,P
30759,30789,QRS
30808,30854,T
30917,30943,P
30966,30995,QRS
31015,31061,T
31123,31149,P
31170,31200,QRS
31220,31269,T
31329,31354,P
31377,31407,QRS
31426,31475,T
31534,31560,P
31582,31611,QRS
31632,31679,T
31738,31765,P
31787,31816,QRS
31836,31883,T
31944,31970,P
31991,32020,QRS
32041,32088,T
32147,32173,P
32194,32224,QRS
32245,32291,T
32352,32380,P
32402,32430,QRS
32449,32498,T
32557,32582,P
32604,32634,QRS
32653,32702,T
32761,32787,P
32809,32838,QRS
32856,32906,T
32967,32993,P
33014,33043,QRS
33064,33111,T
33174,33201,P
33223,33253,QRS
33272,33320,T
33393,33419,P
33440,33470,QRS
33491,33537,T
33601,33627,P
33648,33679,QRS
33700,33746,T
33813,33832,P
33862,33892,QRS
33910,33959,T
34038,34063,P
34085,34114,QRS
34133,34181,T
34246,34272,P
34295,34324,QRS
34344,34391,T
34456,34483,P
34505,34534,QRS
34551,34600,T
34666,34691,P
34714,34743,QRS
34763,34811,T
34875,34902,P
34923,34952,QRS
34972,35019,T
35093,35120,P
35140,35169,QRS
35190,35237,T
35303,35329,P
35351,35382,QRS
35399,35448,T
35527,35547,P
35576,35605,QRS
35625,35673,T
35750,35779,P
35800,35829,QRS
35849,35895,T
35981,36007,P
36030,36058,QRS
36079,36127,T
36213,36238,P
36261,36290,QRS
36309,36358,T
36433,36458,P
36474,36512,QRS
36533,36581,T
36657,36684,P
36707,36736,QRS
36755,36805,T
36878,36905,P
36927,36956,QRS
36977,37026,T
37100,37118,P
37148,37177,QRS
37199,37245,T
37313,37340,P
37363,37393,QRS
37411,37459,T
37523,37551,P
37572,37602,QRS
37622,37669,T
37732,37759,P
37780,37808,QRS
37829,37877,T
37935,37961,P
37983,38012,QRS
38032,38080,T
38138,38165,P
38186,38215,QRS
38234,38283,T
38338,38364,P
38385,38415,QRS
38434,38483,T
38536,38561,P
38584,38613,QRS
38632,38680,T
38734,38760,P
38781,38811,QRS
38830,38878,T
38932,38958,P
38980,39008,QRS
39030,39076,T
39135,39160,P
39182,39211,QRS
39231,39281,T
39342,39367,P
39389,39419,QRS
39440,39487,T
39552,39578,P
39600,39630,QRS
39650,39698,T
39774,39801,P
39821,39851,QRS
39870,39919,T
39984,40011,P
40035,40064,QRS
40083,40131,T
40213,40239,P
40261,40290,QRS
40310,40358,T
40424,40451,P
40473,40504,QRS
40524,40570,T
40641,40668,P
40690,40719,QRS
40740,40787,T
40857,40884,P
40906,40935,QRS
40955,41004,T
41073,41100,P
41122,41151,QRS
41171,41220,T
41287,41313,P
41334,41363,QRS
41382,41433,T
41497,41522,P
41544,41573,QRS
41593,41642,T
41704,41731,P
41752,41780,QRS
41801,41850,T
41911,41937,P
41958,41988,QRS
42009,42056,T
42116,42144,P
42164,42194,QRS
42215,42263,T
42323,42349,P
42371,42401,QRS
42420,42468,T
42528,42547,P
42576,42606,QRS
42625,42674,T
42733,42759,P
42781,42811,QRS
42831,42879,T
42938,42964,P
42988,43017,QRS
43035,43083,T
43146,43172,P
43194,43224,QRS
43244,43291,T
43354,43380,P
43402,43431,QRS
43450,43498,T
43563,43590,P
43611,43641,QRS
43660,43708,T
43774,43800,P
43822,43850,QRS
43871,43917,T
43984,44010,P
44032,44061,QRS
44079,44129,T
44193,44220,P
44240,44270,QRS
44288,44337,T
44400,44426,P
44449,44478,QRS
44498,44545,T
44606,44632,P
44654,44683,QRS
44701,44752,T
44813,44839,P
44860,44889,QRS
44910,44958,T
45022,45048,P
45069,45099,QRS
45119,45167,T
45228,45254,P
45276,45306,QRS
45327,45374,T
45436,45461,P
