ROILimits_1,ROILimits_2,Value
184,203,P
213,247,QRS
275,331,T
512,532,P
542,575,QRS
605,658,T
811,832,P
844,876,QRS
907,959,T
1077,1097,P
1111,1142,QRS
1172,1225,T
1385,1405,P
1415,1448,QRS
1480,1532,T
1706,1725,P
1736,1769,QRS
1799,1853,T
2015,2035,P
2047,2078,QRS
2107,2161,T
2294,2313,P
2327,2358,QRS
2388,2439,T
2593,2611,P
2626,2656,QRS
2686,2739,T
2908,2927,P
2939,2972,QRS
3001,3055,T
3198,3216,P
3227,3261,QRS
3288,3344,T
3458,3477,P
3486,3522,QRS
3549,3604,T
3752,3770,P
3782,3815,QRS
3843,3898,T
4053,4072,P
4087,4116,QRS
4148,4200,T
4349,4367,P
4378,4412,QRS
4441,4494,T
4620,4640,P
4651,4685,QRS
4714,4768,T
4925,4945,P
4956,4989,QRS
5018,5072,T
5242,5261,P
5275,5305,QRS
5336,5389,T
5542,5560,P
5572,5606,QRS
5635,5688,T
5810,5830,P
5844,5874,QRS
5906,5958,T
6113,6132,P
6148,6177,QRS
6205,6258,T
6420,6445,P
6448,6483,QRS
6517,6566,T
6698,6717,P
6729,6762,QRS
6792,6845,T
6954,6977,P
6987,7019,QRS
7052,7102,T
7249,7267,P
7283,7313,QRS
7342,7396,T
7563,7583,P
7594,7626,QRS
7655,7710,T
7851,7869,P
7883,7914,QRS
7944,7995,T
8108,8133,P
8141,8172,QRS
8201,8255,T
8351,8370,P
8384,8415,QRS
8447,8497,T
8636,8655,P
8666,8700,QRS
8727,8782,T
8940,8959,P
8970,9004,QRS
9032,9086,T
9238,9258,P
9267,9302,QRS
9333,9384,T
9518,9538,P
9548,9583,QRS
9616,9665,T
9856,9873,P
9885,9919,QRS
9950,10001,T
10184,10202,P
10213,10248,QRS
10277,10330,T
10481,10501,P
10511,10545,QRS
10575,10628,T
10789,10807,P
10822,10853,QRS
10881,10936,T
11095,11113,P
11125,11157,QRS
11184,11239,T
11383,11401,P
11415,11446,QRS
11476,11529,T
11650,11669,P
11682,11714,QRS
11742,11797,T
11915,11934,P
11946,11979,QRS
12009,12061,T
12197,12215,P
12227,12261,QRS
12288,12344,T
12481,12507,P
12511,12546,QRS
12571,12629,T
12753,12772,P
12784,12816,QRS
12847,12898,T
13018,13037,P
13048,13081,QRS
13111,13165,T
13351,13369,P
13383,13415,QRS
13446,13496,T
13643,13663,P
13678,13708,QRS
13737,13790,T
13916,13936,P
13947,13980,QRS
14008,14062,T
14219,14237,P
14252,14283,QRS
14312,14366,T
14501,14521,P
14533,14566,QRS
14592,14649,T
14768,14793,P
14798,14832,QRS
14861,14916,T
15067,15085,P
15101,15130,QRS
15160,15212,T
15376,15395,P
15408,15440,QRS
15471,15523,T
15657,15675,P
15687,15720,QRS
15749,15803,T
15957,15976,P
15990,16020,QRS
16050,16103,T
16254,16272,P
16285,16317,QRS
16346,16400,T
16511,16530,P
16540,16574,QRS
16604,16658,T
16750,16769,P
16780,16813,QRS
16839,16895,T
17019,17038,P
17054,17083,QRS
17114,17166,T
17328,17347,P
17359,17391,QRS
17421,17474,T
17608,17634,P
17641,17673,QRS
17703,17757,T
17852,17872,P
17884,17917,QRS
17947,17997,T
18101,18119,P
18132,18165,QRS
18190,18245,T
18386,18405,P
18416,18450,QRS
18479,18532,T
18675,18693,P
18704,18738,QRS
18764,18819,T
18932,18959,P
18962,18997,QRS
19026,19079,T
19173,19193,P
19204,19238,QRS
19266,19321,T
19429,19447,P
19463,19493,QRS
19520,19575,T
19715,19734,P
19744,19779,QRS
19807,19861,T
19990,20009,P
20024,20054,QRS
20086,20135,T
20238,20258,P
20267,20302,QRS
20328,20384,T
20472,20493,P
20507,20538,QRS
20568,20619,T
20732,20758,P
20763,20796,QRS
20824,20879,T
20999,21017,P
21028,21062,QRS
21088,21145,T
21276,21296,P
21306,21341,QRS
21370,21422,T
21527,21546,P
21557,21592,QRS
21618,21674,T
21767,21792,P
21798,21831,QRS
21860,21913,T
22043,22061,P
22073,22108,QRS
22135,22189,T
22341,22360,P
22370,22405,QRS
22436,22487,T
22642,22660,P
22672,22705,QRS
22736,22789,T
22913,22932,P
22946,22977,QRS
23005,23060,T
23182,23200,P
23213,23245,QRS
23273,23328,T
23484,23504,P
23516,23547,QRS
23574,23629,T
