ROILimits_1,ROILimits_2,Value
67,101,P
107,140,QRS
158,221,T
287,309,P
316,348,QRS
377,432,T
456,479,P
482,519,QRS
545,592,T
664,687,P
689,726,QRS
731,804,T
843,866,P
874,905,QRS
907,986,T
1055,1078,P
1085,1117,QRS
1146,1207,T
1223,1246,P
1255,1285,QRS
1316,1374,T
1433,1455,P
1456,1495,QRS
1526,1578,T
1604,1629,P
1631,1659,QRS
1683,1745,T
1816,1840,P
1846,1881,QRS
1889,1958,T
1996,2019,P
2026,2059,QRS
2086,2134,T
2207,2230,P
2241,2271,QRS
2301,2359,T
2377,2401,P
2407,2442,QRS
2500,2543,T
2591,2615,P
2619,2658,QRS
2668,2736,T
2765,2788,P
2790,2826,QRS
2858,2903,T
2980,3003,P
3005,3042,QRS
3074,3133,T
3149,3174,P
3176,3215,QRS
3244,3290,T
3365,3388,P
3396,3429,QRS
3431,3503,T
3510,3547,P
3552,3602,QRS
3605,3670,T
3753,3776,P
3778,3816,QRS
3845,3906,T
3919,3944,P
3951,3985,QRS
4012,4057,T
4135,4159,P
4161,4198,QRS
4205,4272,T
4303,4328,P
4335,4367,QRS
4377,4444,T
4519,4541,P
4544,4583,QRS
4611,4667,T
4701,4754,QRS
4784,4822,T
4905,4928,P
4935,4969,QRS
5000,5057,T
5061,5097,P
5104,5136,QRS
5163,5205,T
5282,5306,P
5309,5346,QRS
5377,5428,T
5456,5480,P
5488,5521,QRS
5536,5595,T
5661,5692,P
5699,5734,QRS
5762,5800,T
5841,5866,P
5873,5906,QRS
5914,5980,T
6050,6073,P
6076,6113,QRS
6119,6201,T
6229,6281,QRS
6292,6357,T
6430,6454,P
6456,6495,QRS
6587,6622,P
6629,6661,QRS
6687,6727,T
6807,6829,P
6837,6871,QRS
6901,6960,T
6979,7002,P
7010,7043,QRS
7072,7120,T
7187,7211,P
7218,7250,QRS
7286,7324,T
7351,7386,P
7393,7424,QRS
7438,7495,T
7520,7550,P
7581,7631,QRS
7663,7703,T
7744,7767,P
7776,7809,QRS
7823,7883,T
7957,7980,P
7986,8020,QRS
8038,8106,T
8121,8146,P
8155,8187,QRS
8200,8253,T
8332,8355,P
8357,8394,QRS
8401,8479,T
8500,8523,P
8531,8564,QRS
8593,8643,T
8711,8735,P
8738,8776,QRS
8807,8852,T
8890,8913,P
8921,8953,QRS
8963,9026,T
9099,9124,P
9131,9164,QRS
9173,9252,T
9259,9291,P
9293,9331,QRS
9333,9403,T
9476,9500,P
9506,9540,QRS
9546,9626,T
9651,9675,P
9677,9716,QRS
9744,9785,T
9860,9883,P
9891,9923,QRS
9925,10017,T
10020,10053,P
10058,10093,QRS
10099,10163,T
10240,10265,P
10268,10305,QRS
10336,10393,T
10408,10434,P
10442,10474,QRS
10477,10553,T
10563,10589,P
10630,10679,QRS
10683,10750,T
10791,10814,P
10822,10854,QRS
10856,10929,T
10997,11021,P
11023,11061,QRS
11074,11153,T
11172,11195,P
11203,11245,QRS
11261,11319,T
11377,11400,P
11405,11441,QRS
11469,11525,T
11554,11578,P
11585,11625,QRS
11646,11705,T
11765,11791,P
11793,11828,QRS
11864,11893,T
11939,11969,P
11970,12022,QRS
12045,12086,T
12163,12184,P
12189,12225,QRS
12316,12349,P
12357,12389,QRS
12417,12457,T
12537,12561,P
12569,12600,QRS
12633,12692,T
12724,12750,P
12751,12773,QRS
12790,12842,T
12923,12947,P
12949,12985,QRS
13021,13064,T
13097,13121,P
13122,13161,QRS
13192,13237,T
13311,13335,P
13337,13376,QRS
13386,13464,T
13481,13505,P
13508,13545,QRS
13575,13621,T
13700,13723,P
13731,13763,QRS
13769,13845,T
13861,13894,P
13902,13936,QRS
13944,14012,T
14084,14108,P
14115,14148,QRS
14181,14235,T
14261,14284,P
14286,14323,QRS
14334,14398,T
14478,14500,P
14508,14539,QRS
14546,14619,T
14646,14671,P
14673,14711,QRS
14738,14785,T
14860,14884,P
14886,14925,QRS
14939,15024,T
15037,15061,P
15068,15103,QRS
15104,15174,T
15254,15276,P
15283,15315,QRS
15319,15404,T
15418,15443,P
15450,15483,QRS
15487,15558,T
15630,15654,P
15656,15693,QRS
15707,15771,T
15817,15870,QRS
15882,15941,T
16017,16039,P
16047,16080,QRS
16110,16166,T
16172,16206,P
16209,16247,QRS
16255,16312,T
16394,16415,P
16418,16456,QRS
16487,16541,T
16556,16589,P
16598,16630,QRS
16656,16708,T
16776,16798,P
16801,16842,QRS
16868,16925,T
16948,16972,P
16978,17012,QRS
17042,17087,T
17158,17182,P
17189,17220,QRS
17251,17307,T
17343,17395,QRS
17408,17460,T
17540,17563,P
17571,17603,QRS
17630,17666,T
17706,17730,P
17733,17770,QRS
17799,17846,T
17917,17939,P
17947,17979,QRS
17988,18057,T
18098,18121,P
18128,18161,QRS
18173,18243,T
18308,18331,P
18339,18372,QRS
18389,18447,T
18472,18508,P
18515,18547,QRS
18577,18610,T
18691,18714,P
18722,18754,QRS
18782,18840,T
18862,18887,P
18889,18926,QRS
18955,18996,T
19062,19079,P
19086,19122,QRS
19153,19206,T
19246,19269,P
19276,19308,QRS
19310,19381,T
19457,19480,P
19487,19522,QRS
19528,19607,T
19626,19650,P
19658,19690,QRS
19710,19764,T
19839,19862,P
19863,19902,QRS
19935,19979,T
20009,20031,P
20033,20117,QRS
20123,20187,T
20222,20244,P
20248,20285,QRS
20315,20361,T
20401,20427,P
20431,20466,QRS
20469,20540,T
20617,20640,P
20642,20681,QRS
20708,20766,T
20787,20811,P
20813,20850,QRS
20856,20917,T
21000,21022,P
21027,21061,QRS
21091,21134,T
21164,21196,P
21205,21237,QRS
21266,21314,T
21383,21406,P
21408,21446,QRS
21449,21517,T
21552,21583,P
21590,21623,QRS
21626,21696,T
21773,21795,P
21806,21885,QRS
21930,21963,P
21965,22005,QRS
22033,22077,T
22116,22158,P
22161,22213,QRS
22221,22284,T
22287,22326,P
22328,22389,QRS
22399,22459,T
22536,22559,P
22564,22600,QRS
22628,22683,T
22710,22734,P
22736,22774,QRS
22802,22844,T
22919,22943,P
22946,22983,QRS
22996,23062,T
23069,23103,P
23107,23158,QRS
23163,23224,T
23301,23325,P
23332,23366,QRS
23372,23450,T
23472,23497,P
23505,23537,QRS
23540,23602,T
23682,23705,P
23708,23744,QRS
23752,23829,T
23854,23878,P
23879,23917,QRS
23926,23990,T
24062,24085,P
24093,24125,QRS
24129,24209,T
24223,24257,P
24259,24296,QRS
24308,24375,T
24455,24481,P
24481,24502,QRS
24505,24588,T
24613,24637,P
24642,24675,QRS
24676,24749,T
24818,24840,P
24847,24880,QRS
24884,24953,T
24991,25015,P
25018,25052,QRS
25056,25133,T
25198,25220,P
25231,25262,QRS
25290,25336,T
25374,25398,P
25400,25437,QRS
25440,25511,T
25579,25602,P
25605,25642,QRS
25673,25723,T
25750,25776,P
25782,25816,QRS
25822,25886,T
25961,25984,P
25990,26024,QRS
26034,26106,T
26121,26153,P
26161,26193,QRS
26198,26268,T
26337,26359,P
26366,26399,QRS
26431,26470,T
26508,26532,P
26535,26573,QRS
26600,26654,T
26719,26743,P
26750,26784,QRS
26812,26870,T
26874,26907,P
26909,26949,QRS
26954,27039,T
27094,27116,P
27124,27157,QRS
27184,27228,T
27255,27286,P
27289,27327,QRS
27332,27402,T
27471,27498,P
27505,27538,QRS
27568,27630,T
27647,27672,P
27679,27714,QRS
27716,27781,T
27855,27877,P
27883,27918,QRS
27920,27997,T
28027,28051,P
28059,28092,QRS
28118,28171,T
28235,28259,P
28261,28300,QRS
28311,28382,T
28413,28435,P
28441,28474,QRS
28481,28543,T
28620,28644,P
28651,28684,QRS
28714,28767,T
28789,28813,P
28815,28853,QRS
28863,28928,T
28998,29021,P
29027,29062,QRS
29064,29132,T
29173,29198,P
29200,29238,QRS
29239,29324,T
29381,29406,P
29408,29446,QRS
29473,29533,T
29550,29576,P
29583,29615,QRS
29643,29691,T
29760,29783,P
29786,29824,QRS
29829,29900,T
29942,29966,P
29967,30008,QRS
30033,30095,T
30150,30173,P
30180,30212,QRS
30243,30275,T
30319,30343,P
30344,30383,QRS
30388,30455,T
30528,30552,P
30558,30593,QRS
30595,30672,T
30707,30730,P
30738,30770,QRS
30774,30844,T
30916,30939,P
30941,30979,QRS
30989,31064,T
31089,31112,P
31114,31151,QRS
31154,31228,T
31297,31319,P
31322,31357,QRS
31365,31435,T
31471,31495,P
31496,31535,QRS
31539,31604,T
31681,31704,P
31711,31745,QRS
31751,31825,T
31850,31875,P
31877,31915,QRS
31919,31991,T
32064,32087,P
32089,32128,QRS
