ROILimits_1,ROILimits_2,Value
200,222,QRS
267,305,T
487,511,QRS
564,603,T
727,757,P
777,801,QRS
856,893,T
1018,1045,P
1062,1085,QRS
1137,1173,T
1348,1372,QRS
1425,1459,T
1574,1605,P
1621,1644,QRS
1693,1726,T
1886,1911,QRS
1970,2006,T
2130,2161,P
2181,2206,QRS
2259,2294,T
2461,2485,QRS
2533,2569,T
2734,2758,QRS
2812,2845,T
2958,2990,P
3005,3029,QRS
3078,3113,T
3266,3290,QRS
3343,3377,T
3550,3577,QRS
3631,3667,T
3787,3819,P
3835,3859,QRS
3909,3948,T
4056,4087,P
4106,4131,QRS
4183,4219,T
4376,4401,QRS
4451,4486,T
4644,4667,QRS
4716,4748,T
4907,4932,QRS
4987,5025,T
5196,5220,QRS
5273,5321,T
5473,5496,QRS
5543,5581,T
5694,5724,P
5743,5768,QRS
5816,5851,T
6009,6033,QRS
6086,6122,T
6276,6300,QRS
6354,6392,T
6509,6542,P
6561,6586,QRS
6641,6682,T
6856,6880,QRS
6933,6974,T
7133,7157,QRS
7208,7245,T
7364,7396,P
7413,7436,QRS
7486,7524,T
7649,7678,P
7698,7721,QRS
7766,7809,T
7930,7961,P
7979,8004,QRS
8058,8096,T
8225,8258,P
8278,8303,QRS
8359,8396,T
8568,8591,QRS
8643,8679,T
8841,8865,QRS
8919,8956,T
9119,9143,QRS
9194,9228,T
9392,9416,QRS
9470,9508,T
9674,9699,QRS
9754,9793,T
9920,9950,P
9969,9991,QRS
10037,10074,T
10238,10262,QRS
10315,10349,T
10462,10492,P
10509,10532,QRS
10546,10617,T
10774,10798,QRS
10856,10895,T
11013,11044,P
11064,11088,QRS
11141,11178,T
11346,11370,QRS
11428,11465,T
11577,11610,P
11626,11651,QRS
11703,11739,T
11893,11917,QRS
11967,12003,T
12158,12183,QRS
12229,12260,T
12433,12458,QRS
12509,12546,T
12707,12732,QRS
12786,12820,T
12985,13010,QRS
13060,13097,T
13257,13281,QRS
13328,13365,T
13509,13534,QRS
13586,13621,T
13763,13787,QRS
13839,13877,T
14041,14066,QRS
14119,14156,T
14310,14335,QRS
14390,14427,T
14582,14607,QRS
14657,14693,T
14845,14867,QRS
14916,14952,T
15101,15125,QRS
15175,15210,T
15357,15382,QRS
15436,15473,T
15639,15663,QRS
15718,15754,T
15859,15892,P
15911,15936,QRS
15988,16033,T
16185,16209,QRS
16260,16296,T
16445,16468,QRS
16520,16554,T
16706,16725,QRS
16770,16805,T
16975,17000,QRS
17057,17098,T
17254,17278,QRS
17331,17367,T
17525,17547,QRS
17601,17636,T
17793,17818,QRS
17871,17913,T
18052,18076,QRS
18125,18161,T
18301,18324,QRS
18381,18432,T
18581,18605,QRS
18618,18699,T
18850,18874,QRS
18926,18962,T
19114,19139,QRS
19195,19233,T
19381,19405,QRS
19454,19488,T
19633,19657,QRS
19707,19740,T
19889,19914,QRS
19971,20004,T
20115,20148,P
20166,20191,QRS
20244,20280,T
20439,20462,QRS
20511,20540,T
20700,20726,QRS
20778,20814,T
20963,20987,QRS
21035,21079,T
21174,21201,P
21214,21235,QRS
21236,21304,T
21347,21386,QRS
21404,21464,T
21754,21777,QRS
21836,21875,T
22022,22042,QRS
22043,22134,T
22289,22315,QRS
22367,22413,T
22549,22572,QRS
22573,22658,T
22798,22823,QRS
22877,22917,T
23070,23096,QRS
23151,23194,T
23350,23375,QRS
23427,23465,T
23560,23591,P
23608,23633,QRS
23684,23720,T
23874,23899,QRS
23950,23986,T
24138,24161,QRS
24205,24235,T
24391,24415,QRS
24473,24506,T
24671,24695,QRS
24748,24787,T
24902,24931,P
24948,24973,QRS
25022,25054,T
25215,25239,QRS
25288,25333,T
25484,25508,QRS
25557,25592,T
25703,25729,P
25741,25764,QRS
25814,25854,T
26016,26042,QRS
26096,26138,T
26248,26280,P
26298,26322,QRS
26377,26415,T
26571,26595,QRS
26648,26685,T
26841,26866,QRS
26916,26955,T
27113,27136,QRS
27185,27218,T
27325,27355,P
27373,27398,QRS
27453,27489,T
27657,27681,QRS
27731,27769,T
27937,27961,QRS
28015,28047,T
28211,28235,QRS
28284,28320,T
28474,28498,QRS
28552,28589,T
28743,28767,QRS
28821,28862,T
29026,29051,QRS
29102,29141,T
29307,29332,QRS
29389,29425,T
29586,29611,QRS
29663,29699,T
29858,29881,QRS
29896,29964,T
30131,30156,QRS
30207,30240,T
30407,30433,QRS
30483,30521,T
30692,30717,QRS
30769,30808,T
30975,31000,QRS
31048,31086,T
31255,31278,QRS
31333,31380,T
31472,31512,P
31519,31542,QRS
31556,31611,T
31653,31695,QRS
31707,31760,T
32066,32091,QRS
32147,32188,T
32304,32335,P
32353,32379,QRS
32432,32470,T
32629,32653,QRS
32707,32749,T
32899,32927,QRS
32977,33017,T
33167,33191,QRS
33231,33273,T
33394,33427,P
33446,33471,QRS
33522,33563,T
33723,33749,QRS
33767,33846,T
34002,34024,QRS
34076,34112,T
34274,34298,QRS
34349,34388,T
34539,34562,QRS
34578,34654,T
34797,34822,QRS
34877,34923,T
35082,35107,QRS
35163,35201,T
35358,35382,QRS
35434,35472,T
35626,35651,QRS
35705,35748,T
35902,35926,QRS
35973,36012,T
36162,36185,QRS
36197,36265,T
36385,36418,P
36438,36464,QRS
36515,36554,T
36720,36743,QRS
36797,36837,T
36952,36983,P
37001,37024,QRS
37072,37110,T
37273,37297,QRS
37349,37389,T
37545,37568,QRS
37618,37655,T
37801,37826,QRS
37881,37919,T
38088,38113,QRS
38169,38210,T
38370,38395,QRS
38445,38484,T
38637,38661,QRS
38715,38754,T
38910,38934,QRS
38983,39019,T
39127,39157,P
39173,39196,QRS
39235,39273,T
39434,39459,QRS
39516,39562,T
39669,39699,P
39720,39745,QRS
39797,39835,T
39945,39975,P
39991,40014,QRS
40061,40101,T
40253,40278,QRS
40330,40365,T
40523,40546,QRS
40562,40632,T
40727,40756,P
40772,40796,QRS
40847,40887,T
41054,41079,QRS
41134,41179,T
41285,41315,P
41334,41358,QRS
41406,41444,T
41599,41623,QRS
41676,41713,T
41866,41890,QRS
41940,41977,T
42087,42116,P
42133,42156,QRS
42204,42235,T
42346,42376,P
42396,42421,QRS
42474,42514,T
42683,42707,QRS
42760,42797,T
42962,42986,QRS
43031,43067,T
43183,43214,P
43232,43255,QRS
43305,43344,T
43453,43482,P
43501,43526,QRS
43578,43612,T
43765,43789,QRS
43841,43879,T
44045,44070,QRS
44124,44164,T
44285,44314,P
