ROILimits_1,ROILimits_2,Value
233,258,P
275,296,QRS
324,378,T
445,468,P
484,505,QRS
532,586,T
658,685,P
700,721,QRS
748,802,T
898,922,P
933,959,QRS
985,1040,T
1138,1162,P
1180,1200,QRS
1228,1283,T
1374,1400,P
1415,1435,QRS
1459,1516,T
1617,1642,P
1657,1678,QRS
1702,1761,T
1865,1889,P
1906,1926,QRS
1954,2010,T
2110,2136,P
2152,2173,QRS
2198,2254,T
2357,2381,P
2392,2418,QRS
2444,2500,T
2601,2627,P
2637,2664,QRS
2690,2745,T
2851,2877,P
2893,2910,QRS
2937,2995,T
3095,3118,P
3136,3157,QRS
3183,3239,T
3339,3362,P
3379,3400,QRS
3427,3480,T
3585,3608,P
3625,3646,QRS
3671,3728,T
3833,3858,P
3876,3896,QRS
3921,3978,T
4080,4105,P
4122,4143,QRS
4170,4226,T
4329,4353,P
4370,4390,QRS
4417,4472,T
4577,4602,P
4619,4639,QRS
4667,4722,T
4831,4854,P
4872,4893,QRS
4920,4976,T
5082,5106,P
5124,5144,QRS
5168,5226,T
5332,5358,P
5369,5395,QRS
5422,5477,T
5584,5607,P
5626,5646,QRS
5674,5729,T
5836,5860,P
5871,5898,QRS
5925,5978,T
6083,6107,P
6124,6145,QRS
6172,6225,T
6327,6351,P
6369,6389,QRS
6416,6468,T
6572,6598,P
6615,6636,QRS
6664,6717,T
6822,6845,P
6862,6883,QRS
6909,6964,T
7070,7092,P
7111,7132,QRS
7160,7214,T
7322,7345,P
7364,7385,QRS
7413,7466,T
7578,7601,P
7619,7639,QRS
7670,7724,T
7835,7858,P
7876,7897,QRS
7925,7979,T
8091,8115,P
8134,8155,QRS
8182,8237,T
8346,8369,P
8387,8408,QRS
8435,8490,T
8600,8622,P
8640,8661,QRS
8689,8744,T
8848,8870,P
8888,8908,QRS
8935,8989,T
9092,9117,P
9135,9155,QRS
9184,9236,T
9341,9365,P
9375,9402,QRS
9430,9484,T
9589,9612,P
9630,9650,QRS
9679,9732,T
9833,9856,P
9873,9894,QRS
9921,9975,T
10078,10101,P
10119,10139,QRS
10167,10221,T
10322,10346,P
10363,10384,QRS
10411,10464,T
10565,10590,P
10606,10627,QRS
10654,10707,T
10802,10827,P
10844,10864,QRS
10891,10946,T
11043,11068,P
11086,11107,QRS
11134,11188,T
11287,11311,P
11329,11350,QRS
11380,11432,T
11534,11558,P
11577,11598,QRS
11625,11680,T
11777,11802,P
11819,11839,QRS
11866,11922,T
12019,12044,P
12061,12081,QRS
12110,12163,T
12265,12288,P
12306,12326,QRS
12353,12409,T
12507,12532,P
12549,12570,QRS
12597,12651,T
12745,12770,P
12787,12807,QRS
12836,12888,T
12986,13011,P
13028,13048,QRS
13074,13129,T
13226,13250,P
13266,13286,QRS
13314,13367,T
13460,13485,P
13502,13523,QRS
13548,13604,T
13694,13720,P
13728,13756,QRS
13780,13836,T
13934,13957,P
13974,13994,QRS
14022,14075,T
14169,14195,P
14212,14232,QRS
14256,14315,T
14409,14435,P
14452,14473,QRS
14499,14554,T
14648,14674,P
14690,14711,QRS
14735,14791,T
14890,14915,P
14926,14953,QRS
14980,15035,T
15134,15158,P
15175,15195,QRS
15222,15276,T
15375,15399,P
15416,15437,QRS
15464,15520,T
15618,15642,P
15659,15679,QRS
15706,15761,T
15861,15885,P
15903,15924,QRS
15952,16007,T
16105,16127,P
16144,16165,QRS
16191,16247,T
16343,16366,P
16383,16404,QRS
16428,16485,T
16583,16606,P
16623,16644,QRS
16671,16725,T
16821,16846,P
16859,16885,QRS
16910,16967,T
17062,17086,P
17103,17124,QRS
17149,17204,T
17302,17328,P
17346,17366,QRS
17394,17449,T
17555,17579,P
17596,17616,QRS
17645,17696,T
17803,17825,P
17837,17865,QRS
17892,17948,T
18051,18075,P
18092,18112,QRS
18140,18193,T
18304,18327,P
18345,18365,QRS
18392,18447,T
18558,18583,P
18600,18620,QRS
18648,18702,T
18814,18837,P
18855,18876,QRS
18903,18959,T
19067,19091,P
19108,19129,QRS
19158,19211,T
19325,19348,P
19366,19387,QRS
19414,19470,T
19580,19603,P
19621,19642,QRS
19670,19724,T
19830,19854,P
19872,19893,QRS
19921,19977,T
20083,20106,P
20123,20143,QRS
20169,20226,T
