ROILimits_1,ROILimits_2,Value
70,118,QRS
141,214,T
234,252,P
254,298,QRS
428,443,P
457,479,QRS
562,580,P
601,668,QRS
785,804,P
824,850,QRS
889,921,T
931,962,P
992,1037,QRS
1180,1227,QRS
1228,1317,T
1355,1373,P
1386,1408,QRS
1422,1478,T
1539,1597,QRS
1626,1695,T
1715,1734,P
1736,1781,QRS
1822,1881,T
1911,1928,P
1942,1964,QRS
2007,2064,T
2095,2111,P
2124,2148,QRS
2235,2260,P
2270,2333,QRS
2452,2470,P
2471,2519,QRS
2643,2660,P
2675,2698,QRS
2827,2844,P
2857,2880,QRS
2923,2980,T
3013,3030,P
3042,3066,QRS
3106,3169,T
3198,3213,P
3227,3266,QRS
3279,3350,T
3382,3398,P
3413,3451,QRS
3460,3545,T
3567,3584,P
3598,3636,QRS
3650,3729,T
3752,3769,P
3782,3818,QRS
3836,3911,T
3934,3995,QRS
3995,4092,T
4125,4142,P
4156,4188,QRS
4205,4279,T
4312,4330,P
4343,4376,QRS
4397,4465,T
4499,4515,P
4529,4559,QRS
4586,4653,T
4714,4743,QRS
4760,4834,T
4863,4878,P
4881,4921,QRS
4925,5022,T
5086,5106,QRS
5146,5207,T
5230,5249,P
5271,5290,QRS
5330,5393,T
5418,5435,P
5437,5478,QRS
5483,5578,T
5603,5621,P
5622,5663,QRS
5701,5763,T
5787,5806,P
5828,5849,QRS
5889,5948,T
5984,6001,P
6014,6035,QRS
6078,6115,T
6167,6183,P
6198,6220,QRS
6239,6316,T
6319,6348,P
6353,6408,QRS
6443,6499,T
6541,6558,P
6570,6592,QRS
6630,6686,T
6715,6733,P
6755,6779,QRS
6823,6851,T
6911,6928,P
6940,6964,QRS
7000,7045,T
7096,7113,P
7127,7149,QRS
7218,7244,T
7284,7308,QRS
7459,7475,P
7488,7525,QRS
7528,7594,T
7597,7630,P
7637,7702,QRS
7783,7813,P
7822,7888,QRS
8016,8033,P
8047,8070,QRS
8201,8220,P
8233,8257,QRS
8272,8358,T
8377,8396,P
8397,8444,QRS
8572,8590,P
8603,8627,QRS
8761,8776,P
8791,8816,QRS
8951,8967,P
8979,9003,QRS
9031,9074,T
9123,9143,P
9145,9191,QRS
9321,9338,P
9351,9374,QRS
9487,9515,P
9517,9562,QRS
9598,9631,T
9679,9701,P
9702,9748,QRS
9864,9887,P
9889,9933,QRS
10054,10070,P
10072,10121,QRS
10237,10256,P
10257,10307,QRS
10432,10451,P
10463,10487,QRS
10618,10634,P
10648,10671,QRS
10707,10771,T
10802,10820,P
10832,10856,QRS
10892,10956,T
10969,10984,P
10990,11044,QRS
11084,11113,T
11177,11194,P
11206,11230,QRS
11259,11325,T
11362,11379,P
11392,11415,QRS
11546,11564,P
11578,11600,QRS
11718,11731,P
11746,11786,QRS
11829,11864,T
11924,11940,P
11946,11969,QRS
12023,12068,T
12103,12119,P
12128,12157,QRS
12205,12251,T
12252,12263,P
12279,12344,QRS
12460,12479,P
12481,12526,QRS
12577,12608,T
12616,12636,P
12666,12718,QRS
12803,12819,P
12852,12897,QRS
12996,13034,P
13037,13082,QRS
13201,13214,P
13238,13295,QRS
13318,13364,T
13383,13402,P
13413,13453,QRS
13560,13590,P
13606,13630,QRS
13664,13718,T
13745,13769,P
13771,13820,QRS
13932,13950,P
13972,14006,QRS
14112,14131,P
14134,14176,QRS
14215,14253,T
14271,14317,P
14318,14364,QRS
14380,14423,T
14497,14512,P
14521,14549,QRS
14575,14617,T
14626,14654,P
14669,14742,QRS
14849,14871,P
14892,14916,QRS
14949,14996,T
15037,15055,P
15058,15102,QRS
15218,15239,P
15241,15290,QRS
15321,15362,T
15377,15398,P
15408,15472,QRS
15589,15608,P
15609,15654,QRS
15739,15766,P
15778,15845,QRS
15971,15989,P
15992,16031,QRS
16145,16165,P
16168,16213,QRS
16340,16359,P
16365,16399,QRS
16517,16537,P
16558,16582,QRS
16621,16678,T
16718,16732,P
16738,16776,QRS
16894,16912,P
16915,16961,QRS
16965,17047,T
17084,17103,P
17114,17147,QRS
17268,17286,P
17308,17334,QRS
17373,17427,T
