ROILimits_1,ROILimits_2,Value
185,201,P
226,255,QRS
302,340,T
438,463,P
478,500,QRS
540,590,T
666,686,P
710,738,QRS
785,828,T
913,933,P
956,986,QRS
1030,1074,T
1163,1187,P
1197,1225,QRS
1272,1313,T
1395,1414,P
1445,1468,QRS
1512,1557,T
1632,1651,P
1682,1704,QRS
1749,1826,T
1876,1897,P
1920,1949,QRS
1995,2037,T
2121,2141,P
2172,2194,QRS
2239,2282,T
2364,2382,P
2407,2436,QRS
2481,2523,T
2610,2630,P
2661,2683,QRS
2723,2772,T
2850,2870,P
2894,2922,QRS
2959,3042,T
3098,3116,P
3140,3169,QRS
3212,3257,T
3342,3361,P
3392,3415,QRS
3460,3502,T
3590,3609,P
3634,3663,QRS
3711,3752,T
3843,3863,P
3886,3915,QRS
3958,4041,T
4100,4125,P
4132,4161,QRS
4206,4248,T
4342,4361,P
4392,4415,QRS
4457,4504,T
4600,4623,P
4632,4660,QRS
4706,4748,T
4841,4860,P
4891,4913,QRS
4957,5005,T
5087,5106,P
5129,5159,QRS
5206,5246,T
5337,5357,P
5387,5409,QRS
5452,5537,T
5579,5599,P
5622,5651,QRS
5698,5772,T
5826,5845,P
5868,5897,QRS
5936,5984,T
6080,6105,P
6121,6143,QRS
6182,6231,T
6318,6336,P
6366,6389,QRS
6433,6476,T
6565,6585,P
6608,6638,QRS
6679,6761,T
6819,6842,P
6851,6881,QRS
6929,6968,T
7056,7076,P
7106,7129,QRS
7173,7251,T
7297,7317,P
7338,7371,QRS
7415,7457,T
7544,7563,P
7594,7616,QRS
7662,7744,T
7797,7818,P
7830,7858,QRS
7904,7947,T
8035,8054,P
8085,8107,QRS
8151,8197,T
8274,8294,P
8325,8347,QRS
8391,8467,T
8518,8536,P
8561,8590,QRS
8633,8676,T
8756,8775,P
8807,8829,QRS
8872,8950,T
8995,9016,P
9038,9068,QRS
9112,9154,T
9237,9256,P
9280,9310,QRS
9359,9401,T
9480,9505,P
9513,9542,QRS
9590,9631,T
9711,9729,P
9753,9782,QRS
9824,9868,T
9945,9965,P
9997,10019,QRS
10067,10136,T
10199,10220,P
10231,10260,QRS
10304,10345,T
10429,10449,P
10472,10502,QRS
10544,10621,T
10675,10701,P
10708,10740,QRS
10777,10824,T
10919,10944,P
10952,10981,QRS
11023,11070,T
11143,11162,P
11187,11215,QRS
11259,11304,T
11388,11407,P
11431,11460,QRS
11503,11548,T
11635,11659,P
11668,11697,QRS
11742,11822,T
11878,11901,P
11911,11940,QRS
11979,12026,T
12105,12126,P
12149,12178,QRS
12221,12304,T
12344,12365,P
12380,12420,QRS
12459,12504,T
12586,12606,P
12637,12659,QRS
12703,12748,T
12820,12840,P
12864,12893,QRS
12940,12980,T
13065,13083,P
13107,13137,QRS
13175,13224,T
13303,13324,P
13354,13376,QRS
13420,13465,T
13546,13566,P
13596,13619,QRS
13662,13706,T
13788,13808,P
13839,13861,QRS
13904,13951,T
14026,14045,P
14070,14099,QRS
14142,14184,T
14279,14303,P
14319,14341,QRS
14385,14430,T
14515,14537,P
14546,14575,QRS
14620,14663,T
14696,14713,P
14723,14753,QRS
14791,14838,T
14995,15016,P
15045,15067,QRS
15097,15204,T
15274,15302,P
15308,15335,QRS
15384,15426,T
15528,15556,P
15561,15590,QRS
15634,15680,T
15768,15789,P
15817,15839,QRS
15884,15926,T
16017,16039,P
16068,16090,QRS
16136,16208,T
16263,16283,P
16307,16336,QRS
16380,16424,T
16513,16533,P
16556,16585,QRS
16629,16701,T
16759,16779,P
16802,16831,QRS
16875,16919,T
17007,17027,P
17051,17079,QRS
17125,17197,T
17262,17285,P
17293,17322,QRS
17366,17410,T
17498,17518,P
17541,17570,QRS
17618,17661,T
17751,17773,P
17784,17812,QRS
17856,17899,T
17986,18005,P
18028,18057,QRS
18101,18148,T
18226,18245,P
18270,18298,QRS
18348,18385,T
18471,18491,P
18514,18543,QRS
18590,18658,T
18723,18746,P
18762,18784,QRS
18833,18873,T
18955,18975,P
18998,19027,QRS
19072,19117,T
19205,19229,P
19237,19266,QRS
19311,19388,T
19448,19471,P
19480,19509,QRS
19552,19596,T
19689,19713,P
19722,19751,QRS
19788,19868,T
19923,19942,P
19972,19994,QRS
20014,20058,T
20065,20099,P
20117,20139,QRS
20169,20245,T
20399,20417,P
20439,20469,QRS
20506,20576,T
20674,20692,P
20716,20744,QRS
20791,20837,T
20935,20953,P
20985,21006,QRS
21058,21098,T
21187,21205,P
21228,21257,QRS
21300,21347,T
21440,21460,P
21489,21512,QRS
21559,21603,T
21689,21708,P
21732,21759,QRS
21808,21913,T
21937,21956,P
21987,22009,QRS
22053,22100,T
22189,22224,P
22229,22253,QRS
22295,22371,T
22422,22442,P
22464,22493,QRS
22535,22581,T
22677,22702,P
22710,22739,QRS
22783,22833,T
22911,22930,P
22959,22982,QRS
23030,23069,T
23154,23174,P
23198,23227,QRS
23270,23359,T
23392,23412,P
23443,23465,QRS
23509,23588,T
23638,23655,P
23685,23707,QRS
23750,23794,T
23879,23899,P
23930,23952,QRS
23994,24043,T
24117,24137,P
24159,24190,QRS
24237,24276,T
24358,24378,P
24401,24431,QRS
24476,24522,T
24601,24626,P
24642,24665,QRS
24709,24782,T
24841,24862,P
24872,24901,QRS
24943,24988,T
25067,25088,P
25118,25140,QRS
25181,25265,T
25301,25323,P
25338,25375,QRS
25416,25483,T
25542,25561,P
25585,25614,QRS
25658,25704,T
25776,25795,P
25820,25849,QRS
25889,25972,T
26018,26037,P
26062,26090,QRS
26132,26199,T
26264,26284,P
26315,26336,QRS
26382,26428,T
26510,26536,P
26551,26573,QRS
26622,26661,T
26747,26764,P
26787,26818,QRS
26860,26905,T
26991,27011,P
27034,27064,QRS
27110,27154,T
27236,27259,P
27281,27310,QRS
27356,27475,T
27487,27506,P
27537,27559,QRS
27603,27649,T
27685,27703,P
27713,27743,QRS
27788,27826,T
27989,28010,P
28031,28061,QRS
28094,28193,T
28270,28289,P
28312,28341,QRS
28386,28502,T
28543,28568,P
28575,28605,QRS
28644,28694,T
28793,28813,P
28843,28865,QRS
28912,28957,T
29052,29071,P
29094,29122,QRS
29170,29211,T
29307,29326,P
29349,29379,QRS
29426,29471,T
29559,29579,P
29608,29631,QRS
29673,29751,T
29821,29846,P
29860,29882,QRS
29927,29973,T
30064,30085,P
30114,30137,QRS
30171,30258,T
30329,30352,P
30362,30390,QRS
30433,30480,T
30572,30593,P
30615,30644,QRS
30671,30709,T
30716,30755,P
30771,30793,QRS
30806,30874,T
31060,31080,P
31109,31131,QRS
31170,31268,T
