ROILimits_1,ROILimits_2,Value
85,109,P
135,159,QRS
178,242,T
453,477,P
505,529,QRS
548,656,T
795,819,P
845,869,QRS
890,983,T
1129,1151,P
1180,1203,QRS
1216,1316,T
1465,1489,P
1516,1539,QRS
1565,1651,T
1820,1842,P
1871,1894,QRS
1921,2007,T
2149,2181,P
2200,2224,QRS
2255,2339,T
2485,2509,P
2536,2560,QRS
2577,2674,T
2827,2850,P
2879,2901,QRS
2916,3021,T
3179,3205,P
3231,3255,QRS
3277,3371,T
3518,3544,P
3561,3593,QRS
3612,3707,T
3859,3882,P
3910,3934,QRS
3953,4047,T
4220,4244,P
4271,4294,QRS
4324,4359,T
4555,4578,P
4605,4630,QRS
4645,4743,T
4903,4927,P
4953,4977,QRS
4990,5090,T
5249,5272,P
5300,5324,QRS
5341,5434,T
5598,5621,P
5648,5673,QRS
5691,5786,T
5938,5962,P
5988,6012,QRS
6029,6129,T
6278,6302,P
6330,6353,QRS
6371,6470,T
6628,6653,P
6680,6703,QRS
6728,6816,T
6960,6984,P
7002,7034,QRS
7054,7149,T
7299,7322,P
7342,7374,QRS
7401,7489,T
7644,7670,P
7696,7719,QRS
7744,7830,T
7993,8020,P
8037,8069,QRS
8085,8182,T
8285,8311,P
8336,8359,QRS
8372,8467,T
8668,8694,P
8719,8743,QRS
8768,8856,T
9032,9056,P
9083,9107,QRS
9122,9212,T
9380,9404,P
9431,9455,QRS
9476,9570,T
9711,9734,P
9760,9784,QRS
9808,9897,T
10043,10068,P
10096,10119,QRS
10141,10237,T
10395,10419,P
10447,10470,QRS
10497,10589,T
10731,10755,P
10782,10806,QRS
10831,10920,T
11072,11096,P
11123,11147,QRS
11170,11263,T
11422,11445,P
11473,11497,QRS
11517,11616,T
11750,11775,P
11803,11826,QRS
11843,11939,T
12076,12098,P
12125,12149,QRS
12169,12262,T
12417,12441,P
12468,12492,QRS
12513,12610,T
12760,12787,P
12811,12835,QRS
12857,12952,T
13106,13130,P
13156,13180,QRS
13194,13294,T
13456,13481,P
13507,13531,QRS
13552,13647,T
13838,13864,P
13889,13913,QRS
13925,14026,T
14189,14213,P
14240,14264,QRS
14290,14332,T
14541,14565,P
14592,14615,QRS
14629,14729,T
14894,14918,P
14945,14968,QRS
14982,15081,T
15237,15261,P
15287,15311,QRS
15335,15420,T
15570,15594,P
15621,15645,QRS
15664,15760,T
15909,15932,P
15960,15984,QRS
16003,16099,T
16261,16285,P
16312,16336,QRS
16361,16457,T
16588,16613,P
16640,16664,QRS
16685,16781,T
16928,16951,P
16978,17003,QRS
17021,17112,T
17279,17303,P
17332,17355,QRS
17374,17468,T
17626,17650,P
17677,17701,QRS
17724,17815,T
17962,17983,P
18012,18035,QRS
18056,18149,T
18296,18319,P
18346,18370,QRS
18392,18486,T
18644,18672,P
18697,18721,QRS
18743,18791,T
18968,18993,P
19019,19043,QRS
19062,19158,T
19295,19319,P
19345,19369,QRS
19381,19483,T
19627,19650,P
19678,19702,QRS
19718,19815,T
20003,20027,P
20055,20078,QRS
20106,20262,T
20359,20382,P
20410,20433,QRS
20454,20544,T
20695,20719,P
20746,20770,QRS
20789,20884,T
21047,21069,P
21098,21121,QRS
21143,21239,T
21386,21409,P
21437,21461,QRS
21483,21575,T
21718,21742,P
21769,21793,QRS
21816,21905,T
22054,22079,P
22106,22130,QRS
22158,22243,T
22423,22447,P
22467,22499,QRS
22515,22614,T
22770,22793,P
22820,22844,QRS
22863,22962,T
23106,23128,P
23157,23180,QRS
23197,23249,T
23483,23505,P
23533,23556,QRS
23578,23668,T
23831,23855,P
23883,23906,QRS
23931,24022,T
24166,24190,P
24216,24240,QRS
24269,24353,T
24533,24557,P
24585,24608,QRS
24632,24721,T
24874,24899,P
24926,24950,QRS
24975,25065,T
25204,25227,P
25254,25278,QRS
25300,25396,T
25546,25571,P
25598,25621,QRS
25646,25732,T
25901,25923,P
25951,25974,QRS
25999,26088,T
26249,26275,P
26301,26324,QRS
26351,26439,T
26595,26618,P
26646,26669,QRS
26698,26777,T
26954,26979,P
26989,27030,QRS
27048,27142,T
27302,27326,P
27353,27377,QRS
27426,27493,T
27653,27677,P
27703,27727,QRS
27738,27844,T
27996,28020,P
28047,28071,QRS
28093,28195,T
28364,28389,P
28415,28439,QRS
28463,28508,T
28704,28728,P
28756,28779,QRS
28794,28894,T
29039,29064,P
29092,29115,QRS
29138,29229,T
29374,29397,P
29424,29448,QRS
29466,29558,T
29717,29742,P
29762,29794,QRS
29817,29907,T
30044,30069,P
30096,30120,QRS
30140,30235,T
30373,30397,P
30424,30448,QRS
30467,30560,T
30716,30739,P
30767,30790,QRS
30806,30912,T
31050,31081,P
31100,31124,QRS
31142,31235,T
31383,31406,P
31433,31458,QRS
31472,31570,T
31722,31747,P
31773,31797,QRS
31810,31911,T
32073,32097,P
32124,32148,QRS
32171,32257,T
32402,32432,P
32451,32475,QRS
32503,32589,T
32725,32749,P
32776,32800,QRS
32816,32914,T
33068,33091,P
33121,33143,QRS
33163,33260,T
33411,33435,P
33463,33486,QRS
33510,33604,T
33751,33776,P
33802,33826,QRS
33853,33939,T
34101,34125,P
34154,34177,QRS
34194,34296,T
34453,34479,P
34504,34528,QRS
34548,34595,T
34795,34820,P
34846,34870,QRS
34892,34984,T
35134,35158,P
35186,35209,QRS
35231,35324,T
35512,35536,P
35562,35587,QRS
35610,35702,T
35859,35883,P
35910,35934,QRS
35958,36045,T
36197,36221,P
36248,36272,QRS
36296,36389,T
36552,36576,P
36602,36627,QRS
36647,36746,T
36893,36917,P
36943,36968,QRS
36989,37079,T
37226,37249,P
37276,37301,QRS
37319,37414,T
37559,37583,P
37610,37634,QRS
37655,37744,T
37918,37942,P
37968,37992,QRS
38018,38193,T
38248,38272,P
38297,38321,QRS
38342,38430,T
38585,38610,P
38636,38660,QRS
38682,38768,T
38943,38968,P
38995,39017,QRS
39044,39133,T
39293,39318,P
39345,39368,QRS
39395,39480,T
39635,39658,P
39685,39709,QRS
39732,39757,T
39973,39997,P
40024,40048,QRS
40065,40162,T
40342,40364,P
40392,40416,QRS
40437,40532,T
40688,40713,P
40739,40763,QRS
40782,40872,T
41025,41048,P
41077,41100,QRS
41119,41216,T
41391,41414,P
41441,41465,QRS
41491,41583,T
41725,41749,P
41776,41800,QRS
41818,41919,T
42063,42088,P
42115,42138,QRS
42162,42249,T
42411,42434,P
42463,42486,QRS
42510,42602,T
42740,42764,P
42791,42815,QRS
42841,42933,T
43083,43108,P
43134,43159,QRS
43178,43271,T
43427,43451,P
43479,43503,QRS
43526,43613,T
43779,43803,P
43830,43854,QRS
