ROILimits_1,ROILimits_2,Value
127,151,P
162,182,QRS
220,254,T
272,297,P
308,329,QRS
368,401,T
421,445,P
455,476,QRS
515,548,T
564,589,P
600,621,QRS
657,695,T
713,738,P
749,769,QRS
803,842,T
863,888,P
898,919,QRS
954,992,T
1019,1041,P
1051,1072,QRS
1108,1144,T
1174,1196,P
1206,1227,QRS
1264,1301,T
1333,1355,P
1364,1385,QRS
1415,1457,T
1489,1513,P
1523,1543,QRS
1582,1617,T
1651,1673,P
1683,1704,QRS
1744,1777,T
1813,1835,P
1844,1865,QRS
1902,1939,T
1975,1998,P
2008,2028,QRS
2063,2099,T
2140,2162,P
2173,2194,QRS
2227,2266,T
2307,2329,P
2339,2360,QRS
2397,2434,T
2474,2497,P
2507,2527,QRS
2563,2601,T
2646,2667,P
2677,2698,QRS
2733,2771,T
2820,2841,P
2852,2872,QRS
2907,2946,T
3000,3020,P
3032,3052,QRS
3089,3126,T
3173,3194,P
3205,3226,QRS
3264,3300,T
3354,3377,P
3386,3407,QRS
3441,3481,T
3534,3553,P
3565,3585,QRS
3624,3658,T
3706,3726,P
3738,3758,QRS
3793,3832,T
3882,3904,P
3914,3934,QRS
3967,4007,T
4059,4081,P
4091,4112,QRS
4145,4184,T
4247,4266,P
4278,4298,QRS
4333,4373,T
4429,4448,P
4459,4479,QRS
4514,4553,T
4605,4627,P
4638,4658,QRS
4694,4732,T
4787,4806,P
4817,4837,QRS
4873,4910,T
4968,4985,P
4996,5016,QRS
5052,5089,T
5150,5166,P
5177,5197,QRS
5232,5270,T
5331,5346,P
5358,5379,QRS
5414,5451,T
5551,5572,QRS
5606,5646,T
5752,5773,QRS
5809,5847,T
5955,5976,QRS
6012,6050,T
6151,6172,QRS
6208,6246,T
6359,6380,QRS
6415,6456,T
6568,6588,QRS
6623,6665,T
6766,6787,QRS
6823,6862,T
6972,6992,QRS
7029,7068,T
7178,7198,QRS
7235,7273,T
7375,7396,QRS
7434,7470,T
7582,7603,QRS
7638,7677,T
7793,7814,QRS
7851,7890,T
8002,8022,QRS
8058,8097,T
8209,8230,QRS
8265,8305,T
8420,8441,QRS
8479,8517,T
8634,8654,QRS
8691,8730,T
8837,8858,QRS
8894,8933,T
9050,9070,QRS
9106,9147,T
9261,9282,QRS
9319,9356,T
9462,9483,QRS
9518,9556,T
9672,9693,QRS
9728,9767,T
9886,9907,QRS
9943,9982,T
10090,10110,QRS
10145,10185,T
10296,10317,QRS
10353,10391,T
10509,10530,QRS
10564,10604,T
10723,10743,QRS
10780,10817,T
10926,10947,QRS
10983,11021,T
11139,11160,QRS
11197,11235,T
11353,11374,QRS
11411,11448,T
11532,11547,P
11558,11579,QRS
11616,11654,T
11759,11780,QRS
11816,11855,T
11962,11983,QRS
12019,12058,T
12169,12190,QRS
12227,12267,T
12367,12388,QRS
12424,12463,T
12569,12590,QRS
12625,12664,T
12774,12795,QRS
12831,12869,T
12981,13002,QRS
13040,13077,T
13182,13203,QRS
13242,13278,T
13395,13416,QRS
13451,13491,T
13611,13631,QRS
13668,13706,T
13820,13841,QRS
13878,13917,T
14023,14045,QRS
14080,14120,T
14236,14257,QRS
14294,14332,T
14446,14467,QRS
14505,14543,T
14645,14666,QRS
14702,14740,T
14849,14870,QRS
14906,14944,T
15057,15078,QRS
15115,15154,T
15258,15279,QRS
15314,15355,T
15464,15486,QRS
15522,15561,T
15681,15702,QRS
15739,15777,T
15900,15921,QRS
15960,15997,T
16108,16130,QRS
16166,16204,T
16325,16346,QRS
16382,16421,T
16540,16561,QRS
16598,16636,T
16749,16769,QRS
16807,16846,T
16952,16973,QRS
17009,17048,T
17161,17181,QRS
17216,17256,T
17372,17392,QRS
17429,17468,T
17575,17595,QRS
17629,17670,T
17782,17803,QRS
17840,17878,T
17982,18003,QRS
18040,18081,T
18173,18193,QRS
18230,18269,T
18372,18392,QRS
18429,18467,T
18570,18591,QRS
18628,18665,T
18763,18784,QRS
18820,18859,T
18922,18939,P
18949,18970,QRS
19007,19045,T
19103,19125,P
19136,19157,QRS
19193,19230,T
19279,19300,P
19312,19332,QRS
19369,19407,T
19453,19475,P
19487,19507,QRS
19541,19582,T
19634,19654,P
19666,19686,QRS
19722,19760,T
19819,19841,P
19851,19872,QRS
19908,19946,T
20017,20038,P
20049,20070,QRS
20106,20145,T
20229,20249,P
20260,20280,QRS
20317,20358,T
20426,20447,P
20458,20478,QRS
20514,20553,T
20635,20657,P
20668,20688,QRS
20724,20764,T
20853,20875,P
20885,20906,QRS
20943,20982,T
21055,21075,P
21085,21106,QRS
21143,21181,T
21261,21283,P
21292,21313,QRS
21348,21388,T
21474,21496,P
21506,21527,QRS
21564,21602,T
21692,21712,P
21724,21744,QRS
21781,21820,T
21899,21920,P
21930,21951,QRS
21989,22026,T
22116,22138,P
22148,22169,QRS
22206,22245,T
22354,22375,P
22385,22406,QRS
22443,22482,T
22567,22588,P
22599,22620,QRS
22656,22695,T
22780,22801,P
22812,22833,QRS
22871,22908,T
23013,23034,P
23044,23065,QRS
23102,23141,T
23251,23271,P
23282,23303,QRS
23339,23379,T
23467,23487,P
23498,23519,QRS
23555,23594,T
23703,23723,P
23733,23755,QRS
23789,23830,T
23951,23971,P
23981,24002,QRS
24040,24079,T
24178,24196,P
24209,24229,QRS
24266,24305,T
24409,24429,P
24440,24461,QRS
24497,24536,T
24656,24677,P
24687,24708,QRS
24745,24783,T
24893,24914,P
24924,24945,QRS
24981,25021,T
25108,25130,P
25141,25162,QRS
25198,25237,T
25338,25357,P
25369,25390,QRS
25426,25466,T
25582,25602,P
25613,25634,QRS
25672,25711,T
25803,25823,P
25835,25856,QRS
25893,25931,T
26020,26042,P
26052,26073,QRS
26109,26149,T
26234,26255,P
26266,26287,QRS
26325,26364,T
26432,26454,P
26464,26485,QRS
26521,26559,T
26628,26649,P
26661,26682,QRS
26719,26758,T
26831,26852,P
26864,26884,QRS
26921,26961,T
27041,27062,P
27073,27094,QRS
27131,27170,T
27279,27299,P
27310,27331,QRS
27368,27407,T
27514,27534,P
27545,27565,QRS
27602,27643,T
27730,27752,P
27762,27783,QRS
27819,27859,T
27955,27975,P
27986,28007,QRS
28043,28083,T
28176,28197,P
28208,28229,QRS
28267,28305,T
28385,28405,P
28417,28438,QRS
28475,28514,T
28597,28618,P
28628,28649,QRS
28685,28725,T
28813,28833,P
28845,28865,QRS
28903,28942,T
29031,29050,P
29061,29082,QRS
29119,29158,T
29233,29255,P
29265,29286,QRS
29323,29362,T
29456,29478,P
29488,29509,QRS
29545,29585,T
29695,29716,P
29726,29747,QRS
29784,29824,T
29925,29946,P
29956,29976,QRS
30014,30053,T
30141,30163,P
30173,30194,QRS
30230,30271,T
30361,30381,P
30392,30414,QRS
30450,30490,T
30587,30607,P
30618,30639,QRS
30676,30716,T
30794,30815,P
30826,30847,QRS
30886,30924,T
31020,31041,P
31051,31072,QRS
31108,31150,T
31253,31273,P
31284,31305,QRS
31341,31382,T
31466,31487,P
31498,31519,QRS
31554,31595,T
31683,31705,P
31715,31736,QRS
31773,31812,T
31905,31926,P
31936,31957,QRS
31996,32034,T
32112,32131,P
32142,32163,QRS
32201,32241,T
32319,32340,P
32351,32372,QRS
32411,32449,T
32538,32558,P
32568,32590,QRS
32626,32666,T
32745,32765,P
32776,32797,QRS
32835,32874,T
32955,32976,P
32988,33009,QRS
33046,33086,T
33174,33195,P
33206,33228,QRS
33265,33303,T
33372,33394,P
33404,33425,QRS
33462,33502,T
33569,33589,P
33601,33622,QRS
33659,33699,T
33760,33781,P
33792,33813,QRS
33851,33888,T
33938,33959,P
33971,33991,QRS
34029,34066,T
34127,34148,P
34159,34179,QRS
34214,34255,T
34320,34340,P
34352,34372,QRS
34409,34447,T
34517,34538,P
34550,34571,QRS
34605,34646,T
34713,34733,P
34745,34765,QRS
34800,34841,T
34901,34922,P
34933,34955,QRS
34992,35030,T
35095,35116,P
35127,35148,QRS
35184,35223,T
35299,35320,P
35331,35351,QRS
35387,35429,T
35497,35516,P
35527,35549,QRS
35587,35625,T
35690,35711,P
35721,35743,QRS
35780,35818,T
35887,35908,P
35919,35940,QRS
35977,36016,T
36087,36107,P
36118,36139,QRS
36176,36215,T
36274,36293,P
36304,36325,QRS
36362,36401,T
36469,36489,P
36501,36522,QRS
36557,36597,T
36673,36696,P
36706,36726,QRS
36762,36802,T
36889,36911,P
36920,36941,QRS
36980,37018,T
37090,37111,P
37122,37143,QRS
37179,37218,T
37304,37325,P
37335,37356,QRS
37392,37431,T
37519,37541,P
37551,37572,QRS
37609,37648,T
37732,37753,P
37763,37784,QRS
37822,37860,T
37927,37948,P
37959,37980,QRS
38016,38055,T
38124,38144,P
38156,38177,QRS
38213,38252,T
38323,38344,P
38355,38375,QRS
38413,38451,T
38521,38542,P
38553,38574,QRS
38609,38649,T
38712,38733,P
38744,38764,QRS
38801,38840,T
38910,38931,P
38942,38962,QRS
38999,39038,T
39123,39144,P
39155,39176,QRS
39212,39252,T
39326,39345,P
39358,39380,QRS
39415,39455,T
39526,39548,P
39560,39581,QRS
39618,39656,T
39735,39756,P
39766,39787,QRS
39825,39864,T
39954,39975,P
39986,40007,QRS
40044,40084,T
40160,40182,P
40192,40213,QRS
40249,40288,T
40372,40392,P
40402,40424,QRS
40460,40501,T
40588,40608,P
40619,40640,QRS
40678,40717,T
40793,40813,P
40824,40845,QRS
40883,40922,T
41000,41021,P
41032,41053,QRS
41090,41130,T
41209,41231,P
41241,41262,QRS
41300,41339,T
41421,41441,P
41453,41473,QRS
41512,41551,T
41616,41637,P
41648,41669,QRS
41707,41746,T
41821,41840,P
41852,41872,QRS
41909,41950,T
42032,42052,P
42063,42084,QRS
42121,42160,T
42236,42256,P
42267,42288,QRS
42325,42365,T
42433,42454,P
42465,42486,QRS
42523,42563,T
42634,42654,P
42666,42686,QRS
42723,42762,T
42837,42857,P
42868,42889,QRS
42926,42965,T
43030,43050,P
43061,43082,QRS
43119,43157,T
43226,43248,P
43258,43279,QRS
43316,43354,T
43429,43450,P
43461,43482,QRS
43518,43557,T
43620,43641,P
43652,43673,QRS
43708,43748,T
43813,43833,P
43844,43865,QRS
43901,43941,T
44014,44034,P
44045,44066,QRS
44103,44142,T
44217,44237,P
44248,44269,QRS
44306,44346,T
44417,44439,P
44449,44470,QRS
44508,44545,T
44626,44646,P
44657,44678,QRS
44715,44755,T
44838,44860,P
44869,44890,QRS
44928,44967,T
45036,45056,P
45067,45088,QRS
45123,45164,T
45235,45255,P
45266,45286,QRS
45323,45363,T
45435,45455,P
45466,45487,QRS
45523,45562,T
45631,45651,P
45661,45681,QRS
45718,45757,T
45820,45840,P
45851,45871,QRS
45908,45948,T
46019,46040,P
46051,46072,QRS
46109,46148,T
46232,46252,P
46263,46283,QRS
46321,46359,T
46432,46451,P
46463,46483,QRS
46520,46558,T
46635,46657,P
46667,46688,QRS
46724,46764,T
46850,46870,P
46881,46902,QRS
46939,46978,T
47061,47081,P
47092,47112,QRS
47150,47189,T
47261,47281,P
47293,47314,QRS
47350,47389,T
47469,47490,P
47500,47521,QRS
47554,47599,T
47680,47700,P
47711,47733,QRS
47770,47809,T
47878,47898,P
47910,47930,QRS
47966,48007,T
48078,48099,P
48110,48131,QRS
48167,48205,T
48279,48300,P
48311,48332,QRS
48369,48409,T
48488,48508,P
48520,48540,QRS
48578,48618,T
48688,48708,P
48720,48741,QRS
48777,48817,T
48908,48929,P
48939,48960,QRS
48996,49036,T
49138,49159,P
49169,49190,QRS
49228,49268,T
49355,49376,P
49386,49407,QRS
49444,49483,T
49575,49597,P
49607,49629,QRS
49665,49704,T
49800,49821,P
49832,49853,QRS
49890,49930,T
50013,50032,P
50044,50065,QRS
50101,50140,T
50217,50239,P
50250,50271,QRS
50308,50346,T
50428,50449,P
50460,50481,QRS
50518,50558,T
50639,50659,P
50670,50690,QRS
50727,50766,T
50836,50856,P
50868,50889,QRS
50925,50964,T
51038,51058,P
51070,51091,QRS
51128,51167,T
51242,51263,P
51273,51294,QRS
51333,51370,T
51436,51456,P
51468,51489,QRS
51526,51565,T
51633,51655,P
51667,51688,QRS
51723,51763,T
51845,51865,P
51877,51898,QRS
51934,51974,T
52078,52099,P
52109,52130,QRS
52168,52208,T
52292,52312,P
52323,52344,QRS
52381,52419,T
52507,52529,P
52539,52560,QRS
52596,52636,T
52745,52766,P
52776,52797,QRS
52834,52875,T
52983,53003,P
53013,53034,QRS
53073,53112,T
53188,53209,P
53219,53240,QRS
53278,53316,T
53393,53413,P
53424,53444,QRS
53481,53521,T
53601,53622,P
53633,53654,QRS
53689,53729,T
53807,53827,P
53839,53859,QRS
53897,53936,T
54012,54034,P
54044,54065,QRS
54101,54141,T
54251,54272,P
54282,54303,QRS
54342,54381,T
54474,54495,P
54505,54526,QRS
54564,54603,T
54689,54711,P
54721,54742,QRS
54779,54818,T
54919,54940,P
54950,54971,QRS
55008,55047,T
55154,55174,P
55185,55206,QRS
55244,55283,T
55359,55380,P
55391,55412,QRS
55449,55489,T
55573,55594,P
55605,55627,QRS
55666,55702,T
55793,55814,P
55824,55846,QRS
55883,55921,T
55998,56017,P
56029,56050,QRS
56089,56126,T
56196,56216,P
56228,56249,QRS
56286,56324,T
56410,56431,P
56442,56463,QRS
56500,56539,T
56631,56651,P
56663,56684,QRS
56721,56759,T
56839,56860,P
56872,56892,QRS
56930,56968,T
57067,57088,P
57099,57120,QRS
57157,57196,T
57307,57328,P
57337,57358,QRS
57396,57436,T
57520,57540,P
57551,57572,QRS
57607,57648,T
57724,57746,P
57755,57776,QRS
57811,57851,T
57931,57952,P
57963,57984,QRS
58022,58060,T
58147,58168,P
58179,58200,QRS
58238,58277,T
58363,58381,P
58394,58414,QRS
58452,58490,T
58567,58590,P
58600,58621,QRS
58659,58698,T
58783,58804,P
58815,58836,QRS
58873,58913,T
59013,59034,P
59045,59066,QRS
59104,59142,T
59231,59252,P
59263,59284,QRS
59321,59361,T
59439,59460,P
59470,59492,QRS
59527,59567,T
59654,59675,P
59686,59707,QRS
59745,59783,T
59883,59904,P
59915,59936,QRS
59974,60012,T
60089,60108,P
60120,60140,QRS
60177,60217,T
60288,60310,P
60321,60342,QRS
60380,60417,T
60496,60516,P
60527,60548,QRS
60585,60624,T
60716,60737,P
60748,60768,QRS
60805,60845,T
60940,60960,P
60971,60992,QRS
61029,61068,T
61146,61168,P
61178,61199,QRS
61235,61276,T
61365,61387,P
61397,61418,QRS
61455,61494,T
61594,61614,P
61625,61646,QRS
61684,61723,T
61812,61831,P
61843,61863,QRS
61901,61940,T
62020,62041,P
62051,62072,QRS
62110,62150,T
62234,62255,P
62266,62286,QRS
62322,62363,T
62449,62469,P
62481,62502,QRS
62538,62577,T
62652,62673,P
62684,62704,QRS
62743,62781,T
62857,62878,P
62889,62910,QRS
62949,62987,T
63073,63093,P
63105,63126,QRS
63163,63203,T
63300,63321,P
63332,63352,QRS
63389,63430,T
63515,63535,P
63546,63567,QRS
63605,63644,T
63738,63760,P
63771,63792,QRS
63829,63868,T
63967,63988,P
63998,64019,QRS
64059,64096,T
64180,64200,P
64211,64232,QRS
64270,64309,T
64392,64413,P
64424,64445,QRS
64481,64521,T
64606,64627,P
64637,64658,QRS
64696,64734,T
64832,64852,P
64863,64883,QRS
64921,64961,T
65044,65063,P
65074,65095,QRS
65133,65172,T
65256,65277,P
65287,65308,QRS
65346,65385,T
65480,65502,P
65512,65534,QRS
65573,65610,T
65698,65718,P
65728,65749,QRS
65787,65827,T
65901,65920,P
65932,65953,QRS
65991,66031,T
66107,66128,P
66138,66159,QRS
66196,66236,T
66317,66337,P
66347,66368,QRS
66407,66445,T
66513,66532,P
66544,66564,QRS
66602,66640,T
66713,66734,P
