ROILimits_1,ROILimits_2,Value
137,157,P
173,201,QRS
207,263,T
367,386,P
402,429,QRS
441,494,T
603,622,P
638,666,QRS
679,727,T
838,858,P
872,901,QRS
912,963,T
1073,1092,P
1108,1136,QRS
1146,1198,T
1297,1318,P
1332,1361,QRS
1373,1424,T
1523,1542,P
1558,1586,QRS
1595,1649,T
1768,1787,P
1803,1831,QRS
1842,1893,T
2019,2038,P
2053,2081,QRS
2091,2145,T
2262,2281,P
2297,2324,QRS
2337,2389,T
2490,2509,P
2523,2552,QRS
2566,2615,T
2699,2720,P
2736,2764,QRS
2774,2827,T
2921,2942,P
2958,2985,QRS
2997,3048,T
3150,3169,P
3185,3213,QRS
3222,3275,T
3379,3398,P
3414,3441,QRS
3453,3505,T
3614,3633,P
3648,3677,QRS
3691,3740,T
3826,3845,P
3859,3888,QRS
3900,3950,T
4028,4047,P
4063,4091,QRS
4100,4153,T
4216,4236,P
4254,4281,QRS
4290,4344,T
4414,4435,P
4452,4479,QRS
4491,4541,T
4635,4654,P
4670,4699,QRS
4708,4761,T
4870,4887,P
4896,4930,QRS
4939,4994,T
5125,5145,P
5160,5188,QRS
5201,5251,T
5369,5388,P
5404,5432,QRS
5443,5495,T
5599,5618,P
5634,5661,QRS
5669,5724,T
5826,5846,P
5861,5890,QRS
5901,5952,T
6041,6060,P
6075,6103,QRS
6113,6166,T
6248,6270,P
6284,6312,QRS
6319,6375,T
6468,6488,P
6503,6531,QRS
6540,6594,T
6683,6705,P
6720,6749,QRS
6757,6810,T
6909,6929,P
6944,6971,QRS
6979,7036,T
7152,7170,P
7185,7213,QRS
7225,7277,T
7399,7418,P
7432,7461,QRS
7473,7523,T
7624,7645,P
7660,7688,QRS
7696,7752,T
7847,7866,P
7882,7910,QRS
7923,7974,T
8059,8082,P
8096,8125,QRS
8133,8188,T
8277,8298,P
8314,8341,QRS
8351,8406,T
8519,8539,P
8555,8583,QRS
8598,8646,T
8769,8788,P
8803,8831,QRS
8835,8894,T
9006,9026,P
9041,9069,QRS
9075,9133,T
9245,9265,P
9280,9309,QRS
9322,9372,T
9463,9482,P
9497,9525,QRS
9536,9587,T
9676,9697,P
9713,9740,QRS
9750,9804,T
9924,9944,P
9960,9987,QRS
10001,10051,T
10198,10215,P
10231,10259,QRS
10271,10322,T
10442,10462,P
10478,10506,QRS
10518,10571,T
10681,10700,P
10716,10744,QRS
10756,10807,T
10901,10922,P
10937,10965,QRS
10977,11028,T
11131,11150,P
11165,11192,QRS
11200,11257,T
11373,11392,P
11408,11436,QRS
11443,11500,T
11604,11623,P
11638,11667,QRS
11678,11730,T
11831,11851,P
11867,11893,QRS
11905,11959,T
12059,12080,P
12095,12124,QRS
12136,12186,T
12276,12295,P
12311,12340,QRS
12347,12403,T
12493,12513,P
12528,12557,QRS
12570,12620,T
12710,12728,P
12745,12773,QRS
12785,12836,T
12930,12948,P
12965,12992,QRS
13003,13056,T
13154,13173,P
13188,13218,QRS
13231,13280,T
13372,13391,P
13407,13435,QRS
13443,13498,T
13604,13623,P
13639,13666,QRS
13678,13732,T
13835,13854,P
13870,13899,QRS
13913,13961,T
14053,14073,P
14088,14117,QRS
14128,14181,T
14275,14296,P
14312,14339,QRS
14351,14404,T
14509,14529,P
14545,14573,QRS
14585,14635,T
14731,14753,P
14767,14795,QRS
14807,14859,T
14958,14978,P
14994,15021,QRS
15034,15086,T
15192,15211,P
15227,15255,QRS
15270,15319,T
15417,15437,P
15452,15480,QRS
15493,15544,T
15647,15666,P
15682,15709,QRS
15722,15774,T
15886,15905,P
15920,15950,QRS
15963,16012,T
16114,16134,P
16149,16177,QRS
16187,16242,T
16344,16364,P
16379,16407,QRS
16418,16472,T
16575,16595,P
16610,16639,QRS
16653,16702,T
16788,16809,P
16825,16853,QRS
16864,16917,T
17005,17025,P
17041,17069,QRS
17079,17134,T
17235,17256,P
17271,17300,QRS
17312,17363,T
17462,17480,P
17496,17524,QRS
17537,17587,T
17682,17702,P
17718,17745,QRS
17756,17809,T
17916,17936,P
17952,17980,QRS
17993,18042,T
18138,18159,P
18173,18201,QRS
18213,18266,T
18355,18376,P
18392,18419,QRS
18428,18485,T
18574,18594,P
18610,18638,QRS
18650,18701,T
18784,18805,P
18820,18848,QRS
18859,18912,T
18995,19015,P
19030,19058,QRS
19067,19121,T
19214,19234,P
19250,19279,QRS
19292,19341,T
19434,19454,P
19469,19498,QRS
19509,19561,T
19659,19680,P
19697,19724,QRS
19737,19788,T
19891,19911,P
19927,19955,QRS
19966,20019,T
20112,20133,P
20150,20178,QRS
20187,20241,T
20339,20360,P
20376,20402,QRS
20412,20467,T
20572,20591,P
20606,20634,QRS
20647,20698,T
20789,20809,P
20824,20853,QRS
20863,20917,T
21004,21024,P
21039,21066,QRS
21072,21131,T
21215,21237,P
21252,21280,QRS
21285,21342,T
21420,21443,P
21458,21486,QRS
21497,21550,T
21634,21653,P
21670,21697,QRS
21706,21761,T
21857,21877,P
21892,21921,QRS
21930,21983,T
22073,22094,P
22109,22137,QRS
22143,22200,T
22289,22309,P
22325,22351,QRS
22369,22417,T
22507,22529,P
22536,22572,QRS
22581,22637,T
22727,22745,P
22761,22789,QRS
22802,22854,T
22944,22965,P
22980,23008,QRS
23024,23071,T
23160,23180,P
23196,23223,QRS
23236,23288,T
23367,23387,P
23403,23432,QRS
23446,23494,T
23566,23587,P
23602,23630,QRS
23641,23692,T
23762,23783,P
23800,23827,QRS
23837,23891,T
23975,23995,P
24011,24038,QRS
24043,24103,T
24193,24212,P
24228,24256,QRS
24263,24318,T
24409,24428,P
24444,24472,QRS
24485,24534,T
24631,24652,P
24668,24695,QRS
24708,24759,T
24856,24876,P
24891,24920,QRS
24930,24984,T
25070,25090,P
25105,25133,QRS
25143,25197,T
25287,25306,P
25323,25350,QRS
25361,25415,T
25510,25529,P
25545,25574,QRS
25584,25638,T
25728,25748,P
25765,25792,QRS
25802,25855,T
25951,25972,P
25987,26014,QRS
26019,26079,T
26184,26202,P
26218,26246,QRS
26260,26310,T
26407,26426,P
26442,26470,QRS
26475,26533,T
26632,26651,P
26667,26694,QRS
26700,26759,T
26862,26880,P
26896,26924,QRS
26937,26988,T
27079,27100,P
27115,27143,QRS
27154,27208,T
27310,27330,P
27346,27374,QRS
27380,27438,T
27556,27575,P
27591,27619,QRS
27634,27683,T
27798,27818,P
27833,27862,QRS
27872,27927,T
28041,28060,P
28076,28104,QRS
28111,28169,T
28274,28293,P
28309,28337,QRS
28352,28401,T
28491,28510,P
28526,28554,QRS
28561,28618,T
28714,28734,P
28750,28779,QRS
28790,28843,T
28932,28959,P
28974,29004,QRS
29018,29067,T
29165,29185,P
29200,29228,QRS
29240,29292,T
29401,29421,P
29437,29465,QRS
29475,29530,T
29639,29659,P
29673,29702,QRS
29710,29766,T
29865,29885,P
29901,29928,QRS
29940,29994,T
30093,30113,P
30129,30157,QRS
30169,30221,T
30312,30333,P
30347,30377,QRS
30386,30441,T
30543,30565,P
30579,30607,QRS
30621,30673,T
30803,30823,P
30838,30866,QRS
30872,30931,T
31059,31079,P
31093,31122,QRS
31135,31187,T
31310,31331,P
31346,31375,QRS
31385,31440,T
31551,31571,P
31586,31615,QRS
31629,31678,T
31778,31800,P
31813,31842,QRS
31854,31906,T
32006,32028,P
32043,32070,QRS
32081,32136,T
32255,32274,P
32289,32318,QRS
32331,32382,T
32491,32510,P
32525,32554,QRS
32566,32619,T
32724,32744,P
32760,32787,QRS
32799,32852,T
32973,32993,P
33008,33035,QRS
33049,33099,T
33216,33235,P
33249,33277,QRS
33287,33343,T
33448,33468,P
33484,33511,QRS
33520,33576,T
33682,33704,P
33719,33747,QRS
33753,33811,T
33904,33923,P
33938,33967,QRS
33976,34031,T
34126,34146,P
34161,34189,QRS
34199,34255,T
34366,34385,P
34400,34429,QRS
34444,34492,T
34597,34617,P
34631,34660,QRS
34674,34726,T
34827,34848,P
34863,34890,QRS
34896,34957,T
35057,35075,P
35091,35120,QRS
35133,35183,T
35275,35295,P
35311,35341,QRS
35352,35403,T
35494,35513,P
35529,35556,QRS
35568,35621,T
35716,35736,P
35751,35779,QRS
35792,35843,T
35923,35944,P
35960,35987,QRS
36000,36052,T
36122,36141,P
36158,36185,QRS
36196,36250,T
36308,36332,P
36348,36377,QRS
36383,36441,T
36496,36518,P
36534,36563,QRS
36574,36627,T
36670,36691,P
36701,36737,QRS
36745,36799,T
36845,36867,P
36884,36913,QRS
36925,36975,T
37041,37063,P
37080,37107,QRS
37119,37171,T
37322,37342,P
37357,37387,QRS
37399,37450,T
37571,37590,P
37604,37633,QRS
37638,37699,T
37804,37824,P
37839,37867,QRS
37877,37933,T
38029,38050,P
38065,38094,QRS
38104,38157,T
38240,38261,P
38276,38305,QRS
38314,38370,T
38449,38470,P
38485,38513,QRS
38522,38579,T
38655,38675,P
38691,38720,QRS
38730,38783,T
38854,38876,P
38892,38920,QRS
38932,38984,T
39070,39090,P
39106,39134,QRS
39144,39199,T
39302,39321,P
39337,39365,QRS
39374,39428,T
39540,39558,P
39573,39601,QRS
39618,39668,T
39783,39802,P
39809,39845,QRS
39852,39909,T
40022,40044,P
40060,40086,QRS
40096,40150,T
40255,40275,P
40290,40318,QRS
40332,40383,T
40472,40492,P
40507,40537,QRS
40551,40598,T
40677,40698,P
40714,40741,QRS
40753,40804,T
40880,40900,P
40917,40944,QRS
40956,41008,T
41082,41102,P
41119,41147,QRS
41161,41209,T
41287,41307,P
41323,41352,QRS
41358,41414,T
41496,41517,P
41532,41559,QRS
41568,41622,T
41723,41741,P
41757,41785,QRS
41797,41849,T
41946,41967,P
41981,42011,QRS
42018,42074,T
42179,42199,P
42214,42242,QRS
42247,42306,T
42418,42438,P
42453,42482,QRS
42494,42546,T
42639,42661,P
42675,42703,QRS
42714,42767,T
42856,42877,P
42892,42919,QRS
42928,42984,T
43085,43105,P
43120,43148,QRS
43162,43211,T
43301,43319,P
43334,43363,QRS
43372,43426,T
43513,43534,P
43549,43576,QRS
43582,43642,T
43742,43762,P
43776,43805,QRS
43820,43869,T
43962,43981,P
43996,44025,QRS
44035,44087,T
44181,44200,P
44215,44243,QRS
44253,44308,T
44402,44425,P
44440,44469,QRS
44475,44532,T
44622,44642,P
44653,44686,QRS
44694,44751,T
44841,44863,P
44878,44906,QRS
44911,44969,T
45072,45092,P
45107,45136,QRS
45146,45199,T
45292,45316,P
45328,45357,QRS
45367,45420,T
45511,45534,P
45548,45576,QRS
45586,45641,T
45735,45755,P
45770,45799,QRS
45808,45864,T
45953,45974,P
45988,46017,QRS
46021,46081,T
46174,46194,P
46209,46237,QRS
46247,46302,T
46406,46426,P
46441,46470,QRS
46476,46535,T
46638,46659,P
46673,46703,QRS
46714,46765,T
46867,46886,P
46901,46930,QRS
46939,46993,T
47104,47124,P
47138,47166,QRS
47171,47231,T
47338,47358,P
47373,47402,QRS
47415,47466,T
47563,47583,P
47598,47628,QRS
47636,47691,T
47790,47810,P
47826,47854,QRS
47864,47919,T
48019,48039,P
48054,48082,QRS
48096,48146,T
48234,48255,P
48269,48297,QRS
48302,48360,T
48446,48466,P
48480,48510,QRS
48526,48575,T
48668,48689,P
48699,48734,QRS
48745,48797,T
48892,48913,P
48927,48956,QRS
48968,49019,T
49123,49144,P
49160,49187,QRS
49198,49253,T
49372,49391,P
49406,49436,QRS
49449,49498,T
49602,49621,P
49636,49665,QRS
49677,49728,T
49820,49839,P
49854,49882,QRS
49889,49946,T
50036,50055,P
50071,50100,QRS
50110,50163,T
50233,50259,P
50273,50302,QRS
50309,50365,T
50442,50462,P
50478,50505,QRS
50517,50570,T
50658,50677,P
50692,50720,QRS
50734,50784,T
50870,50891,P
50906,50935,QRS
50946,50997,T
51087,51107,P
51122,51151,QRS
51173,51215,T
51316,51334,P
51342,51378,QRS
51394,51443,T
51527,51550,P
51564,51594,QRS
51599,51657,T
51741,51762,P
51777,51806,QRS
51814,51869,T
51967,51988,P
52002,52030,QRS
52042,52094,T
52185,52206,P
52220,52249,QRS
52262,52311,T
52400,52420,P
52435,52464,QRS
52475,52528,T
52619,52639,P
52655,52683,QRS
52693,52764,T
52837,52858,P
52873,52902,QRS
52914,52965,T
53041,53062,P
53076,53106,QRS
53115,53168,T
53248,53270,P
53285,53312,QRS
53318,53377,T
53476,53496,P
53511,53539,QRS
53548,53603,T
53707,53727,P
53742,53771,QRS
53783,53834,T
53926,53945,P
53961,53989,QRS
53995,54054,T
54148,54168,P
54184,54211,QRS
54222,54274,T
54366,54385,P
54401,54430,QRS
54441,54491,T
54581,54600,P
54615,54643,QRS
54650,54707,T
54804,54823,P
54839,54866,QRS
54880,54931,T
55033,55053,P
55067,55097,QRS
55107,55159,T
55260,55279,P
55294,55322,QRS
55332,55386,T
55497,55517,P
55532,55560,QRS
55570,55626,T
55743,55763,P
55778,55807,QRS
55818,55870,T
55969,55989,P
56003,56032,QRS
56036,56096,T
56186,56208,P
56222,56250,QRS
56260,56314,T
56413,56433,P
56449,56476,QRS
56488,56542,T
56643,56661,P
56677,56706,QRS
56717,56770,T
56862,56883,P
56898,56926,QRS
56931,56989,T
57090,57110,P
57126,57154,QRS
57161,57218,T
57332,57351,P
57366,57395,QRS
57408,57459,T
57563,57583,P
57598,57626,QRS
57633,57690,T
57798,57817,P
57833,57860,QRS
57867,57926,T
58038,58057,P
58072,58101,QRS
58113,58166,T
58267,58286,P
58301,58330,QRS
58339,58394,T
58496,58514,P
58530,58557,QRS
58565,58621,T
58727,58747,P
58762,58790,QRS
58803,58856,T
58958,58975,P
58991,59019,QRS
59031,59083,T
59169,59189,P
59204,59233,QRS
59245,59297,T
59387,59407,P
59423,59450,QRS
59462,59514,T
59615,59634,P
59651,59679,QRS
59693,59743,T
59839,59857,P
59872,59901,QRS
59909,59964,T
60055,60078,P
60093,60121,QRS
60130,60184,T
60285,60305,P
60321,60349,QRS
60366,60412,T
60502,60524,P
60539,60567,QRS
60576,60631,T
60724,60744,P
60759,60787,QRS
60796,60852,T
60954,60974,P
60989,61017,QRS
61034,61082,T
61175,61194,P
61210,61239,QRS
61247,61299,T
61390,61411,P
61427,61455,QRS
61469,61519,T
61625,61646,P
61661,61689,QRS
61702,61752,T
61854,61874,P
61890,61919,QRS
61928,61981,T
62078,62099,P
62106,62142,QRS
62147,62206,T
62309,62328,P
62344,62372,QRS
62384,62436,T
62542,62561,P
62577,62605,QRS
62619,62669,T
62756,62776,P
62792,62821,QRS
62825,62884,T
62971,62992,P
63007,63034,QRS
63046,63100,T
63200,63218,P
63227,63262,QRS
63275,63326,T
63427,63447,P
63462,63491,QRS
63506,63555,T
63650,63671,P
63686,63714,QRS
63724,63779,T
63882,63903,P
63920,63947,QRS
63960,64010,T
64120,64138,P
64153,64182,QRS
64195,64245,T
64343,64366,P
64374,64408,QRS
64419,64473,T
64577,64598,P
64614,64642,QRS
64650,64708,T
64811,64833,P
64848,64879,QRS
64891,64941,T
65030,65051,P
65065,65094,QRS
65105,65157,T
65256,65275,P
65291,65318,QRS
65330,65383,T
65497,65515,P
65531,65559,QRS
65571,65623,T
65732,65755,P
65769,65797,QRS
65807,65861,T
65965,65986,P
66001,66029,QRS
66040,66095,T
66207,66225,P
66241,66270,QRS
66285,66334,T
66441,66460,P
66476,66504,QRS
66515,66567,T
66662,66684,P
66699,66727,QRS
66737,66793,T
66885,66905,P
66921,66948,QRS
66957,67013,T
67099,67116,P
67132,67162,QRS
67176,67224,T
67293,67314,P
67329,67358,QRS
67367,67420,T
67485,67507,P
67525,67552,QRS
67563,67616,T
67702,67723,P
67738,67767,QRS
67774,67829,T
67936,67955,P
67971,67999,QRS
68011,68063,T
68173,68193,P
68207,68236,QRS
68247,68302,T
68402,68423,P
68438,68468,QRS
68476,68531,T
68607,68628,P
68643,68673,QRS
68683,68735,T
68805,68826,P
68842,68871,QRS
68878,68935,T
69010,69031,P
69047,69075,QRS
69082,69140,T
69223,69243,P
69258,69287,QRS
69299,69350,T
69430,69451,P
69466,69496,QRS
69506,69559,T
69648,69669,P
69684,69713,QRS
69722,69777,T
69883,69903,P
69919,69947,QRS
69958,70010,T
70120,70139,P
70154,70183,QRS
70194,70245,T
70339,70359,P
70376,70403,QRS
70408,70468,T
70559,70582,P
70598,70625,QRS
70633,70690,T
70780,70801,P
70816,70845,QRS
70854,70909,T
70990,71010,P
71026,71054,QRS
71066,71118,T
71208,71228,P
71244,71271,QRS
71282,71336,T
71443,71462,P
71478,71507,QRS
71518,71569,T
71677,71695,P
71711,71739,QRS
71745,71803,T
71897,71917,P
71932,71960,QRS
71965,72025,T
72125,72146,P
72161,72189,QRS
72199,72255,T
72355,72375,P
72390,72419,QRS
72430,72482,T
72574,72594,P
72609,72638,QRS
72645,72701,T
72796,72817,P
72832,72860,QRS
72865,72924,T
