ROILimits_1,ROILimits_2,Value
173,207,P
217,256,QRS
297,336,T
371,409,QRS
456,491,T
496,525,P
527,564,QRS
637,672,P
683,722,QRS
797,831,P
842,880,QRS
918,938,T
957,990,P
1000,1039,QRS
1114,1149,P
1160,1197,QRS
1275,1308,P
1319,1357,QRS
1379,1418,T
1436,1468,P
1479,1518,QRS
1595,1628,P
1638,1677,QRS
1751,1785,P
1805,1834,QRS
1849,1873,T
1908,1943,P
1954,1991,QRS
2068,2097,P
2111,2149,QRS
2226,2259,P
2270,2309,QRS
2382,2417,P
2426,2466,QRS
2495,2547,T
2564,2580,P
2588,2622,QRS
2694,2729,P
2739,2775,QRS
2848,2883,P
2893,2931,QRS
3003,3036,P
3047,3084,QRS
3129,3171,T
3201,3241,QRS
3313,3347,P
3358,3397,QRS
3412,3480,T
3496,3512,P
3516,3555,QRS
3625,3661,P
3670,3708,QRS
3748,3772,T
3781,3815,P
3825,3865,QRS
3935,3969,P
3980,4021,QRS
4050,4100,T
4135,4174,QRS
4183,4257,T
4274,4290,P
4293,4333,QRS
4353,4396,T
4407,4441,P
4452,4489,QRS
4567,4595,P
4612,4650,QRS
4728,4760,P
4771,4810,QRS
4819,4890,T
4929,4966,QRS
4981,5049,T
5086,5124,QRS
5139,5208,T
5219,5240,P
5243,5280,QRS
5358,5387,P
5400,5438,QRS
5450,5518,T
5522,5546,P
5556,5595,QRS
5667,5700,P
5711,5749,QRS
5819,5856,P
5861,5907,QRS
5937,5983,T
6011,6061,QRS
6128,6161,P
6172,6213,QRS
6222,6290,T
6324,6362,QRS
6430,6463,P
6474,6511,QRS
6518,6592,T
6624,6664,QRS
6730,6763,P
6775,6813,QRS
6881,6913,P
6924,6963,QRS
7031,7066,P
7075,7115,QRS
7178,7215,P
7224,7267,QRS
7332,7364,P
7375,7414,QRS
7481,7515,P
7525,7562,QRS
7631,7663,P
7674,7714,QRS
7760,7796,T
7819,7869,QRS
7933,7964,P
7977,8015,QRS
8084,8117,P
8122,8163,QRS
8191,8223,T
8238,8272,P
8282,8320,QRS
8389,8424,P
8434,8472,QRS
8542,8577,P
8588,8629,QRS
8696,8727,P
8739,8777,QRS
8821,8836,T
8852,8880,P
8901,8930,QRS
8944,9014,T
9047,9085,QRS
9112,9150,T
9157,9188,P
9200,9239,QRS
9310,9344,P
9355,9393,QRS
9421,9472,T
9488,9505,P
9508,9547,QRS
9615,9648,P
9657,9702,QRS
9732,9779,T
9812,9851,QRS
9858,9931,T
9964,10005,QRS
10013,10084,T
10094,10114,P
10116,10153,QRS
10216,10257,P
10268,10306,QRS
10375,10408,P
10418,10461,QRS
10474,10535,T
10569,10608,QRS
10621,10688,T
10719,10758,QRS
10823,10857,P
10867,10906,QRS
10970,11004,P
11016,11054,QRS
11124,11154,P
11166,11206,QRS
11269,11301,P
11314,11354,QRS
11397,11430,T
11463,11502,QRS
11567,11600,P
11611,11651,QRS
11718,11753,P
11763,11801,QRS
11868,11899,P
11903,11955,QRS
12021,12055,P
12067,12104,QRS
12169,12197,P
12210,12260,QRS
12282,12335,T
12372,12407,QRS
12480,12514,P
12525,12563,QRS
12636,12670,P
12679,12720,QRS
12790,12824,P
12833,12871,QRS
12940,12977,P
12987,13024,QRS
13100,13132,P
13144,13183,QRS
13195,13264,T
13299,13336,QRS
13411,13444,P
13455,13493,QRS
13545,13575,T
13589,13608,P
13611,13649,QRS
13721,13755,P
13766,13803,QRS
13877,13914,P
13924,13962,QRS
13985,14018,T
14037,14070,P
14082,14120,QRS
14192,14228,P
14238,14275,QRS
14286,14361,T
14394,14431,QRS
14440,14515,T
14550,14589,QRS
14663,14695,P
14707,14745,QRS
14814,14853,P
14864,14905,QRS
14912,14986,T
15000,15017,P
15020,15059,QRS
15075,15141,T
15155,15173,P
15176,15214,QRS
15286,15318,P
15330,15371,QRS
15438,15470,P
15484,15522,QRS
15592,15625,P
15635,15673,QRS
15744,15777,P
15788,15827,QRS
15896,15931,P
15942,15981,QRS
16049,16082,P
16093,16131,QRS
16200,16233,P
16244,16282,QRS
16351,16384,P
16395,16433,QRS
16502,16536,P
16546,16587,QRS
16653,16687,P
16698,16735,QRS
16805,16840,P
16851,16888,QRS
16901,16970,T
16974,17002,P
17006,17045,QRS
17058,17125,T
17160,17199,QRS
17270,17305,P
17315,17353,QRS
17361,17434,T
17448,17467,P
17470,17505,QRS
17583,17613,P
17627,17663,QRS
17737,17772,P
17784,17825,QRS
17896,17930,P
17940,17978,QRS
18050,18086,P
18097,18134,QRS
18145,18216,T
18252,18291,QRS
18300,18374,T
18388,18405,P
18408,18445,QRS
18454,18529,T
18564,18603,QRS
18675,18711,P
18722,18760,QRS
18834,18868,P
18879,18919,QRS
18939,19000,T
19015,19030,P
19034,19074,QRS
19125,19155,T
19170,19185,P
19189,19229,QRS
19240,19311,T
19346,19388,QRS
19461,19494,P
19504,19540,QRS
19548,19626,T
19644,19659,P
19662,19698,QRS
19732,19773,T
19775,19810,P
19821,19860,QRS
19933,19949,P
19980,20018,QRS
