ROILimits_1,ROILimits_2,Value
97,128,P
144,182,QRS
209,276,T
304,336,P
351,387,QRS
398,483,T
513,545,P
558,598,QRS
609,689,T
727,753,P
767,805,QRS
930,964,P
977,1015,QRS
1042,1086,T
1141,1169,P
1184,1222,QRS
1227,1286,T
1348,1380,P
1394,1427,QRS
1451,1500,T
1556,1584,P
1599,1638,QRS
1666,1743,T
1771,1794,P
1809,1840,QRS
1851,1961,T
1965,1998,P
2013,2052,QRS
2101,2128,T
2175,2204,P
2218,2250,QRS
2289,2369,T
2374,2405,P
2421,2458,QRS
2461,2560,T
2586,2609,P
2622,2662,QRS
2713,2738,T
2774,2806,P
2821,2858,QRS
2873,2973,T
2977,3009,P
3024,3062,QRS
3065,3128,T
3173,3203,P
3219,3250,QRS
3373,3406,P
3419,3459,QRS
3578,3601,P
3617,3656,QRS
3784,3805,P
3818,3857,QRS
3973,4002,P
4009,4056,QRS
4099,4130,T
4173,4202,P
4216,4253,QRS
4254,4330,T
4340,4366,P
4371,4422,QRS
4460,4537,T
4570,4604,P
4614,4654,QRS
4688,4757,T
4778,4808,P
4822,4861,QRS
4978,5008,P
5024,5062,QRS
5133,5157,T
5176,5210,P
5223,5261,QRS
5266,5374,T
5382,5413,P
5427,5466,QRS
5585,5616,P
5630,5669,QRS
5682,5710,T
5721,5765,P
5775,5813,QRS
5822,5920,T
6023,6056,QRS
6121,6159,T
6202,6232,P
6244,6283,QRS
6315,6379,T
6407,6440,P
6452,6491,QRS
6614,6646,P
6660,6699,QRS
6728,6785,T
6820,6853,P
6865,6904,QRS
6983,7015,P
7021,7060,QRS
7101,7169,T
7249,7270,P
7272,7309,QRS
7318,7426,T
7449,7481,P
7494,7533,QRS
7565,7628,T
7661,7692,P
7706,7744,QRS
7770,7864,T
7870,7903,P
7917,7955,QRS
8082,8114,P
8127,8165,QRS
8245,8275,P
8277,8316,QRS
8356,8416,T
8479,8525,P
8534,8569,QRS
8654,8691,P
8694,8735,QRS
8768,8849,T
8955,8986,QRS
9064,9107,T
9133,9167,P
9180,9218,QRS
9248,9336,T
9347,9378,P
9393,9424,QRS
9433,9534,T
9562,9583,P
9598,9635,QRS
9661,9754,T
9758,9791,P
9806,9837,QRS
9850,9912,T
9973,9994,P
10008,10047,QRS
10076,10126,T
10177,10199,P
10214,10245,QRS
10271,10328,T
10370,10402,P
10416,10453,QRS
10455,10534,T
10576,10607,P
10622,10661,QRS
10675,10769,T
10776,10807,P
10821,10859,QRS
10882,10939,T
10990,11009,P
11022,11064,QRS
11186,11210,P
11226,11256,QRS
11302,11342,T
11381,11411,P
11425,11462,QRS
11586,11612,P
11626,11658,QRS
11665,11734,T
11791,11815,P
11828,11869,QRS
11936,11964,T
11982,12014,P
12029,12065,QRS
12078,12144,T
12184,12217,P
12231,12269,QRS
12386,12419,P
12432,12473,QRS
12497,12540,T
12594,12623,P
12637,12676,QRS
12720,12790,T
12794,12828,P
12841,12880,QRS
12909,12983,T
13000,13033,P
13046,13088,QRS
13211,13237,P
13251,13290,QRS
13360,13390,T
13419,13445,P
13460,13498,QRS
13531,13609,T
13620,13652,P
13667,13704,QRS
13737,13768,T
13835,13860,P
13875,13913,QRS
13936,14008,T
14043,14073,P
14086,14125,QRS
14154,14227,T
14251,14282,P
14297,14335,QRS
14412,14439,T
14458,14492,P
14506,14544,QRS
14554,14667,T
14672,14702,P
14718,14755,QRS
14879,14912,P
14926,14964,QRS
14996,15067,T
15091,15122,P
15138,15176,QRS
15213,15269,T
15302,15333,P
15347,15385,QRS
15416,15480,T
15517,15543,P
15558,15597,QRS
15624,15691,T
15723,15756,P
15768,15809,QRS
15834,15928,T
