ROILimits_1,ROILimits_2,Value
121,146,P
152,170,QRS
204,247,T
286,309,P
318,351,QRS
366,409,T
450,475,P
483,501,QRS
533,581,T
607,640,P
647,665,QRS
698,739,T
780,805,P
812,830,QRS
863,908,T
945,969,P
975,1008,QRS
1022,1071,T
1110,1133,P
1143,1178,QRS
1193,1232,T
1267,1297,P
1307,1324,QRS
1356,1403,T
1434,1462,P
1468,1501,QRS
1520,1556,T
1596,1618,P
1630,1662,QRS
1680,1727,T
1759,1781,P
1792,1809,QRS
1838,1873,T
1918,1942,P
1952,1970,QRS
2002,2045,T
2078,2104,P
2112,2152,QRS
2159,2207,T
2232,2261,P
2270,2288,QRS
2321,2359,T
2396,2417,P
2427,2445,QRS
2475,2514,T
2551,2576,P
2584,2605,QRS
2633,2682,T
2703,2733,P
2743,2760,QRS
2788,2837,T
2870,2893,P
2901,2919,QRS
2951,2998,T
3042,3091,QRS
3110,3153,T
3187,3210,P
3213,3257,QRS
3268,3309,T
3347,3365,P
3372,3410,QRS
3426,3471,T
3507,3535,P
3539,3577,QRS
3588,3633,T
3665,3688,P
3694,3729,QRS
3747,3780,T
3825,3848,P
3858,3894,QRS
3908,3956,T
3985,4010,P
4017,4055,QRS
4066,4117,T
4145,4171,P
4180,4220,QRS
4229,4272,T
4308,4332,P
4342,4359,QRS
4392,4443,T
4472,4495,P
4503,4521,QRS
4553,4596,T
4622,4654,P
4663,4700,QRS
4713,4757,T
4789,4815,P
4824,4845,QRS
4873,4920,T
4949,4978,P
4985,5020,QRS
5036,5079,T
5118,5142,P
5145,5209,QRS
5218,5259,T
5275,5304,P
5310,5329,QRS
5361,5408,T
5431,5466,P
5472,5507,QRS
5521,5574,T
5596,5628,P
5632,5667,QRS
5685,5733,T
5762,5784,P
5793,5811,QRS
5844,5893,T
5920,5948,P
5956,5987,QRS
6005,6044,T
6081,6107,P
6117,6134,QRS
6167,6210,T
6245,6268,P
6277,6294,QRS
6327,6372,T
6404,6430,P
6436,6454,QRS
6484,6519,T
6555,6585,P
6595,6612,QRS
6645,6696,T
6715,6747,P
6753,6785,QRS
6804,6838,T
6882,6905,P
6914,6951,QRS
6964,7002,T
7039,7065,P
7071,7113,QRS
7124,7168,T
7204,7225,P
7236,7277,QRS
7285,7327,T
7363,7387,P
7395,7412,QRS
7443,7492,T
7513,7545,P
7552,7585,QRS
7601,7645,T
7674,7705,P
7712,7729,QRS
7762,7808,T
7839,7862,P
7867,7890,QRS
7919,7964,T
7995,8022,P
8032,8048,QRS
8082,8126,T
8154,8182,P
8189,8224,QRS
8237,8283,T
8308,8339,P
8347,8364,QRS
8398,8438,T
8463,8495,P
8498,8520,QRS
8550,8600,T
8625,8650,P
8659,8693,QRS
8706,8757,T
8775,8806,P
8816,8846,QRS
8865,8910,T
8937,8966,P
8973,8989,QRS
9021,9066,T
9098,9121,P
9129,9146,QRS
9178,9218,T
9248,9277,P
9284,9302,QRS
9332,9379,T
9421,9456,QRS
9485,9536,T
9556,9585,P
9596,9631,QRS
9646,9690,T
9720,9742,P
9751,9768,QRS
9799,9848,T
9874,9903,P
9909,9925,QRS
9960,9991,T
10033,10058,P
10065,10082,QRS
10114,10156,T
10184,10213,P
10220,10239,QRS
10269,10313,T
10336,10365,P
10367,10391,QRS
10424,10459,T
10496,10519,P
10529,10563,QRS
10575,10627,T
10647,10676,P
10684,10718,QRS
10734,10776,T
10822,10858,QRS
10887,10923,T
10957,10985,P
10995,11038,QRS
11042,11087,T
11117,11140,P
11151,11167,QRS
11199,11242,T
11268,11298,P
11306,11323,QRS
11355,11397,T
11426,11450,P
11459,11478,QRS
11508,11539,T
11574,11604,P
11612,11630,QRS
11662,11710,T
11732,11757,P
11763,11782,QRS
11816,11860,T
11885,11910,P
11919,11935,QRS
11969,12013,T
12035,12064,P
12068,12088,QRS
12120,12162,T
12188,12216,P
12223,12260,QRS
12272,12314,T
12338,12364,P
12372,12391,QRS
12421,12470,T
12484,12516,P
12522,12555,QRS
12573,12614,T
12633,12668,P
12673,12691,QRS
12722,12765,T
12793,12816,P
12826,12842,QRS
12874,12910,T
12944,12964,P
12975,13012,QRS
13024,13061,T
13083,13116,P
13124,13161,QRS
13171,13214,T
13227,13264,P
13272,13304,QRS
13320,13366,T
13384,13413,P
13418,13439,QRS
13468,13514,T
13537,13564,P
13571,13588,QRS
13616,13657,T
13688,13713,P
13720,13739,QRS
13767,13813,T
13833,13861,P
13871,13910,QRS
13919,13959,T
13985,14013,P
14021,14073,QRS
14077,14126,T
14140,14163,P
14172,14189,QRS
14218,14261,T
14290,14314,P
14321,14340,QRS
14368,14411,T
14443,14468,P
14477,14493,QRS
14523,14565,T
14597,14621,P
14624,14675,QRS
14680,14714,T
14750,14776,P
14782,14798,QRS
14828,14866,T
14901,14925,P
14933,14950,QRS
14983,15015,T
15023,15057,P
15068,15117,QRS
15129,15172,T
15200,15229,P
15238,15255,QRS
15287,15319,T
15355,15383,P
15390,15436,QRS
15439,15481,T
15513,15539,P
15544,15602,QRS
15620,15649,T
15667,15692,P
15699,15735,QRS
15747,15790,T
15823,15846,P
15854,15888,QRS
15901,15948,T
15977,16001,P
16011,16028,QRS
16058,16098,T
16125,16154,P
16164,16182,QRS
16211,16254,T
16286,16312,P
16316,16357,QRS
16367,16415,T
16441,16466,P
16475,16492,QRS
16523,16552,T
16600,16624,P
