ROILimits_1,ROILimits_2,Value
283,323,QRS
397,447,T
532,571,QRS
596,683,T
761,800,QRS
841,916,T
1050,1091,QRS
1165,1207,T
1265,1306,QRS
1369,1403,T
1466,1507,QRS
1538,1615,T
1707,1747,QRS
1775,1886,T
1942,1982,QRS
1990,2040,T
2141,2180,QRS
2211,2272,T
2358,2398,QRS
2456,2500,T
2562,2602,QRS
2666,2710,T
2819,2859,QRS
2925,2977,T
3036,3076,QRS
3134,3229,T
3309,3349,QRS
3387,3455,T
3511,3551,QRS
3581,3656,T
3697,3742,P
3750,3789,QRS
3824,3918,T
3984,4023,QRS
4090,4148,T
4215,4260,P
4273,4313,QRS
4387,4428,T
4503,4542,QRS
4609,4653,T
4725,4741,P
4755,4801,QRS
4819,4924,T
4975,5007,P
5040,5082,QRS
5119,5196,T
5253,5294,QRS
5356,5403,T
5535,5575,QRS
5651,5696,T
5739,5766,P
5802,5842,QRS
5877,5952,T
6005,6022,P
6028,6067,QRS
6103,6171,T
6191,6215,P
6237,6277,QRS
6303,6421,T
6477,6518,QRS
6550,6632,T
6698,6739,QRS
6808,6838,T
6844,6887,P
6909,6948,QRS
7014,7060,T
7163,7203,QRS
7239,7326,T
7398,7438,QRS
7475,7554,T
7668,7708,QRS
7781,7819,T
7878,7917,QRS
7969,8023,T
8146,8186,QRS
8224,8294,T
8298,8340,P
8356,8396,QRS
8462,8502,T
8625,8665,QRS
8736,8782,T
8812,8842,P
8846,8886,QRS
8946,9036,T
9038,9081,P
9098,9137,QRS
9211,9249,T
9312,9352,QRS
9415,9470,T
9580,9619,QRS
9690,9735,T
9803,9841,QRS
9906,9946,T
10021,10062,QRS
10088,10168,T
10233,10273,QRS
10326,10387,T
10455,10495,QRS
10501,10581,T
10585,10613,P
10646,10685,QRS
10718,10781,T
10891,10933,QRS
10941,11035,T
11107,11147,QRS
11212,11257,T
11312,11352,QRS
11419,11462,T
11589,11632,QRS
11703,11749,T
11818,11858,QRS
11870,11941,T
12001,12041,QRS
12071,12137,T
12192,12218,P
12247,12287,QRS
12302,12398,T
12532,12572,QRS
12644,12742,T
12802,12841,QRS
12912,12953,T
12963,12986,P
13011,13053,QRS
13103,13155,T
13216,13243,P
13264,13304,QRS
13372,13429,T
13506,13545,QRS
13562,13630,T
13635,13666,P
13696,13736,QRS
13765,13834,T
13909,13948,QRS
13984,14061,T
14061,14099,P
14120,14161,QRS
14195,14276,T
14365,14404,QRS
14433,14512,T
14541,14580,P
14590,14630,QRS
14676,14732,T
14793,14835,QRS
14901,14960,T
15019,15059,QRS
15130,15178,T
15230,15270,QRS
15335,15372,T
15423,15463,QRS
15489,15568,T
15622,15641,P
15668,15708,QRS
15735,15827,T
15905,15946,QRS
16014,16054,T
16112,16152,QRS
16218,16260,T
16294,16308,P
16319,16359,QRS
16424,16463,T
16512,16553,QRS
16620,16667,T
16797,16837,QRS
16911,16958,T
16998,17020,P
17043,17084,QRS
17151,17189,T
17258,17299,QRS
17337,17377,T
17384,17429,P
17442,17483,QRS
17547,17592,T
17642,17680,QRS
17700,17781,T
17832,17872,QRS
17891,17976,T
18016,18044,P
18072,18115,QRS
18183,18230,T
18304,18345,QRS
18414,18452,T
18484,18504,P
18522,18561,QRS
18616,18664,T
18736,18776,QRS
18842,18884,T
18944,18984,QRS
19050,19093,T
19204,19244,QRS
19315,19366,T
19456,19496,QRS
19521,19613,T
19687,19726,QRS
19766,19833,T
19856,19884,P
19909,19949,QRS
20015,20054,T
20139,20178,QRS
20219,20286,T
20376,20416,QRS
20488,20525,T
20593,20633,QRS
20696,20750,T
20817,20857,QRS
20919,20964,T
21102,21142,QRS
21214,21255,T
21395,21434,QRS
21506,21620,T
21699,21738,QRS
21780,21823,T
21832,21873,P
21892,21931,QRS
21990,22051,T
22129,22170,QRS
22203,22273,T
22274,22311,P
22330,22370,QRS
22526,22566,QRS
22598,22663,T
22722,22762,QRS
22835,22871,T
22936,22965,P
23001,23043,QRS
23057,23129,T
23202,23243,QRS
23493,23533,QRS
23605,23698,T
23705,23745,P
23758,23797,QRS
23810,23900,T
23972,24014,QRS
24078,24115,T
24182,24222,QRS
24286,24329,T
24366,24396,P
24405,24446,QRS
24491,24553,T
24594,24628,P
24654,24693,QRS
24720,24805,T
24883,24923,QRS
24988,25017,T
25089,25128,QRS
25196,25240,T
25254,25280,P
25296,25336,QRS
25369,25440,T
25482,25514,P
25537,25578,QRS
25610,25688,T
25793,25833,QRS
25904,25933,T
25999,26038,QRS
26198,26229,P
26255,26295,QRS
26316,26427,T
26489,26530,QRS
26597,26638,T
26696,26736,QRS
26792,26853,T
26909,26950,QRS
27012,27057,T
27115,27157,QRS
27210,27273,T
27382,27421,QRS
27496,27537,T
27557,27601,P
27605,27646,QRS
27718,27752,T
27819,27860,QRS
27925,27959,T
27971,28010,P
28014,28056,QRS
