ROILimits_1,ROILimits_2,Value
270,300,T
410,439,P
463,503,QRS
535,549,P
564,636,QRS
824,864,P
870,913,QRS
1017,1086,QRS
1245,1259,P
1278,1322,QRS
1374,1413,P
1640,1671,P
1693,1733,QRS
1786,1866,QRS
2043,2060,P
2092,2134,QRS
2140,2161,T
2200,2266,QRS
2377,2407,P
2419,2474,QRS
2485,2501,T
2501,2554,QRS
2581,2594,P
2619,2690,QRS
2910,2935,P
2942,3001,QRS
3030,3098,QRS
3312,3327,P
3334,3380,QRS
3478,3543,QRS
3561,3601,T
3676,3692,P
3731,3783,QRS
3810,3829,P
3842,3908,QRS
3917,3940,T
4105,4125,P
4153,4196,QRS
4212,4247,P
4258,4329,QRS
4776,4811,T
4909,4926,P
4956,5019,QRS
5058,5094,P
5102,5151,QRS
5354,5386,P
5401,5444,QRS
5495,5537,P
5621,5674,T
5752,5767,P
5797,5857,QRS
5880,5897,T
5897,5994,QRS
6205,6241,P
6252,6291,QRS
6352,6372,P
6393,6462,QRS
6614,6640,P
6668,6708,QRS
6747,6770,P
6783,6842,QRS
7038,7076,P
7084,7129,QRS
7140,7166,T
7233,7298,QRS
7442,7470,P
7484,7533,QRS
7578,7595,P
7607,7657,QRS
7843,7879,P
7891,7937,QRS
7954,7993,P
7999,8068,QRS
8108,8133,T
8249,8268,P
8306,8350,QRS
8368,8400,P
8419,8485,QRS
8646,8665,P
8693,8751,QRS
8788,8805,P
8815,8887,QRS
9086,9128,P
9128,9184,QRS
9194,9210,T
9217,9291,QRS
9300,9334,T
9444,9486,P
9494,9554,QRS
9566,9582,T
9603,9685,QRS
9871,9908,P
9941,9968,P
9989,10057,QRS
10197,10233,P
10247,10288,QRS
10306,10331,T
10346,10419,QRS
10581,10618,P
10662,10684,P
10695,10770,QRS
10908,10930,P
10953,10999,QRS
11037,11051,P
11063,11133,QRS
11276,11293,P
11327,11367,QRS
11407,11423,P
11431,11491,QRS
11500,11530,T
11656,11677,P
11706,11744,QRS
12056,12084,P
12093,12131,QRS
12231,12300,QRS
12459,12473,P
12490,12531,QRS
12560,12606,P
12611,12665,QRS
12684,12710,T
12793,12806,P
12817,12859,QRS
12894,12933,QRS
12964,12981,P
12993,13067,QRS
13081,13100,T
13248,13283,P
13283,13321,QRS
13341,13360,T
13362,13379,P
13381,13456,QRS
13629,13657,P
13679,13735,QRS
13751,13766,T
13796,13855,QRS
13911,13936,P
13962,14038,QRS
14063,14106,QRS
14115,14152,T
14160,14233,QRS
14409,14434,P
14434,14473,QRS
14487,14503,T
14599,14635,QRS
14755,14785,P
14804,14849,QRS
14859,14877,T
14948,14998,QRS
15020,15043,T
15150,15163,P
15180,15217,QRS
15227,15271,T
15273,15314,P
15324,15380,QRS
15519,15534,P
15553,15590,QRS
15640,15681,P
15698,15761,QRS
15882,15903,P
15926,15965,QRS
15978,15992,T
16066,16134,QRS
16251,16281,P
16299,16337,QRS
16382,16426,P
16507,16553,T
16624,16644,P
16673,16712,QRS
16722,16759,P
16772,16840,QRS
17018,17052,P
17054,17119,QRS
17119,17140,P
17147,17217,QRS
17379,17393,P
17429,17467,QRS
17472,17499,P
17511,17598,QRS
17620,17643,T
17757,17769,P
17805,17844,QRS
17854,17869,T
17880,17898,P
17919,17971,QRS
18175,18198,P
18205,18242,QRS
18291,18326,P
18342,18384,QRS
18477,18496,P
18505,18574,QRS
18603,18637,QRS
18662,18677,T
18690,18720,P
18738,18787,QRS
