ROILimits_1,ROILimits_2,Value
187,212,P
227,254,QRS
276,321,T
337,363,P
367,398,QRS
423,462,T
477,503,P
512,543,QRS
569,607,T
630,647,P
653,688,QRS
710,755,T
764,792,P
809,831,QRS
855,875,T
917,942,QRS
964,1006,T
1050,1074,P
1083,1115,QRS
1136,1182,T
1193,1222,P
1240,1263,QRS
1286,1325,T
1338,1366,P
1383,1405,QRS
1429,1472,T
1479,1508,P
1521,1547,QRS
1572,1617,T
1632,1653,P
1665,1692,QRS
1712,1761,T
1773,1800,P
1814,1830,QRS
1830,1880,T
1923,1947,QRS
1969,2011,T
2054,2082,P
2097,2121,QRS
2146,2192,T
2209,2225,P
2241,2267,QRS
2289,2341,T
2348,2368,P
2383,2411,QRS
2434,2480,T
2483,2503,P
2511,2535,QRS
2557,2599,T
2634,2662,P
2676,2699,QRS
2723,2770,T
2776,2804,P
2823,2845,QRS
2867,2908,T
2922,2946,P
2966,2988,QRS
3010,3054,T
3056,3072,P
3085,3110,QRS
3131,3175,T
3211,3237,P
3248,3275,QRS
3300,3340,T
3353,3383,P
3399,3422,QRS
3444,3489,T
3498,3524,P
3543,3564,QRS
3586,3634,T
3637,3661,P
3665,3690,QRS
3713,3756,T
3789,3818,P
3823,3854,QRS
3876,3920,T
3933,3961,P
3972,3999,QRS
4023,4066,T
4087,4104,P
4117,4144,QRS
4172,4209,T
4222,4250,P
4261,4288,QRS
4312,4353,T
4355,4373,P
4385,4408,QRS
4429,4472,T
4509,4537,P
4541,4575,QRS
4601,4646,T
4651,4680,P
4698,4721,QRS
4745,4789,T
4807,4824,P
4842,4866,QRS
4887,4931,T
4945,4973,P
4980,5010,QRS
5035,5074,T
5088,5114,P
5131,5154,QRS
5179,5221,T
5249,5272,P
5275,5298,QRS
5321,5357,T
5382,5407,QRS
5430,5476,T
5524,5541,P
5555,5581,QRS
5604,5649,T
5663,5690,P
5700,5727,QRS
5752,5790,T
5806,5831,P
5841,5872,QRS
5895,5944,T
5947,5961,P
5971,6002,QRS
6022,6066,T
6101,6119,P
6133,6159,QRS
6179,6227,T
6238,6262,P
6277,6304,QRS
6327,6367,T
6381,6411,P
6425,6448,QRS
6474,6512,T
6544,6560,P
6568,6592,QRS
6617,6655,T
6656,6678,P
6684,6709,QRS
6730,6774,T
6817,6836,P
6854,6878,QRS
6901,6944,T
6960,6978,P
7000,7022,QRS
7046,7088,T
7103,7130,P
7136,7166,QRS
7193,7231,T
7245,7271,P
7276,7311,QRS
7334,7381,T
7396,7415,P
7428,7455,QRS
7478,7525,T
7537,7559,P
7574,7601,QRS
7625,7662,T
7681,7711,QRS
7734,7774,T
7818,7850,P
7854,7885,QRS
7911,7950,T
7961,7988,P
8007,8030,QRS
8054,8098,T
8104,8134,P
8144,8172,QRS
8196,8241,T
8247,8275,P
8288,8317,QRS
8342,8383,T
8397,8427,P
8441,8462,QRS
8486,8524,T
8539,8569,P
8583,8605,QRS
8608,8647,T
8690,8714,QRS
8739,8787,T
8806,8851,P
8858,8889,QRS
8911,8959,T
8963,8994,P
9008,9034,QRS
9056,9102,T
9113,9138,P
9152,9178,QRS
9204,9242,T
9253,9271,P
9280,9304,QRS
9324,9369,T
9401,9429,P
9435,9467,QRS
9492,9537,T
9541,9572,P
9589,9611,QRS
9634,9678,T
9690,9714,P
9725,9756,QRS
9778,9820,T
9822,9842,P
9847,9876,QRS
9898,9944,T
9978,10005,P
10013,10042,QRS
10067,10108,T
10120,10147,P
10164,10187,QRS
10211,10254,T
10262,10292,P
10309,10331,QRS
10354,10398,T
10412,10441,P
10453,10476,QRS
10500,10541,T
10556,10582,P
10598,10620,QRS
10646,10684,T
10698,10726,P
10742,10765,QRS
10787,10824,T
10851,10877,QRS
10897,10943,T
10988,11008,P
11022,11048,QRS
11070,11119,T
11134,11155,P
11166,11197,QRS
11220,11261,T
11286,11311,QRS
11323,11377,T
11413,11431,P
11441,11468,QRS
11492,11539,T
11563,11588,P
11601,11629,QRS
11650,11695,T
11707,11736,P
11747,11774,QRS
11800,11838,T
11853,11879,P
11895,11918,QRS
11943,11980,T
11997,12012,P
12027,12050,QRS
12071,12116,T
12142,12167,P
12178,12207,QRS
12229,12274,T
12290,12316,P
12324,12353,QRS
12377,12417,T
12449,12468,P
12477,12499,QRS
12521,12564,T
12565,12585,P
12589,12618,QRS
12639,12679,T
12724,12744,P
12757,12784,QRS
12808,12852,T
12882,12905,P
12909,12930,QRS
12957,13001,T
13009,13037,P
13043,13075,QRS
13100,13138,T
13151,13180,P
13191,13220,QRS
13241,13288,T
13292,13323,P
13336,13363,QRS
13383,13429,T
13443,13473,P
13482,13511,QRS
13535,13568,T
13569,13584,P
13596,13620,QRS
13640,13683,T
13725,13755,P
13762,13793,QRS
13812,13863,T
13867,13896,P
13915,13938,QRS
13961,14004,T
14022,14042,P
14054,14082,QRS
14102,14148,T
14161,14192,P
14204,14227,QRS
14252,14291,T
14306,14332,P
14347,14374,QRS
14399,14437,T
14448,14476,P
14493,14517,QRS
14537,14577,T
14600,14628,QRS
14648,14691,T
14738,14760,P
14776,14801,QRS
14822,14870,T
14881,14907,P
14919,14947,QRS
14973,15011,T
15026,15053,P
15069,15093,QRS
15117,15164,T
15167,15184,P
15196,15219,QRS
15240,15283,T
