ROILimits_1,ROILimits_2,Value
83,117,P
130,153,QRS
201,246,T
285,319,P
332,357,QRS
412,457,T
477,507,P
524,547,QRS
588,648,T
664,692,P
707,729,QRS
769,831,T
855,884,P
895,918,QRS
960,1025,T
1040,1071,P
1085,1107,QRS
1154,1216,T
1235,1266,P
1283,1306,QRS
1352,1394,T
1440,1471,P
1486,1512,QRS
1557,1583,T
1636,1669,P
1683,1707,QRS
1744,1809,T
1827,1859,P
1873,1900,QRS
1940,2001,T
2021,2049,P
2065,2089,QRS
2131,2190,T
2215,2245,P
2258,2281,QRS
2325,2353,T
2401,2433,P
2446,2468,QRS
2526,2576,T
2587,2616,P
2632,2654,QRS
2693,2759,T
2780,2810,P
2823,2852,QRS
2895,2963,T
2984,3018,P
3032,3056,QRS
3102,3153,T
3178,3210,P
3225,3251,QRS
3297,3359,T
3371,3397,P
3412,3435,QRS
3479,3541,T
3549,3581,P
3594,3615,QRS
3654,3722,T
3730,3757,P
3770,3790,QRS
3832,3897,T
3906,3935,P
3948,3967,QRS
4012,4056,T
4086,4116,P
4135,4154,QRS
4192,4262,T
4267,4296,P
4312,4332,QRS
4378,4445,T
4450,4479,P
4497,4518,QRS
4562,4626,T
4631,4664,P
4680,4703,QRS
4743,4798,T
4827,4853,P
4868,4890,QRS
4930,4996,T
5002,5033,P
5046,5070,QRS
5109,5171,T
5175,5201,P
5216,5237,QRS
5278,5339,T
5343,5372,P
5389,5404,QRS
5445,5510,T
5517,5547,P
5559,5579,QRS
5618,5683,T
5689,5720,P
5736,5755,QRS
5800,5864,T
5868,5901,P
5915,5937,QRS
5969,6045,T
6055,6082,P
6098,6117,QRS
6160,6213,T
6233,6264,P
6277,6301,QRS
6341,6401,T
6406,6433,P
6449,6471,QRS
6526,6572,T
6576,6607,P
6622,6645,QRS
6686,6734,T
6754,6782,P
6794,6817,QRS
6857,6887,T
6926,6955,P
6965,6987,QRS
7025,7088,T
7096,7124,P
7137,7161,QRS
7185,7268,T
7275,7305,P
7323,7345,QRS
7401,7439,T
7462,7492,P
7510,7534,QRS
7578,7641,T
7656,7685,P
7700,7724,QRS
7772,7836,T
7840,7869,P
7884,7903,QRS
7960,8014,T
8024,8053,P
8066,8089,QRS
8139,8189,T
8202,8231,P
8245,8269,QRS
8300,8358,T
8387,8419,P
8432,8457,QRS
8500,8563,T
8575,8603,P
8618,8640,QRS
8693,8744,T
8761,8791,P
8806,8828,QRS
8871,8899,T
8956,8982,P
9002,9026,QRS
9066,9142,T
9153,9181,P
9198,9217,QRS
9251,9328,T
9337,9367,P
9383,9402,QRS
9457,9504,T
9519,9550,P
9564,9586,QRS
9628,9690,T
9697,9725,P
9741,9764,QRS
9815,9868,T
9876,9903,P
9913,9939,QRS
9990,10029,T
10050,10078,P
10094,10118,QRS
10160,10228,T
10238,10271,P
10285,10306,QRS
10353,10419,T
10425,10458,P
10473,10496,QRS
10539,10596,T
10615,10645,P
10660,10683,QRS
10738,10783,T
10803,10833,P
10849,10870,QRS
10907,10977,T
10993,11022,P
11033,11058,QRS
11088,11168,T
11173,11204,P
11217,11239,QRS
11275,11342,T
11358,11389,P
11404,11425,QRS
11453,11530,T
11549,11580,P
11592,11615,QRS
11651,11718,T
11740,11773,P
11785,11804,QRS
11823,11915,T
11940,11975,P
11989,12013,QRS
12075,12129,T
12154,12182,P
12196,12222,QRS
12238,12325,T
12357,12383,P
12399,12422,QRS
12460,12521,T
12548,12576,P
12591,12613,QRS
12667,12711,T
12741,12770,P
12783,12807,QRS
12846,12904,T
12933,12962,P
12976,13003,QRS
13043,13098,T
13135,13163,P
13181,13205,QRS
13244,13310,T
13337,13368,P
