ROILimits_1,ROILimits_2,Value
86,115,P
138,159,QRS
189,239,T
295,322,P
348,368,QRS
391,448,T
505,535,P
559,580,QRS
601,677,T
708,737,P
760,781,QRS
807,860,T
915,944,P
964,988,QRS
1013,1067,T
1126,1155,P
1179,1200,QRS
1220,1289,T
1332,1360,P
1385,1406,QRS
1438,1484,T
1535,1563,P
1587,1608,QRS
1635,1686,T
1743,1772,P
1790,1817,QRS
1841,1895,T
1951,1980,P
2001,2022,QRS
2045,2101,T
2151,2178,P
2203,2224,QRS
2250,2304,T
2354,2382,P
2407,2428,QRS
2451,2522,T
2568,2596,P
2622,2642,QRS
2662,2721,T
2792,2820,P
2844,2865,QRS
2891,2946,T
2999,3030,P
3051,3071,QRS
3204,3233,P
3255,3276,QRS
3303,3357,T
3412,3439,P
3462,3484,QRS
3509,3565,T
3621,3649,P
3672,3693,QRS
3716,3771,T
3819,3847,P
3872,3892,QRS
3919,3971,T
4028,4058,P
4080,4100,QRS
4118,4178,T
4240,4271,P
4292,4314,QRS
4341,4395,T
4461,4490,P
4514,4535,QRS
4562,4615,T
4669,4697,P
4722,4744,QRS
4773,4822,T
4893,4922,P
4945,4966,QRS
4991,5046,T
5125,5154,P
5177,5198,QRS
5216,5278,T
5350,5378,P
5403,5423,QRS
5454,5504,T
5565,5595,P
5616,5639,QRS
5663,5717,T
5792,5821,P
5842,5863,QRS
5888,5946,T
6024,6052,P
6075,6095,QRS
6119,6176,T
6239,6267,P
6291,6312,QRS
6342,6391,T
6461,6490,P
6517,6533,QRS
6562,6612,T
6683,6712,P
6734,6755,QRS
6779,6838,T
6897,6925,P
6947,6969,QRS
7101,7129,P
7154,7175,QRS
7201,7252,T
7317,7346,P
7368,7389,QRS
7416,7467,T
7534,7564,P
7587,7607,QRS
7641,7688,T
7744,7773,P
7797,7818,QRS
7955,7983,P
8006,8029,QRS
8054,8108,T
8174,8203,P
8227,8248,QRS
8274,8327,T
8393,8422,P
8445,8465,QRS
8490,8544,T
8601,8629,P
8651,8672,QRS
8702,8773,T
8811,8839,P
8861,8883,QRS
8909,8962,T
9017,9045,P
9069,9090,QRS
9117,9168,T
9224,9253,P
9275,9297,QRS
9328,9375,T
9422,9451,P
9475,9496,QRS
9522,9590,T
9627,9657,P
9672,9701,QRS
9721,9778,T
9835,9864,P
9888,9909,QRS
9933,10005,T
