ROILimits_1,ROILimits_2,Value
107,136,P
142,173,QRS
220,244,T
375,388,P
424,463,QRS
525,597,T
661,679,P
710,745,QRS
774,822,T
867,882,P
906,941,QRS
959,1009,T
1094,1108,P
1156,1185,QRS
1210,1261,T
1268,1307,P
1337,1372,QRS
1544,1561,P
1594,1625,QRS
1674,1722,T
1730,1745,P
1779,1816,QRS
1836,1890,T
1979,2010,P
2032,2062,QRS
2111,2160,T
2162,2187,P
2220,2252,QRS
2268,2333,T
2446,2467,P
2483,2524,QRS
2561,2625,T
2732,2747,P
2784,2814,QRS
2843,2911,T
2975,3007,QRS
3025,3085,T
3173,3204,P
3220,3256,QRS
3277,3331,T
3373,3407,P
3411,3444,QRS
3469,3525,T
3600,3615,P
3664,3694,QRS
3730,3873,T
3882,3899,P
3928,3967,QRS
3978,4067,T
4173,4192,P
4212,4246,QRS
4273,4343,T
4458,4473,P
4503,4538,QRS
4586,4664,T
4754,4772,P
4793,4826,QRS
4852,4899,T
4942,4956,P
4989,5024,QRS
5035,5103,T
5178,5209,P
5226,5264,QRS
5302,5350,T
5468,5488,P
5514,5546,QRS
5574,5619,T
5705,5740,QRS
5751,5816,T
5905,5942,P
5957,5987,QRS
6007,6055,T
6081,6118,P
6145,6178,QRS
6196,6254,T
6385,6415,QRS
6442,6506,T
6602,6630,P
6648,6685,QRS
6710,6760,T
6843,6875,QRS
6890,6957,T
7015,7058,QRS
7078,7135,T
7263,7294,P
7304,7335,QRS
7361,7396,T
7408,7454,P
7456,7507,QRS
7533,7583,T
7718,7738,P
7771,7800,QRS
7863,7900,T
7907,7941,P
7957,7991,QRS
8003,8073,T
8149,8182,P
8202,8234,QRS
8276,8426,T
8436,8464,P
8486,8518,QRS
8565,8612,T
8674,8707,QRS
8720,8791,T
8863,8894,P
8915,8947,QRS
8978,9061,T
9135,9172,P
9187,9218,QRS
9232,9275,T
9280,9325,P
9330,9380,QRS
9416,9435,T
9565,9579,P
9631,9660,QRS
9689,9742,T
9814,9846,QRS
9887,9908,T
9962,9981,P
9990,10026,QRS
10048,10112,T
10219,10249,P
10262,10295,QRS
10345,10397,T
10453,10490,QRS
10504,10568,T
10675,10715,P
10724,10755,QRS
10781,10847,T
10911,10945,QRS
10986,11028,T
11086,11126,QRS
11142,11204,T
11284,11325,P
11340,11372,QRS
11412,11471,T
11594,11627,QRS
11633,11724,T
11829,11870,P
11876,11906,QRS
11930,11990,T
11995,12028,P
12068,12102,QRS
12119,12172,T
12292,12331,P
12340,12372,QRS
12382,12476,T
12553,12577,P
12607,12639,QRS
12676,12734,T
12863,12879,P
12906,12939,QRS
12963,13035,T
13102,13134,QRS
13164,13209,T
13319,13334,P
13369,13399,QRS
13429,13475,T
13566,13598,QRS
13609,13728,T
13741,13777,P
13801,13837,QRS
13844,13940,T
14034,14049,P
14078,14116,QRS
14150,14211,T
14321,14342,P
14363,14401,QRS
14428,14476,T
14521,14553,P
14564,14602,QRS
14619,14677,T
14776,14805,P
14824,14860,QRS
14910,14985,T
15077,15123,P
15132,15163,QRS
15189,15227,T
15229,15247,P
15267,15319,QRS
15354,15398,T
15514,15529,P
15565,15602,QRS
15655,15740,T
15799,15841,P
15850,15886,QRS
15926,16070,T
16072,16086,P
16134,16170,QRS
16197,16270,T
16333,16364,QRS
16395,16458,T
16460,16480,P
16505,16552,QRS
16582,16632,T
16751,16767,P
16805,16838,QRS
16865,16920,T
17005,17042,QRS
17053,17135,T
17194,17209,P
17259,17289,QRS
17331,17387,T
17490,17536,P
17545,17576,QRS
17616,17706,T
17762,17777,P
17827,17859,QRS
17895,17953,T
18089,18130,P
18134,18165,QRS
18188,18301,T
18412,18437,P
18456,18486,QRS
18519,18624,T
18730,18748,P
18770,18803,QRS
18845,18941,T
19010,19052,P
19059,19088,QRS
19121,19186,T
19198,19229,P
19266,19297,QRS
19306,19379,T
19451,19484,P
19510,19542,QRS
19586,19640,T
19734,19774,P
19784,19817,QRS
19855,19951,T
20022,20058,P
20073,20104,QRS
20144,20206,T
20312,20350,P
20361,20393,QRS
20405,20440,T
20460,20500,P
20507,20557,QRS
20609,20651,T
20818,20848,P
20855,20893,QRS
20935,20953,T
20961,20998,P
21014,21055,QRS
21058,21154,T
21288,21333,P
21335,21370,QRS
21371,21446,T
21459,21500,P
21531,21565,QRS
21589,21643,T
21726,21741,P
21790,21821,QRS
21867,21955,T
22047,22062,P
22095,22124,QRS
22153,22229,T
22229,22257,P
22292,22325,QRS
22368,22405,T
22497,22513,P
22560,22591,QRS
22601,22695,T
22771,22814,P
22825,22856,QRS
22883,22955,T
22955,22974,P
23018,23050,QRS
23063,23129,T
