ROILimits_1,ROILimits_2,Value
169,195,P
207,234,QRS
239,319,T
398,426,P
438,464,QRS
629,656,P
669,695,QRS
699,834,T
855,883,P
894,934,QRS
964,1026,T
1083,1110,P
1122,1149,QRS
1313,1340,P
1348,1381,QRS
1547,1576,P
1580,1626,QRS
1780,1808,P
1818,1846,QRS
2011,2037,P
2049,2077,QRS
2244,2273,P
2281,2311,QRS
2476,2504,P
2514,2554,QRS
2711,2738,P
2750,2779,QRS
2784,2884,T
2947,2974,P
2979,3014,QRS
3182,3211,P
3221,3250,QRS
3288,3329,T
3412,3439,P
3445,3479,QRS
3482,3559,T
3642,3670,P
3677,3708,QRS
3877,3904,P
3913,3956,QRS
4112,4140,P
4150,4179,QRS
4343,4370,P
4378,4420,QRS
4573,4602,P
4612,4638,QRS
4800,4828,P
4833,4868,QRS
5031,5058,P
5072,5100,QRS
5265,5292,P
5295,5345,QRS
5494,5519,P
5532,5571,QRS
5722,5749,P
5760,5787,QRS
5950,5979,P
5984,6028,QRS
6182,6208,P
6221,6262,QRS
6414,6441,P
6454,6481,QRS
6485,6518,T
6572,6598,P
6604,6673,QRS
6827,6872,P
6876,6920,QRS
7104,7132,P
7144,7183,QRS
7320,7349,T
7418,7438,P
7462,7518,QRS
7523,7544,T
7563,7593,P
7595,7632,QRS
7704,7737,T
7794,7821,P
7825,7860,QRS
8021,8048,P
8060,8085,QRS
8245,8273,P
8281,8311,QRS
8474,8501,P
8514,8541,QRS
8705,8734,P
8742,8771,QRS
8932,8958,P
8967,8998,QRS
9003,9074,T
9151,9168,P
9176,9224,QRS
9385,9414,P
9424,9452,QRS
9616,9644,P
9657,9683,QRS
9689,9786,T
9854,9881,P
9892,9919,QRS
10082,10109,P
10121,10148,QRS
10196,10217,T
10313,10342,P
10345,10379,QRS
10544,10571,P
10584,10611,QRS
10780,10806,P
10822,10848,QRS
11016,11043,P
11055,11082,QRS
11247,11275,P
11283,11314,QRS
11356,11447,T
11476,11503,P
11515,11541,QRS
11547,11621,T
11710,11739,P
11749,11777,QRS
11944,11972,P
11985,12011,QRS
12179,12207,P
12219,12245,QRS
12410,12438,P
12450,12476,QRS
12644,12671,P
12682,12709,QRS
12744,12827,T
12873,12902,P
12913,12941,QRS
13106,13132,P
13147,13173,QRS
13341,13369,P
13374,13407,QRS
13413,13484,T
13568,13596,P
13603,13635,QRS
13800,13827,P
13838,13864,QRS
13870,14009,T
14029,14059,P
14068,14095,QRS
14264,14292,P
14301,14330,QRS
14496,14522,P
14536,14562,QRS
14568,14660,T
14726,14751,P
14759,14792,QRS
14956,14984,P
14995,15022,QRS
15184,15211,P
15225,15251,QRS
15257,15346,T
15417,15445,P
15456,15484,QRS
15654,15682,P
15688,15720,QRS
15872,15892,P
15900,15949,QRS
16110,16135,P
16147,16175,QRS
16340,16367,P
16374,16407,QRS
16450,16509,T
16572,16600,P
16606,16639,QRS
16802,16830,P
16843,16869,QRS
17035,17062,P
17075,17102,QRS
17107,17169,T
17263,17291,P
17301,17329,QRS
17334,17372,T
17492,17519,P
17531,17559,QRS
17725,17751,P
17764,17792,QRS
17958,17985,P
17997,18024,QRS
18187,18215,P
18227,18254,QRS
18416,18442,P
18454,18481,QRS
18648,18675,P
18688,18715,QRS
18881,18909,P
18916,18949,QRS
19114,19143,P
19153,19180,QRS
19349,19376,P
19388,19415,QRS
19421,19495,T
19578,19604,P
19612,19644,QRS
19808,19834,P
19841,19874,QRS
20045,20073,P
20080,20112,QRS
20279,20307,P
20318,20344,QRS
20350,20423,T
20508,20534,P
20549,20573,QRS
20739,20766,P
20778,20805,QRS
20810,20932,T
20966,20993,P
21004,21033,QRS
21198,21224,P
21237,21265,QRS
21431,21459,P
21467,21497,QRS
21502,21537,T
21659,21687,P
21698,21725,QRS
21888,21915,P
21928,21952,QRS
22117,22145,P
22157,22184,QRS
22351,22381,P
22392,22419,QRS
22425,22457,T
22584,22612,P
22624,22651,QRS
22816,22843,P
22853,22883,QRS
23047,23075,P
23085,23114,QRS
23278,23305,P
23318,23345,QRS
23512,23539,P
23550,23578,QRS
23744,23770,P
23783,23809,QRS
23972,24002,P
24011,24038,QRS
24200,24227,P
24237,24266,QRS
24430,24458,P
24469,24496,QRS
24661,24691,P
24702,24729,QRS
24894,24921,P
24933,24960,QRS
25125,25152,P
25164,25190,QRS
25356,25384,P
25394,25422,QRS
25587,25615,P
25627,25654,QRS
25822,25850,P
25862,25889,QRS
26054,26080,P
26083,26120,QRS
26126,26224,T
26284,26312,P
26323,26351,QRS
26356,26431,T
26513,26542,P
26549,26579,QRS
26744,26771,P
26781,26814,QRS
26978,27008,P
27020,27046,QRS
27211,27238,P
27248,27276,QRS
27301,27334,T
27346,27387,P
27392,27455,QRS
27455,27560,T
27657,27701,QRS
27899,27927,P
27937,27964,QRS
28128,28157,P
28168,28195,QRS
28200,28238,T
28358,28387,P
28393,28425,QRS
28590,28619,P
28627,28657,QRS
28682,28775,T
28820,28846,P
28860,28885,QRS
29054,29081,P
29094,29121,QRS
29143,29168,T
29289,29318,P
29329,29356,QRS
29362,29502,T
29521,29548,P
29553,29587,QRS
29592,29625,T
29757,29783,P
29792,29823,QRS
29985,30013,P
30024,30051,QRS
30057,30153,T
30216,30244,P
30256,30283,QRS
30452,30481,P
30491,30519,QRS
30682,30710,P
30722,30749,QRS
30792,30820,T
30914,30942,P
30954,30981,QRS
31143,31170,P
31182,31208,QRS
31376,31404,P
31416,31442,QRS
31611,31637,P
31651,31677,QRS
31842,31868,P
31881,31907,QRS
31913,31983,T
32077,32105,P
32116,32143,QRS
32149,32223,T
32306,32333,P
32346,32372,QRS
32538,32567,P
32574,32606,QRS
32774,32802,P
32813,32841,QRS
33006,33034,P
33045,33072,QRS
33238,33265,P
33270,33304,QRS
33467,33494,P
33503,33532,QRS
33702,33730,P
33742,33769,QRS
33938,33966,P
33975,34004,QRS
34169,34196,P
34209,34247,QRS
34401,34431,P
34441,34467,QRS
34622,34640,P
34671,34698,QRS
34703,34730,T
34818,34858,QRS
35089,35109,P
35114,35140,QRS
35172,35268,T
35331,35359,P
35370,35396,QRS
35410,35465,T
35557,35583,P
35597,35623,QRS
35774,35795,P
35823,35850,QRS
35990,36010,P
36023,36053,QRS
36068,36137,T
36250,36277,P
36290,36317,QRS
36322,36404,T
36487,36514,P
36522,36553,QRS
36720,36746,P
36751,36786,QRS
36830,36845,T
36882,36898,P
36900,36978,QRS
37174,37191,P
37199,37222,QRS
37413,37440,P
37452,37479,QRS
37484,37579,T
37640,37669,P
37679,37706,QRS
37870,37898,P
37909,37936,QRS
37958,37992,T
38099,38128,P
38131,38165,QRS
38331,38359,P
38371,38398,QRS
38568,38597,P
38609,38636,QRS
38802,38829,P
38841,38868,QRS
39034,39061,P
39065,39099,QRS
39263,39290,P
39302,39330,QRS
39334,39369,T
39378,39410,P
39447,39524,QRS
39528,39617,T
39709,39767,QRS
39779,39854,T
39927,39961,QRS
39972,40077,T
40133,40161,P
40184,40235,QRS
40405,40447,QRS
40461,40564,T
40660,40682,P
40688,40730,QRS
40891,40935,QRS
40940,41002,T
41143,41190,QRS
41362,41391,QRS
41408,41476,T
41600,41615,P
41620,41657,QRS
41841,41872,QRS
41878,41957,T
42079,42108,P
42118,42154,QRS
42177,42266,T
42313,42339,P
42348,42378,QRS
42384,42462,T
42544,42570,P
42581,42609,QRS
42772,42800,P
42812,42838,QRS
43004,43032,P
43039,43072,QRS
43240,43267,P
43278,43307,QRS
43471,43497,P
43510,43538,QRS
43583,43642,T
43703,43732,P
43736,43768,QRS
43774,43843,T
43935,43962,P
43974,44001,QRS
44169,44196,P
44202,44236,QRS
44241,44373,T
44404,44432,P
44442,44470,QRS
44475,44574,T
44637,44664,P
44676,44703,QRS
44709,44806,T
44870,44896,P
44908,44935,QRS
45101,45129,P
45140,45167,QRS
45173,45206,T
45335,45362,P
45375,45402,QRS
45572,45600,P
45611,45638,QRS
45804,45831,P
45845,45870,QRS
45876,45974,T
46034,46061,P
46072,46098,QRS
46267,46294,P
46307,46333,QRS
46501,46528,P
46541,46567,QRS
46737,46766,P
46777,46802,QRS
46808,46881,T
46970,46997,P
47006,47037,QRS
47202,47231,P
47242,47268,QRS
47434,47464,P
47472,47502,QRS
47670,47697,P
47709,47737,QRS
47742,47843,T
47905,47933,P
47944,47971,QRS
47976,48048,T
48137,48165,P
48175,48203,QRS
48368,48394,P
48406,48433,QRS
48438,48541,T
48599,48627,P
48639,48665,QRS
48729,48790,T
48834,48861,P
48872,48900,QRS
49066,49094,P
49104,49133,QRS
49302,49330,P
49342,49369,QRS
49533,49561,P
49572,49598,QRS
49762,49790,P
49800,49829,QRS
49996,50023,P
50036,50063,QRS
50228,50256,P
50265,50295,QRS
50299,50368,T
50459,50486,P
50498,50524,QRS
50691,50718,P
50730,50756,QRS
50922,50949,P
50957,50989,QRS
51157,51185,P
51197,51224,QRS
51230,51328,T
51393,51420,P
