ROILimits_1,ROILimits_2,Value
129,158,P
178,244,QRS
246,350,T
457,490,P
511,546,QRS
582,705,T
734,763,P
772,808,QRS
839,872,T
925,958,P
973,1008,QRS
1017,1059,T
1126,1160,P
1164,1201,QRS
1321,1356,T
1425,1452,P
1464,1498,QRS
1566,1607,T
1676,1708,P
1734,1770,QRS
1778,1967,T
2033,2062,P
2089,2126,QRS
2204,2234,T
2377,2397,P
2409,2437,QRS
2517,2597,T
2708,2734,P
2745,2781,QRS
2782,2893,T
2937,2958,P
2977,3011,QRS
3035,3160,T
3309,3330,P
3348,3382,QRS
3418,3456,T
3489,3527,P
3529,3578,QRS
3615,3653,T
3712,3750,P
3764,3805,QRS
3838,3918,T
3927,3958,P
3983,4018,QRS
4113,4153,T
4226,4251,P
4264,4321,QRS
4417,4494,T
4613,4639,P
4652,4711,QRS
4835,4878,T
4927,4965,P
4969,5011,QRS
5062,5132,T
5157,5194,P
5199,5240,QRS
5380,5397,T
5532,5576,P
5580,5629,QRS
5637,5806,T
5839,5872,P
5879,5914,QRS
6011,6047,T
6069,6105,P
6107,6153,QRS
6200,6306,T
6356,6391,P
6402,6436,QRS
6474,6552,T
6554,6594,P
6598,6648,QRS
6758,6779,P
6802,6844,QRS
6859,6900,T
6946,6971,P
7001,7041,QRS
7090,7137,T
7173,7198,P
7204,7242,QRS
7359,7403,T
7439,7465,P
7468,7520,QRS
7577,7629,T
7644,7670,P
7693,7727,QRS
7731,7839,T
7913,7940,P
7944,7984,QRS
7986,8092,T
8123,8157,P
8173,8220,QRS
8301,8379,T
8503,8541,P
8545,8582,QRS
8643,8698,T
8760,8804,QRS
8836,8994,T
9016,9038,P
9060,9111,QRS
9120,9207,T
9250,9280,P
9290,9325,QRS
9355,9402,T
9519,9553,P
9558,9622,QRS
9629,9739,T
9839,9879,P
9882,9930,QRS
10000,10041,T
10097,10135,P
10137,10173,QRS
10232,10323,T
10475,10511,P
10514,10553,QRS
10566,10604,T
10636,10675,P
10693,10728,QRS
10732,10888,T
10893,10928,P
10930,10993,QRS
10996,11132,T
11167,11195,P
11200,11244,QRS
11250,11399,T
11450,11494,P
11496,11561,QRS
11567,11686,T
11713,11751,P
11758,11801,QRS
11804,11873,T
12033,12097,QRS
12207,12235,T
12327,12363,P
12367,12426,QRS
12427,12553,T
12562,12594,P
12610,12656,QRS
12779,12814,P
12837,12880,QRS
12882,12998,T
13049,13083,P
13085,13148,QRS
13150,13237,T
13251,13280,P
13284,13340,QRS
13400,13438,T
13459,13496,P
13503,13556,QRS
13599,13628,T
13715,13746,P
13759,13804,QRS
13855,13890,T
13959,13997,P
14006,14037,QRS
14059,14175,T
14189,14217,P
14251,14296,QRS
14306,14439,T
14446,14488,P
14493,14536,QRS
14550,14694,T
14713,14750,P
14778,14835,QRS
14870,14944,T
14994,15021,P
15026,15062,QRS
15203,15236,P
15244,15302,QRS
15304,15400,T
15538,15559,P
15567,15607,QRS
15635,15755,T
15789,15815,P
15829,15877,QRS
15881,15993,T
16080,16114,P
16120,16171,QRS
16304,16337,T
16370,16390,P
16410,16457,QRS
16535,16573,T
16617,16656,P
16658,16704,QRS
16711,16865,T
16968,16995,P
17008,17044,QRS
17080,17119,T
17237,17263,P
17269,17328,QRS
17438,17474,T
17501,17538,P
17551,17583,QRS
17681,17724,T
17794,17827,P
17836,17882,QRS
18068,18106,P
18109,18159,QRS
18165,18284,T
18307,18340,P
18342,18387,QRS
18434,18473,T
18523,18554,P
18578,18617,QRS
18651,18694,T
18897,18923,P
18935,18985,QRS
18994,19156,T
19206,19227,P
19230,19268,QRS
19374,19410,T
19604,19637,P
19652,19692,QRS
19698,19777,T
19781,19805,P
19826,19880,QRS
19929,19972,T
20087,20117,P
20133,20185,QRS
20255,20270,T
20298,20318,P
20340,20403,QRS
20477,20507,T
20522,20541,P
20563,20606,QRS
20622,20750,T
20799,20836,P
20844,20874,QRS
20880,20964,T
20997,21028,P
21032,21082,QRS
21091,21132,T
21176,21208,P
21229,21293,QRS
21295,21419,T
21465,21494,P
21499,21530,QRS
21541,21579,T
21630,21660,P
21674,21714,QRS
21771,21811,T
21815,21847,P
21853,21897,QRS
21914,22035,T
22046,22070,P
22099,22152,QRS
22161,22204,T
22350,22379,P
22383,22420,QRS
22450,22492,T
22563,22588,P
22596,22661,QRS
22776,22799,P
22815,22856,QRS
22872,23020,T
23039,23075,P
23087,23120,QRS
23202,23281,T
23313,23348,P
23351,23406,QRS
23408,23500,T
23519,23544,P
23557,23613,QRS
23614,23682,T
23724,23749,P
23764,23811,QRS
23862,23940,T
23973,24002,P
24010,24065,QRS
24067,24131,T
24136,24165,P
24173,24228,QRS
24298,24334,T
24436,24472,P
24475,24517,QRS
24524,24617,T
24659,24688,P
24695,24748,QRS
24789,24829,T
24910,24944,P
24971,25011,QRS
25112,25145,T
25213,25238,P
25241,25275,QRS
25281,25369,T
25406,25441,P
25445,25485,QRS
25505,25610,T
25642,25667,P
25690,25724,QRS
25734,25909,T
25927,25964,P
25972,26021,QRS
26081,26121,T
26193,26217,P
26224,26257,QRS
26334,26377,T
26396,26428,P
26444,26479,QRS
26517,26596,T
26654,26676,P
26693,26727,QRS
26739,26876,T
26920,26959,P
26963,27014,QRS
27019,27101,T
27121,27139,P
27169,27207,QRS
27240,27312,T
27344,27374,P
27377,27413,QRS
27441,27524,T
27570,27606,P
27615,27651,QRS
27715,27755,T
27817,27856,P
27861,27903,QRS
27904,28057,T
28138,28171,P
28177,28217,QRS
28327,28371,T
28426,28448,P
28450,28482,QRS
28488,28550,T
28569,28644,QRS
28653,28754,T
28843,28876,P
28885,28919,QRS
28941,28984,T
29033,29064,P
29070,29108,QRS
29116,29268,T
29275,29318,P
29331,29366,QRS
29451,29557,T
29590,29617,P
29633,29674,QRS
29752,29800,T
29878,29923,P
29926,29983,QRS
29995,30096,T
30121,30152,P
30164,30198,QRS
30205,30265,T
30337,30369,P
30391,30456,QRS
30459,30498,T
30528,30564,P
30568,30625,QRS
30630,30777,T
30853,30880,P
30902,30944,QRS
30988,31024,T
31078,31103,P
31109,31151,QRS
31302,31328,T
31396,31436,P
31440,31496,QRS
31505,31618,T
31661,31697,P
31701,31743,QRS
31848,31936,T
32006,32039,P
32049,32083,QRS
32117,32145,T
32201,32229,P
32244,32308,QRS
32312,32375,T
32416,32460,P
32462,32510,QRS
32546,32605,T
32611,32648,P
32651,32707,QRS
32737,32778,T
32856,32882,P
32888,32932,QRS
32946,32974,T
33036,33059,P
33065,33104,QRS
33189,33263,T
33389,33421,P
33430,33470,QRS
33475,33538,T
33682,33717,P
33728,33777,QRS
33802,33847,T
34039,34064,P
34069,34108,QRS
34108,34163,T
34266,34294,P
34298,34331,QRS
34426,34463,T
34487,34513,P
34526,34577,QRS
34579,34658,T
34660,34705,P
34723,34761,QRS
34802,34877,T
35007,35036,P
35069,35124,QRS
35135,35293,T
35415,35449,P
35452,35486,QRS
35541,35582,T
35625,35670,P
35672,35731,QRS
35747,35790,T
35846,35861,P
35963,36037,T
36062,36103,P
36106,36152,QRS
36172,36214,T
36264,36299,P
36323,36370,QRS
36391,36430,T
36433,36457,P
36484,36552,QRS
36576,36617,T
36664,36701,P
36724,36763,QRS
36834,36877,T
36953,36989,P
36993,37035,QRS
37038,37130,T
37159,37194,P
37197,37248,QRS
37378,37416,T
37428,37467,P
37480,37511,QRS
37515,37663,T
37696,37735,P
37740,37806,QRS
37813,37950,T
37988,38016,P
38031,38073,QRS
38145,38193,T
38278,38307,P
38330,38370,QRS
38382,38494,T
38520,38549,P
38573,38607,QRS
38619,38746,T
38769,38793,P
38813,38850,QRS
38860,38942,T
38966,38987,P
39005,39035,QRS
39045,39164,T
39171,39215,P
39219,39259,QRS
39288,39330,T
39459,39488,P
39506,39556,QRS
39600,39644,T
39719,39748,P
39762,39803,QRS
39804,39877,T
39972,40035,QRS
40051,40182,T
40244,40279,QRS
40284,40387,T
40508,40546,QRS
40547,40629,T
40720,40747,P
40755,40790,QRS
40939,40968,P
40979,41034,QRS
41081,41167,T
41196,41233,P
41239,41297,QRS
41351,41393,T
41459,41498,P
41501,41542,QRS
41550,41678,T
41703,41739,P
41759,41790,QRS
41807,41884,T
41914,41947,P
41952,41989,QRS
42067,42145,T
42192,42230,P
42240,42272,QRS
42277,42440,T
42447,42483,P
42496,42565,QRS
42661,42693,T
42767,42819,QRS
42961,43001,T
43011,43040,P
43066,43102,QRS
43152,43191,T
43258,43289,P
43303,43336,QRS
43447,43476,T
43562,43623,QRS
43696,43726,T
43778,43803,P
43807,43845,QRS
43873,43955,T
44074,44106,P
44115,44148,QRS
44180,44226,T
44256,44294,P
44309,44359,QRS
44365,44437,T
44459,44478,P
44499,44535,QRS
44594,44635,T
44637,44651,P
44679,44733,QRS
44734,44875,T
44891,44929,P
44931,44984,QRS
44988,45146,T
45243,45282,QRS
45358,45404,T
45421,45456,P
45466,45502,QRS
45505,45572,T
45663,45726,QRS
45758,45793,T
45824,45857,P
45862,45903,QRS
45906,46017,T
46045,46082,P
46101,46174,QRS
46182,46287,T
46317,46349,P
46359,46395,QRS
46399,46478,T
46528,46563,P
46570,46608,QRS
46616,46774,T
46884,46931,QRS
46935,47075,T
47139,47176,QRS
47178,47302,T
47347,47387,P
47389,47456,QRS
47481,47566,T
47601,47633,P
47657,47701,QRS
47703,47778,T
47797,47821,P
47837,47892,QRS
47951,47996,T
48078,48106,P
48117,48182,QRS
48210,48238,T
48274,48314,P
48317,48362,QRS
48373,48521,T
48547,48579,P
48584,48618,QRS
48646,48689,T
48838,48867,P
48876,48933,QRS
48981,49056,T
49135,49153,P
49180,49241,QRS
49260,49351,T
49395,49428,P
49432,49465,QRS
49478,49519,T
49602,49642,P
49655,49704,QRS
49717,49811,T
49814,49853,P
49855,49900,QRS
49952,49993,T
50067,50097,P
50101,50138,QRS
50166,50247,T
50256,50286,P
50313,50348,QRS
50363,50405,T
50531,50567,P
50571,50603,QRS
50681,50746,T
50816,50873,QRS
50874,50917,T
51023,51073,QRS
51143,51178,T
51252,51288,QRS
51326,51420,T
51464,51499,P
51525,51566,QRS
51605,51637,T
51800,51832,P
51837,51878,QRS
51983,52056,T
52113,52146,QRS
52160,52298,T
52302,52335,P
52338,52389,QRS
52403,52539,T
52566,52593,P
52619,52672,QRS
52760,52792,T
52843,52870,P
52896,52957,QRS
52962,52999,T
53126,53149,P
53162,53195,QRS
53201,53316,T
53424,53459,P
53463,53519,QRS
53650,53678,P
53705,53746,QRS
53768,53885,T
53895,53922,P
53939,54004,QRS
54009,54151,T
54155,54189,P
54215,54295,QRS
54316,54355,T
54462,54496,QRS
54560,54598,T
54665,54693,P
54703,54741,QRS
54750,54821,T
54871,54899,P
54910,54950,QRS
54965,55140,T
55148,55180,P
55222,55260,QRS
55368,55405,T
55410,55446,P
55449,55498,QRS
55634,55668,T
55679,55707,P
55733,55787,QRS
55919,55952,T
56041,56071,P
56077,56154,QRS
56165,56193,T
56222,56257,P
56260,56301,QRS
56366,56479,T
56493,56525,P
56537,56600,QRS
56613,56748,T
56770,56804,P
56808,56848,QRS
56912,57032,T
57094,57127,QRS
57134,57242,T
57262,57305,P
57307,57355,QRS
57390,57445,T
57543,57580,QRS
57608,57740,T
57794,57830,P
57842,57889,QRS
57974,58015,T
58091,58128,QRS
58185,58228,T
58307,58332,P
58352,58399,QRS
58459,58502,T
58609,58642,QRS
58647,58751,T
58758,58792,P
58800,58852,QRS
58913,59000,T
59111,59153,QRS
59211,59244,T
59300,59325,P
59364,59396,QRS
59401,59575,T
59623,59667,QRS
59773,59811,T
59881,59911,P
59932,59971,QRS
60025,60065,T
60139,60162,P
60182,60215,QRS
60223,60359,T
60511,60546,P
60555,60587,QRS
60598,60674,T
60706,60734,P
60747,60787,QRS
60791,60973,T
61050,61080,P
61100,61133,QRS
61137,61245,T
61332,61373,QRS
61389,61506,T
61542,61570,P
61583,61626,QRS
61643,61789,T
61854,61902,QRS
61911,62012,T
62097,62150,QRS
62159,62253,T
62282,62313,P
62327,62361,QRS
62396,62452,T
62539,62577,QRS
62590,62627,T
62769,62800,P
62802,62837,QRS
62926,62969,T
63018,63048,P
63069,63109,QRS
63276,63310,P
63314,63372,QRS
63376,63413,T
63499,63537,P
63547,63579,QRS
63586,63662,T
63751,63785,QRS
63795,63866,T
63918,63941,P
63970,64018,QRS
64040,64157,T
64244,64277,QRS
64282,64326,T
64374,64407,P
64417,64457,QRS
64463,64535,T
64597,64631,QRS
64643,64705,T
64717,64748,P
64768,64810,QRS
64860,64895,T
64979,65019,P
65026,65065,QRS
65090,65165,T
65195,65227,P
65250,65284,QRS
65296,65366,T
65442,65498,QRS
65510,65607,T
65618,65647,P
65655,65696,QRS
65775,65806,P
65832,65886,QRS
65918,65992,T
66075,66117,QRS
66132,66254,T
66323,66384,QRS
66385,66479,T
66533,66565,P
66635,66664,T
66667,66703,P
66711,66744,QRS
66750,66885,T
66932,66968,P
66971,67021,QRS
67027,67093,T
67100,67130,P
67130,67170,QRS
67173,67257,T
67380,67412,P
67421,67468,QRS
67505,67559,QRS
67561,67630,T
67635,67655,P
67684,67726,QRS
67759,67831,T
67882,67913,P
67922,67969,QRS
68148,68191,QRS
68271,68309,T
68315,68347,P
68373,68430,QRS
68434,68574,T
68582,68616,P
68645,68687,QRS
68745,68782,T
68866,68906,QRS
68927,68972,T
69085,69127,QRS
69214,69246,T
69261,69289,P
69303,69342,QRS
69416,69450,T
69482,69513,P
69539,69585,QRS
69598,69692,T
69777,69817,QRS
69871,69930,T
69937,69971,P
69978,70043,QRS
70049,70197,T
70202,70234,P
70242,70291,QRS
70310,70467,T
70504,70535,P
70541,70579,QRS
70594,70733,T
70836,70876,QRS
70880,70918,T
71089,71129,QRS
71135,71301,T
71327,71359,P
71385,71448,QRS
71471,71506,T
71588,71641,QRS
71718,71755,T
71781,71809,P
