ROILimits_1,ROILimits_2,Value
137,153,P
176,200,QRS
245,286,T
352,371,P
395,419,QRS
454,504,T
571,589,P
615,636,QRS
677,721,T
814,834,P
856,879,QRS
918,965,T
1110,1128,P
1148,1173,QRS
1215,1260,T
1399,1418,P
1436,1460,QRS
1500,1547,T
1625,1643,P
1665,1690,QRS
1729,1777,T
1841,1857,P
1882,1906,QRS
1943,1991,T
2064,2082,P
2104,2129,QRS
2168,2214,T
2317,2337,P
2356,2381,QRS
2422,2468,T
2581,2598,P
2619,2643,QRS
2683,2731,T
2814,2832,P
2859,2881,QRS
2919,2966,T
3028,3044,P
3070,3095,QRS
3134,3180,T
3259,3278,P
3299,3323,QRS
3362,3409,T
3526,3544,P
3568,3589,QRS
3631,3674,T
3786,3803,P
3825,3849,QRS
3887,3935,T
4002,4019,P
4043,4068,QRS
4105,4154,T
4219,4238,P
4262,4286,QRS
4324,4371,T
4488,4506,P
4528,4550,QRS
4589,4636,T
4768,4786,P
4808,4833,QRS
4871,4918,T
5049,5068,P
5088,5113,QRS
5156,5200,T
5277,5296,P
5320,5344,QRS
5381,5426,T
5519,5539,P
5559,5583,QRS
5622,5669,T
5799,5820,P
5841,5865,QRS
5903,5950,T
6083,6101,P
6122,6146,QRS
6187,6232,T
6301,6320,P
6343,6368,QRS
6408,6453,T
6506,6526,P
6551,6573,QRS
6616,6658,T
6721,6744,P
6765,6788,QRS
6825,6874,T
6990,7010,P
7031,7053,QRS
7091,7139,T
7274,7293,P
7314,7336,QRS
7375,7423,T
7493,7512,P
7538,7563,QRS
7600,7645,T
7742,7761,P
7784,7808,QRS
7846,7894,T
8082,8101,P
8121,8143,QRS
8183,8232,T
8376,8393,P
8414,8439,QRS
8494,8529,T
8594,8612,P
8636,8662,QRS
8701,8748,T
8813,8832,P
8859,8880,QRS
8919,8966,T
9054,9074,P
9094,9119,QRS
9155,9203,T
9343,9360,P
9380,9405,QRS
9448,9493,T
9609,9626,P
9646,9671,QRS
9712,9758,T
9827,9844,P
9869,9894,QRS
9933,9978,T
10046,10063,P
10089,10113,QRS
10151,10197,T
10310,10327,P
10348,10373,QRS
10412,10460,T
10595,10614,P
10634,10658,QRS
10698,10745,T
10870,10887,P
10908,10933,QRS
10974,11019,T
11092,11111,P
11134,11159,QRS
11194,11244,T
11309,11327,P
11350,11372,QRS
11413,11458,T
11554,11574,P
11595,11620,QRS
11659,11703,T
11827,11845,P
11866,11891,QRS
11930,11978,T
12123,12139,P
12161,12185,QRS
12222,12274,T
12347,12364,P
12388,12413,QRS
12451,12500,T
12560,12577,P
12601,12626,QRS
12667,12713,T
12786,12807,P
12828,12854,QRS
12888,12936,T
13048,13065,P
13086,13110,QRS
13151,13198,T
13285,13302,P
13326,13350,QRS
13386,13435,T
13499,13517,P
13541,13566,QRS
13606,13653,T
13722,13742,P
13763,13787,QRS
13826,13875,T
13985,14006,P
14025,14050,QRS
14089,14138,T
14280,14296,P
14319,14343,QRS
14389,14432,T
14528,14545,P
14569,14593,QRS
14634,14681,T
14752,14771,P
14794,14818,QRS
14858,14905,T
15008,15028,P
15050,15073,QRS
15112,15156,T
15287,15307,P
15325,15350,QRS
15390,15438,T
15556,15574,P
15594,15619,QRS
15656,15707,T
15778,15796,P
15818,15843,QRS
15884,15929,T
15996,16013,P
16037,16062,QRS
16105,16148,T
16234,16251,P
16274,16299,QRS
16339,16387,T
16480,16498,P
16519,16544,QRS
16581,16631,T
16775,16794,P
16814,16836,QRS
16874,16925,T
17013,17030,P
17055,17080,QRS
17115,17163,T
17248,17265,P
17287,17310,QRS
17349,17395,T
17520,17539,P
17563,17585,QRS
17626,17671,T
17816,17835,P
17853,17878,QRS
17917,17965,T
18052,18072,P
18094,18119,QRS
18156,18203,T
18286,18304,P
18327,18350,QRS
18392,18437,T
18561,18578,P
18599,18624,QRS
18665,18712,T
18839,18857,P
18876,18901,QRS
18947,18987,T
19078,19095,P
19123,19144,QRS
19181,19229,T
19289,19308,P
19332,19356,QRS
19393,19441,T
19516,19534,P
19556,19581,QRS
19623,19668,T
19798,19816,P
19835,19859,QRS
19900,19948,T
20049,20066,P
20087,20112,QRS
20150,20202,T
20264,20280,P
20306,20330,QRS
20369,20414,T
20503,20524,P
20545,20569,QRS
20607,20653,T
20814,20833,P
20854,20878,QRS
20914,20963,T
21096,21114,P
21134,21159,QRS
21200,21247,T
21321,21339,P
21362,21387,QRS
21429,21472,T
21547,21564,P
21586,21610,QRS
21651,21698,T
21817,21837,P
21857,21882,QRS
21920,21968,T
22099,22118,P
