ROILimits_1,ROILimits_2,Value
258,290,P
307,343,QRS
347,504,T
521,552,P
565,601,QRS
611,756,T
783,817,P
829,863,QRS
873,1014,T
1043,1077,P
1087,1125,QRS
1132,1291,T
1305,1339,P
1353,1387,QRS
1394,1560,T
1567,1602,P
1614,1650,QRS
1668,1750,T
1822,1858,P
1867,1905,QRS
1922,2064,T
2084,2115,P
2133,2165,QRS
2176,2310,T
2344,2375,P
2391,2424,QRS
2434,2580,T
2603,2642,P
2649,2688,QRS
2695,2851,T
2867,2901,P
2916,2950,QRS
2961,3102,T
3131,3164,P
3176,3214,QRS
3221,3368,T
3397,3432,P
3446,3479,QRS
3503,3648,T
3663,3701,P
3708,3746,QRS
3755,3908,T
3924,3959,P
3966,4005,QRS
4011,4170,T
4181,4214,P
4229,4262,QRS
4275,4421,T
4437,4470,P
4481,4519,QRS
4530,4685,T
4697,4730,P
4743,4779,QRS
4790,4941,T
4959,4994,P
5003,5041,QRS
5054,5205,T
5219,5248,P
5263,5300,QRS
5302,5438,T
5468,5503,P
5515,5548,QRS
5557,5706,T
5725,5762,P
5770,5807,QRS
5818,5965,T
5985,6019,P
6029,6067,QRS
6080,6230,T
6246,6281,P
6295,6329,QRS
6339,6467,T
6501,6535,P
6545,6586,QRS
6596,6735,T
6754,6789,P
6794,6837,QRS
6847,6988,T
7009,7043,P
7052,7093,QRS
7097,7250,T
7267,7301,P
7313,7350,QRS
7358,7509,T
7527,7560,P
7573,7608,QRS
7621,7760,T
7784,7821,P
7830,7867,QRS
7881,8013,T
8038,8074,P
8084,8123,QRS
8137,8238,T
8295,8331,P
8338,8376,QRS
8388,8513,T
8547,8584,P
8597,8631,QRS
8643,8793,T
8800,8836,P
8845,8884,QRS
8892,9042,T
9051,9085,P
9097,9134,QRS
9142,9289,T
9303,9336,P
9345,9384,QRS
9396,9544,T
9553,9589,P
9601,9635,QRS
9646,9790,T
9806,9843,P
9856,9890,QRS
9897,10042,T
10059,10094,P
10099,10141,QRS
10146,10282,T
10305,10339,P
10349,10388,QRS
10405,10539,T
10557,10592,P
10606,10641,QRS
10658,10793,T
10813,10849,P
10861,10895,QRS
10904,11055,T
11067,11102,P
11110,11148,QRS
11160,11304,T
11321,11356,P
11363,11405,QRS
11416,11522,T
11578,11610,P
11624,11660,QRS
11666,11812,T
11831,11862,P
11875,11912,QRS
11930,12065,T
12081,12116,P
12127,12163,QRS
12176,12257,T
12335,12371,P
12383,12417,QRS
12428,12570,T
12584,12619,P
12629,12664,QRS
12684,12816,T
12822,12858,P
12872,12907,QRS
12933,13059,T
13065,13097,P
13105,13150,QRS
13154,13304,T
13310,13346,P
13360,13393,QRS
13407,13517,T
13555,13589,P
13605,13640,QRS
13655,13791,T
13805,13838,P
13854,13888,QRS
13909,14041,T
14054,14084,P
14096,14135,QRS
14155,14279,T
14297,14332,P
14346,14379,QRS
14397,14472,T
14548,14586,P
14597,14633,QRS
14647,14785,T
14805,14841,P
14854,14887,QRS
14895,15021,T
15056,15092,P
15104,15138,QRS
15144,15297,T
15311,15344,P
15353,15394,QRS
15409,15543,T
15567,15603,P
15613,15649,QRS
15656,15804,T
15824,15856,P
15869,15905,QRS
15918,16050,T
16076,16109,P
16119,16158,QRS
16171,16311,T
16335,16371,P
16384,16419,QRS
16423,16573,T
16595,16628,P
16645,16677,QRS
16696,16835,T
16858,16884,P
16902,16940,QRS
16951,17088,T
17108,17146,P
17158,17192,QRS
17202,17339,T
17365,17403,P
17409,17447,QRS
17460,17612,T
17615,17659,P
17672,17707,QRS
17729,17863,T
17884,17917,P
17925,17966,QRS
17981,18134,T
18151,18187,P
18197,18235,QRS
18241,18409,T
18427,18465,P
18470,18509,QRS
18531,18662,T
18698,18732,P
18739,18781,QRS
18807,18931,T
18966,19001,P
19005,19048,QRS
19057,19209,T
19218,19255,P
19269,19304,QRS
19319,19454,T
19484,19521,P
19531,19566,QRS
19574,19724,T
19744,19778,P
19786,19826,QRS
19838,19984,T
20009,20045,P
20055,20090,QRS
20113,20233,T
20266,20300,P
20312,20348,QRS
20354,20466,T
20514,20546,P
20561,20595,QRS
20609,20763,T
20775,20809,P
20823,20856,QRS
20883,21017,T
21037,21074,P
21081,21120,QRS
21134,21259,T
21298,21334,P
21340,21377,QRS
21409,21524,T
21557,21590,P
21602,21639,QRS
21639,21780,T
21808,21843,P
21856,21892,QRS
21910,22035,T
22059,22091,P
22098,22139,QRS
22150,22296,T
22308,22347,P
22354,22391,QRS
22410,22557,T
22564,22599,P
22611,22648,QRS
22712,22800,T
22808,22843,P
22856,22889,QRS
22891,22995,T
23048,23085,P
23092,23131,QRS
