ROILimits_1,ROILimits_2,Value
281,308,P
314,346,QRS
374,441,T
542,569,P
575,606,QRS
635,707,T
801,831,P
836,867,QRS
896,960,T
1061,1086,P
1093,1124,QRS
1152,1215,T
1309,1332,P
1339,1371,QRS
1398,1465,T
1548,1575,P
1583,1612,QRS
1638,1704,T
1789,1814,P
1821,1854,QRS
1882,1948,T
2048,2074,P
2080,2112,QRS
2140,2209,T
2317,2344,P
2350,2381,QRS
2409,2480,T
2589,2614,P
2620,2656,QRS
2681,2744,T
2852,2877,P
2883,2915,QRS
2943,3017,T
3114,3142,P
3147,3184,QRS
3205,3274,T
3367,3390,P
3402,3430,QRS
3458,3523,T
3625,3651,P
3656,3693,QRS
3718,3785,T
3892,3917,P
3925,3961,QRS
3985,4051,T
4153,4178,P
4186,4217,QRS
4244,4309,T
4411,4437,P
4446,4481,QRS
4506,4570,T
4670,4698,P
4706,4740,QRS
4764,4831,T
4913,4940,P
4947,4983,QRS
5008,5070,T
5140,5163,P
5172,5208,QRS
5232,5297,T
5359,5383,P
5389,5426,QRS
5450,5512,T
5586,5614,P
5619,5655,QRS
5679,5745,T
5820,5846,P
5852,5887,QRS
5911,5977,T
6060,6085,P
6093,6127,QRS
6150,6216,T
6312,6337,P
6345,6376,QRS
6405,6471,T
6575,6602,P
6608,6643,QRS
6668,6735,T
6837,6863,P
6870,6901,QRS
6930,6998,T
7090,7118,P
7123,7154,QRS
7182,7254,T
7353,7379,P
7387,7422,QRS
7445,7514,T
7613,7638,P
7647,7681,QRS
7705,7774,T
7873,7899,P
7906,7942,QRS
7965,8031,T
8133,8158,P
8165,8201,QRS
8224,8294,T
8395,8419,P
8428,8463,QRS
8487,8553,T
8654,8680,P
8686,8721,QRS
8746,8811,T
8906,8933,P
8941,8975,QRS
8999,9070,T
9161,9186,P
9194,9229,QRS
9254,9320,T
9417,9443,P
9449,9485,QRS
9511,9573,T
9657,9686,P
9690,9725,QRS
9750,9820,T
9891,9915,P
9923,9953,QRS
9978,10041,T
10124,10146,P
10159,10192,QRS
10217,10279,T
10350,10373,P
10382,10417,QRS
10439,10514,T
10564,10587,P
10597,10631,QRS
10657,10718,T
10779,10801,P
10809,10844,QRS
10867,10931,T
10992,11014,P
11022,11057,QRS
11082,11141,T
11196,11219,P
11227,11264,QRS
11285,11348,T
11397,11420,P
11426,11463,QRS
11483,11547,T
11597,11621,P
11628,11663,QRS
11688,11747,T
11799,11821,P
11830,11864,QRS
11888,11947,T
12009,12035,P
12039,12070,QRS
12095,12157,T
12232,12258,P
12264,12296,QRS
12320,12387,T
12464,12489,P
12497,12532,QRS
12555,12616,T
12704,12731,P
12739,12772,QRS
12796,12861,T
12942,12969,P
12975,13005,QRS
13033,13101,T
13183,13211,P
13216,13248,QRS
13278,13343,T
13427,13457,P
13462,13493,QRS
13521,13587,T
13678,13704,P
13710,13742,QRS
13768,13836,T
13931,13957,P
13964,13994,QRS
14022,14090,T
14180,14205,P
14213,14248,QRS
14271,14338,T
14419,14445,P
14452,14482,QRS
14511,14580,T
14659,14686,P
14691,14723,QRS
14748,14820,T
14906,14932,P
14937,14969,QRS
14998,15063,T
15167,15193,P
15198,15230,QRS
15257,15321,T
15441,15468,P
15474,15505,QRS
15533,15605,T
15710,15736,P
15743,15774,QRS
15804,15870,T
15969,15997,P
16004,16034,QRS
16063,16127,T
16227,16252,P
16263,16292,QRS
16320,16389,T
16480,16506,P
16514,16544,QRS
16571,16637,T
16732,16760,P
16764,16796,QRS
16823,16886,T
16974,16998,P
17005,17038,QRS
17058,17133,T
17214,17240,P
17244,17278,QRS
17296,17365,T
17448,17473,P
17481,17512,QRS
17540,17600,T
17676,17700,P
17709,17739,QRS
17768,17824,T
17898,17921,P
17929,17959,QRS
17986,18052,T
18119,18144,P
18152,18183,QRS
18212,18273,T
18347,18372,P
18380,18411,QRS
18438,18500,T
18578,18605,P
18610,18642,QRS
18670,18733,T
18796,18818,P
18826,18857,QRS
18885,18947,T
19013,19037,P
19045,19076,QRS
19104,19166,T
19251,19275,P
19285,19314,QRS
19342,19402,T
19504,19533,P
19538,19570,QRS
19598,19655,T
19772,19799,P
19805,19837,QRS
19865,19923,T
20049,20072,P
20082,20113,QRS
20141,20200,T
20324,20349,P
20356,20388,QRS
20416,20478,T
20593,20620,P
20624,20657,QRS
20686,20746,T
20858,20883,P
20891,20922,QRS
20951,21010,T
21118,21145,P
21150,21181,QRS
21209,21269,T
21384,21410,P
21417,21448,QRS
21476,21542,T
21654,21680,P
21685,21717,QRS
21747,21804,T
21925,21950,P
21958,21988,QRS
22018,22078,T
22200,22224,P
22234,22263,QRS
22291,22354,T
22464,22490,P
22495,22531,QRS
22554,22613,T
22714,22739,P
22749,22778,QRS
22806,22868,T
22964,22989,P
22998,23033,QRS
23058,23115,T
23213,23235,P
23245,23280,QRS
23304,23363,T
23454,23482,P
23488,23518,QRS
23547,23608,T
23692,23719,P
23726,23762,QRS
23786,23827,T
23934,23959,P
23969,23999,QRS
24028,24070,T
24181,24208,P
24217,24246,QRS
24275,24318,T
24440,24464,P
24471,24503,QRS
24530,24594,T
24698,24722,P
24729,24761,QRS
24789,24848,T
24954,24981,P
24987,25018,QRS
25047,25106,T
25201,25226,P
25234,25269,QRS
25292,25352,T
25446,25469,P
25480,25514,QRS
25537,25579,T
25702,25729,P
25734,25769,QRS
25794,25855,T
25989,26011,P
26020,26051,QRS
26080,26143,T
26266,26288,P
26298,26334,QRS
26359,26418,T
26545,26570,P
26576,26613,QRS
26639,26704,T
26814,26841,P
26848,26878,QRS
26908,26972,T
27082,27109,P
27115,27149,QRS
27174,27238,T
27359,27382,P
27390,27426,QRS
27452,27514,T
27631,27658,P
27664,27700,QRS
27725,27788,T
27905,27930,P
27937,27968,QRS
27998,28062,T
28186,28208,P
28217,28248,QRS
28277,28342,T
28473,28495,P
28505,28535,QRS
28566,28632,T
28749,28772,P
