ROILimits_1,ROILimits_2,Value
304,321,P
330,357,QRS
570,587,P
596,623,QRS
658,752,T
832,851,P
860,887,QRS
1101,1119,P
1123,1155,QRS
1187,1232,T
1376,1394,P
1397,1430,QRS
1646,1664,P
1672,1701,QRS
1909,1927,P
1935,1962,QRS
2186,2229,QRS
2444,2462,P
2466,2498,QRS
2705,2723,P
2730,2757,QRS
2968,2986,P
2989,3022,QRS
3060,3101,T
3236,3254,P
3262,3290,QRS
3504,3522,P
3531,3559,QRS
3766,3785,P
3793,3820,QRS
4031,4049,P
4057,4085,QRS
4112,4162,T
4258,4280,P
4309,4351,QRS
4555,4572,P
4576,4609,QRS
4803,4822,P
4825,4857,QRS
5052,5070,P
5080,5107,QRS
5310,5327,P
5337,5364,QRS
5577,5594,P
5598,5631,QRS
5840,5859,P
5868,5895,QRS
5939,5973,T
6109,6128,P
6130,6163,QRS
6198,6241,T
6386,6405,P
6413,6441,QRS
6659,6678,P
6686,6714,QRS
6930,6947,P
6956,6983,QRS
7027,7062,T
7203,7220,P
7229,7256,QRS
7300,7333,T
7478,7495,P
7503,7530,QRS
7740,7757,P
7763,7794,QRS
8001,8019,P
8022,8054,QRS
8267,8284,P
8293,8320,QRS
8508,8541,P
8544,8586,QRS
8796,8815,P
8823,8850,QRS
9066,9084,P
9094,9120,QRS
9161,9195,T
9340,9359,P
9364,9395,QRS
9437,9472,T
9616,9634,P
9642,9669,QRS
9882,9900,P
9908,9936,QRS
10158,10175,P
10183,10211,QRS
10439,10457,P
10464,10492,QRS
10711,10729,P
10733,10764,QRS
10984,11003,P
11011,11038,QRS
11076,11115,T
11259,11277,P
11287,11314,QRS
11348,11394,T
11532,11549,P
11557,11585,QRS
11795,11813,P
11821,11848,QRS
12061,12080,P
12082,12115,QRS
12331,12349,P
12358,12385,QRS
12424,12464,T
12600,12619,P
12623,12655,QRS
12861,12880,P
12888,12916,QRS
12955,13008,T
13124,13142,P
13145,13178,QRS
13392,13410,P
13413,13445,QRS
13487,13522,T
13664,13682,P
13684,13717,QRS
13928,13946,P
13950,13983,QRS
14194,14211,P
14220,14247,QRS
14287,14325,T
14464,14482,P
14491,14518,QRS
14734,14753,P
14760,14789,QRS
14824,14918,T
15001,15019,P
15027,15054,QRS
15092,15136,T
15273,15290,P
15299,15326,QRS
15552,15570,P
15578,15606,QRS
15821,15839,P
15842,15874,QRS
16092,16110,P
16114,16146,QRS
16183,16221,T
16364,16382,P
16388,16418,QRS
16633,16650,P
16654,16686,QRS
16894,16911,P
16921,16947,QRS
16988,17024,T
17162,17180,P
17186,17217,QRS
17434,17452,P
17462,17490,QRS
17700,17719,P
17722,17755,QRS
17965,17982,P
17991,18018,QRS
18064,18095,T
18231,18249,P
18258,18285,QRS
18502,18520,P
18528,18556,QRS
18748,18776,P
18780,18821,QRS
18856,18950,T
19037,19054,P
19059,19091,QRS
19127,19167,T
19313,19330,P
19339,19365,QRS
19587,19605,P
19607,19640,QRS
19852,19870,P
19873,19905,QRS
20123,20141,P
20150,20177,QRS
20215,20253,T
20397,20414,P
20419,20451,QRS
20499,20526,T
20628,20674,P
20678,20721,QRS
20933,20951,P
20960,20988,QRS
21203,21220,P
21224,21256,QRS
21294,21341,T
21473,21491,P
21500,21527,QRS
21724,21752,P
21754,21797,QRS
22006,22025,P
22029,22060,QRS
22270,22288,P
22297,22324,QRS
22386,22448,T
22536,22554,P
22558,22591,QRS
22797,22815,P
22818,22851,QRS
23054,23072,P
23076,23108,QRS
23320,23337,P
23341,23374,QRS
23420,23452,T
23594,23612,P
23615,23647,QRS
23689,23723,T
23863,23882,P
23890,23918,QRS
23961,23997,T
24127,24145,P
24155,24181,QRS
24393,24411,P
24420,24447,QRS
24479,24523,T
24661,24679,P
24688,24715,QRS
24888,24931,P
24935,24978,QRS
25012,25110,T
25179,25196,P
25200,25233,QRS
25270,25308,T
25437,25455,P
25458,25491,QRS
25705,25722,P
25725,25757,QRS
25965,25983,P
25992,26020,QRS
26229,26247,P
26255,26282,QRS
26496,26513,P
26523,26550,QRS
26591,26626,T
26771,26789,P
26799,26826,QRS
27038,27056,P
27060,27092,QRS
27130,27228,T
27308,27326,P
27336,27362,QRS
27424,27493,T
27584,27602,P
27605,27638,QRS
27674,27716,T
27858,27876,P
27885,27912,QRS
28127,28145,P
28154,28179,QRS
28403,28421,P
28430,28457,QRS
28500,28534,T
28681,28698,P
28706,28734,QRS
28952,28971,P
28974,29006,QRS
29050,29132,T
29219,29236,P
29246,29272,QRS
29487,29504,P
29514,29540,QRS
29587,29618,T
29751,29768,P
29777,29805,QRS
30012,30030,P
30039,30066,QRS
30268,30286,P
30295,30322,QRS
30528,30545,P
30552,30582,QRS
30626,30662,T
30792,30809,P
30815,30845,QRS
30891,30921,T
31057,31074,P
31084,31111,QRS
31149,31237,T
31317,31335,P
31344,31372,QRS
31582,31600,P
31609,31636,QRS
31850,31867,P
31872,31904,QRS
32109,32127,P
32130,32163,QRS
32373,32390,P
32399,32426,QRS
32641,32658,P
32662,32695,QRS
32908,32926,P
32934,32961,QRS
33169,33187,P
33196,33223,QRS
33266,33301,T
33437,33455,P
33463,33492,QRS
33519,33567,T
33707,33724,P
33733,33760,QRS
33966,33985,P
33990,34020,QRS
34232,34250,P
34259,34286,QRS
34327,34363,T
34498,34515,P
34525,34552,QRS
34591,34628,T
34765,34783,P
34786,34819,QRS
34864,34940,T
35025,35043,P
35051,35078,QRS
35118,35214,T
35291,35308,P
35317,35345,QRS
35387,35422,T
35560,35577,P
35586,35613,QRS
35825,35843,P
35852,35880,QRS
36087,36105,P
36113,36140,QRS
36355,36372,P
36382,36408,QRS
36623,36641,P
36644,36677,QRS
36887,36905,P
36914,36942,QRS
37150,37168,P
37176,37204,QRS
37414,37432,P
37435,37468,QRS
37681,37698,P
37707,37735,QRS
37945,37963,P
37967,37999,QRS
38042,38083,T
38208,38226,P
38235,38262,QRS
38298,38339,T
38476,38494,P
38498,38530,QRS
38576,38608,T
38748,38766,P
38770,38802,QRS
39013,39031,P
39039,39066,QRS
39281,39299,P
39302,39335,QRS
39377,39413,T
39551,39569,P
39578,39605,QRS
39817,39835,P
39844,39871,QRS
40079,40097,P
40100,40132,QRS
40175,40211,T
40344,40362,P
40365,40398,QRS
40619,40636,P
40645,40672,QRS
40881,40899,P
40908,40935,QRS
41149,41167,P
41170,41203,QRS
41421,41439,P
41448,41475,QRS
41518,41549,T
41691,41709,P
41718,41744,QRS
41955,41973,P
41982,42009,QRS
42043,42087,T
42221,42238,P
42247,42274,QRS
42489,42506,P
42515,42542,QRS
42748,42766,P
42770,42803,QRS
43006,43025,P
43028,43061,QRS
43099,43139,T
43267,43285,P
43288,43321,QRS
43535,43552,P
43562,43588,QRS
43799,43818,P
43823,43853,QRS
44064,44083,P
44091,44118,QRS
44163,44202,T
44329,44347,P
44350,44382,QRS
44600,44617,P
44622,44654,QRS
44694,44732,T
44868,44886,P
44889,44922,QRS
45131,45149,P
45158,45185,QRS
45223,45264,T
45379,45400,P
45404,45447,QRS
45658,45675,P
45684,45711,QRS
45922,45939,P
45943,45976,QRS
46179,46197,P
46201,46233,QRS
46441,46459,P
46468,46494,QRS
46708,46726,P
46735,46763,QRS
46976,46994,P
46998,47029,QRS
47240,47258,P
47267,47294,QRS
47327,47368,T
47509,47526,P
47536,47563,QRS
47786,47803,P
47813,47840,QRS
48054,48072,P
48080,48107,QRS
48323,48340,P
48350,48378,QRS
48598,48615,P
48624,48652,QRS
48868,48887,P
48895,48922,QRS
48964,49058,T
49134,49152,P
49161,49188,QRS
49402,49419,P
49429,49456,QRS
49673,49691,P
49700,49726,QRS
49939,49957,P
49965,49992,QRS
50201,50219,P
50228,50255,QRS
50464,50482,P
50491,50517,QRS
50724,50743,P
50751,50779,QRS
50976,50994,P
50998,51030,QRS
51231,51249,P
51258,51286,QRS
51483,51501,P
51504,51537,QRS
51737,51755,P
51764,51791,QRS
51986,52005,P
52014,52040,QRS
52247,52265,P
52274,52301,QRS
52346,52379,T
52512,52530,P
52539,52566,QRS
52610,52641,T
52785,52802,P
52811,52839,QRS
53052,53070,P
53075,53107,QRS
53326,53343,P
53348,53380,QRS
53425,53457,T
53605,53622,P
53632,53658,QRS
53696,53736,T
53877,53895,P
53904,53931,QRS
54145,54163,P
54173,54200,QRS
54415,54433,P
54436,54469,QRS
54687,54705,P
54709,54742,QRS
54950,54968,P
54977,55004,QRS
55214,55232,P
55241,55268,QRS
55314,55349,T
55485,55504,P
55511,55539,QRS
55751,55769,P
55776,55804,QRS
56012,56029,P
56039,56066,QRS
56111,56143,T
56273,56291,P
56299,56327,QRS
56370,56406,T
56537,56555,P
56560,56592,QRS
56797,56816,P
56816,56850,QRS
57057,57074,P
57084,57110,QRS
57153,57188,T
57322,57340,P
57349,57378,QRS
57591,57609,P
57613,57645,QRS
57855,57873,P
57882,57908,QRS
58123,58139,P
58145,58176,QRS
58217,58253,T
58390,58408,P
58412,58444,QRS
58657,58675,P
58683,58710,QRS
58916,58934,P
58943,58970,QRS
59176,59194,P
59203,59231,QRS
59264,59307,T
59438,59456,P
59463,59492,QRS
59694,59711,P
59716,59748,QRS
59954,59972,P
59980,60008,QRS
60218,60235,P
60240,60272,QRS
60311,60347,T
60482,60501,P
60504,60537,QRS
60581,60673,T
60744,60761,P
60769,60798,QRS
61008,61025,P
61034,61062,QRS
61238,61282,P
61286,61329,QRS
61375,61405,T
61534,61552,P
61561,61587,QRS
61797,61813,P
