ROILimits_1,ROILimits_2,Value
110,146,P
163,202,QRS
210,290,T
292,332,P
353,379,QRS
395,475,T
504,537,P
554,585,QRS
598,670,T
754,791,P
809,834,QRS
847,925,T
932,972,P
991,1021,QRS
1022,1104,T
1122,1141,P
1163,1189,QRS
1198,1278,T
1282,1317,P
1339,1370,QRS
1379,1415,T
1461,1494,P
1514,1544,QRS
1554,1625,T
1686,1714,QRS
1732,1799,T
1819,1836,P
1860,1886,QRS
1895,1971,T
2006,2019,P
2033,2064,QRS
2072,2154,T
2160,2195,P
2217,2243,QRS
2258,2308,T
2367,2399,P
2422,2448,QRS
2461,2543,T
2587,2609,P
2642,2669,QRS
2679,2761,T
2770,2805,P
2825,2853,QRS
2866,2947,T
2950,2985,P
2998,3038,QRS
3067,3111,T
3140,3164,P
3185,3211,QRS
3225,3304,T
3311,3347,P
3367,3393,QRS
3408,3478,T
3487,3519,P
3542,3572,QRS
3585,3656,T
3658,3696,P
3717,3743,QRS
3755,3832,T
3855,3878,P
3897,3928,QRS
3938,4015,T
4019,4055,P
4074,4111,QRS
4118,4202,T
4216,4245,P
4262,4293,QRS
4303,4376,T
4409,4444,P
4463,4493,QRS
4509,4576,T
4634,4661,QRS
4671,4719,T
4882,4917,P
4932,4961,QRS
4976,5058,T
5096,5129,P
5149,5175,QRS
5190,5265,T
5288,5315,P
5337,5366,QRS
5381,5454,T
5511,5543,P
5563,5594,QRS
5599,5648,T
5771,5806,P
5825,5850,QRS
5859,5948,T
5981,6012,P
6033,6059,QRS
6060,6141,T
6178,6207,P
6229,6262,QRS
6266,6354,T
6414,6449,P
6466,6497,QRS
6506,6582,T
6604,6619,P
6652,6684,QRS
6693,6775,T
6812,6845,P
6864,6890,QRS
6905,6975,T
6995,7014,P
7037,7068,QRS
7077,7150,T
7158,7190,P
7210,7239,QRS
7240,7296,T
7326,7366,P
7384,7415,QRS
7429,7499,T
7561,7592,QRS
7607,7645,T
7708,7720,P
7731,7761,QRS
7767,7834,T
7861,7877,P
7902,7928,QRS
7938,8013,T
8044,8068,P
8076,8106,QRS
8116,8178,T
8196,8229,P
8253,8279,QRS
8306,8336,T
8376,8409,P
8432,8457,QRS
8467,8514,T
8558,8592,P
8611,8639,QRS
8655,8735,T
8743,8761,P
8785,8819,QRS
8832,8914,T
8937,8978,P
8996,9026,QRS
9035,9101,T
9125,9164,P
9185,9221,QRS
9224,9276,T
9290,9304,P
9338,9367,QRS
9381,9461,T
9475,9511,P
9535,9566,QRS
9576,9651,T
9655,9691,P
9712,9738,QRS
9756,9815,T
9872,9899,QRS
9900,9991,T
10018,10051,P
10071,10102,QRS
10115,10155,T
10205,10225,P
10247,10279,QRS
10289,10330,T
10356,10381,P
10410,10447,QRS
10457,10530,T
10532,10569,P
10590,10616,QRS
10632,10713,T
10714,10743,P
10764,10790,QRS
10804,10877,T
10885,10908,P
10937,10964,QRS
10978,11048,T
11051,11088,P
11110,11141,QRS
11149,11205,T
11227,11259,P
11283,11313,QRS
11315,11399,T
11409,11442,P
11464,11496,QRS
11505,11559,T
11586,11625,P
11642,11673,QRS
11681,11757,T
11762,11795,P
11819,11845,QRS
11864,11929,T
11947,11963,P
11993,12019,QRS
12028,12086,T
12112,12147,P
12168,12212,QRS
12213,12277,T
12288,12324,P
12345,12376,QRS
12382,12460,T
12467,12485,P
12513,12547,QRS
12557,12620,T
12644,12680,P
12699,12725,QRS
12741,12806,T
12831,12850,P
12872,12902,QRS
12910,12987,T
12991,13011,P
13040,13073,QRS
13091,13155,T
13164,13201,P
13223,13253,QRS
13260,13337,T
13343,13375,P
13397,13429,QRS
13435,13491,T
13552,13585,QRS
13597,13665,T
13685,13724,P
13736,13770,QRS
13783,13858,T
13864,13897,P
13919,13945,QRS
13946,14032,T
14038,14073,P
14095,14122,QRS
14132,14190,T
14214,14247,P
14271,14311,QRS
14311,14354,T
14378,14418,P
14423,14456,QRS
14464,14539,T
14562,14599,P
14613,14646,QRS
14658,14705,T
14755,14774,P
14797,14829,QRS
14835,14880,T
14919,14954,P
14974,15005,QRS
15017,15093,T
15096,15133,P
15155,15180,QRS
15191,15247,T
15277,15308,P
15329,15355,QRS
15366,15444,T
15448,15483,P
15507,15535,QRS
15548,15625,T
15631,15669,P
15687,15713,QRS
15726,15788,T
15815,15846,P
15866,15891,QRS
15903,15960,T
15988,16020,P
16042,16069,QRS
16083,16125,T
16160,16194,P
16217,16248,QRS
16252,16312,T
16336,16368,P
16392,16430,QRS
16453,16484,T
16509,16541,P
16561,16589,QRS
16600,16645,T
16691,16710,P
16732,16761,QRS
16772,16845,T
16848,16879,P
16903,16936,QRS
16947,17007,T
17037,17054,P
17077,17103,QRS
17119,17192,T
17195,17233,P
17251,17278,QRS
17291,17351,T
