ROILimits_1,ROILimits_2,Value
105,126,P
133,174,QRS
200,243,T
346,368,P
389,421,QRS
434,486,T
585,612,P
617,658,QRS
673,729,T
809,836,P
843,881,QRS
892,953,T
1034,1054,P
1060,1100,QRS
1125,1171,T
1259,1285,P
1289,1329,QRS
1356,1394,T
1474,1498,P
1502,1543,QRS
1576,1613,T
1707,1729,P
1735,1777,QRS
1806,1847,T
1954,1980,P
1984,2024,QRS
2052,2093,T
2210,2230,P
2237,2278,QRS
2302,2346,T
2468,2492,P
2497,2538,QRS
2565,2628,T
2694,2718,P
2724,2762,QRS
2784,2830,T
2919,2946,P
2961,2991,QRS
3002,3061,T
3145,3175,P
3179,3220,QRS
3235,3290,T
3376,3402,P
3404,3448,QRS
3460,3514,T
3584,3610,P
3612,3655,QRS
3667,3720,T
3785,3809,P
3812,3854,QRS
3879,3921,T
3996,4021,P
4027,4067,QRS
4091,4138,T
4223,4246,P
4250,4291,QRS
4313,4359,T
4450,4474,P
4491,4519,QRS
4535,4586,T
4684,4712,P
4721,4752,QRS
4768,4822,T
4929,4953,P
4964,5000,QRS
5009,5063,T
5162,5189,P
5205,5241,QRS
5251,5305,T
5400,5427,P
5443,5475,QRS
5484,5544,T
5611,5638,P
5646,5684,QRS
5697,5755,T
5823,5852,P
5864,5894,QRS
5905,5962,T
6036,6055,P
6071,6109,QRS
6120,6175,T
6257,6282,P
6298,6331,QRS
6344,6401,T
6485,6507,P
6514,6555,QRS
6568,6624,T
6710,6735,P
6739,6779,QRS
6793,6844,T
6912,6936,P
6954,6985,QRS
6996,7049,T
7106,7135,P
7152,7184,QRS
7200,7252,T
7300,7329,P
7339,7376,QRS
7386,7443,T
7506,7524,P
7547,7577,QRS
7594,7647,T
7720,7742,P
7757,7798,QRS
7802,7862,T
7932,7956,P
7964,8004,QRS
8028,8072,T
8160,8180,P
8190,8231,QRS
8258,8302,T
8387,8413,P
8420,8461,QRS
8492,8532,T
8622,8652,P
8664,8696,QRS
8712,8765,T
