ROILimits_1,ROILimits_2,Value
240,262,P
294,343,QRS
347,410,T
460,480,P
512,564,QRS
580,630,T
680,700,P
733,782,QRS
788,850,T
898,919,P
950,1000,QRS
1006,1067,T
1116,1136,P
1169,1218,QRS
1227,1286,T
1334,1356,P
1387,1438,QRS
1444,1505,T
1554,1575,P
1584,1623,QRS
1660,1700,T
1773,1793,P
1825,1874,QRS
1885,1945,T
1990,2011,P
2043,2091,QRS
2099,2159,T
2210,2230,P
2263,2313,QRS
2319,2383,T
2428,2449,P
2481,2531,QRS
2536,2600,T
2645,2667,P
2703,2749,QRS
2765,2816,T
2865,2886,P
2919,2967,QRS
2976,3036,T
3087,3107,P
3138,3187,QRS
3202,3255,T
3303,3323,P
3355,3404,QRS
3409,3473,T
3520,3541,P
3572,3620,QRS
3626,3689,T
3738,3758,P
3789,3840,QRS
3844,3908,T
3955,3976,P
4009,4058,QRS
4070,4127,T
4173,4193,P
4224,4274,QRS
4281,4344,T
4389,4410,P
4442,4492,QRS
4508,4560,T
4560,4590,P
4607,4653,QRS
4823,4844,P
4875,4924,QRS
4929,4996,T
5038,5058,P
5090,5140,QRS
5146,5209,T
5254,5275,P
5307,5359,QRS
5368,5425,T
5473,5495,P
5526,5575,QRS
5584,5644,T
5690,5710,P
5741,5792,QRS
5798,5859,T
5907,5927,P
5959,6008,QRS
6015,6077,T
6125,6145,P
6177,6227,QRS
6234,6297,T
6342,6362,P
6393,6442,QRS
6459,6511,T
6557,6576,P
6608,6658,QRS
6663,6725,T
6725,6760,P
6786,6833,QRS
6989,7010,P
7042,7092,QRS
7098,7161,T
7203,7223,P
7255,7305,QRS
7314,7374,T
7418,7440,P
7471,7522,QRS
7527,7590,T
7635,7656,P
7689,7737,QRS
7742,7806,T
7850,7871,P
7902,7951,QRS
7968,8020,T
8062,8084,P
8114,8164,QRS
8170,8231,T
8275,8296,P
8329,8378,QRS
8384,8448,T
8492,8513,P
8545,8594,QRS
8601,8662,T
8705,8726,P
8758,8808,QRS
8821,8876,T
8920,8940,P
8972,9022,QRS
9030,9092,T
9136,9157,P
9189,9241,QRS
9244,9309,T
9355,9376,P
9408,9457,QRS
9466,9525,T
9572,9592,P
9625,9674,QRS
9681,9742,T
9789,9810,P
9843,9892,QRS
9902,9961,T
10010,10031,P
10064,10113,QRS
10118,10181,T
10228,10251,P
10288,10333,QRS
10338,10402,T
10450,10470,P
10503,10552,QRS
10557,10621,T
10671,10691,P
10723,10774,QRS
10782,10842,T
10893,10913,P
10943,10993,QRS
11000,11061,T
11110,11130,P
11166,11212,QRS
11218,11280,T
11328,11348,P
11380,11429,QRS
11434,11497,T
11546,11567,P
11599,11649,QRS
11655,11717,T
11764,11784,P
11817,11867,QRS
11883,11934,T
11982,12002,P
12034,12083,QRS
12092,12150,T
12200,12220,P
12253,12304,QRS
12311,12371,T
12376,12416,P
12425,12474,QRS
12479,12584,T
12636,12658,P
12690,12738,QRS
12744,12809,T
12852,12873,P
12904,12954,QRS
12960,13021,T
13072,13091,P
13123,13174,QRS
13180,13243,T
13291,13312,P
13343,13393,QRS
13400,13462,T
13508,13529,P
13560,13609,QRS
13618,13676,T
13722,13744,P
13775,13824,QRS
13830,13894,T
13942,13962,P
13993,14045,QRS
14056,14114,T
14159,14179,P
14210,14260,QRS
14265,14328,T
14376,14396,P
14428,14477,QRS
14483,14546,T
