ROILimits_1,ROILimits_2,Value
195,213,P
227,254,QRS
272,317,T
416,434,P
449,474,QRS
492,537,T
643,658,P
675,702,QRS
721,764,T
860,876,P
891,918,QRS
938,981,T
1066,1084,P
1097,1126,QRS
1145,1188,T
1275,1291,P
1308,1334,QRS
1352,1397,T
1495,1511,P
1522,1553,QRS
1571,1616,T
1721,1737,P
1754,1780,QRS
1799,1844,T
1945,1960,P
1973,2004,QRS
2022,2067,T
2153,2172,P
2187,2214,QRS
2232,2276,T
2363,2386,P
2390,2423,QRS
2441,2485,T
2575,2592,P
2608,2633,QRS
2650,2695,T
2790,2810,P
2820,2849,QRS
2868,2913,T
3005,3025,P
3037,3064,QRS
3082,3126,T
3204,3220,P
3236,3263,QRS
3282,3326,T
3398,3417,P
3430,3456,QRS
3475,3519,T
3593,3610,P
3627,3651,QRS
3672,3716,T
3812,3828,P
3844,3870,QRS
3889,3933,T
4081,4095,P
4113,4139,QRS
4159,4204,T
4305,4329,P
4335,4368,QRS
4388,4432,T
4511,4533,P
4542,4570,QRS
4589,4633,T
4701,4727,P
4728,4758,QRS
4777,4826,T
4886,4903,P
4916,4944,QRS
4962,5006,T
5065,5083,P
5096,5122,QRS
5141,5186,T
5232,5251,P
5264,5290,QRS
5309,5353,T
5399,5419,P
5429,5457,QRS
5475,5518,T
5560,5578,P
5590,5618,QRS
5636,5682,T
5717,5732,P
5748,5775,QRS
5791,5837,T
5873,5888,P
5899,5930,QRS
5950,5993,T
6026,6044,P
6055,6084,QRS
6103,6148,T
6188,6206,P
6222,6244,QRS
6263,6308,T
6360,6383,P
6392,6417,QRS
6436,6481,T
6533,6557,P
6561,6589,QRS
6609,6652,T
6706,6727,P
6737,6765,QRS
6783,6827,T
6880,6894,P
6911,6938,QRS
6957,7001,T
7070,7091,P
7102,7127,QRS
7146,7192,T
7270,7296,P
7299,7329,QRS
7347,7393,T
7483,7501,P
7515,7540,QRS
7559,7605,T
7699,7715,P
7731,7757,QRS
7777,7822,T
7896,7921,P
7926,7954,QRS
7974,8019,T
8088,8104,P
8120,8147,QRS
8167,8210,T
8276,8298,P
8308,8333,QRS
8353,8398,T
8469,8485,P
8500,8526,QRS
8544,8589,T
8663,8679,P
8695,8720,QRS
8739,8785,T
8862,8879,P
8894,8919,QRS
8940,8984,T
9086,9112,QRS
9133,9176,T
9241,9264,P
9273,9300,QRS
9321,9364,T
9424,9441,P
9453,9482,QRS
9503,9546,T
9613,9635,P
9644,9670,QRS
9690,9735,T
9810,9826,P
9842,9867,QRS
9888,9931,T
10023,10039,P
10055,10081,QRS
10100,10144,T
10267,10287,P
10300,10326,QRS
10346,10391,T
10481,10504,P
10514,10540,QRS
10561,10604,T
10684,10709,P
10715,10742,QRS
10761,10806,T
10886,10911,P
10915,10945,QRS
10965,11009,T
11090,11112,P
11123,11147,QRS
11167,11212,T
11295,11317,P
11327,11352,QRS
11373,11418,T
11490,11516,P
11522,11549,QRS
11571,11614,T
11685,11706,P
11717,11744,QRS
11765,11809,T
11885,11905,P
11917,11943,QRS
11961,12007,T
12094,12112,P
12126,12151,QRS
12171,12216,T
12298,12323,P
12330,12356,QRS
12376,12422,T
12493,12515,P
12525,12552,QRS
12572,12615,T
12688,12709,P
12720,12747,QRS
12767,12812,T
12887,12908,P
12919,12944,QRS
12965,13008,T
13088,13104,P
13120,13144,QRS
13164,13209,T
13281,13305,P
13311,13339,QRS
13360,13404,T
13468,13492,P
13500,13527,QRS
13548,13592,T
13655,13679,P
13687,13713,QRS
13732,13776,T
13843,13867,P
13876,13901,QRS
13922,13966,T
14033,14054,P
14065,14089,QRS
14111,14153,T
14217,14238,P
14249,14275,QRS
14295,14339,T
14398,14421,P
14427,14457,QRS
14476,14520,T
14577,14600,P
14609,14635,QRS
14656,14700,T
14755,14778,P
14789,14813,QRS
14833,14878,T
14938,14963,P
14971,14996,QRS
15016,15061,T
15117,15142,P
15151,15175,QRS
15195,15240,T
15296,15318,P
15327,15354,QRS
15375,15418,T
15477,15501,P
15504,15535,QRS
15555,15599,T
15651,15676,P
15683,15708,QRS
15731,15774,T
15828,15851,P
15859,15886,QRS
15906,15950,T
16001,16026,P
16030,16059,QRS
16078,16125,T
16173,16196,P
16206,16231,QRS
16250,16296,T
16344,16367,P
16377,16402,QRS
16422,16466,T
16517,16536,P
16549,16575,QRS
16595,16639,T
16694,16713,P
16725,16751,QRS
16772,16814,T
16866,16883,P
16899,16924,QRS
16946,16990,T
17040,17059,P
17072,17099,QRS
17118,17163,T
17219,17235,P
17255,17278,QRS
17296,17342,T
17406,17426,P
17438,17464,QRS
17484,17529,T
17603,17625,P
17635,17661,QRS
17680,17726,T
17797,17819,P
17827,17855,QRS
17876,17919,T
17983,17999,P
18015,18042,QRS
18062,18105,T
18171,18193,P
18203,18229,QRS
18249,18294,T
18368,18390,P
18400,18426,QRS
18445,18489,T
18573,18588,P
18605,18630,QRS
18651,18693,T
18786,18802,P
18819,18843,QRS
18863,18907,T
18999,19014,P
19024,19056,QRS
19080,19122,T
19235,19261,QRS
19282,19324,T
19399,19414,P
19432,19458,QRS
19478,19523,T
19596,19612,P
19628,19653,QRS
19672,19717,T
