ROILimits_1,ROILimits_2,Value
99,111,P
131,188,QRS
200,258,T
345,398,QRS
399,453,T
518,531,P
560,612,QRS
613,664,T
767,806,QRS
811,882,T
921,966,P
971,1003,QRS
1004,1086,T
1125,1161,P
1170,1220,QRS
1221,1278,T
1344,1382,P
1387,1434,QRS
1435,1495,T
1604,1636,QRS
1637,1712,T
1795,1840,QRS
1841,1915,T
2011,2045,QRS
2046,2106,T
2169,2183,P
2212,2262,QRS
2263,2315,T
2419,2467,QRS
2472,2536,T
2631,2665,QRS
2666,2729,T
2793,2828,P
2837,2890,QRS
2902,2947,T
3005,3018,P
3047,3096,QRS
3097,3161,T
3206,3251,P
3256,3288,QRS
3289,3369,T
3407,3448,P
3453,3502,QRS
3507,3559,T
3677,3712,QRS
3713,3776,T
3840,3875,P
3884,3924,QRS
3936,3982,T
4084,4132,QRS
4133,4207,T
4245,4279,P
4288,4340,QRS
4341,4407,T
4455,4497,P
4501,4552,QRS
4562,4606,T
4668,4703,P
4714,4754,QRS
4755,4813,T
4873,4909,P
4918,4959,QRS
4960,5021,T
5084,5098,P
5128,5176,QRS
5177,5233,T
5299,5336,P
5340,5391,QRS
5403,5442,T
5543,5582,QRS
5583,5644,T
5702,5742,P
5746,5796,QRS
5797,5851,T
5916,5929,P
5954,6012,QRS
6026,6066,T
6136,6150,P
6178,6223,QRS
6231,6334,T
6338,6376,P
6383,6421,QRS
6429,6479,T
6538,6552,P
6566,6624,QRS
6652,6703,T
6750,6780,P
6793,6843,QRS
6844,6901,T
7013,7047,QRS
7057,7119,T
7169,7207,P
7211,7266,QRS
7267,7331,T
7377,7413,P
7416,7471,QRS
7485,7536,T
7590,7624,P
7630,7683,QRS
7684,7749,T
7797,7828,P
7832,7883,QRS
7884,7957,T
8031,8089,QRS
8090,8161,T
8208,8248,P
8253,8306,QRS
8318,8363,T
8426,8461,P
8472,8514,QRS
8524,8573,T
8631,8667,P
8672,8722,QRS
8734,8794,T
8885,8920,QRS
8921,8994,T
9042,9074,P
9089,9141,QRS
9149,9194,T
9259,9294,P
9311,9345,QRS
9346,9405,T
9468,9507,P
9512,9553,QRS
9565,9613,T
9673,9705,P
9712,9770,QRS
9771,9825,T
9887,9900,P
9928,9981,QRS
9982,10044,T
10138,10182,QRS
10183,10256,T
10295,10333,P
10338,10392,QRS
10393,10461,T
10554,10610,QRS
10622,10673,T
10729,10764,P
10783,10817,QRS
10818,10878,T
10981,11020,QRS
11021,11097,T
11137,11172,P
11181,11221,QRS
11222,11284,T
11345,11376,P
11382,11438,QRS
11451,11498,T
11608,11650,QRS
11651,11709,T
11774,11803,P
11816,11856,QRS
11868,11929,T
11975,12014,P
12019,12061,QRS
12069,12123,T
12191,12205,P
12243,12278,QRS
12279,12340,T
12399,12413,P
12451,12485,QRS
12497,12543,T
12602,12637,P
12646,12687,QRS
12688,12765,T
12811,12848,P
12859,12902,QRS
12903,12969,T
13030,13067,P
13076,13118,QRS
13119,13180,T
13240,13276,P
13282,13330,QRS
13345,13396,T
13440,13485,P
13489,13522,QRS
13523,13607,T
13644,13676,P
13683,13737,QRS
13738,13794,T
13859,13873,P
13904,13947,QRS
13957,14006,T
14069,14107,P
14111,14156,QRS
14161,14211,T
14271,14304,P
14314,14355,QRS
14356,14433,T
14480,14516,P
14525,14567,QRS
14577,14628,T
14741,14774,QRS
14781,14834,T
14893,14905,P
14935,14976,QRS
14977,15053,T
15095,15110,P
15142,15184,QRS
15185,15246,T
15364,15399,QRS
15400,15461,T
