ROILimits_1,ROILimits_2,Value
83,101,P
127,160,QRS
195,256,T
326,344,P
369,403,QRS
440,497,T
565,584,P
611,646,QRS
688,743,T
814,832,P
858,891,QRS
922,987,T
1050,1068,P
1093,1128,QRS
1169,1220,T
1280,1299,P
1327,1361,QRS
1398,1455,T
1539,1556,P
1580,1614,QRS
1659,1713,T
1786,1803,P
1828,1862,QRS
1906,1960,T
2042,2060,P
2086,2119,QRS
2157,2230,T
2303,2320,P
2346,2380,QRS
2422,2473,T
2546,2566,P
2588,2622,QRS
2663,2716,T
2783,2801,P
2828,2862,QRS
2900,2956,T
3028,3045,P
3071,3105,QRS
3139,3197,T
3262,3281,P
3309,3344,QRS
3388,3439,T
3507,3524,P
3550,3586,QRS
3625,3676,T
3750,3769,P
3794,3827,QRS
3865,3962,T
3994,4012,P
4037,4073,QRS
4114,4166,T
4235,4253,P
4280,4314,QRS
4349,4406,T
4482,4498,P
4523,4556,QRS
4591,4677,T
4728,4746,P
4772,4809,QRS
4846,4901,T
4964,4984,P
5011,5043,QRS
5073,5147,T
5210,5228,P
5254,5288,QRS
5326,5381,T
5457,5477,P
5503,5537,QRS
5574,5632,T
5694,5712,P
5737,5771,QRS
5808,5860,T
5938,5955,P
5980,6016,QRS
6058,6109,T
6186,6205,P
6229,6266,QRS
6299,6357,T
6419,6436,P
6456,6495,QRS
6530,6598,T
6669,6687,P
6712,6748,QRS
6775,6872,T
6911,6931,P
6955,7009,QRS
7031,7105,T
7147,7167,P
7189,7230,QRS
7257,7317,T
7406,7441,P
7443,7476,QRS
7509,7569,T
7649,7668,P
7690,7729,QRS
7768,7819,T
7880,7898,P
7923,7959,QRS
7992,8049,T
8132,8149,P
8174,8207,QRS
8249,8339,T
8380,8399,P
8423,8462,QRS
8502,8551,T
8619,8637,P
8662,8696,QRS
8733,8781,T
8865,8882,P
8910,8946,QRS
8974,9064,T
9115,9133,P
9158,9194,QRS
9228,9280,T
9344,9363,P
9385,9419,QRS
9457,9511,T
9580,9598,P
9624,9659,QRS
9688,9781,T
9822,9840,P
9866,9900,QRS
9935,9990,T
10042,10061,P
10086,10120,QRS
10143,10223,T
10276,10295,P
10323,10358,QRS
10393,10474,T
10519,10538,P
10564,10598,QRS
10627,10686,T
10737,10756,P
10779,10812,QRS
10841,10900,T
10963,10980,P
11007,11041,QRS
11077,11150,T
11207,11228,P
11254,11287,QRS
11312,11379,T
11432,11453,P
11474,11509,QRS
11544,11594,T
11658,11682,P
11705,11740,QRS
11778,11834,T
11911,11930,P
11956,11990,QRS
12020,12099,T
12147,12167,P
12189,12222,QRS
12259,12315,T
12365,12383,P
12409,12443,QRS
12476,12557,T
12609,12628,P
12656,12690,QRS
12718,12792,T
12843,12864,P
12885,12919,QRS
12952,13009,T
13061,13083,P
13106,13141,QRS
13177,13230,T
13303,13322,P
13348,13382,QRS
13420,13470,T
13538,13559,P
13581,13613,QRS
13650,13705,T
13752,13773,P
13793,13830,QRS
13869,13917,T
13993,14011,P
14038,14073,QRS
14111,14163,T
14227,14246,P
14268,14302,QRS
14334,14389,T
14440,14459,P
14484,14519,QRS
14559,14627,T
14671,14689,P
14715,14748,QRS
14784,14865,T
14899,14918,P
14942,14976,QRS
15011,15070,T
15115,15134,P
15161,15189,QRS
15212,15276,T
15341,15361,P
15386,15420,QRS
15455,15512,T
15583,15601,P
15627,15661,QRS
15693,15778,T
15809,15828,P
15852,15889,QRS
15921,16000,T
16047,16067,P
16091,16125,QRS
16160,16214,T
16306,16325,P
16350,16383,QRS
16412,16492,T
16549,16567,P
16593,16629,QRS
16669,16721,T
16783,16801,P
16828,16862,QRS
16898,17002,T
17035,17053,P
17076,17109,QRS
17144,17201,T
17265,17285,P
17312,17349,QRS
17389,17440,T
17499,17518,P
17543,17577,QRS
17613,17663,T
17740,17758,P
17782,17816,QRS
17853,17928,T
17966,17985,P
18010,18048,QRS
18079,18138,T
18192,18210,P
18237,18270,QRS
18296,18358,T
18433,18452,P
18474,18507,QRS
18540,18629,T
18679,18698,P
18726,18761,QRS
18796,18850,T
18908,18934,P
18953,18986,QRS
19020,19070,T
19148,19167,P
19192,19226,QRS
19250,19377,T
19394,19414,P
19441,19476,QRS
19504,19562,T
19643,19661,P
19685,19719,QRS
19748,19818,T
19878,19896,P
19920,19955,QRS
19988,20084,T
20126,20146,P
20171,20204,QRS
20241,20297,T
20357,20375,P
20396,20430,QRS
20469,20535,T
20579,20598,P
20625,20659,QRS
20691,20750,T
20822,20840,P
20863,20899,QRS
20938,21019,T
21058,21077,P
21102,21136,QRS
21171,21223,T
21278,21298,P
21322,21357,QRS
21395,21449,T
21528,21548,P
21572,21605,QRS
21640,21729,T
21755,21776,P
21795,21830,QRS
21864,21935,T
21980,22003,P
22027,22060,QRS
22095,22149,T
22222,22239,P
22266,22302,QRS
22338,22429,T
22463,22481,P
22509,22543,QRS
22574,22627,T
22688,22706,P
22732,22767,QRS
22799,22857,T
22940,22958,P
22983,23016,QRS
23048,23109,T
23178,23196,P
23221,23256,QRS
23284,23343,T
23400,23420,P
23444,23475,QRS
23506,23630,T
23636,23654,P
23680,23715,QRS
23741,23853,T
23877,23895,P
23921,23955,QRS
23989,24076,T
24105,24126,P
24150,24185,QRS
24223,24274,T
24340,24356,P
24381,24415,QRS
24450,24537,T
24581,24602,P
24628,24662,QRS
24694,24772,T
24807,24826,P
24847,24882,QRS
24915,24995,T
25039,25058,P
25085,25120,QRS
25156,25208,T
25276,25295,P
25321,25355,QRS
25390,25443,T
25494,25512,P
25538,25573,QRS
25613,25663,T
25745,25763,P
25788,25822,QRS
25857,25962,T
25988,26005,P
26032,26065,QRS
26089,26189,T
26214,26232,P
26256,26290,QRS
26325,26377,T
26456,26474,P
26503,26537,QRS
26574,26654,T
26697,26715,P
26740,26774,QRS
26807,26859,T
26919,26938,P
26963,26999,QRS
27033,27088,T
27162,27181,P
27205,27240,QRS
27280,27356,T
27395,27413,P
27438,27470,QRS
27502,27559,T
27615,27636,P
27659,27695,QRS
27710,27805,T
27863,27883,P
27911,27945,QRS
27976,28057,T
28106,28123,P
28148,28182,QRS
28214,28295,T
28329,28350,P
28375,28412,QRS
28441,28530,T
28581,28599,P
28626,28662,QRS
28698,28751,T
28827,28844,P
28866,28901,QRS
28934,29023,T
29053,29072,P
29097,29131,QRS
29166,29245,T
29306,29326,P
29350,29383,QRS
29417,29490,T
29547,29564,P
29589,29623,QRS
29660,29710,T
29774,29794,P
29822,29857,QRS
29894,29966,T
30024,30042,P
30069,30103,QRS
30133,30223,T
30263,30281,P
30306,30342,QRS
30377,30449,T
30489,30508,P
30533,30568,QRS
30598,30656,T
30737,30755,P
30778,30811,QRS
30844,30902,T
30967,30986,P
31010,31044,QRS
31069,31164,T
31193,31214,P
