ROILimits_1,ROILimits_2,Value
142,160,P
171,192,QRS
211,265,T
282,300,P
309,335,QRS
349,382,T
421,439,P
450,476,QRS
493,527,T
561,579,P
589,610,QRS
632,665,T
700,718,P
721,749,QRS
770,804,T
840,858,P
866,889,QRS
912,945,T
980,998,P
1000,1036,QRS
1053,1106,T
1120,1137,P
1147,1168,QRS
1190,1226,T
1259,1277,P
1281,1307,QRS
1329,1364,T
1399,1417,P
1421,1456,QRS
1473,1503,T
1537,1556,P
1565,1586,QRS
1609,1647,T
1676,1695,P
1705,1726,QRS
1751,1781,T
1816,1834,P
1838,1865,QRS
1883,1924,T
1955,1974,P
1983,2005,QRS
2032,2058,T
2095,2113,P
2123,2144,QRS
2173,2198,T
2234,2253,P
2260,2288,QRS
2374,2393,P
2401,2428,QRS
2444,2476,T
2513,2532,P
2541,2570,QRS
2585,2617,T
2653,2672,P
2681,2702,QRS
2726,2762,T
2794,2813,P
2823,2843,QRS
2866,2898,T
2933,2952,P
2954,2983,QRS
3005,3038,T
3074,3092,P
3101,3130,QRS
3144,3177,T
3214,3233,P
3235,3269,QRS
3286,3316,T
3354,3372,P
3375,3403,QRS
3429,3459,T
3495,3513,P
3518,3545,QRS
3569,3601,T
3635,3654,P
3657,3685,QRS
3709,3740,T
3778,3797,P
3799,3832,QRS
3845,3900,T
3919,3937,P
3946,3972,QRS
3991,4028,T
4058,4077,P
4079,4108,QRS
4131,4165,T
4201,4220,P
4230,4253,QRS
4273,4306,T
4344,4362,P
4372,4393,QRS
4417,4447,T
4486,4505,P
4506,4541,QRS
4563,4593,T
4629,4647,P
4650,4683,QRS
4702,4736,T
4770,4789,P
4797,4833,QRS
4847,4879,T
4913,4932,P
4941,4964,QRS
4986,5022,T
5056,5073,P
5078,5115,QRS
5128,5162,T
5200,5217,P
5219,5253,QRS
5271,5302,T
5340,5358,P
5367,5395,QRS
5411,5446,T
5481,5500,P
5503,5531,QRS
5554,5587,T
5624,5641,P
5651,5674,QRS
5695,5730,T
5767,5786,P
5794,5819,QRS
5839,5884,T
5908,5928,P
5937,5963,QRS
5980,6014,T
6050,6069,P
6084,6100,QRS
6124,6162,T
6194,6213,P
6222,6244,QRS
6268,6302,T
6337,6355,P
6366,6397,QRS
6413,6442,T
6480,6498,P
6500,6538,QRS
6555,6587,T
6623,6640,P
6649,6677,QRS
6694,6728,T
6765,6784,P
6794,6815,QRS
6835,6874,T
6907,6926,P
6935,6956,QRS
6978,7013,T
7050,7070,P
7077,7101,QRS
7127,7162,T
7194,7212,P
7217,7244,QRS
7268,7302,T
7336,7354,P
7363,7392,QRS
7411,7450,T
7479,7497,P
7499,7537,QRS
7552,7586,T
7621,7639,P
7641,7670,QRS
7693,7726,T
7763,7781,P
7791,7813,QRS
7833,7868,T
7904,7922,P
7925,7954,QRS
7975,8011,T
8047,8064,P
8074,8100,QRS
8120,8156,T
8188,8206,P
8215,8242,QRS
8258,8300,T
8330,8348,P
8358,8379,QRS
8400,8439,T
8472,8490,P
8499,8521,QRS
8544,8582,T
8614,8632,P
8642,8663,QRS
8682,8721,T
8755,8774,P
8783,8805,QRS
8826,8870,T
8897,8915,P
8917,8954,QRS
8965,9010,T
9039,9058,P
9066,9093,QRS
9114,9146,T
9179,9197,P
9205,9239,QRS
9253,9290,T
9321,9339,P
9349,9371,QRS
9397,9427,T
9461,9479,P
9488,9511,QRS
9535,9575,T
9602,9621,P
9629,9656,QRS
9676,9708,T
9743,9761,P
9764,9796,QRS
9816,9850,T
9883,9901,P
9907,9943,QRS
9957,9991,T
10024,10043,P
10051,10085,QRS
10097,10133,T
10164,10182,P
10190,10225,QRS
10237,10272,T
10305,10323,P
10330,10354,QRS
10379,10420,T
10445,10463,P
10470,10499,QRS
10521,10562,T
10586,10604,P
10612,10634,QRS
10660,10693,T
10726,10745,P
10754,10776,QRS
10800,10835,T
10866,10884,P
10893,10927,QRS
10940,10975,T
11007,11025,P
11033,11056,QRS
11080,11114,T
11147,11165,P
11174,11205,QRS
11220,11255,T
11287,11306,P
11314,11336,QRS
11363,11394,T
11427,11446,P
11455,11477,QRS
11501,11537,T
11568,11586,P
11594,11618,QRS
11644,11677,T
11708,11727,P
11736,11759,QRS
11782,11817,T
11849,11867,P
11870,11897,QRS
11924,11958,T
11990,12008,P
12016,12043,QRS
12065,12100,T
12129,12148,P
12155,12178,QRS
12203,12237,T
12269,12288,P
12291,12320,QRS
12346,12380,T
12411,12429,P
12438,12460,QRS
12487,12521,T
12550,12569,P
12577,12599,QRS
12625,12657,T
12690,12709,P
12718,12744,QRS
12766,12800,T
12830,12848,P
12858,12885,QRS
12904,12942,T
12970,12989,P
12992,13020,QRS
13041,13082,T
13111,13130,P
13139,13161,QRS
13181,13221,T
13252,13270,P
13279,13319,QRS
13319,13353,T
13393,13411,P
13421,13447,QRS
13469,13508,T
13534,13552,P
13561,13588,QRS
13609,13643,T
13673,13690,P
13700,13722,QRS
13749,13779,T
13814,13833,P
13841,13864,QRS
13891,13922,T
13955,13974,P
13983,14005,QRS
14028,14064,T
14095,14114,P
14123,14145,QRS
14174,14208,T
14236,14255,P
14264,14286,QRS
14309,14351,T
14378,14396,P
14406,14427,QRS
14459,14491,T
