ROILimits_1,ROILimits_2,Value
114,137,P
154,175,QRS
216,260,T
402,423,P
443,463,QRS
505,549,T
679,700,P
720,740,QRS
781,825,T
919,942,P
963,983,QRS
1023,1066,T
1167,1191,P
1212,1232,QRS
1272,1316,T
1514,1534,P
1556,1576,QRS
1618,1662,T
1808,1828,P
1848,1868,QRS
1911,1955,T
2061,2082,P
2102,2122,QRS
2163,2206,T
2330,2350,P
2372,2392,QRS
2434,2477,T
2599,2618,P
2645,2665,QRS
2707,2751,T
2863,2883,P
2911,2930,QRS
2971,3016,T
3113,3133,P
3157,3177,QRS
3219,3261,T
3371,3391,P
3412,3432,QRS
3473,3516,T
3631,3652,P
3677,3697,QRS
3739,3783,T
3896,3916,P
3944,3964,QRS
4005,4050,T
4147,4166,P
4190,4210,QRS
4250,4295,T
4403,4423,P
4443,4465,QRS
4506,4550,T
4665,4684,P
4707,4727,QRS
4768,4812,T
4928,4947,P
4968,4988,QRS
5029,5073,T
5179,5200,P
5218,5239,QRS
5281,5325,T
5438,5459,P
5478,5498,QRS
5540,5583,T
5700,5720,P
5741,5761,QRS
5802,5846,T
5956,5975,P
5996,6016,QRS
6056,6102,T
6198,6218,P
6239,6259,QRS
6301,6346,T
6435,6454,P
6473,6493,QRS
6535,6578,T
6684,6705,P
6730,6750,QRS
6791,6835,T
6935,6955,P
6984,7004,QRS
7047,7090,T
7176,7196,P
7224,7244,QRS
7286,7330,T
7417,7439,P
7465,7485,QRS
7527,7571,T
7680,7700,P
7729,7749,QRS
7790,7835,T
7928,7947,P
7974,7994,QRS
8036,8080,T
8174,8196,P
8216,8236,QRS
8277,8321,T
8441,8462,P
8486,8506,QRS
8547,8590,T
8702,8722,P
8748,8768,QRS
8808,8853,T
8955,8975,P
8998,9018,QRS
9058,9104,T
9199,9219,P
9240,9260,QRS
9301,9346,T
9453,9472,P
9493,9513,QRS
9555,9598,T
9707,9726,P
9748,9768,QRS
9810,9853,T
9963,9982,P
10004,10025,QRS
10067,10109,T
10207,10228,P
10249,10269,QRS
10309,10354,T
10445,10464,P
10483,10504,QRS
10544,10587,T
10697,10717,P
10739,10759,QRS
10802,10845,T
10953,10973,P
11000,11020,QRS
11063,11105,T
11199,11218,P
11245,11265,QRS
11306,11351,T
11441,11461,P
11484,11504,QRS
11546,11589,T
11698,11719,P
11742,11762,QRS
11803,11848,T
11947,11968,P
11990,12010,QRS
12051,12096,T
12189,12210,P
12229,12250,QRS
12290,12336,T
12441,12460,P
12480,12501,QRS
12542,12585,T
12695,12713,P
12737,12757,QRS
12798,12842,T
12948,12968,P
12990,13010,QRS
13051,13096,T
13193,13214,P
13234,13255,QRS
13297,13339,T
13440,13459,P
13480,13501,QRS
13541,13585,T
13685,13705,P
13725,13745,QRS
13786,13830,T
13926,13946,P
13966,13986,QRS
14028,14073,T
14157,14177,P
14197,14217,QRS
14259,14301,T
14397,14417,P
14436,14456,QRS
14495,14541,T
14641,14661,P
14679,14698,QRS
14738,14783,T
14872,14890,P
14909,14930,QRS
14972,15016,T
15098,15117,P
15136,15157,QRS
15198,15241,T
15342,15363,P
15385,15406,QRS
15446,15491,T
15587,15607,P
15634,15655,QRS
15696,15740,T
15825,15845,P
15872,15892,QRS
15932,15977,T
16054,16074,P
16096,16116,QRS
16157,16201,T
16297,16317,P
16339,16359,QRS
16400,16443,T
16543,16563,P
16586,16606,QRS
16647,16690,T
16783,16803,P
16824,16844,QRS
16885,16930,T
17012,17030,P
17050,17070,QRS
17111,17154,T
17243,17264,P
17284,17304,QRS
17345,17388,T
17484,17505,P
17531,17551,QRS
17592,17635,T
17730,17751,P
17777,17799,QRS
17840,17884,T
17971,17992,P
18018,18038,QRS
18079,18124,T
18208,18228,P
18255,18275,QRS
18317,18359,T
18458,18480,P
18504,18526,QRS
18567,18611,T
18712,18733,P
18759,18778,QRS
18818,18863,T
18950,18970,P
18992,19012,QRS
19053,19098,T
19185,19206,P
19226,19246,QRS
19287,19331,T
19433,19453,P
19477,19497,QRS
19538,19582,T
19684,19704,P
19732,19752,QRS
19793,19837,T
19933,19952,P
19979,20000,QRS
20041,20085,T
20174,20193,P
20219,20239,QRS
20280,20324,T
20434,20455,P
20483,20504,QRS
20544,20588,T
20699,20718,P
20750,20771,QRS
20812,20856,T
20949,20969,P
20998,21018,QRS
21058,21103,T
21204,21223,P
21248,21268,QRS
21308,21352,T
21465,21484,P
21511,21531,QRS
21572,21616,T
21713,21733,P
21758,21778,QRS
21819,21863,T
21964,21984,P
22003,22023,QRS
22064,22109,T
22224,22245,P
22266,22287,QRS
22329,22373,T
22483,22503,P
22528,22548,QRS
22587,22631,T
22728,22749,P
22770,22790,QRS
22830,22875,T
22979,22997,P
23017,23037,QRS
23078,23123,T
23233,23253,P
23275,23295,QRS
23336,23381,T
23493,23514,P
23540,23560,QRS
23601,23646,T
23739,23760,P
23785,23805,QRS
23846,23891,T
23983,24004,P
24026,24046,QRS
24087,24132,T
24234,24255,P
24278,24299,QRS
24341,24383,T
24489,24510,P
24535,24555,QRS
24596,24640,T
24738,24759,P
24781,24801,QRS
24844,24887,T
24976,24995,P
25014,25034,QRS
25078,25120,T
25223,25243,P
25263,25283,QRS
25323,25368,T
25463,25483,P
25504,25524,QRS
25565,25609,T
25697,25718,P
25740,25760,QRS
25801,25844,T
25923,25946,P
25967,25987,QRS
26027,26072,T
26141,26166,P
26189,26209,QRS
26248,26293,T
26360,26385,P
26407,26427,QRS
26468,26511,T
26585,26608,P
26632,26652,QRS
26693,26737,T
26818,26843,P
26868,26888,QRS
26927,26972,T
27057,27079,P
27103,27123,QRS
27164,27209,T
27279,27303,P
27328,27348,QRS
27388,27433,T
27506,27530,P
27553,27573,QRS
27614,27656,T
27741,27765,P
27791,27811,QRS
27851,27895,T
27985,28007,P
28033,28053,QRS
28093,28138,T
28228,28250,P
28275,28296,QRS
28335,28381,T
28457,28476,P
28501,28521,QRS
28561,28605,T
28683,28707,P
28728,28748,QRS
28787,28832,T
28914,28940,P
28963,28983,QRS
29023,29067,T
29159,29182,P
29207,29227,QRS
29268,29312,T
29392,29415,P
29441,29462,QRS
29501,29547,T
29615,29639,P
29664,29684,QRS
29725,29768,T
29848,29872,P
29896,29916,QRS
29957,30000,T
30083,30107,P
30133,30153,QRS
30192,30237,T
30319,30343,P
30366,30388,QRS
30429,30473,T
30546,30570,P
30594,30614,QRS
30656,30699,T
30771,30797,P
30817,30837,QRS
30877,30920,T
31004,31028,P
31052,31072,QRS
31112,31155,T
31247,31270,P
31293,31313,QRS
31354,31397,T
31477,31500,P
31522,31542,QRS
31582,31627,T
31698,31722,P
31743,31763,QRS
31804,31847,T
31926,31950,P
31974,31994,QRS
32033,32078,T
32196,32214,P
32247,32267,QRS
32308,32351,T
32456,32475,P
32507,32528,QRS
32569,32613,T
32756,32776,QRS
32816,32860,T
32963,32982,P
33013,33033,QRS
33074,33117,T
33226,33245,P
33272,33292,QRS
33333,33377,T
33480,33500,P
33528,33548,QRS
33589,33633,T
33730,33750,P
33775,33795,QRS
33836,33881,T
33979,34000,P
34024,34045,QRS
34086,34130,T
34235,34255,P
34279,34299,QRS
34340,34384,T
34493,34513,P
34539,34559,QRS
34601,34645,T
34742,34762,P
34785,34807,QRS
34847,34892,T
34991,35011,P
35033,35054,QRS
35095,35137,T
35254,35274,P
35300,35320,QRS
35362,35405,T
35510,35529,P
35555,35575,QRS
35617,35660,T
35752,35772,P
35795,35815,QRS
35854,35900,T
36009,36028,P
36050,36072,QRS
36113,36156,T
36264,36283,P
36308,36327,QRS
36369,36412,T
36514,36535,P
36560,36580,QRS
36620,36663,T
36763,36781,P
36804,36824,QRS
36866,36909,T
37012,37033,P
37054,37074,QRS
37118,37159,T
37261,37281,P
37307,37327,QRS
37370,37412,T
37505,37525,P
37553,37573,QRS
37615,37658,T
37740,37760,P
37785,37805,QRS
37846,37890,T
38002,38021,P
38052,38072,QRS
38116,38158,T
38260,38279,P
38311,38331,QRS
38372,38416,T
38503,38523,P
38554,38574,QRS
38616,38659,T
38765,38785,P
38810,38832,QRS
38873,38918,T
39028,39047,P
39076,39097,QRS
39138,39182,T
39284,39304,P
39332,39352,QRS
39393,39437,T
39533,39553,P
39577,39597,QRS
39638,39756,T
39779,39797,P
39818,39838,QRS
39880,39924,T
40037,40056,P
40080,40100,QRS
40142,40185,T
40285,40306,P
40329,40349,QRS
40391,40434,T
40532,40550,P
40575,40595,QRS
40637,40680,T
40769,40789,P
40809,40831,QRS
40872,40916,T
40998,41019,P
41042,41062,QRS
41104,41147,T
41233,41256,P
41284,41304,QRS
41346,41388,T
41487,41506,P
41536,41555,QRS
41598,41641,T
41728,41748,P
41778,41798,QRS
41839,41883,T
41977,41998,P
42025,42045,QRS
42086,42131,T
42226,42246,P
42273,42293,QRS
42334,42379,T
42474,42494,P
42521,42541,QRS
42581,42627,T
42711,42729,P
42754,42774,QRS
42814,42858,T
42961,42980,P
43007,43027,QRS
43067,43112,T
43227,43247,P
43273,43293,QRS
43335,43379,T
43486,43504,P
43534,43554,QRS
43596,43639,T
43726,43747,P
43773,43793,QRS
43835,43879,T
43964,43983,P
44006,44027,QRS
44068,44111,T
44212,44233,P
44254,44274,QRS
44316,44359,T
44459,44479,P
44501,44521,QRS
44561,44606,T
44696,44716,P
44736,44757,QRS
44798,44842,T
44925,44947,P
44968,44989,QRS
45029,45073,T
45158,45179,P
45204,45224,QRS
45266,45309,T
45402,45424,P
45450,45470,QRS
45510,45555,T
45639,45660,P
45685,45705,QRS
45747,45789,T
45876,45897,P
45921,45942,QRS
45982,46025,T
46122,46143,P
46167,46187,QRS
46227,46272,T
46370,46390,P
46415,46435,QRS
46476,46521,T
46614,46634,P
46660,46680,QRS
46721,46764,T
46850,46871,P
46896,46916,QRS
46957,47000,T
47102,47122,P
47147,47167,QRS
47207,47251,T
47355,47374,P
47400,47421,QRS
47463,47506,T
47602,47622,P
47645,47666,QRS
47706,47750,T
47839,47859,P
47880,47900,QRS
47939,47984,T
48086,48106,P
48127,48147,QRS
48189,48231,T
48336,48356,P
48382,48402,QRS
48443,48487,T
48579,48600,P
48623,48643,QRS
48684,48728,T
48820,48839,P
48862,48883,QRS
48924,48967,T
49069,49089,P
49110,49130,QRS
49172,49215,T
49314,49334,P
49358,49379,QRS
49417,49462,T
49558,49577,P
49599,49619,QRS
49660,49704,T
49780,49800,P
49820,49840,QRS
49882,49924,T
49984,50002,P
50021,50041,QRS
50082,50124,T
50184,50204,P
50222,50242,QRS
50283,50324,T
50378,50400,P
50421,50441,QRS
50481,50523,T
50576,50598,P
50621,50641,QRS
50679,50722,T
50827,50850,P
50881,50902,QRS
50941,50984,T
51130,51149,P
51181,51201,QRS
51243,51286,T
51400,51419,P
51451,51471,QRS
51513,51556,T
51655,51674,P
51701,51721,QRS
51762,51805,T
51921,51942,P
51965,51987,QRS
52027,52072,T
52199,52218,P
52241,52261,QRS
52304,52347,T
52455,52475,P
52498,52518,QRS
52560,52603,T
52714,52734,P
52754,52774,QRS
52816,52859,T
52983,53003,P
53022,53042,QRS
53082,53127,T
53247,53267,P
53287,53307,QRS
53348,53393,T
53500,53519,P
53540,53560,QRS
53601,53645,T
53759,53778,P
53800,53820,QRS
53861,53904,T
54025,54044,P
54066,54088,QRS
54130,54173,T
54289,54309,P
54334,54355,QRS
54395,54440,T
54539,54558,P
54584,54603,QRS
54644,54689,T
54792,54814,P
54839,54859,QRS
54899,54944,T
55057,55076,P
55105,55125,QRS
55168,55211,T
55319,55338,P
55364,55384,QRS
55425,55468,T
55575,55595,P
55620,55640,QRS
55681,55726,T
55827,55847,P
55872,55891,QRS
55933,55978,T
56074,56092,P
56115,56135,QRS
56177,56221,T
56338,56357,P
56387,56408,QRS
56449,56492,T
56605,56622,P
56657,56676,QRS
56719,56762,T
56912,56932,QRS
56973,57016,T
57124,57144,P
57171,57191,QRS
57232,57277,T
57394,57411,P
57441,57461,QRS
57500,57546,T
57661,57679,P
57706,57726,QRS
57767,57812,T
57908,57927,P
57949,57969,QRS
58010,58053,T
58159,58179,P
58198,58219,QRS
58261,58304,T
58426,58446,P
58467,58487,QRS
58529,58572,T
58693,58713,P
58735,58755,QRS
58797,58841,T
58942,58961,P
58980,59000,QRS
59042,59086,T
59195,59214,P
59233,59254,QRS
59294,59338,T
59454,59473,P
59494,59514,QRS
59556,59600,T
59711,59731,P
59756,59776,QRS
59817,59861,T
59961,59980,P
60006,60026,QRS
60064,60110,T
60205,60224,P
60249,60269,QRS
60310,60355,T
60465,60485,P
60511,60532,QRS
60573,60617,T
60737,60756,P
60782,60803,QRS
60846,60889,T
60987,61006,P
61033,61053,QRS
61095,61139,T
61248,61269,P
61293,61313,QRS
61352,61399,T
61510,61529,P
61552,61572,QRS
61614,61658,T
61759,61779,P
61801,61821,QRS
61863,61907,T
62005,62024,P
62044,62065,QRS
62105,62149,T
62258,62278,P
62300,62320,QRS
62363,62404,T
62507,62528,P
62550,62570,QRS
62611,62656,T
62747,62768,P
62789,62809,QRS
62849,62894,T
62989,63012,P
63032,63052,QRS
63093,63137,T
63236,63256,P
63280,63300,QRS
63342,63385,T
63485,63506,P
63529,63549,QRS
63588,63633,T
63716,63738,P
63759,63779,QRS
63822,63865,T
63947,63970,P
63991,64011,QRS
64052,64097,T
64182,64205,P
64229,64249,QRS
64290,64333,T
64418,64442,P
64466,64486,QRS
64525,64570,T
64650,64674,P
64696,64716,QRS
64755,64800,T
64871,64894,P
64914,64934,QRS
64975,65018,T
65098,65123,P
65144,65164,QRS
65204,65248,T
65350,65373,P
65400,65420,QRS
65460,65505,T
65624,65644,P
65670,65690,QRS
65731,65776,T
65871,65890,P
65916,65936,QRS
65977,66021,T
66108,66129,P
66150,66171,QRS
66213,66256,T
66355,66375,P
66398,66418,QRS
66457,66503,T
66611,66631,P
66656,66677,QRS
66717,66762,T
66857,66877,P
66899,66919,QRS
66961,67004,T
67093,67112,P
67130,67152,QRS
67193,67237,T
67342,67363,P
67383,67403,QRS
67444,67488,T
67583,67603,P
67627,67647,QRS
67689,67731,T
67827,67848,P
67872,67892,QRS
67932,67976,T
68065,68085,P
68108,68129,QRS
68168,68211,T
68313,68333,P
68356,68376,QRS
68417,68461,T
68560,68580,P
68604,68624,QRS
68665,68708,T
68797,68816,P
68838,68858,QRS
68897,68942,T
69033,69054,P
69076,69096,QRS
69137,69181,T
69283,69303,P
69327,69347,QRS
69388,69432,T
69544,69563,P
69589,69610,QRS
69650,69694,T
69782,69802,P
69829,69849,QRS
69889,69932,T
70028,70050,P
70076,70096,QRS
70136,70180,T
70294,70313,P
70341,70361,QRS
70402,70446,T
70554,70573,P
70603,70623,QRS
70663,70708,T
70793,70812,P
70840,70860,QRS
70901,70945,T
71043,71062,P
71084,71103,QRS
71146,71188,T
71299,71319,P
71342,71362,QRS
71403,71447,T
71549,71569,P
71589,71611,QRS
71653,71696,T
71789,71807,P
71827,71848,QRS
71890,71933,T
72046,72066,P
72086,72107,QRS
72146,72192,T
72302,72322,P
72343,72365,QRS
72407,72451,T
72544,72563,P
72584,72603,QRS
72643,72688,T
72787,72808,P
72828,72849,QRS
72888,72933,T
73034,73053,P
73075,73095,QRS
73135,73179,T
73284,73303,P
73327,73347,QRS
73388,73432,T
73524,73544,P
73568,73588,QRS
73629,73672,T
73759,73779,P
73804,73824,QRS
73864,73908,T
74005,74024,P
74051,74071,QRS
74111,74155,T
74262,74283,P
74309,74329,QRS
74371,74415,T
74515,74535,P
74565,74586,QRS
74626,74671,T
74768,74789,P
74818,74838,QRS
74878,74924,T
75032,75052,P
75083,75103,QRS
75144,75188,T
75287,75307,P
75336,75356,QRS
75399,75442,T
75545,75565,P
75591,75611,QRS
75653,75697,T
75798,75819,P
75844,75864,QRS
75904,75949,T
76061,76080,P
76107,76129,QRS
76168,76214,T
76311,76332,P
76359,76380,QRS
76421,76465,T
76573,76593,P
76619,76640,QRS
76680,76724,T
76838,76859,P
76887,76907,QRS
76950,76994,T
77088,77109,P
77135,77155,QRS
77196,77239,T
77349,77370,P
77391,77412,QRS
77453,77496,T
77612,77632,P
77654,77674,QRS
77715,77760,T
77857,77877,P
77897,77917,QRS
77957,78002,T
78113,78132,P
78151,78172,QRS
78212,78257,T
78373,78394,P
78418,78438,QRS
78480,78524,T
78620,78640,P
78667,78687,QRS
78729,78774,T
78860,78880,P
78904,78925,QRS
78966,79010,T
79117,79137,P
79162,79182,QRS
79225,79269,T
79375,79395,P
79421,79441,QRS
79483,79527,T
79619,79638,P
79664,79684,QRS
79725,79768,T
79865,79886,P
79908,79928,QRS
79969,80013,T
80121,80141,P
80166,80186,QRS
80226,80271,T
80366,80386,P
80409,80429,QRS
80471,80515,T
80602,80621,P
80642,80662,QRS
80703,80747,T
80842,80863,P
80885,80905,QRS
80946,80990,T
81093,81113,P
81139,81159,QRS
81201,81244,T
81344,81365,P
81393,81413,QRS
81454,81498,T
81588,81608,P
81635,81655,QRS
81695,81740,T
81837,81856,P
81881,81901,QRS
81942,81986,T
82086,82106,P
82129,82149,QRS
82189,82235,T
82327,82348,P
82370,82390,QRS
82431,82475,T
82580,82599,P
82624,82644,QRS
82684,82728,T
82835,82855,P
82880,82901,QRS
82941,82986,T
83078,83097,P
83122,83142,QRS
83182,83227,T
83322,83343,P
83369,83390,QRS
83430,83475,T
83583,83603,P
83633,83653,QRS
83694,83739,T
83834,83855,P
83884,83904,QRS
83946,83991,T
84077,84097,P
84125,84145,QRS
84185,84229,T
84330,84350,P
84375,84395,QRS
84436,84481,T
84587,84607,P
84636,84656,QRS
84698,84742,T
84835,84855,P
84882,84903,QRS
84944,84988,T
85077,85097,P
85122,85142,QRS
85183,85226,T
85330,85351,P
85375,85395,QRS
85437,85481,T
85587,85607,P
85635,85655,QRS
85695,85740,T
85838,85858,P
85885,85905,QRS
85946,85990,T
86082,86101,P
86126,86146,QRS
86187,86231,T
86335,86356,P
86380,86401,QRS
86442,86487,T
86593,86613,P
86640,86660,QRS
86700,86745,T
86838,86859,P
86884,86903,QRS
86944,86990,T
87074,87094,P
87117,87137,QRS
87178,87221,T
87320,87340,P
87363,87383,QRS
87424,87469,T
87557,87577,P
87602,87622,QRS
87664,87708,T
87789,87810,P
87834,87855,QRS
87895,87940,T
88038,88058,P
88089,88109,QRS
88148,88193,T
88295,88315,P
88348,88368,QRS
88408,88453,T
88541,88560,P
