ROILimits_1,ROILimits_2,Value
243,261,P
287,316,QRS
338,415,T
497,516,P
544,570,QRS
576,648,T
760,780,P
807,833,QRS
857,955,T
1015,1034,P
1059,1088,QRS
1097,1257,T
1267,1288,P
1314,1342,QRS
1366,1420,T
1539,1563,P
1565,1601,QRS
1620,1678,T
1784,1804,P
1829,1859,QRS
1867,1939,T
2041,2061,P
2088,2115,QRS
2143,2284,T
2296,2316,P
2342,2369,QRS
2380,2451,T
2556,2575,P
2595,2631,QRS
2646,2784,T
2816,2835,P
2861,2890,QRS
2894,3000,T
3067,3087,P
3106,3141,QRS
3153,3218,T
3320,3340,P
3364,3394,QRS
3401,3472,T
3575,3594,P
3621,3647,QRS
3668,3750,T
3832,3851,P
3878,3905,QRS
3915,4074,T
4083,4103,P
4124,4158,QRS
4164,4302,T
4337,4355,P
4374,4411,QRS
4424,4492,T
4596,4615,P
4642,4668,QRS
4677,4758,T
4851,4871,P
4896,4926,QRS
4935,5095,T
5106,5125,P
5152,5179,QRS
5194,5271,T
5367,5386,P
5411,5440,QRS
5625,5644,P
5672,5698,QRS
5720,5780,T
5876,5896,P
5925,5951,QRS
6127,6148,P
6176,6203,QRS
6212,6300,T
6383,6404,P
6432,6458,QRS
6476,6553,T
6637,6658,P
6682,6714,QRS
6889,6910,P
6932,6966,QRS
6979,7070,T
7143,7164,P
7192,7217,QRS
7233,7330,T
7396,7417,P
7444,7471,QRS
7480,7621,T
7647,7668,P
7694,7723,QRS
7730,7828,T
7899,7920,P
7948,7975,QRS
8157,8177,P
8205,8232,QRS
8247,8334,T
8411,8433,P
8461,8487,QRS
8494,8592,T
8663,8684,P
8711,8738,QRS
8754,8845,T
8918,8939,P
8966,8995,QRS
9174,9195,P
9224,9250,QRS
9265,9395,T
9428,9450,P
9477,9504,QRS
9514,9666,T
9680,9701,P
9729,9756,QRS
9938,9958,P
9979,10013,QRS
10022,10128,T
10195,10215,P
10241,10271,QRS
10282,10376,T
10448,10470,P
10497,10523,QRS
10705,10725,P
10748,10780,QRS
10786,10915,T
10962,10983,P
11009,11038,QRS
11048,11206,T
11214,11234,P
11260,11291,QRS
11298,11372,T
11467,11488,P
11506,11543,QRS
11553,11713,T
11721,11742,P
11769,11796,QRS
11976,11997,P
12024,12051,QRS
12066,12156,T
12228,12249,P
12275,12305,QRS
12313,12424,T
12483,12503,P
12532,12558,QRS
12741,12763,P
12791,12817,QRS
12824,12897,T
12996,13018,P
13046,13073,QRS
13079,13150,T
13248,13269,P
13288,13325,QRS
13505,13526,P
13547,13581,QRS
13761,13783,P
13810,13837,QRS
13845,13916,T
14013,14035,P
14061,14089,QRS
14116,14194,T
14265,14286,P
14305,14341,QRS
14357,14435,T
14520,14541,P
14569,14596,QRS
14601,14680,T
14771,14792,P
14818,14848,QRS
14866,14990,T
15022,15042,P
15070,15097,QRS
15107,15262,T
15275,15296,P
15323,15350,QRS
15361,15427,T
15527,15547,P
15575,15602,QRS
15621,15680,T
15774,15795,P
15810,15851,QRS
15862,15952,T
16029,16049,P
16075,16104,QRS
16116,16267,T
16282,16302,P
16329,16358,QRS
16367,16491,T
16535,16556,P
16584,16610,QRS
16634,16693,T
16785,16806,P
16834,16860,QRS
17042,17062,P
17091,17117,QRS
17300,17320,P
17340,17375,QRS
17393,17463,T
17551,17572,P
17600,17628,QRS
17645,17706,T
17807,17827,P
17855,17881,QRS
17899,17963,T
18064,18085,P
18112,18138,QRS
18139,18218,T
18317,18338,P
18366,18392,QRS
18568,18589,P
18607,18644,QRS
18824,18845,P
18872,18898,QRS
18907,19043,T
19077,19098,P
19125,19153,QRS
19176,19259,T
19328,19349,P
19375,19404,QRS
19410,19491,T
19580,19601,P
19628,19655,QRS
19666,19824,T
19837,19859,P
19887,19913,QRS
19927,20082,T
20092,20114,P
20140,20169,QRS
20175,20247,T
20344,20365,P
20392,20419,QRS
20439,20498,T
20599,20620,P
20641,20676,QRS
20855,20875,P
20903,20930,QRS
21110,21130,P
21153,21187,QRS
21366,21387,P
21414,21443,QRS
21627,21647,P
21663,21703,QRS
21726,21780,T
21887,21908,P
21934,21963,QRS
22143,22165,P
22183,22220,QRS
22232,22302,T
22400,22422,P
22439,22477,QRS
22491,22556,T
22655,22675,P
22702,22731,QRS
22744,22881,T
22908,22929,P
22948,22984,QRS
23158,23179,P
23197,23235,QRS
23245,23334,T
23406,23427,P
23454,23481,QRS
23507,23561,T
23658,23678,P
23706,23732,QRS
23741,23812,T
23909,23930,P
23958,23984,QRS
23994,24063,T
24156,24177,P
24203,24233,QRS
24241,24313,T
24402,24420,P
24443,24475,QRS
24657,24676,P
24703,24730,QRS
24911,24930,P
24956,24983,QRS
25160,25177,P
25200,25230,QRS
25242,25307,T
25411,25430,P
25456,25485,QRS
25498,25588,T
25668,25687,P
25707,25743,QRS
25752,25840,T
25921,25941,P
25967,25994,QRS
26011,26133,T
26179,26197,P
26213,26250,QRS
26263,26347,T
26434,26455,P
26481,26508,QRS
26518,26607,T
26695,26714,P
26734,26770,QRS
26784,26851,T
26951,26970,P
26991,27025,QRS
27045,27126,T
27224,27248,P
27252,27288,QRS
27301,27397,T
27475,27494,P
27519,27549,QRS
27558,27654,T
27734,27753,P
27778,27808,QRS
27821,27888,T
27992,28012,P
28038,28067,QRS
28076,28147,T
28256,28275,P
28301,28330,QRS
28340,28434,T
28521,28541,P
28558,28595,QRS
28609,28703,T
28782,28802,P
28823,28857,QRS
28868,28938,T
29050,29070,P
29097,29123,QRS
29133,29234,T
29316,29335,P
29354,29390,QRS
29397,29466,T
29580,29600,P
29626,29654,QRS
29661,29732,T
29844,29863,P
29884,29918,QRS
29935,30021,T
30105,30125,P
30143,30179,QRS
30186,30305,T
30365,30385,P
30410,30439,QRS
30449,30598,T
30628,30648,P
30674,30701,QRS
30702,30812,T
30893,30913,P
30938,30968,QRS
30985,31059,T
31150,31169,P
31194,31224,QRS
31234,31384,T
31404,31425,P
31452,31479,QRS
31503,31589,T
31663,31682,P
31704,31738,QRS
31751,31838,T
31917,31937,P
31963,31990,QRS
32015,32103,T
32170,32190,P
32207,32245,QRS
32254,32410,T
32427,32447,P
32470,32500,QRS
32510,32607,T
32689,32709,P
