ROILimits_1,ROILimits_2,Value
132,188,QRS
189,260,T
301,337,P
346,400,QRS
409,463,T
517,531,P
560,607,QRS
608,663,T
725,758,P
767,806,QRS
814,886,T
921,966,P
972,1003,QRS
1004,1087,T
1105,1135,P
1169,1222,QRS
1236,1276,T
1343,1382,P
1386,1438,QRS
1439,1492,T
1553,1587,P
1597,1636,QRS
1637,1712,T
1754,1768,P
1796,1841,QRS
1842,1919,T
1957,1991,P
1994,2051,QRS
2059,2118,T
2164,2207,P
2211,2261,QRS
2262,2327,T
2376,2390,P
2419,2465,QRS
2466,2537,T
2631,2665,QRS
2674,2741,T
2791,2806,P
2830,2888,QRS
2900,2941,T
3057,3088,QRS
3097,3163,T
3206,3241,P
3246,3296,QRS
3297,3369,T
3407,3445,P
3453,3504,QRS
3505,3559,T
3622,3659,P
3665,3719,QRS
3727,3774,T
3840,3868,P
3881,3928,QRS
3940,3995,T
4042,4078,P
4084,4128,QRS
4129,4206,T
4245,4283,P
4288,4338,QRS
4344,4409,T
4457,4497,P
4502,4548,QRS
4549,4605,T
4669,4703,P
4706,4755,QRS
4756,4830,T
4926,4959,QRS
4960,5037,T
5123,5175,QRS
5176,5232,T
5298,5335,P
5340,5385,QRS
5399,5455,T
5500,5534,P
5540,5587,QRS
5588,5663,T
5701,5741,P
5746,5792,QRS
5798,5869,T
5916,5947,P
5954,6011,QRS
6025,6065,T
6137,6150,P
6170,6223,QRS
6232,6285,T
6337,6378,P
6384,6421,QRS
6430,6503,T
6537,6553,P
6572,6624,QRS
6653,6705,T
6748,6779,P
6789,6843,QRS
6844,6901,T
6957,6994,P
7002,7052,QRS
7062,7120,T
7170,7208,P
7213,7258,QRS
7259,7332,T
7378,7393,P
7416,7477,QRS
7486,7537,T
7635,7676,QRS
7677,7750,T
7797,7830,P
7838,7885,QRS
7886,7958,T
7995,8030,P
8032,8091,QRS
8094,8162,T
8208,8246,P
8252,8304,QRS
8305,8361,T
8426,8462,P
8471,8517,QRS
8525,8583,T
8630,8667,P
8673,8723,QRS
8736,8796,T
8870,8929,QRS
8961,8997,T
9042,9080,P
9089,9141,QRS
9149,9205,T
9259,9288,P
9304,9346,QRS
9356,9417,T
9467,9502,P
9505,9561,QRS
9569,9629,T
9673,9706,P
9721,9763,QRS
9775,9837,T
9941,9975,QRS
9983,10046,T
10098,10133,P
10139,10183,QRS
10184,10259,T
10294,10331,P
10340,10381,QRS
10382,10464,T
10508,10549,P
10554,10606,QRS
10607,10720,T
10728,10767,P
