ROILimits_1,ROILimits_2,Value
142,167,P
180,206,QRS
244,283,T
385,412,P
424,449,QRS
491,526,T
630,657,P
669,697,QRS
735,772,T
876,903,P
913,941,QRS
980,1017,T
1119,1145,P
1155,1184,QRS
1222,1259,T
1369,1393,P
1404,1432,QRS
1473,1508,T
1613,1640,P
1652,1681,QRS
1721,1756,T
1864,1889,P
1901,1927,QRS
1967,2003,T
2127,2153,P
2164,2192,QRS
2234,2270,T
2389,2415,P
2428,2453,QRS
2497,2531,T
2643,2668,P
2681,2708,QRS
2747,2786,T
2886,2911,P
2924,2950,QRS
2992,3027,T
3133,3158,P
3171,3198,QRS
3237,3274,T
3374,3400,P
3412,3437,QRS
3478,3514,T
3613,3638,P
3652,3679,QRS
3716,3756,T
3857,3882,P
3894,3923,QRS
3963,3999,T
4097,4123,P
4137,4163,QRS
4201,4239,T
4341,4366,P
4379,4405,QRS
4445,4538,T
4588,4614,P
4627,4653,QRS
4694,4731,T
4838,4865,P
4878,4904,QRS
4944,4982,T
5087,5112,P
5126,5151,QRS
5193,5229,T
5340,5367,P
5380,5407,QRS
5446,5483,T
5582,5608,P
5622,5647,QRS
5687,5724,T
5822,5847,P
5858,5885,QRS
5926,5963,T
6059,6086,P
6099,6126,QRS
6166,6203,T
6293,6318,P
6330,6357,QRS
6397,6433,T
6527,6553,P
6565,6593,QRS
6632,6669,T
6761,6789,P
6800,6829,QRS
6866,6904,T
6994,7018,P
7031,7057,QRS
7094,7133,T
7221,7252,P
7262,7289,QRS
7328,7367,T
7457,7484,P
7497,7521,QRS
7561,7598,T
7690,7717,P
7728,7757,QRS
7796,7832,T
7926,7954,P
7967,7993,QRS
8030,8069,T
8164,8188,P
8200,8227,QRS
8266,8304,T
8399,8425,P
8438,8464,QRS
8502,8541,T
8640,8665,P
8678,8703,QRS
8742,8781,T
8878,8902,P
8914,8942,QRS
8981,9018,T
9121,9147,P
9159,9185,QRS
9223,9262,T
9362,9389,P
9402,9429,QRS
9468,9505,T
9606,9633,P
9645,9671,QRS
9710,9748,T
9855,9882,P
9894,9921,QRS
9957,9997,T
10095,10123,P
10135,10162,QRS
10201,10240,T
10339,10367,P
10377,10405,QRS
10441,10482,T
10583,10610,P
10621,10649,QRS
10687,10726,T
10827,10850,P
10861,10890,QRS
10928,10966,T
11065,11091,P
11102,11130,QRS
11169,11206,T
11304,11332,P
11344,11370,QRS
11408,11446,T
11544,11570,P
11582,11608,QRS
11646,11684,T
11789,11816,P
11829,11857,QRS
11894,11933,T
12040,12064,P
12077,12103,QRS
12143,12180,T
12287,12312,P
12323,12351,QRS
12389,12428,T
12536,12561,P
12572,12601,QRS
12640,12678,T
12786,12812,P
12822,12851,QRS
12889,12927,T
13039,13064,P
13076,13102,QRS
13141,13180,T
13279,13306,P
13317,13343,QRS
13384,13421,T
13516,13544,P
13557,13583,QRS
13620,13660,T
13760,13785,P
13797,13822,QRS
13863,13900,T
13987,14013,P
14024,14051,QRS
14091,14128,T
14215,14242,P
14255,14283,QRS
14321,14358,T
14447,14471,P
14484,14510,QRS
14550,14586,T
14672,14700,P
14712,14740,QRS
14778,14814,T
14906,14932,P
14945,14972,QRS
15009,15048,T
15136,15162,P
15174,15199,QRS
15239,15276,T
15369,15394,P
15407,15435,QRS
15470,15509,T
15602,15629,P
15640,15669,QRS
