ROILimits_1,ROILimits_2,Value
153,173,P
182,206,QRS
226,271,T
346,366,P
377,399,QRS
425,470,T
529,559,P
568,591,QRS
619,660,T
721,746,P
755,776,QRS
799,844,T
900,930,P
938,960,QRS
985,1028,T
1096,1117,P
1125,1148,QRS
1173,1217,T
1277,1302,P
1312,1335,QRS
1360,1404,T
1464,1493,P
1501,1523,QRS
1544,1590,T
1649,1679,P
1687,1709,QRS
1730,1776,T
1837,1865,P
1874,1898,QRS
1921,1968,T
2025,2053,P
2062,2084,QRS
2110,2153,T
2212,2241,P
2249,2270,QRS
2295,2338,T
2398,2429,P
2431,2460,QRS
2481,2526,T
2587,2615,P
2623,2645,QRS
2668,2713,T
2773,2802,P
2811,2834,QRS
2859,2905,T
2968,2996,P
3004,3027,QRS
3049,3094,T
3155,3182,P
3191,3214,QRS
3236,3281,T
3341,3372,P
3380,3403,QRS
3428,3473,T
3545,3563,P
3565,3596,QRS
3622,3667,T
3762,3783,QRS
3804,3849,T
3949,3972,QRS
3996,4039,T
4099,4128,P
4138,4160,QRS
4186,4228,T
4297,4321,P
4330,4353,QRS
4378,4422,T
4488,4515,P
4523,4546,QRS
4568,4613,T
4680,4702,P
4712,4734,QRS
4757,4801,T
4865,4897,P
4906,4930,QRS
4956,4999,T
5061,5090,P
5099,5120,QRS
5147,5190,T
5259,5280,P
5289,5310,QRS
5332,5378,T
5441,5470,P
5480,5503,QRS
5525,5571,T
5633,5661,P
5671,5693,QRS
5717,5760,T
5858,5883,QRS
5906,5956,T
6020,6048,P
6056,6078,QRS
6102,6147,T
6207,6236,P
6245,6267,QRS
6295,6334,T
6392,6424,P
6433,6457,QRS
6478,6527,T
6589,6618,P
6627,6649,QRS
6675,6718,T
6779,6806,P
6815,6836,QRS
6860,6905,T
6964,6992,P
7001,7024,QRS
7048,7091,T
7152,7181,P
7191,7213,QRS
7238,7282,T
7347,7370,P
7378,7400,QRS
7423,7468,T
7533,7561,P
7570,7592,QRS
7618,7658,T
7720,7748,P
7758,7780,QRS
7801,7846,T
7915,7936,P
7945,7968,QRS
7996,8038,T
8100,8128,P
8137,8158,QRS
8186,8229,T
8292,8322,P
8329,8351,QRS
8374,8416,T
8476,8507,P
8517,8540,QRS
8563,8606,T
8667,8695,P
8703,8726,QRS
8748,8792,T
8856,8885,P
8887,8916,QRS
8943,8985,T
9054,9084,P
9093,9115,QRS
9138,9183,T
9246,9273,P
