ROILimits_1,ROILimits_2,Value
285,309,P
320,340,QRS
354,475,T
541,570,P
575,600,QRS
617,742,T
803,830,P
835,860,QRS
875,995,T
1060,1087,P
1091,1117,QRS
1140,1259,T
1306,1333,P
1339,1364,QRS
1379,1514,T
1545,1574,P
1580,1604,QRS
1605,1724,T
1788,1815,P
1822,1846,QRS
1847,1976,T
2048,2073,P
2080,2104,QRS
2117,2250,T
2315,2344,P
2350,2373,QRS
2396,2544,T
2585,2615,P
2625,2644,QRS
2645,2786,T
2848,2877,P
2888,2907,QRS
2993,3026,T
3111,3140,P
3145,3169,QRS
3188,3315,T
3366,3392,P
3397,3422,QRS
3505,3577,T
3622,3651,P
3656,3680,QRS
3696,3832,T
3888,3918,P
3929,3948,QRS
3966,4088,T
4151,4179,P
4189,4209,QRS
4225,4364,T
4410,4438,P
4444,4468,QRS
4553,4588,T
4667,4697,P
4708,4727,QRS
4746,4876,T
4912,4940,P
4951,4971,QRS
5054,5112,T
5139,5166,P
5170,5195,QRS
5358,5384,P
5389,5414,QRS
5495,5533,T
5585,5613,P
5624,5643,QRS
5729,5762,T
5819,5845,P
5850,5875,QRS
5888,6017,T
6059,6086,P
6090,6116,QRS
6313,6339,P
6344,6369,QRS
6453,6485,T
6573,6601,P
6609,6632,QRS
6838,6863,P
6866,6893,QRS
6906,7031,T
7090,7117,P
7127,7147,QRS
7161,7277,T
7352,7380,P
7391,7410,QRS
7432,7530,T
7613,7640,P
7651,7670,QRS
7688,7814,T
7874,7899,P
7904,7929,QRS
7944,8068,T
8133,8159,P
8170,8189,QRS
8274,8312,T
8395,8422,P
8426,8452,QRS
8453,8590,T
8654,8681,P
8686,8710,QRS
8739,8849,T
8907,8934,P
8939,8964,QRS
9062,9101,T
9160,9188,P
9194,9218,QRS
9235,9370,T
9418,9444,P
9449,9474,QRS
9572,9620,T
9656,9684,P
9690,9715,QRS
9764,9810,T
9889,9916,P
9922,9947,QRS
9996,10048,T
10121,10150,P
10156,10181,QRS
10263,10303,T
10352,10376,P
10381,10406,QRS
10565,10590,P
10600,10620,QRS
10780,10803,P
10807,10833,QRS
10992,11017,P
11022,11047,QRS
11195,11221,P
11227,11251,QRS
11397,11421,P
11427,11451,QRS
11529,11564,T
11597,11623,P
11629,11653,QRS
11737,11770,T
11798,11823,P
11834,11853,QRS
11931,11964,T
12007,12035,P
12039,12065,QRS
12232,12259,P
12270,12290,QRS
12370,12438,T
12465,12491,P
12495,12521,QRS
12538,12636,T
12706,12732,P
12738,12761,QRS
12779,12899,T
12943,12970,P
12980,12999,QRS
13185,13212,P
13217,13242,QRS
13243,13357,T
13429,13457,P
13463,13487,QRS
13501,13625,T
13678,13706,P
13716,13736,QRS
13932,13959,P
13969,13988,QRS
13989,14122,T
14179,14207,P
14212,14237,QRS
14259,14371,T
14418,14447,P
14454,14477,QRS
14490,14626,T
14660,14687,P
14698,14717,QRS
14735,14833,T
14905,14934,P
14945,14964,QRS
15044,15081,T
15169,15194,P
15205,15224,QRS
15248,15360,T
15442,15469,P
15480,15500,QRS
15551,15595,T
15713,15739,P
15745,15769,QRS
15819,15862,T
15972,15998,P
16003,16028,QRS
16081,16124,T
16228,16255,P
16260,16286,QRS
16336,16386,T
16482,16509,P
16513,16538,QRS
16588,16635,T
16732,16760,P
16766,16789,QRS
16839,16886,T
16975,17002,P
17006,17032,QRS
17078,17128,T
17216,17241,P
17252,17272,QRS
17320,17373,T
17450,17475,P
17479,17505,QRS
17556,17600,T
17675,17703,P
17706,17732,QRS
17898,17923,P
17928,17953,QRS
17968,18051,T
18121,18147,P
18152,18176,QRS
18228,18276,T
18345,18372,P
18377,18403,QRS
18454,18500,T
18578,18605,P
18615,18635,QRS
18686,18734,T
18795,18819,P
18830,18850,QRS
18896,18947,T
19013,19038,P
19043,19069,QRS
19119,19166,T
19248,19277,P
19286,19307,QRS
19365,19404,T
19505,19532,P
19538,19563,QRS
19578,19654,T
19772,19799,P
19803,19829,QRS
19890,19923,T
20050,20075,P
20081,20105,QRS
20123,20239,T
20323,20349,P
20354,20380,QRS
20400,20461,T
20590,20619,P
20628,20649,QRS
20669,20730,T
20859,20884,P
20890,20914,QRS
20927,21060,T
21115,21143,P
21154,21173,QRS
21190,21264,T
21382,21409,P
21415,21440,QRS
21459,21536,T
21652,21679,P
21690,21709,QRS
21748,21852,T
21925,21951,P
21961,21981,QRS
22002,22076,T
22197,22225,P
22232,22256,QRS
22269,22352,T
22461,22490,P
22500,22519,QRS
22581,22613,T
22711,22740,P
22751,22771,QRS
22830,22869,T
22966,22991,P
22996,23021,QRS
23035,23158,T
23214,23238,P
23243,23269,QRS
23329,23366,T
23453,23481,P
23485,23512,QRS
23566,23609,T
23690,23720,P
23725,23750,QRS
23832,23890,T
23933,23962,P
23968,23993,QRS
24051,24091,T
