ROILimits_1,ROILimits_2,Value
83,107,P
122,151,QRS
193,240,T
301,325,P
342,370,QRS
410,455,T
514,537,P
553,582,QRS
622,666,T
732,758,P
771,801,QRS
842,887,T
959,984,P
997,1027,QRS
1063,1115,T
1179,1207,P
1219,1249,QRS
1291,1333,T
1418,1446,P
1455,1487,QRS
1531,1579,T
1641,1666,P
1683,1711,QRS
1747,1796,T
1869,1895,P
1908,1939,QRS
1977,2026,T
2128,2154,P
2168,2195,QRS
2236,2292,T
2367,2395,P
2408,2437,QRS
2479,2523,T
2604,2631,P
2646,2674,QRS
2716,2761,T
2834,2861,P
2873,2904,QRS
2943,2992,T
3063,3090,P
3102,3132,QRS
3173,3218,T
3306,3333,P
3346,3375,QRS
3419,3461,T
3558,3585,P
3599,3627,QRS
3668,3713,T
3790,3816,P
3828,3858,QRS
3896,3942,T
4023,4052,P
4065,4093,QRS
4137,4181,T
4268,4297,P
4312,4340,QRS
4382,4432,T
4505,4531,P
4545,4574,QRS
4619,4664,T
4740,4763,P
4777,4809,QRS
4810,4897,T
4995,5024,P
5037,5066,QRS
5107,5159,T
5235,5264,P
5277,5308,QRS
5351,5394,T
5467,5493,P
5509,5537,QRS
5580,5625,T
5700,5731,P
5744,5773,QRS
5817,5860,T
5936,5968,P
5977,6009,QRS
6051,6093,T
6160,6193,P
6200,6233,QRS
6271,6322,T
6393,6425,P
6433,6465,QRS
6509,6549,T
6620,6655,P
6666,6696,QRS
6737,6782,T
6846,6879,P
6888,6920,QRS
6961,7007,T
7081,7113,P
7120,7153,QRS
7193,7243,T
7312,7350,P
7359,7388,QRS
7389,7478,T
7543,7575,P
7589,7616,QRS
7655,7702,T
7775,7806,P
7818,7848,QRS
7890,7937,T
8007,8037,P
8047,8079,QRS
8122,8166,T
8229,8259,P
8269,8299,QRS
8340,8384,T
8446,8478,P
8490,8519,QRS
8520,8604,T
8665,8696,P
8703,8737,QRS
8777,8820,T
8881,8912,P
8928,8955,QRS
8994,9041,T
9103,9135,P
9148,9179,QRS
9218,9270,T
9328,9363,P
9370,9402,QRS
9441,9489,T
9549,9582,P
9594,9624,QRS
9664,9711,T
9770,9802,P
9813,9844,QRS
9884,9930,T
9994,10024,P
10040,10068,QRS
10107,10154,T
10216,10244,P
10257,10287,QRS
10325,10373,T
10431,10462,P
10476,10504,QRS
10545,10592,T
10657,10688,P
10700,10730,QRS
10771,10819,T
10882,10913,P
10924,10952,QRS
10992,11039,T
11096,11129,P
11144,11171,QRS
11210,11257,T
11319,11352,P
11361,11393,QRS
11433,11481,T
11540,11570,P
11584,11613,QRS
11654,11699,T
11759,11789,P
11800,11830,QRS
11868,11915,T
11973,12003,P
12014,12044,QRS
12086,12133,T
12192,12223,P
12231,12263,QRS
12303,12352,T
12410,12440,P
12451,12482,QRS
12521,12569,T
12624,12653,P
12667,12695,QRS
12736,12782,T
12842,12875,P
12889,12917,QRS
12957,13002,T
13069,13100,P
13111,13141,QRS
13182,13228,T
13283,13315,P
13326,13357,QRS
13397,13444,T
13506,13542,P
13550,13582,QRS
