ROILimits_1,ROILimits_2,Value
70,100,P
103,143,QRS
143,186,T
191,229,P
245,297,QRS
306,325,T
331,371,P
390,440,QRS
441,488,T
499,527,P
531,592,QRS
593,651,T
675,732,QRS
737,795,T
810,867,QRS
867,912,T
924,955,P
959,1016,QRS
1025,1063,T
1097,1158,QRS
1166,1224,T
1241,1300,QRS
1302,1365,T
1379,1435,QRS
1445,1478,T
1494,1524,P
1528,1562,QRS
1562,1605,T
1636,1664,P
1669,1719,QRS
1726,1768,T
1804,1860,QRS
1863,1909,T
1919,1948,P
1953,2002,QRS
2010,2056,T
2095,2144,QRS
2153,2217,T
2233,2285,QRS
2300,2344,T
2381,2429,QRS
2448,2507,T
2514,2570,QRS
2575,2648,T
2664,2716,QRS
2724,2788,T
2796,2858,QRS
2867,2910,T
2949,3000,QRS
3010,3038,T
3056,3084,P
3091,3142,QRS
3150,3211,T
3231,3285,QRS
3290,3355,T
3377,3429,QRS
3437,3498,T
3516,3564,QRS
3571,3616,T
3622,3654,P
3657,3716,QRS
3717,3734,T
3735,3780,P
3798,3841,QRS
3861,3892,T
3927,3986,QRS
3995,4040,T
4079,4129,QRS
4141,4202,T
4223,4274,QRS
4281,4326,T
4360,4416,QRS
4425,4472,T
4498,4560,QRS
4560,4630,T
4640,4703,QRS
4711,4772,T
4789,4838,QRS
4849,4893,T
4934,4980,QRS
4994,5007,T
5042,5072,P
5075,5120,QRS
5126,5149,T
5157,5196,P
5212,5262,QRS
5277,5291,T
5324,5353,P
5359,5407,QRS
5413,5479,T
5495,5550,QRS
5556,5626,T
5634,5693,QRS
5698,5768,T
5782,5830,QRS
5838,5911,T
5930,5976,QRS
5990,6021,T
6061,6119,QRS
6129,6191,T
6209,6256,QRS
6264,6286,T
6316,6342,P
6348,6397,QRS
6404,6442,T
6458,6488,P
6492,6539,QRS
6547,6612,T
6633,6680,QRS
6691,6732,T
6768,6823,QRS
6829,6849,T
6881,6911,P
6915,6963,QRS
6977,7015,T
7051,7104,QRS
7110,7179,T
7196,7246,QRS
7255,7322,T
7339,7390,QRS
7398,7462,T
7479,7531,QRS
7533,7603,T
7619,7669,QRS
7676,7744,T
7761,7811,QRS
7826,7853,T
7900,7953,QRS
7963,8029,T
8040,8111,QRS
8117,8129,T
8150,8188,P
8191,8224,QRS
8224,8270,T
8300,8331,P
8333,8387,QRS
8388,8422,T
8441,8455,P
8472,8523,QRS
8529,8599,T
8601,8665,QRS
8677,8740,T
8759,8823,QRS
8826,8887,T
8906,8964,QRS
8971,9032,T
9050,9083,QRS
9083,9126,T
9133,9170,P
9188,9240,QRS
9248,9313,T
9332,9380,QRS
9388,9431,T
9475,9529,QRS
9535,9597,T
9611,9663,QRS
9670,9691,T
9699,9742,P
9750,9803,QRS
9816,9856,T
9895,9944,QRS
9949,10019,T
10035,10093,QRS
10100,10159,T
10176,10228,QRS
10233,10265,T
10321,10375,QRS
10376,10447,T
10465,10523,QRS
10524,10591,T
10609,10655,QRS
10666,10730,T
10748,10796,QRS
10801,10871,T
10888,10937,QRS
10950,11015,T
11032,11079,QRS
11091,11158,T
11176,11221,QRS
11231,11300,T
11314,11366,QRS
11378,11441,T
11458,11516,QRS
11525,11557,T
11598,11660,QRS
11666,11722,T
11744,11794,QRS
11801,11867,T
11888,11937,QRS
11937,12009,T
12023,12076,QRS
12083,12148,T
12168,12216,QRS
12220,12288,T
12309,12355,QRS
12366,12432,T
12451,12503,QRS
12513,12577,T
12591,12644,QRS
12646,12695,T
12702,12732,P
12735,12782,QRS
12793,12809,T
12842,12871,P
12876,12926,QRS
12932,12977,T
12983,13015,P
13017,13051,QRS
13051,13098,T
13104,13136,P
13157,13207,QRS
13221,13277,T
13299,13349,QRS
13350,13424,T
13440,13498,QRS
13498,13569,T
13584,13635,QRS
13649,13673,T
13675,13708,P
13728,13784,QRS
13784,13831,T
13871,13917,QRS
13927,13995,T
14014,14070,QRS
14071,14137,T
14159,14206,QRS
14219,14280,T
14299,14352,QRS
14360,14398,T
14435,14488,QRS
14502,14542,T
14580,14632,QRS
14636,14672,T
14723,14774,QRS
14782,14801,T
14814,14858,P
14867,14917,QRS
14924,14992,T
15006,15066,QRS
15078,15113,T
15150,15198,QRS
15210,15273,T
15292,15345,QRS
15347,15389,T
15397,15429,P
15434,15485,QRS
15490,15534,T
15541,15573,P
15575,15625,QRS
15627,15669,T
15678,15710,P
15718,15765,QRS
15772,15840,T
15859,15905,QRS
15908,15981,T
16002,16049,QRS
16049,16122,T
16142,16189,QRS
16204,16234,T
16283,16329,QRS
16335,16401,T
16426,16473,QRS
16480,16547,T
16565,16613,QRS
16617,16690,T
16706,16738,QRS
16738,16793,T
16814,16846,P
16850,16895,QRS
16902,16952,T
16989,17039,QRS
17051,17089,T
17134,17183,QRS
17189,17240,T
17283,17329,QRS
17336,17401,T
17417,17469,QRS
17480,17520,T
17562,17610,QRS
17613,17683,T
17696,17751,QRS
17767,17826,T
17842,17892,QRS
17902,17968,T
17989,18038,QRS
18047,18113,T
18131,18177,QRS
18183,18253,T
18271,18321,QRS
18324,18397,T
18415,18462,QRS
18466,18533,T
18556,18605,QRS
18612,18680,T
18697,18755,QRS
18760,18818,T
18839,18889,QRS
18896,18960,T
18976,19030,QRS
19033,19104,T
19124,19170,QRS
19174,19246,T
19267,19322,QRS
19331,19364,T
19408,19457,QRS
19463,19533,T
19552,19606,QRS
19612,19677,T
19686,19744,QRS
19749,19771,T
19799,19830,P
19834,19890,QRS
19891,19960,T
19979,20024,QRS
20036,20101,T
20117,20168,QRS
20180,20210,T
20230,20261,P
20265,20311,QRS
20319,20388,T
20406,20458,QRS
20472,20531,T
20550,20594,QRS
20609,20671,T
20693,20742,QRS
20756,20793,T
20830,20885,QRS
20895,20911,T
20915,20957,P
20976,21032,QRS
21035,21101,T
21119,21174,QRS
21184,21221,T
21257,21307,QRS
21314,21383,T
21401,21439,QRS
21439,21481,T
21489,21519,P
21540,21594,QRS
21600,21643,T
21685,21733,QRS
21737,21807,T
21826,21875,QRS
21882,21948,T
21970,22022,QRS
22027,22050,T
22075,22106,P
22110,22161,QRS
22163,22229,T
22240,22296,QRS
22310,22349,T
22388,22450,QRS
22457,22513,T
22529,22579,QRS
22587,22659,T
22670,22711,QRS
22711,22755,T
22785,22816,P
22820,22866,QRS
22868,22942,T
22961,23011,QRS
23018,23050,T
23056,23083,P
23103,23148,QRS
23160,23222,T
23239,23294,QRS
23307,23365,T
23385,23435,QRS
23442,23508,T
23521,23577,QRS
23587,23647,T
23663,23722,QRS
23726,23795,T
23808,23869,QRS
23877,23889,T
23918,23947,P
23954,24002,QRS
24005,24072,T
24089,24144,QRS
24154,24188,T
24201,24233,P
24240,24285,QRS
24294,24317,T
24348,24379,P
24382,24431,QRS
24438,24504,T
24514,24568,QRS
24575,24645,T
24663,24697,QRS
24697,24742,T
24770,24800,P
24804,24850,QRS
24858,24929,T
24945,24984,QRS
24984,25025,T
25054,25083,P
25086,25119,QRS
25119,25166,T
25179,25214,P
25228,25285,QRS
25286,25307,T
25338,25369,P
25372,25417,QRS
25423,25496,T
25512,25561,QRS
25571,25636,T
25654,25702,QRS
25714,25781,T
25787,25852,QRS
25852,25880,T
25906,25930,P
25936,25992,QRS
25992,26037,T
26044,26070,P
26070,26135,QRS
26144,26206,T
26217,26271,QRS
26283,26297,T
26301,26346,P
26365,26418,QRS
26426,26466,T
26474,26506,P
26510,26540,QRS
26540,26593,T
26619,26649,P
26651,26702,QRS
26710,26750,T
26757,26790,P
26794,26841,QRS
26851,26914,T
26935,26991,QRS
26999,27020,T
27071,27125,QRS
27127,27151,T
27181,27214,P
27216,27268,QRS
27278,27295,T
27301,27338,P
27354,27407,QRS
27409,27482,T
27502,27549,QRS
27554,27623,T
27642,27691,QRS
27700,27717,T
27728,27759,P
27780,27829,QRS
27838,27905,T
27921,27973,QRS
27978,28042,T
28064,28112,QRS
28128,28187,T
28205,28238,QRS
28238,28285,T
28313,28341,P
28346,28395,QRS
28398,28466,T
28489,28536,QRS
28539,28591,T
28631,28679,QRS
28687,28721,T
28765,28821,QRS
28825,28847,T
28864,28895,P
28913,28977,QRS
28982,29015,T
29050,29104,QRS
29107,29131,T
29163,29192,P
29199,29247,QRS
29255,29319,T
29337,29388,QRS
29402,29416,T
29448,29480,P
29482,29528,QRS
29545,29560,T
29574,29608,P
29628,29677,QRS
29682,29750,T
29766,29817,QRS
29824,29892,T
29899,29957,QRS
29965,29984,T
30017,30048,P
30052,30086,QRS
30086,30130,T
30133,30177,P
30194,30241,QRS
30255,30315,T
30334,30391,QRS
30401,30455,T
30477,30533,QRS
30543,30577,T
30584,30610,P
30614,30666,QRS
30672,30743,T
30760,30814,QRS
30823,30880,T
30894,30964,QRS
30969,31000,T
31037,31096,QRS
31103,31165,T
31188,31238,QRS
31241,31306,T
31324,31373,QRS
31387,31402,T
31434,31464,P
31469,31520,QRS
31521,31591,T
31609,31655,QRS
31667,31731,T
31736,31749,P
31753,31811,QRS
31821,31879,T
31898,31930,QRS
31930,31976,T
31980,32018,P
32040,32089,QRS
32093,32165,T
32181,32229,QRS
32245,32303,T
32324,32371,QRS
32386,32447,T
32466,32521,QRS
32530,32591,T
