ROILimits_1,ROILimits_2,Value
269,290,P
294,326,QRS
356,407,T
491,511,P
522,548,QRS
582,625,T
706,728,P
737,766,QRS
799,843,T
927,947,P
958,985,QRS
1017,1063,T
1152,1174,P
1181,1209,QRS
1245,1286,T
1375,1395,P
1406,1432,QRS
1466,1513,T
1600,1619,P
1630,1656,QRS
1690,1733,T
1814,1834,P
1844,1872,QRS
1907,1949,T
2026,2046,P
2057,2085,QRS
2116,2162,T
2242,2261,P
2271,2298,QRS
2333,2376,T
2458,2476,P
2489,2515,QRS
2550,2591,T
2680,2700,P
2706,2735,QRS
2765,2811,T
2904,2924,P
2935,2961,QRS
2997,3038,T
3127,3145,P
3155,3183,QRS
3216,3262,T
3348,3368,P
3378,3405,QRS
3438,3483,T
3575,3593,P
3602,3629,QRS
3660,3706,T
3803,3822,P
3830,3858,QRS
3893,3936,T
4031,4052,P
4063,4088,QRS
4124,4167,T
4258,4281,P
4287,4315,QRS
4350,4392,T
4487,4509,P
4513,4542,QRS
4574,4623,T
4718,4738,P
4743,4773,QRS
4805,4851,T
4941,4962,P
4972,4999,QRS
5037,5079,T
5172,5192,P
5203,5229,QRS
5263,5308,T
5400,5423,P
5432,5458,QRS
5498,5537,T
5627,5647,P
5658,5683,QRS
5723,5762,T
5846,5867,P
5869,5903,QRS
5942,5979,T
6058,6082,P
6092,6117,QRS
6155,6193,T
6280,6304,P
6309,6335,QRS
6371,6415,T
6495,6512,P
6525,6551,QRS
6583,6629,T
6715,6733,P
6743,6769,QRS
6803,6846,T
6936,6955,P
6962,6992,QRS
7027,7071,T
7160,7178,P
7188,7217,QRS
7249,7293,T
7381,7402,P
7408,7437,QRS
7470,7516,T
7608,7626,P
7638,7663,QRS
7697,7744,T
7833,7851,P
7861,7890,QRS
7921,7967,T
8053,8074,P
8082,8111,QRS
8145,8190,T
8279,8298,P
8307,8335,QRS
8370,8412,T
8500,8519,P
8528,8557,QRS
8587,8634,T
8719,8738,P
8746,8776,QRS
8812,8854,T
8944,8961,P
8976,8999,QRS
9034,9079,T
9168,9187,P
9198,9226,QRS
9259,9304,T
9391,9411,P
9422,9448,QRS
9485,9527,T
9621,9638,P
9647,9674,QRS
9711,9754,T
9844,9864,P
9874,9902,QRS
9937,9981,T
10067,10087,P
10100,10126,QRS
10161,10204,T
10292,10310,P
10321,10346,QRS
10377,10428,T
10513,10533,P
10540,10570,QRS
10603,10646,T
10724,10740,P
10748,10780,QRS
10817,10858,T
10924,10951,P
10958,10987,QRS
11016,11066,T
11137,11159,P
11173,11199,QRS
11234,11279,T
11356,11374,P
11386,11413,QRS
11445,11490,T
11570,11589,P
11603,11627,QRS
11662,11706,T
11797,11813,P
11820,11850,QRS
11884,11928,T
12008,12030,P
12032,12077,QRS
12110,12157,T
12239,12257,P
12271,12297,QRS
12333,12371,T
12454,12472,P
12487,12519,QRS
12551,12597,T
12688,12706,P
12712,12744,QRS
12777,12822,T
12905,12924,P
12933,12963,QRS
12998,13039,T
13127,13145,P
13158,13183,QRS
13219,13263,T
13352,13371,P
13375,13407,QRS
13440,13484,T
13571,13588,P
13600,13625,QRS
13659,13701,T
13789,13810,P
13820,13846,QRS
13882,13924,T
14009,14029,P
14040,14066,QRS
14097,14143,T
14228,14244,P
14253,14284,QRS
14315,14359,T
14425,14453,P
14477,14501,QRS
14536,14581,T
14664,14685,P
14693,14723,QRS
14760,14804,T
14886,14905,P
14915,14942,QRS
14976,15017,T
15107,15125,P
15136,15162,QRS
15197,15242,T
15330,15347,P
15358,15386,QRS
15419,15465,T
15550,15566,P
15579,15603,QRS
15641,15682,T
15765,15786,P
15795,15823,QRS
15855,15901,T
15991,16011,P
16020,16046,QRS
16086,16127,T
16209,16231,P
16239,16266,QRS
16301,16345,T
16429,16450,P
16461,16486,QRS
16518,16570,T
16650,16671,P
16683,16708,QRS
16744,16786,T
16872,16890,P
16900,16928,QRS
16961,17008,T
17089,17107,P
17119,17146,QRS
17183,17224,T
17314,17335,P
17343,17369,QRS
17402,17449,T
17532,17550,P
17562,17589,QRS
17627,17667,T
17744,17764,P
17773,17802,QRS
17838,17880,T
17955,17979,P
17987,18013,QRS
18049,18091,T
18155,18180,P
18188,18215,QRS
18250,18294,T
18360,18382,P
18390,18417,QRS
18451,18495,T
18565,18584,P
18588,18622,QRS
18660,18702,T
18760,18785,P
18795,18822,QRS
18862,18924,T
18966,18992,P
19002,19028,QRS
19061,19108,T
19181,19201,P
19213,19239,QRS
19267,19319,T
19387,19415,P
19421,19450,QRS
19487,19529,T
19603,19625,P
19635,19662,QRS
19696,19740,T
19822,19842,P
19852,19878,QRS
19910,19956,T
20035,20055,P
20066,20092,QRS
20126,20169,T
20255,20279,P
20286,20311,QRS
20343,20393,T
20476,20495,P
20506,20532,QRS
20565,20609,T
20692,20711,P
20720,20748,QRS
20780,20824,T
20907,20925,P
20935,20961,QRS
20997,21038,T
21119,21138,P
21149,21175,QRS
21207,21251,T
21329,21346,P
21355,21386,QRS
21418,21461,T
21533,21558,P
21564,21592,QRS
21625,21669,T
21741,21761,P
21773,21798,QRS
21833,21877,T
21941,21965,P
21977,22001,QRS
22034,22079,T
22146,22170,P
22179,22203,QRS
22238,22280,T
22354,22371,P
22383,22409,QRS
22436,22485,T
22561,22579,P
22591,22619,QRS
22650,22695,T
22776,22797,P
22805,22835,QRS
22870,22915,T
23004,23021,P
23033,23060,QRS
23093,23138,T
23228,23245,P
23257,23284,QRS
23317,23363,T
23457,23476,P
23488,23514,QRS
23545,23593,T
23692,23713,P
23717,23748,QRS
23783,23828,T
23919,23941,P
23950,23978,QRS
24016,24057,T
24151,24171,P
24185,24209,QRS
24245,24291,T
24382,24402,P
24409,24439,QRS
24479,24519,T
24609,24628,P
24639,24665,QRS
24700,24746,T
24834,24851,P
24861,24891,QRS
24928,24971,T
25049,25068,P
25080,25107,QRS
25141,25187,T
25268,25288,P
25295,25324,QRS
25360,25403,T
25476,25499,P
25507,25533,QRS
25567,25613,T
25681,25705,P
25718,25743,QRS
25778,25821,T
25901,25921,P
25930,25958,QRS
25996,26072,T
26116,26135,P
26147,26172,QRS
26213,26249,T
26334,26354,P
26365,26391,QRS
26427,26471,T
26555,26572,P
26584,26610,QRS
26642,26689,T
26779,26797,P
26806,26834,QRS
26870,26912,T
27004,27024,P
27034,27060,QRS
27099,27139,T
27232,27249,P
27259,27287,QRS
27323,27365,T
27454,27472,P
27484,27510,QRS
27542,27590,T
27680,27696,P
27709,27734,QRS
27767,27812,T
27898,27918,P
27927,27954,QRS
27987,28030,T
28119,28136,P
28147,28173,QRS
28207,28251,T
28342,28359,P
28372,28398,QRS
28432,28475,T
28560,28578,P
28589,28616,QRS
28652,28694,T
28782,28805,P
28813,28840,QRS
28873,28920,T
29013,29034,P
29042,29069,QRS
29104,29148,T
29237,29256,P
29267,29292,QRS
29328,29372,T
29465,29485,P
29495,29520,QRS
29556,29598,T
29700,29720,P
29731,29756,QRS
29789,29836,T
29935,29952,P
29963,29990,QRS
30024,30070,T
30171,30195,P
30202,30228,QRS
30265,30311,T
30411,30429,P
30439,30466,QRS
30503,30546,T
30647,30665,P
30678,30703,QRS
30740,30781,T
30887,30909,P
30917,30943,QRS
30981,31023,T
31124,31142,P
31153,31179,QRS
31217,31259,T
31358,31375,P
31387,31412,QRS
31445,31491,T
31592,31610,P
31619,31646,QRS
31680,31726,T
31826,31844,P
31855,31881,QRS
31917,31959,T
32057,32076,P
32086,32112,QRS
32147,32192,T
32285,32304,P
32314,32340,QRS
32371,32419,T
32509,32530,P
32541,32567,QRS
32603,32647,T
32748,32766,P
32776,32804,QRS
32841,32884,T
32985,33005,P
33015,33041,QRS
33076,33121,T
33212,33234,P
33238,33269,QRS
33304,33349,T
33436,33458,P
33466,33491,QRS
33527,33573,T
