ROILimits_1,ROILimits_2,Value
96,128,QRS
144,185,T
281,314,QRS
330,368,T
444,465,P
475,509,QRS
524,567,T
682,720,QRS
728,775,T
892,924,QRS
939,980,T
1078,1099,P
1108,1145,QRS
1160,1202,T
1339,1372,QRS
1389,1438,T
1571,1602,QRS
1619,1663,T
1790,1824,QRS
1842,1882,T
2008,2040,QRS
2057,2096,T
2228,2260,QRS
2276,2318,T
2449,2482,QRS
2499,2540,T
2671,2702,QRS
2722,2760,T
2879,2910,QRS
2929,2966,T
3091,3127,QRS
3144,3182,T
3318,3352,QRS
3369,3410,T
3549,3580,QRS
3597,3639,T
3767,3798,QRS
3815,3856,T
3983,4014,QRS
4032,4140,T
4205,4241,QRS
4259,4297,T
4435,4467,QRS
4484,4529,T
4664,4698,QRS
4715,4760,T
4881,4915,QRS
4933,4974,T
5095,5131,QRS
5149,5189,T
5306,5341,QRS
5358,5399,T
5517,5549,QRS
5565,5609,T
5720,5752,QRS
5771,5810,T
5884,5907,P
5917,5950,QRS
5968,6007,T
6121,6157,QRS
6175,6214,T
6334,6369,QRS
6386,6429,T
6551,6583,QRS
6602,6641,T
6749,6790,QRS
6806,6846,T
6963,6996,QRS
7014,7053,T
7171,7202,QRS
7222,7260,T
7293,7335,QRS
7340,7395,T
7572,7604,QRS
7621,7666,T
7706,7747,QRS
7760,7807,T
7954,7989,QRS
7996,8053,T
8134,8169,QRS
8181,8226,T
8313,8347,QRS
8366,8406,T
8495,8527,QRS
8543,8583,T
8678,8710,QRS
8728,8766,T
8873,8904,QRS
8922,8962,T
9076,9109,QRS
9129,9168,T
9292,9326,QRS
9347,9384,T
9529,9563,QRS
9581,9623,T
9768,9801,QRS
9822,9861,T
9998,10033,QRS
10051,10095,T
10234,10267,QRS
10286,10329,T
10340,10375,QRS
10394,10436,T
10660,10696,QRS
10703,10763,T
10852,10887,QRS
10900,10943,T
11043,11075,QRS
11093,11132,T
11198,11220,P
11229,11263,QRS
11275,11321,T
11422,11454,QRS
11476,11508,P
11514,11554,QRS
11561,11611,T
11812,11844,QRS
11844,11889,T
11940,11971,QRS
11992,12040,T
