ROILimits_1,ROILimits_2,Value
169,194,P
207,228,QRS
251,290,T
327,352,P
364,386,QRS
408,448,T
484,509,P
521,543,QRS
565,604,T
640,666,P
677,698,QRS
721,760,T
796,821,P
833,854,QRS
876,915,T
951,977,P
989,1010,QRS
1034,1072,T
1109,1135,P
1147,1168,QRS
1191,1230,T
1266,1292,P
1304,1325,QRS
1349,1387,T
1423,1448,P
1460,1482,QRS
1504,1543,T
1579,1604,P
1616,1638,QRS
1661,1700,T
1737,1762,P
1775,1796,QRS
1819,1858,T
1895,1921,P
1933,1954,QRS
1978,2017,T
2054,2080,P
2092,2113,QRS
2138,2177,T
2213,2239,P
2252,2273,QRS
2295,2336,T
2372,2397,P
2409,2430,QRS
2454,2492,T
2528,2553,P
2565,2587,QRS
2609,2649,T
2684,2709,P
2721,2743,QRS
2764,2805,T
2839,2865,P
2877,2899,QRS
2921,2961,T
2996,3020,P
3033,3054,QRS
3078,3116,T
3150,3175,P
3188,3209,QRS
3233,3271,T
3305,3331,P
3343,3364,QRS
3388,3426,T
3460,3485,P
3497,3519,QRS
3542,3581,T
3615,3641,P
3653,3674,QRS
3697,3736,T
3770,3795,P
3808,3829,QRS
3853,3891,T
3925,3950,P
3963,3984,QRS
4008,4046,T
4080,4106,P
4118,4139,QRS
4164,4202,T
4236,4261,P
4273,4294,QRS
4317,4355,T
4390,4415,P
4426,4447,QRS
4469,4509,T
4543,4568,P
4580,4601,QRS
4623,4663,T
4696,4721,P
4734,4755,QRS
4777,4816,T
4849,4874,P
4886,4908,QRS
4930,4969,T
5002,5027,P
5039,5060,QRS
5084,5122,T
5156,5181,P
5193,5214,QRS
5238,5275,T
5310,5336,P
5347,5369,QRS
5392,5430,T
5465,5490,P
5502,5523,QRS
5544,5584,T
5619,5645,P
5657,5678,QRS
5703,5740,T
5775,5801,P
5813,5834,QRS
5858,5896,T
5931,5956,P
5968,5990,QRS
6014,6053,T
6088,6114,P
6125,6147,QRS
6170,6209,T
6245,6270,P
6282,6303,QRS
6327,6365,T
6400,6425,P
6438,6459,QRS
6482,6521,T
6557,6583,P
6595,6616,QRS
6641,6680,T
6715,6740,P
6753,6775,QRS
6799,6837,T
6873,6899,P
6912,6933,QRS
6958,6996,T
7033,7059,P
7072,7094,QRS
7117,7157,T
7194,7220,P
7232,7254,QRS
7277,7317,T
7353,7379,P
7391,7413,QRS
7436,7476,T
7513,7538,P
7551,7573,QRS
7597,7636,T
7672,7698,P
7711,7732,QRS
7756,7795,T
7831,7857,P
7870,7891,QRS
7916,7954,T
7990,8016,P
8028,8050,QRS
8074,8113,T
8148,8175,P
8186,8208,QRS
8232,8271,T
8307,8333,P
8344,8366,QRS
8389,8429,T
8465,8490,P
8503,8524,QRS
8548,8587,T
8623,8648,P
8661,8682,QRS
8706,8745,T
8780,8805,P
8818,8839,QRS
8862,8901,T
8937,8962,P
8974,8995,QRS
9021,9058,T
9093,9120,P
9131,9153,QRS
9177,9215,T
9250,9276,P
9288,9309,QRS
9333,9371,T
9406,9431,P
9443,9464,QRS
9489,9527,T
9562,9587,P
9598,9620,QRS
9644,9681,T
9716,9740,P
9752,9773,QRS
9796,9834,T
9868,9892,P
9904,9925,QRS
9948,9986,T
10021,10046,P
10057,10078,QRS
10101,10139,T
10172,10198,P
10209,10230,QRS
10254,10292,T
10325,10351,P
10362,10383,QRS
10407,10445,T
10477,10502,P
10513,10535,QRS
10558,10596,T
10629,10653,P
10665,10686,QRS
10708,10747,T
10781,10805,P
10817,10838,QRS
10860,10899,T
10932,10957,P
10969,10990,QRS
11014,11052,T
11085,11109,P
11121,11143,QRS
11166,11204,T
11237,11261,P
11273,11294,QRS
11318,11356,T
11389,11413,P
11425,11447,QRS
11470,11508,T
11542,11567,P
11579,11600,QRS
11624,11662,T
11695,11719,P
11732,11753,QRS
11777,11815,T
11848,11874,P
11886,11907,QRS
11932,11970,T
12003,12028,P
12040,12062,QRS
12087,12125,T
12158,12183,P
12195,12216,QRS
12241,12279,T
12313,12338,P
12349,12371,QRS
12394,12434,T
12468,12493,P
12505,12526,QRS
12550,12590,T
12624,12650,P
12662,12683,QRS
12709,12747,T
12781,12807,P
12819,12841,QRS
12866,12904,T
12938,12963,P
12975,12997,QRS
13022,13062,T
13096,13121,P
13133,13155,QRS
13180,13219,T
13254,13279,P
13291,13313,QRS
13337,13378,T
13412,13437,P
13450,13471,QRS
13497,13536,T
13569,13595,P
13608,13629,QRS
13655,13694,T
13727,13753,P
13765,13787,QRS
13812,13851,T
13885,13910,P
13923,13945,QRS
13970,14008,T
14043,14069,P
14080,14102,QRS
14127,14166,T
14200,14226,P
14238,14259,QRS
14285,14323,T
14358,14384,P
14396,14417,QRS
14442,14481,T
14516,14542,P
14554,14576,QRS
14601,14640,T
14675,14701,P
14713,14734,QRS
14759,14797,T
14831,14857,P
14869,14890,QRS
14914,14954,T
14989,15014,P
15026,15048,QRS
15071,15111,T
15146,15171,P
15183,15205,QRS
15229,15268,T
15304,15330,P
15342,15363,QRS
15388,15426,T
15462,15487,P
15499,15521,QRS
15546,15584,T
15619,15644,P
15656,15677,QRS
15702,15740,T
15775,15801,P
15812,15834,QRS
15859,15897,T
15932,15958,P
15969,15991,QRS
16014,16053,T
16089,16114,P
16126,16147,QRS
16171,16209,T
16242,16267,P
16279,16300,QRS
16323,16363,T
16396,16422,P
16434,16455,QRS
16480,16517,T
16551,16576,P
16588,16609,QRS
16634,16670,T
16703,16728,P
16740,16761,QRS
16786,16823,T
16856,16881,P
16893,16914,QRS
16938,16976,T
17009,17034,P
17046,17067,QRS
17090,17128,T
17161,17186,P
17198,17219,QRS
17243,17281,T
17314,17339,P
17351,17372,QRS
17396,17434,T
17467,17492,P
17504,17525,QRS
17549,17587,T
17620,17645,P
17657,17678,QRS
17702,17740,T
17774,17799,P
17810,17832,QRS
17855,17893,T
17926,17951,P
17962,17984,QRS
18006,18045,T
18079,18104,P
18115,18136,QRS
18159,18198,T
18231,18256,P
18268,18289,QRS
18313,18351,T
18384,18409,P
18421,18443,QRS
18466,18504,T
18537,18562,P
18574,18595,QRS
18620,18657,T
18689,18715,P
18726,18748,QRS
18772,18810,T
18843,18868,P
18880,18902,QRS
18925,18965,T
18998,19023,P
19035,19056,QRS
19080,19119,T
19152,19177,P
19189,19210,QRS
19236,19274,T
19307,19332,P
19344,19365,QRS
19390,19429,T
19461,19487,P
19499,19521,QRS
19545,19584,T
19616,19642,P
19653,19675,QRS
19698,19738,T
19772,19797,P
19807,19830,QRS
19853,19893,T
19927,19952,P
19965,19986,QRS
20011,20049,T
20083,20108,P
20121,20142,QRS
20168,20206,T
20240,20265,P
20277,20299,QRS
20323,20362,T
20396,20422,P
20434,20455,QRS
20479,20517,T
20553,20578,P
20590,20612,QRS
20636,20674,T
20709,20734,P
20747,20768,QRS
20792,20831,T
20866,20892,P
20904,20925,QRS
20951,20988,T
21022,21048,P
21059,21081,QRS
21105,21143,T
21177,21203,P
21214,21236,QRS
21261,21297,T
21332,21357,P
21368,21390,QRS
21414,21452,T
21486,21512,P
21523,21544,QRS
21568,21606,T
21640,21665,P
21677,21698,QRS
21721,21760,T
21794,21818,P
21830,21851,QRS
21876,21914,T
21949,21973,P
21985,22007,QRS
22031,22069,T
22102,22127,P
22139,22161,QRS
22185,22222,T
22257,22282,P
22292,22314,QRS
22337,22375,T
22409,22433,P
22445,22466,QRS
22490,22528,T
22561,22587,P
22598,22620,QRS
22643,22681,T
22715,22740,P
22751,22772,QRS
22796,22834,T
22867,22892,P
22904,22925,QRS
22949,22987,T
23021,23045,P
23057,23078,QRS
23102,23140,T
23174,23199,P
23210,23231,QRS
23256,23293,T
23327,23352,P
23364,23385,QRS
23408,23446,T
23482,23507,P
23519,23540,QRS
23564,23602,T
23638,23664,P
23676,23697,QRS
23722,23760,T
23797,23822,P
23834,23856,QRS
23881,23919,T
23956,23981,P
23993,24015,QRS
24040,24077,T
24115,24141,P
24152,24174,QRS
24200,24237,T
24276,24301,P
24313,24334,QRS
24358,24398,T
24436,24462,P
24474,24496,QRS
24520,24558,T
24597,24622,P
24635,24656,QRS
24681,24719,T
24756,24781,P
24793,24815,QRS
24839,24878,T
24914,24939,P
24951,24973,QRS
24998,25036,T
25074,25099,P
25111,25132,QRS
25157,25196,T
25233,25258,P
25270,25292,QRS
25316,25355,T
25392,25418,P
25430,25451,QRS
25477,25515,T
25551,25577,P
25589,25611,QRS
25635,25674,T
25710,25736,P
25748,25769,QRS
25795,25833,T
25869,25895,P
25906,25928,QRS
25952,25990,T
26027,26052,P
26064,26085,QRS
26110,26148,T
26185,26211,P
26223,26244,QRS
26270,26307,T
26344,26369,P
26382,26403,QRS
26428,26466,T
26501,26527,P
26538,26560,QRS
26584,26623,T
26658,26683,P
26695,26717,QRS
26742,26779,T
26814,26840,P
26851,26872,QRS
26896,26934,T
26970,26995,P
27006,27028,QRS
27052,27090,T
27124,27149,P
27162,27183,QRS
27208,27245,T
27279,27304,P
27316,27337,QRS
27362,27400,T
27432,27457,P
27469,27491,QRS
27515,27553,T
27586,27611,P
27622,27644,QRS
27669,27706,T
27739,27764,P
27775,27797,QRS
27820,27859,T
27891,27916,P
27928,27949,QRS
27973,28011,T
28043,28068,P
28080,28101,QRS
28125,28163,T
28194,28219,P
28231,28252,QRS
28276,28314,T
28345,28370,P
28381,28403,QRS
28426,28464,T
28495,28521,P
28532,28554,QRS
28577,28616,T
28648,28673,P
28684,28705,QRS
28728,28768,T
28801,28826,P
28838,28859,QRS
28883,28922,T
28954,28979,P
28991,29012,QRS
29035,29074,T
29107,29132,P
29144,29165,QRS
29189,29227,T
29261,29286,P
29298,29319,QRS
29343,29381,T
29415,29440,P
29451,29473,QRS
29496,29534,T
29570,29595,P
29608,29629,QRS
29654,29691,T
29728,29753,P
29765,29787,QRS
29811,29849,T
29887,29912,P
29923,29945,QRS
29970,30009,T
30046,30072,P
30083,30105,QRS
30129,30168,T
30205,30231,P
30242,30264,QRS
30288,30327,T
30366,30392,P
30403,30425,QRS
30449,30488,T
30527,30552,P
30564,30586,QRS
30610,30649,T
30687,30713,P
30725,30747,QRS
30772,30810,T
