ROILimits_1,ROILimits_2,Value
192,213,P
219,247,QRS
287,324,T
386,408,P
414,442,QRS
481,516,T
577,599,P
606,635,QRS
674,710,T
771,792,P
799,829,QRS
868,911,T
966,986,P
994,1022,QRS
1062,1103,T
1162,1183,P
1191,1220,QRS
1259,1301,T
1360,1381,P
1389,1417,QRS
1455,1500,T
1556,1579,P
1586,1614,QRS
1653,1689,T
1758,1779,P
1787,1815,QRS
1851,1890,T
1960,1981,P
1988,2015,QRS
2055,2093,T
2161,2181,P
2188,2214,QRS
2256,2295,T
2361,2382,P
2388,2415,QRS
2457,2495,T
2566,2586,P
2592,2620,QRS
2662,2698,T
2768,2787,P
2795,2823,QRS
2864,2901,T
2969,2990,P
2998,3026,QRS
3065,3117,T
3175,3198,P
3205,3233,QRS
3274,3320,T
3380,3401,P
3408,3435,QRS
3458,3515,T
3581,3602,P
3610,3635,QRS
3675,3712,T
3781,3801,P
3807,3834,QRS
3875,3916,T
3981,3998,P
4008,4035,QRS
4078,4112,T
4183,4203,P
4209,4237,QRS
4278,4317,T
4384,4403,P
4411,4439,QRS
4480,4516,T
4586,4606,P
4613,4641,QRS
4680,4723,T
4785,4807,P
4814,4843,QRS
4882,4918,T
4984,5006,P
5013,5042,QRS
5080,5130,T
5180,5201,P
5208,5236,QRS
5276,5312,T
5373,5394,P
5401,5430,QRS
5468,5504,T
5562,5584,P
5591,5619,QRS
5656,5695,T
5751,5773,P
5780,5808,QRS
5847,5886,T
5943,5965,P
5972,6000,QRS
6039,6077,T
6135,6157,P
6164,6191,QRS
6231,6272,T
6331,6353,P
6360,6388,QRS
6426,6466,T
6528,6550,P
6556,6583,QRS
6622,6663,T
6727,6746,P
6756,6782,QRS
6823,6864,T
6925,6943,P
6952,6980,QRS
7020,7059,T
7124,7144,P
7151,7177,QRS
7219,7260,T
7324,7344,P
7351,7378,QRS
7420,7458,T
7525,7546,P
7552,7580,QRS
7621,7662,T
7726,7746,P
7753,7781,QRS
7823,7860,T
7926,7947,P
7954,7982,QRS
8022,8069,T
8123,8143,P
8150,8178,QRS
8216,8254,T
8317,8338,P
8347,8375,QRS
8412,8450,T
8514,8534,P
8542,8570,QRS
8606,8646,T
8711,8733,P
8740,8768,QRS
8803,8844,T
8914,8936,P
8942,8969,QRS
9006,9048,T
9118,9139,P
9146,9172,QRS
9213,9251,T
9324,9344,P
9351,9378,QRS
9420,9458,T
9529,9548,P
9555,9583,QRS
9623,9666,T
9735,9756,P
9764,9793,QRS
9832,9869,T
9940,9960,P
9967,9997,QRS
10037,10080,T
10150,10171,P
10179,10207,QRS
10246,10291,T
10356,10385,P
10387,10412,QRS
10453,10488,T
10560,10582,P
10589,10616,QRS
10658,10696,T
10738,10781,QRS
10785,10857,T
10969,10989,P
10995,11024,QRS
11065,11107,T
11166,11187,P
11194,11222,QRS
11262,11302,T
11364,11384,P
11391,11420,QRS
11459,11500,T
11561,11581,P
11589,11617,QRS
11654,11696,T
11761,11783,P
11790,11818,QRS
11858,11903,T
11971,11993,P
11999,12026,QRS
12066,12104,T
12178,12199,P
12204,12231,QRS
12272,12313,T
12385,12405,P
12411,12439,QRS
12480,12516,T
12594,12614,P
12621,12650,QRS
12689,12728,T
12812,12834,P
12841,12869,QRS
12909,12949,T
13029,13050,P
13057,13084,QRS
13125,13169,T
13245,13265,P
13271,13299,QRS
13341,13384,T
13452,13474,P
13479,13508,QRS
13548,13598,T
13663,13682,P
13690,13718,QRS
13759,13801,T
13866,13888,P
13895,13923,QRS
13962,13998,T
14070,14092,P
14098,14126,QRS
14165,14210,T
14275,14296,P
14302,14329,QRS
14370,14409,T
14480,14501,P
14506,14534,QRS
14576,14611,T
14687,14708,P
14715,14743,QRS
14784,14826,T
14891,14912,P
14919,14948,QRS
14986,15024,T
15101,15122,P
15130,15157,QRS
15195,15247,T
15314,15335,P
15343,15369,QRS
15411,15453,T
15526,15546,P
15552,15580,QRS
15621,15656,T
15736,15757,P
15764,15792,QRS
15833,15870,T
15949,15970,P
15978,16006,QRS
16045,16083,T
16162,16184,P
16192,16219,QRS
16258,16295,T
16376,16398,P
16404,16431,QRS
16472,16511,T
16583,16604,P
16609,16637,QRS
16679,16714,T
16786,16807,P
16814,16842,QRS
16884,16920,T
16991,17011,P
17019,17047,QRS
17086,17121,T
17196,17217,P
17225,17254,QRS
17292,17331,T
17398,17420,P
17428,17455,QRS
17480,17538,T
17602,17623,P
17630,17657,QRS
17697,17736,T
17804,17825,P
17831,17858,QRS
17901,17937,T
18002,18023,P
18029,18056,QRS
18098,18136,T
18200,18220,P
18226,18253,QRS
18295,18332,T
18398,18418,P
18424,18452,QRS
18494,18529,T
18595,18615,P
18622,18651,QRS
18693,18731,T
18795,18814,P
18822,18850,QRS
18890,18932,T
18993,19013,P
19020,19049,QRS
19074,19133,T
19186,19206,P
19213,19243,QRS
19281,19318,T
19379,19399,P
19407,19435,QRS
19474,19514,T
19575,19595,P
19603,19632,QRS
19672,19707,T
19773,19793,P
19802,19830,QRS
19869,19908,T
19972,19994,P
