ROILimits_1,ROILimits_2,Value
57,75,P
100,148,QRS
164,227,T
237,263,P
277,322,QRS
345,418,T
437,466,P
468,514,QRS
529,601,T
611,628,P
651,690,QRS
711,784,T
801,817,P
834,874,QRS
887,966,T
984,1011,P
1017,1055,QRS
1080,1152,T
1163,1179,P
1205,1243,QRS
1270,1355,T
1600,1624,P
1639,1680,QRS
1703,1758,T
1775,1800,P
1808,1848,QRS
1870,1944,T
1965,1979,P
1994,2034,QRS
2060,2100,T
2427,2444,P
2477,2521,QRS
2538,2603,T
2613,2630,P
2661,2705,QRS
2721,2791,T
2840,2882,QRS
2905,2981,T
3000,3015,P
3028,3065,QRS
3092,3130,T
3659,3681,P
3693,3738,QRS
3763,3833,T
4019,4038,P
4066,4099,QRS
4114,4183,T
4200,4226,P
4234,4273,QRS
4300,4374,T
4415,4458,QRS
4479,4533,T
4563,4583,P
4602,4640,QRS
4670,4735,T
4748,4763,P
4786,4826,QRS
4846,4917,T
4930,4945,P
4969,5006,QRS
5027,5102,T
5119,5143,P
5152,5190,QRS
5210,5252,T
5580,5599,P
5620,5673,QRS
5689,5744,T
5755,5769,P
5801,5835,QRS
5855,5932,T
5978,6024,QRS
6045,6082,T
6239,6251,P
6260,6323,QRS
6372,6389,T
6417,6441,P
6461,6502,QRS
6531,6580,T
6599,6618,P
6632,6672,QRS
6691,6769,T
6786,6829,P
6830,6855,QRS
6880,6952,T
6953,6992,P
7009,7047,QRS
7070,7136,T
7146,7164,P
7186,7230,QRS
7246,7318,T
7339,7366,P
7370,7407,QRS
7425,7471,T
7788,7831,P
7835,7870,QRS
7896,7956,T
7965,7981,P
8008,8049,QRS
8069,8148,T
8158,8173,P
8198,8240,QRS
8254,8334,T
8335,8376,P
8384,8419,QRS
8445,8512,T
8523,8540,P
8562,8602,QRS
8629,8682,T
8721,8736,P
8752,8787,QRS
8811,8884,T
8902,8930,P
8935,8989,QRS
8998,9040,T
9290,9309,P
9343,9382,QRS
9403,9459,T
9479,9494,P
9513,9557,QRS
9570,9652,T
9666,9693,P
9696,9740,QRS
9759,9835,T
9837,9878,P
9885,9940,QRS
9953,9989,T
10513,10531,P
10552,10591,QRS
10614,10676,T
10797,10817,P
10843,10889,QRS
10907,10969,T
11018,11055,QRS
11079,11153,T
11174,11193,P
11204,11243,QRS
11269,11345,T
11475,11500,P
11508,11565,QRS
11646,11666,P
11687,11726,QRS
11754,11805,T
11815,11833,P
11857,11895,QRS
11917,11992,T
12006,12019,P
12041,12082,QRS
12104,12178,T
12193,12207,P
12229,12282,QRS
12303,12371,T
12391,12405,P
12420,12466,QRS
12484,12557,T
12565,12582,P
12612,12649,QRS
12668,12739,T
12758,12773,P
12794,12828,QRS
12849,12923,T
12942,12955,P
12978,13013,QRS
13033,13112,T
13161,13208,QRS
13222,13294,T
14173,14192,P
14218,14251,QRS
14280,14317,T
14483,14501,P
14529,14569,QRS
14597,14651,T
14671,14686,P
14702,14740,QRS
14767,14838,T
14854,14886,P
14894,14926,QRS
14951,15020,T
15030,15051,P
15070,15118,QRS
15130,15204,T
15216,15230,P
15254,15295,QRS
15321,15390,T
15399,15415,P
15444,15478,QRS
15499,15576,T
15592,15623,P
15628,15665,QRS
15692,15763,T
15782,15801,P
15817,15855,QRS
15881,15921,T
16538,16554,P
16588,16633,QRS
16649,16700,T
16854,16866,P
16903,16941,QRS
16970,17029,T
17039,17051,P
17079,17115,QRS
17134,17209,T
17227,17244,P
17261,17297,QRS
17324,17363,T
17694,17713,P
17747,17793,QRS
17819,17870,T
17886,17903,P
17921,17960,QRS
17985,18061,T
18068,18089,P
18111,18149,QRS
18170,18242,T
18250,18269,P
18296,18335,QRS
18356,18408,T
18417,18440,P
18478,18526,QRS
18538,18590,T
18619,18636,P
18666,18717,QRS
18736,18807,T
18815,18834,P
18861,18900,QRS
18947,18997,T
19008,19021,P
19047,19086,QRS
19114,19183,T
19203,19219,P
19236,19276,QRS
19299,19335,T
19532,19557,P
19580,19634,QRS
19670,19682,T
19739,19757,P
19779,19816,QRS
19841,19909,T
20764,20784,P
20810,20844,QRS
20868,20910,T
21071,21092,P
21113,21159,QRS
21181,21238,T
21257,21274,P
21289,21351,QRS
21364,21424,T
21433,21450,P
21477,21512,QRS
21533,21606,T
21615,21635,P
21654,21700,QRS
21718,21775,T
21802,21816,P
21840,21892,QRS
21899,21975,T
21975,22001,P
22025,22067,QRS
22087,22143,T
22175,22189,P
22213,22248,QRS
22273,22347,T
22363,22392,P
22401,22443,QRS
22458,22532,T
22542,22557,P
22581,22626,QRS
22644,22715,T
22725,22742,P
22765,22803,QRS
22819,22895,T
22916,22929,P
22947,22984,QRS
23008,23079,T
23720,23734,P
23772,23809,QRS
23826,23871,T
24035,24051,P
24079,24116,QRS
24145,24199,T
24248,24289,QRS
24311,24390,T
24406,24421,P
24439,24484,QRS
24500,24543,T
24851,24869,P
24891,24931,QRS
24962,25013,T
25020,25041,P
25063,25099,QRS
25124,25198,T
25210,25226,P
25248,25285,QRS
25311,25381,T
25400,25430,P
25438,25477,QRS
25493,25570,T
25580,25594,P
25616,25654,QRS
25675,25746,T
25748,25764,P
25798,25836,QRS
25851,25930,T
25938,25956,P
25978,26016,QRS
26042,26083,T
26377,26395,P
26417,26455,QRS
26481,26540,T
26551,26567,P
26591,26631,QRS
26653,26730,T
26748,26762,P
26781,26818,QRS
26840,26917,T
26926,26943,P
26965,27011,QRS
27031,27101,T
27123,27143,P
27155,27191,QRS
27217,27254,T
27638,27660,P
27678,27728,QRS
27739,27808,T
27998,28014,P
28047,28084,QRS
28108,28164,T
28175,28189,P
28214,28256,QRS
28281,28355,T
28366,28380,P
28406,28444,QRS
28465,28539,T
28544,28566,P
28589,28628,QRS
28648,28721,T
28772,28813,QRS
28834,28908,T
28917,28936,P
28956,29004,QRS
29018,29099,T
29145,29187,QRS
29206,29245,T
29824,29841,P
29866,29910,QRS
29933,29970,T
30109,30136,P
30157,30192,QRS
30215,30280,T
30287,30305,P
30330,30377,QRS
30393,30434,T
30457,30493,P
30515,30553,QRS
30577,30651,T
30662,30679,P
30707,30741,QRS
30762,30833,T
30844,30866,P
30884,30924,QRS
30944,31021,T
31041,31070,P
31078,31111,QRS
31136,31210,T
31212,31224,P
31258,31301,QRS
31326,31399,T
31410,31422,P
31447,31483,QRS
31500,31545,T
32005,32025,P
32049,32096,QRS
32114,32152,T
32686,32704,P
32725,32762,QRS
32762,32806,T
32813,32841,P
32858,32905,QRS
32953,32974,T
33000,33021,P
33041,33081,QRS
33112,33167,T
33216,33257,QRS
33279,33358,T
33379,33388,P
33408,33456,QRS
33471,33541,T
33551,33568,P
33591,33638,QRS
33653,33725,T
33727,33746,P
33771,33811,QRS
33835,33906,T
33937,33952,P
33957,33994,QRS
34024,34091,T
34102,34119,P
34143,34182,QRS
34206,34251,T
34465,34479,P
34515,34554,QRS
34579,34636,T
34646,34662,P
34685,34720,QRS
34746,34819,T
34840,34861,P
34866,34908,QRS
34908,34919,P
34951,35010,QRS
35016,35060,T
35092,35116,P
35146,35212,QRS
35285,35301,P
35320,35363,QRS
35394,35448,T
35496,35554,QRS
35569,35640,T
35656,35667,P
35692,35730,QRS
35752,35819,T
35829,35850,P
35867,35912,QRS
35933,35992,T
36298,36319,P
36342,36391,QRS
36408,36466,T
36468,36507,P
36516,36555,QRS
36579,36656,T
36666,36681,P
36708,36746,QRS
36763,36844,T
36856,36868,P
36891,36938,QRS
36957,37027,T
37044,37061,P
37074,37122,QRS
37138,37208,T
37222,37236,P
37261,37300,QRS
37327,37396,T
37403,37424,P
37443,37483,QRS
37507,37583,T
37599,37618,P
37631,37680,QRS
37691,37760,T
37789,37807,P
37824,37861,QRS
37887,37929,T
39085,39129,P
39135,39180,QRS
39244,39259,T
39264,39283,P
39286,39329,QRS
39354,39426,T
39547,39564,P
39589,39639,QRS
39653,39718,T
39729,39745,P
39768,39807,QRS
39835,39906,T
39928,39956,P
39957,40001,QRS
40032,40096,T
40104,40121,P
40143,40190,QRS
40205,40273,T
40288,40301,P
40332,40365,QRS
40392,40458,T
40483,40502,P
40510,40556,QRS
40572,40645,T
40656,40672,P
40697,40740,QRS
40762,40834,T
40841,40864,P
40885,40928,QRS
40948,41019,T
41023,41046,P
41073,41112,QRS
41138,41207,T
41230,41246,P
41258,41305,QRS
41320,41358,T
41391,41423,P
41444,41489,QRS
41498,41578,T
41588,41623,P
41634,41669,QRS
41694,41732,T
42280,42314,P
42318,42368,QRS
42387,42452,T
42654,42672,P
42701,42733,QRS
42758,42822,T
42842,42861,P
42872,42910,QRS
42937,43015,T
43017,43061,P
43068,43116,QRS
43127,43196,T
43206,43223,P
43244,43290,QRS
43313,43385,T
43398,43420,P
43439,43481,QRS
43490,43561,T
43581,43611,P
43619,43652,QRS
43673,43744,T
43792,43841,QRS
43860,43931,T
43939,43955,P
43978,44032,QRS
44038,44116,T
44125,44141,P
44172,44205,QRS
44225,44270,T
44625,44655,P
44666,44705,QRS
44730,44802,T
44961,44979,P
45015,45049,QRS
45092,45144,T
45158,45181,P
45202,45237,QRS
45268,45337,T
45357,45377,P
45386,45424,QRS
45445,45522,T
45523,45544,P
45571,45617,QRS
