ROILimits_1,ROILimits_2,Value
104,138,QRS
146,265,T
452,486,QRS
509,604,T
695,727,QRS
740,876,T
1054,1093,QRS
1133,1250,T
1325,1343,P
1373,1407,QRS
1431,1561,T
1759,1784,P
1795,1825,QRS
1835,1975,T
1981,2007,P
2036,2069,QRS
2111,2233,T
2437,2472,P
2492,2529,QRS
2542,2725,T
2986,3029,QRS
3089,3179,T
3210,3231,P
3271,3303,QRS
3317,3426,T
3669,3686,P
3710,3750,QRS
3768,3924,T
4109,4143,QRS
4180,4289,T
4516,4546,P
4578,4609,QRS
4628,4756,T
5050,5084,QRS
5116,5223,T
5406,5432,P
5455,5492,QRS
5503,5638,T
5689,5727,QRS
5753,5828,T
5970,6016,P
6025,6056,QRS
6088,6216,T
6444,6476,QRS
6497,6616,T
6831,6873,P
6891,6929,QRS
6952,7078,T
7255,7289,QRS
7304,7397,T
7540,7570,QRS
7611,7661,T
7675,7694,P
7724,7756,QRS
7770,7943,T
8096,8123,P
8149,8183,QRS
8226,8332,T
8453,8483,P
8496,8531,QRS
8567,8675,T
8814,8845,QRS
8885,9017,T
9048,9072,P
9107,9138,QRS
9178,9241,T
9311,9342,QRS
9359,9442,T
9501,9524,P
9551,9581,QRS
9599,9718,T
9786,9817,QRS
9843,9955,T
10255,10287,QRS
10320,10424,T
10539,10563,P
10581,10622,QRS
10644,10810,T
11017,11053,QRS
11086,11204,T
11311,11348,P
11365,11396,QRS
11436,11548,T
11837,11869,QRS
11913,11971,T
11973,12014,P
12036,12067,QRS
12079,12190,T
12431,12470,P
12488,12522,QRS
12541,12685,T
12771,12804,P
12808,12840,QRS
12873,12941,T
12941,12966,P
12997,13023,QRS
13057,13219,T
13391,13427,QRS
13430,13559,T
13787,13815,P
13846,13876,QRS
13901,14065,T
14278,14308,QRS
14330,14438,T
14563,14586,P
14591,14624,QRS
14673,14802,T
14955,15003,QRS
15034,15134,T
15240,15270,QRS
15296,15427,T
15606,15653,QRS
15665,15793,T
15899,15930,QRS
15954,16067,T
16095,16135,P
16155,16186,QRS
16196,16307,T
16401,16441,QRS
16478,16585,T
16626,16665,P
16677,16713,QRS
16754,16839,T
17131,17165,QRS
17172,17301,T
17540,17575,QRS
17588,17679,T
17751,17781,QRS
17809,17909,T
18024,18050,P
18061,18092,QRS
18128,18238,T
18302,18332,P
18343,18377,QRS
18406,18516,T
18540,18569,P
18601,18632,QRS
18666,18784,T
19009,19040,QRS
19083,19135,T
19225,19258,QRS
19419,19445,T
19641,19660,P
19686,19715,QRS
19741,19810,T
19894,19927,QRS
19956,20114,T
20185,20222,QRS
20239,20364,T
20486,20518,QRS
20555,20696,T
20757,20798,QRS
20833,20951,T
20962,21005,P
21014,21044,QRS
21066,21198,T
21439,21469,QRS
21505,21626,T
21764,21802,QRS
21838,21949,T
22082,22118,QRS
22151,22210,T
22246,22285,P
22313,22343,QRS
22369,22543,T
22790,22829,QRS
22923,22985,T
23090,23126,QRS
23164,23267,T
23442,23477,QRS
23513,23564,T
23626,23656,QRS
23664,23774,T
23798,23821,P
23835,23873,QRS
23889,24010,T
24138,24168,P
24188,24219,QRS
24233,24358,T
24624,24655,QRS
24696,24817,T
25073,25104,QRS
25127,25249,T
25393,25413,P
25435,25468,QRS
25480,25671,T
25923,25970,QRS
26009,26090,T
26394,26429,QRS
26461,26578,T
26739,26783,P
26799,26834,QRS
26877,26990,T
27133,27164,QRS
27205,27269,T
27620,27659,QRS
27691,27804,T
27927,27951,P
27958,27990,QRS
28023,28136,T
28233,28253,P
28275,28311,QRS
28350,28460,T
28686,28717,QRS
28739,28862,T
28985,29019,P
29023,29054,QRS
29086,29150,T
29256,29286,QRS
29314,29451,T
29676,29707,P
29712,29743,QRS
29787,29845,T
29898,29921,P
29925,29959,QRS
30130,30155,T
30448,30481,QRS
30509,30613,T
30792,30828,QRS
30868,31025,T
31278,31320,QRS
31363,31466,T
31621,31651,QRS
31682,31795,T
31878,31903,P
31920,31949,QRS
31965,32095,T
32216,32247,QRS
32289,32414,T
32645,32675,QRS
32717,32837,T
32960,32999,QRS
33033,33142,T
33207,33242,P
33248,33281,QRS
33303,33422,T
33497,33533,QRS
33570,33630,T
33634,33661,P
33690,33719,QRS
33751,33897,T
34150,34194,QRS
34286,34360,T
34632,34666,QRS
34688,34801,T
34949,34989,QRS
35028,35120,T
35241,35272,QRS
35312,35414,T
35572,35592,P
35642,35675,QRS
35719,35815,T
35895,35925,P
35943,35972,QRS
35993,36146,T
36364,36399,QRS
36415,36574,T
36766,36796,QRS
36836,36918,T
37040,37075,P
37096,37127,QRS
37167,37291,T
37578,37624,QRS
37664,37719,T
37912,37944,QRS
37968,38077,T
38257,38294,QRS
38338,38438,T
38586,38621,QRS
38663,38814,T
39008,39047,P
39058,39096,QRS
39122,39260,T
39370,39400,QRS
39435,39553,T
39673,39705,QRS
39737,39885,T
40128,40161,QRS
40189,40268,T
40330,40366,QRS
40377,40487,T
40600,40630,QRS
40669,40739,T
40756,40795,P
40807,40847,QRS
40880,40932,T
40933,40974,P
40992,41024,QRS
41031,41130,T
41186,41223,QRS
41242,41356,T
41484,41515,QRS
41527,41646,T
41816,41860,P
41874,41906,QRS
41909,42055,T
42114,42153,P
42175,42206,QRS
42244,42340,T
42432,42460,P
42472,42505,QRS
42514,42637,T
42701,42726,P
42735,42766,QRS
42772,42856,T
42940,42971,QRS
43002,43060,T
43170,43202,QRS
43237,43332,T
43471,43495,P
43510,43545,QRS
43558,43706,T
43741,43782,P
43799,43830,QRS
43867,43978,T
44160,44204,QRS
44224,44331,T
44498,44530,QRS
44569,44698,T
44790,44821,QRS
44840,44962,T
45180,45215,P
45230,45261,QRS
45273,45366,T
45380,45418,P
45438,45468,QRS
45477,45594,T
45880,45911,QRS
45948,46044,T
46147,46191,P
46211,46241,QRS
46273,46378,T
46607,46641,P
46659,46702,QRS
46728,46864,T
47084,47115,QRS
47153,47256,T
47493,47516,P
47550,47582,QRS
47588,47718,T
47873,47904,P
47912,47949,QRS
47966,48144,T
48361,48391,QRS
48435,48496,T
48574,48605,P
48632,48662,QRS
48689,48765,T
48780,48803,P
48832,48862,QRS
48877,49062,T
49121,49152,QRS
49181,49298,T
49503,49538,QRS
49565,49715,T
49972,50011,QRS
50046,50112,T
50385,50426,P
50444,50489,QRS
50536,50657,T
50754,50780,P
50803,50839,QRS
50859,51012,T
51123,51151,P
51197,51231,QRS
51268,51405,T
51498,51537,P
51563,51599,QRS
51620,51738,T
51900,51933,QRS
51980,52067,T
52193,52223,P
52234,52264,QRS
52289,52367,T
52444,52474,QRS
52491,52605,T
52644,52677,P
52694,52729,QRS
52735,52880,T
52915,52942,P
52949,52990,QRS
53000,53128,T
53235,53265,QRS
53276,53433,T
53621,53666,P
53686,53722,QRS
53739,53856,T
53989,54022,P
54029,54060,QRS
54083,54210,T
54391,54424,P
54431,54461,QRS
54504,54613,T
54775,54792,P
54836,54866,QRS
54899,55016,T
55298,55332,QRS
55375,55484,T
55553,55583,QRS
55621,55750,T
55777,55799,P
55841,55874,QRS
55894,55937,T
56013,56044,QRS
56092,56158,T
56304,56343,QRS
56379,56495,T
56776,56810,QRS
56879,56945,T
57274,57307,QRS
57343,57483,T
57554,57599,P
57614,57647,QRS
57669,57790,T
58106,58137,QRS
58177,58296,T
58443,58481,P
58491,58530,QRS
58554,58673,T
58884,58909,P
58929,58960,QRS
58993,59115,T
59179,59213,QRS
59246,59364,T
59483,59506,P
59515,59551,QRS
59581,59736,T
59906,59932,P
59951,59990,QRS
59997,60114,T
60184,60207,P
60231,60263,QRS
60276,60399,T
60422,60445,P
60463,60500,QRS
60520,60685,T
60741,60768,P
60783,60814,QRS
60848,60954,T
61167,61210,QRS
61239,61365,T
61413,61429,P
61435,61467,QRS
61478,61609,T
61640,61673,P
61678,61713,QRS
61720,61847,T
61983,62013,QRS
62056,62163,T
62282,62312,QRS
62338,62453,T
62636,62676,P
62688,62720,QRS
62726,62901,T
63101,63136,QRS
63159,63280,T
63459,63498,QRS
63512,63623,T
63709,63746,P
63755,63785,QRS
63798,63899,T
63913,63942,P
63969,63999,QRS
64024,64172,T
64412,64444,QRS
64481,64588,T
64660,64701,QRS
64706,64826,T
64863,64883,P
64903,64936,QRS
64950,65096,T
65132,65164,P
65176,65207,QRS
65246,65360,T
65415,65449,P
65475,65506,QRS
65532,65643,T
65699,65735,P
65741,65775,QRS
65804,65946,T
66118,66157,P
66193,66236,QRS
66285,66383,T
66500,66534,P
66542,66574,QRS
66593,66743,T
66859,66893,QRS
66915,67020,T
67291,67317,P
67325,67359,QRS
67394,67508,T
67764,67793,QRS
67822,67905,T
67905,67935,P
67965,67995,QRS
68011,68095,T
68121,68158,P
68172,68211,QRS
68223,68329,T
68458,68490,QRS
68502,68612,T
68905,68936,QRS
68980,69100,T
69246,69279,QRS
69302,69478,T
69604,69650,P
69656,69691,QRS
69729,69822,T
69887,69918,QRS
69941,70015,T
70033,70070,P
70083,70119,QRS
70172,70270,T
70416,70447,P
70455,70487,QRS
70514,70628,T
70798,70844,P
70851,70881,QRS
70898,71023,T
71175,71208,QRS
71251,71400,T
71655,71700,QRS
71747,71806,T
72080,72121,P
72132,72177,QRS
72213,72277,T
72483,72520,P
72536,72566,QRS
72608,72715,T
72795,72832,P
72848,72878,QRS
72917,73026,T
73245,73280,QRS
73285,73401,T
73435,73470,P
73474,73505,QRS
73542,73684,T
73858,73897,QRS
73910,74031,T
74114,74145,QRS
74186,74312,T
74462,74496,QRS
74523,74623,T
74901,74935,QRS
74952,75061,T
75307,75338,P
